candidate_id,entailment_correct,neutral_correct,contradiction_correct,ent_minus_con_correct,con_minus_ent_correct,max_prob_correct,entropy_correct
SBV2-ALL92-G011-CONTRA,0.020286912,0.17666958,0.80304354,-0.7827566,0.7827566,0.80304354,0.5614707
SBV2-ALL92-G013-C01,0.021792453,0.116977446,0.86123,-0.83943754,0.83943754,0.86123,0.46305156
SBV2-ALL92-G013-C02,0.03799396,0.14566639,0.8163396,-0.77834564,0.77834564,0.8163396,0.5705253
SBV2-ALL92-G013-C03,0.03124838,0.12152755,0.8472241,-0.8159757,0.8159757,0.8472241,0.5048948
SBV2-ALL92-G013-C04,0.0036366608,0.026999459,0.9693638,-0.96572715,0.96572715,0.9693638,0.14810841
SBV2-ALL92-G014-C01,0.009442073,0.96147174,0.029086241,-0.019644167,0.019644167,0.96147174,0.18469304
SBV2-ALL92-G014-C02,0.011851696,0.95269847,0.035449866,-0.02359817,0.02359817,0.95269847,0.21712002
SBV2-ALL92-G014-C03,0.01093102,0.933979,0.055089917,-0.0441589,0.0441589,0.933979,0.27285218
SBV2-ALL92-G014-C04,0.00833645,0.90004265,0.091620825,-0.08328438,0.08328438,0.90004265,0.3536765
SBV2-ALL92-G018-C01,0.974326,0.01579283,0.009881118,0.9644449,-0.9644449,0.974326,0.13647576
SBV2-ALL92-G018-C02,0.9838935,0.0131512545,0.0029552516,0.98093826,-0.98093826,0.9838935,0.09014919
SBV2-ALL92-G018-C03,0.37095818,0.4425447,0.18649718,0.184461,-0.184461,0.4425447,1.0418272
SBV2-ALL92-G018-C04,0.0012260337,0.0019874612,0.9967865,-0.99556047,0.99556047,0.9967865,0.023791442
SBV2-ALL92-G019-C01,0.99119055,0.0076238033,0.0011857233,0.99000484,-0.99000484,0.99119055,0.05393655
SBV2-ALL92-G019-C02,0.0019746644,0.03928613,0.9587393,-0.95676464,0.95676464,0.9587393,0.17985912
SBV2-ALL92-G019-C03,0.0026503352,0.56150126,0.43584836,-0.43319803,0.43319803,0.56150126,0.7017452
SBV2-ALL92-G019-C04,0.008132419,0.03525558,0.956612,-0.9484796,0.9484796,0.956612,0.19949976
SBV2-ALL92-G020-C01,0.8646296,0.0699137,0.0654567,0.79917294,-0.79917294,0.8646296,0.49022776
SBV2-ALL92-G020-C02,0.9020873,0.051981587,0.04593113,0.8561561,-0.8561561,0.9020873,0.38815325
SBV2-ALL92-G020-C03,0.044989906,0.7451544,0.20985575,-0.16486585,0.16486585,0.7451544,0.6863805
SBV2-ALL92-G020-C04,0.008300896,0.31034765,0.6813515,-0.6730506,0.6730506,0.6813515,0.6643178
SBV2-ALL92-G021-C01,0.004985942,0.97145814,0.023555888,-0.018569946,0.018569946,0.97145814,0.14285816
SBV2-ALL92-G021-C02,0.007230465,0.96808773,0.024681851,-0.017451387,0.017451387,0.96808773,0.15840429
SBV2-ALL92-G021-C03,0.00798894,0.9514641,0.040546954,-0.032558013,0.032558013,0.9514641,0.21588758
SBV2-ALL92-G021-C04,0.0041861776,0.9621104,0.033703435,-0.029517258,0.029517258,0.9621104,0.17434582
SBV2-ALL92-G025-C01,0.9827878,0.015224037,0.0019881174,0.9807997,-0.9807997,0.9827878,0.093141206
SBV2-ALL92-G025-C02,0.9612453,0.03694817,0.001806469,0.9594388,-0.9594388,0.9612453,0.17126809
SBV2-ALL92-G025-C03,0.039867513,0.92981964,0.030312803,0.00955471,-0.00955471,0.92981964,0.302098
SBV2-ALL92-G025-C04,0.006357901,0.74012905,0.25351304,-0.24715513,0.24715513,0.74012905,0.6027923
SBV2-ALL92-G027-C01,0.027895076,0.95459425,0.017510649,0.010384427,-0.010384427,0.95459425,0.21503356
SBV2-ALL92-G027-C02,0.022989862,0.9573894,0.019620685,0.0033691768,-0.0033691768,0.9573894,0.20555575
SBV2-ALL92-G027-C03,0.021364154,0.9632192,0.015416578,0.005947576,-0.005947576,0.9632192,0.18258609
SBV2-ALL92-G027-C04,0.021665938,0.057935122,0.92039895,-0.898733,0.898733,0.92039895,0.32439375
SBV2-ALL92-G028-C01,0.030084442,0.96573025,0.004185296,0.025899146,-0.025899146,0.96573025,0.16200343
SBV2-ALL92-G028-C02,0.001990224,0.99690825,0.0011014764,0.0008887476,-0.0008887476,0.99690825,0.022967454
SBV2-ALL92-G028-C03,0.004541451,0.99441624,0.0010423693,0.0034990818,-0.0034990818,0.99441624,0.037224222
SBV2-ALL92-G028-C04,0.0013438981,0.016485503,0.9821706,-0.9808267,0.9808267,0.9821706,0.094233125
SBV2-ALL92-G030-C01,0.00057479774,0.9553468,0.044078387,-0.04350359,0.04350359,0.9553468,0.18553317
SBV2-ALL92-G030-C02,0.00052197155,0.9378091,0.06166888,-0.061146908,0.061146908,0.9378091,0.23596868
SBV2-ALL92-G030-C03,0.00084374985,0.9708928,0.028263489,-0.027419738,0.027419738,0.9708928,0.13544402
SBV2-ALL92-G030-C04,0.0014269018,0.9670811,0.03149194,-0.030065037,0.030065037,0.9670811,0.1506203
SBV2-ALL92-G031-C01,0.095239095,0.8868172,0.017943788,0.0772953,-0.0772953,0.8868172,0.4026063
SBV2-ALL92-G031-C02,0.008246235,0.9827393,0.009014434,-0.00076819956,0.00076819956,0.9827393,0.09912458
SBV2-ALL92-G031-C03,0.045330003,0.94260925,0.012060795,0.033269208,-0.033269208,0.94260925,0.24923493
SBV2-ALL92-G031-C04,0.088379115,0.895389,0.016231911,0.072147205,-0.072147205,0.895389,0.38024417
SBV2-ALL92-G032-C01,0.0017762973,0.9962173,0.0020063978,-0.00023010047,0.00023010047,0.9962173,0.027487785
SBV2-ALL92-G032-C02,0.0020507826,0.99566346,0.0022857492,-0.00023496663,0.00023496663,0.99566346,0.03092029
SBV2-ALL92-G032-C03,0.34153697,0.63519824,0.023264827,0.31827214,-0.31827214,0.63519824,0.7426721
SBV2-ALL92-G032-C04,0.0018829455,0.53013384,0.46798325,-0.4661003,0.4661003,0.53013384,0.7036023
SBV2-ALL92-G033-C01,0.005428336,0.9578171,0.036754515,-0.03132618,0.03132618,0.9578171,0.19101363
SBV2-ALL92-G033-C02,0.005528426,0.96376824,0.030703396,-0.02517497,0.02517497,0.96376824,0.1712549
SBV2-ALL92-G033-C03,0.0058054924,0.921623,0.07257148,-0.06676599,0.06676599,0.921623,0.2954825
SBV2-ALL92-G033-C04,0.009979143,0.93769425,0.05232664,-0.042347495,0.042347495,0.93769425,0.26067626
SBV2-ALL92-G034-C01,0.0075965626,0.9893618,0.003041591,0.0045549716,-0.0045549716,0.9893618,0.06528022
SBV2-ALL92-G034-C02,0.010421168,0.9813731,0.008205792,0.0022153761,-0.0022153761,0.9813731,0.10542542
SBV2-ALL92-G034-C03,0.016205143,0.9749894,0.008805373,0.0073997704,-0.0073997704,0.9749894,0.13317019
SBV2-ALL92-G034-C04,0.005660266,0.08068439,0.91365534,-0.90799505,0.90799505,0.91365534,0.31489217
SBV2-ALL92-G035-C01,0.97765666,0.02080353,0.0015397551,0.9761169,-0.9761169,0.97765666,0.11262792
SBV2-ALL92-G035-C02,0.0045031137,0.9616047,0.03389221,-0.029389096,0.029389096,0.9616047,0.17668939
SBV2-ALL92-G035-C03,0.004652893,0.9568921,0.038454942,-0.033802047,0.033802047,0.9568921,0.19244893
SBV2-ALL92-G035-C04,0.0054496117,0.9347309,0.05981948,-0.054369867,0.054369867,0.9347309,0.2599727
SBV2-ALL92-G036-C01,0.0023017332,0.9453329,0.05236535,-0.050063618,0.050063618,0.9453329,0.22157794
SBV2-ALL92-G036-C02,0.0057971054,0.9387564,0.05544647,-0.04964936,0.04964936,0.9387564,0.24955598
SBV2-ALL92-G036-C03,0.007127185,0.73322815,0.2596447,-0.2525175,0.2525175,0.73322815,0.6128707
SBV2-ALL92-G036-C04,0.05319882,0.4745711,0.4722301,-0.4190313,0.4190313,0.4745711,0.8640981
SBV2-ALL92-G037-C01,0.010304152,0.9640765,0.025619414,-0.015315262,0.015315262,0.9640765,0.17629391
SBV2-ALL92-G037-C02,0.0055730576,0.96775895,0.026667995,-0.021094937,0.021094937,0.96775895,0.15729132
SBV2-ALL92-G037-C03,0.011190673,0.9481922,0.04061717,-0.029426498,0.029426498,0.9481922,0.23083778
SBV2-ALL92-G037-C04,0.020120105,0.78458023,0.19529967,-0.17517957,0.17517957,0.78458023,0.5879015
SBV2-ALL92-G038-C01,0.012513291,0.5019303,0.4855564,-0.4730431,0.4730431,0.5019303,0.7515929
SBV2-ALL92-G038-C02,0.013994076,0.6711925,0.31481338,-0.3008193,0.3008193,0.6711925,0.6911999
SBV2-ALL92-G038-C03,0.01095981,0.20976664,0.77927357,-0.76831377,0.76831377,0.77927357,0.57141787
SBV2-ALL92-G038-C04,0.020667471,0.4981008,0.4812317,-0.46056423,0.46056423,0.4981008,0.7793018
SBV2-ALL92-G040-C01,0.005320149,0.8912166,0.103463314,-0.09814317,0.09814317,0.8912166,0.3652076
SBV2-ALL92-G040-C02,0.0008914396,0.9964784,0.0026301958,-0.0017387562,0.0017387562,0.9964784,0.0254009
SBV2-ALL92-G040-C03,0.00053348276,0.9969908,0.0024757136,-0.0019422309,0.0019422309,0.9969908,0.021882355
SBV2-ALL92-G040-C04,0.0024545384,0.06709136,0.93045413,-0.9279996,0.9279996,0.93045413,0.2630815
SBV2-ALL92-G042-C01,0.013877126,0.9802493,0.0058736117,0.008003514,-0.008003514,0.9802493,0.10908838
SBV2-ALL92-G042-C02,0.0034712234,0.99238014,0.0041486667,-0.00067744334,0.00067744334,0.99238014,0.050004456
SBV2-ALL92-G042-C03,0.08175359,0.88382316,0.034423195,0.047330394,-0.047330394,0.88382316,0.42983794
SBV2-ALL92-G042-C04,0.07694959,0.82576126,0.09728912,-0.020339534,0.020339534,0.82576126,0.5821272
SBV2-ALL92-G043-C01,0.0011927582,0.9925955,0.006211764,-0.005019006,0.005019006,0.9925955,0.04696996
SBV2-ALL92-G043-C02,0.00069443934,0.99366105,0.005644482,-0.004950043,0.004950043,0.99366105,0.04059098
SBV2-ALL92-G043-C03,0.0016732424,0.99242145,0.005905334,-0.0042320914,0.0042320914,0.99242145,0.048552368
SBV2-ALL92-G043-C04,0.03189053,0.8353668,0.13274273,-0.10085221,0.10085221,0.8353668,0.52819955
SBV2-ALL92-G047-C01,0.043409817,0.95126784,0.005322264,0.038087554,-0.038087554,0.95126784,0.21157122
SBV2-ALL92-G047-C02,0.01717093,0.97847897,0.004350081,0.012820849,-0.012820849,0.97847897,0.1147335
SBV2-ALL92-G047-C03,0.1043649,0.88966256,0.0059725186,0.09839238,-0.09839238,0.88966256,0.3704462
SBV2-ALL92-G047-C04,0.0020141366,0.014472688,0.9835132,-0.981499,0.981499,0.9835132,0.090152
SBV2-ALL92-G051-C01,0.0007267784,0.9963491,0.0029240903,-0.0021973117,0.0021973117,0.9963491,0.02595798
SBV2-ALL92-G051-C02,0.00074595044,0.99643964,0.0028144007,-0.0020684502,0.0020684502,0.99643964,0.025454488
SBV2-ALL92-G051-C03,0.0006976646,0.99632627,0.0029760879,-0.0022784232,0.0022784232,0.99632627,0.02604978
SBV2-ALL92-G051-C04,0.00065855135,0.99682593,0.0025155798,-0.0018570285,0.0018570285,0.99682593,0.0230496
SBV2-ALL92-G052-C01,0.0009774385,0.9928599,0.0061627263,-0.005185288,0.005185288,0.9928599,0.04525233
SBV2-ALL92-G052-C02,0.0011802013,0.99237496,0.0064448514,-0.00526465,0.00526465,0.99237496,0.048063785
SBV2-ALL92-G052-C03,0.000863616,0.99245644,0.006679859,-0.005816243,0.005816243,0.99245644,0.047064446
SBV2-ALL92-G052-C04,0.0006962627,0.98365504,0.015648643,-0.01495238,0.01495238,0.98365504,0.08632954
SBV2-ALL92-G055-C01,0.0011829785,0.99752396,0.0012930412,-0.000110062654,0.000110062654,0.99752396,0.019045617
SBV2-ALL92-G055-C02,0.010629769,0.9441816,0.045188706,-0.034558937,0.034558937,0.9441816,0.24247868
SBV2-ALL92-G055-C03,0.015653616,0.92867994,0.05566654,-0.040012926,0.040012926,0.92867994,0.2945729
SBV2-ALL92-G055-C04,0.0043066298,0.9830064,0.012686955,-0.0083803255,0.0083803255,0.9830064,0.09571539
SBV2-ALL92-G057-C01,0.16536589,0.040509284,0.7941248,-0.6287589,0.6287589,0.7941248,0.61053085
SBV2-ALL92-G057-C02,0.018654322,0.15758583,0.8237598,-0.80510545,0.80510545,0.8237598,0.5251677
SBV2-ALL92-G057-C03,0.7777469,0.06032489,0.16192816,0.61581874,-0.61581874,0.7777469,0.65968966
SBV2-ALL92-G057-C04,0.26936835,0.068612725,0.66201895,-0.3926506,0.3926506,0.66201895,0.81021345
SBV2-ALL92-G060-C01,0.95028496,0.044446945,0.0052681225,0.94501686,-0.94501686,0.95028496,0.214479
SBV2-ALL92-G060-C02,0.0010917484,0.0036642319,0.99524397,-0.99415225,0.99415225,0.99524397,0.03274358
SBV2-ALL92-G060-C03,0.018983977,0.8986976,0.08231837,-0.0633344,0.0633344,0.8986976,0.37680644
SBV2-ALL92-G060-C04,0.00027687522,0.0011264284,0.9985967,-0.99831986,0.99831986,0.9985967,0.011317421
SBV2-ALL92-G062-C01,0.0027247109,0.9844915,0.01278368,-0.010058969,0.010058969,0.9844915,0.08720963
SBV2-ALL92-G062-C02,0.0088578975,0.9758967,0.015245347,-0.00638745,0.00638745,0.9758967,0.12945542
SBV2-ALL92-G062-C03,0.0008666003,0.9951426,0.003990842,-0.0031242417,0.0031242417,0.9951426,0.033000372
SBV2-ALL92-G062-C04,0.0031303423,0.9891243,0.0077453475,-0.004615005,0.004615005,0.9891243,0.06651534
SBV2-ALL92-G065-C01,0.31931907,0.6635483,0.017132657,0.3021864,-0.3021864,0.6635483,0.7063546
SBV2-ALL92-G065-C02,0.4055361,0.58357525,0.010888624,0.39464745,-0.39464745,0.58357525,0.72953475
SBV2-ALL92-G065-C03,0.062711105,0.9244333,0.012855566,0.049855538,-0.049855538,0.9244333,0.3022703
SBV2-ALL92-G065-C04,0.003850724,0.9645885,0.03156072,-0.027709994,0.027709994,0.9645885,0.16525389
SBV2-ALL92-G067-C01,0.0018089919,0.9858312,0.012359781,-0.01055079,0.01055079,0.9858312,0.07979202
SBV2-ALL92-G067-C02,0.008173956,0.9799351,0.01189096,-0.0037170043,0.0037170043,0.9799351,0.11185328
SBV2-ALL92-G067-C03,0.0028251375,0.30700696,0.69016784,-0.6873427,0.6873427,0.69016784,0.6350495
SBV2-ALL92-G067-C04,0.012994173,0.88168913,0.10531666,-0.09232249,0.09232249,0.88168913,0.40450054
SBV2-ALL92-G069-C01,0.011095936,0.98429227,0.004611798,0.0064841383,-0.0064841383,0.98429227,0.09033598
SBV2-ALL92-G069-C02,0.005889502,0.99041754,0.003692853,0.0021966489,-0.0021966489,0.99041754,0.06046153
SBV2-ALL92-G069-C03,0.027715186,0.9632835,0.009001329,0.018713858,-0.018713858,0.9632835,0.17781419
SBV2-ALL92-G069-C04,0.011529608,0.98599815,0.0024722347,0.009057373,-0.009057373,0.98599815,0.08019804
SBV2-ALL92-G077-C01,0.003496169,0.96873367,0.027770126,-0.024273958,0.024273958,0.96873367,0.15006942
SBV2-ALL92-G077-C02,0.0035156049,0.9697538,0.026730549,-0.023214944,0.023214944,0.9697538,0.14646584
SBV2-ALL92-G077-C03,0.00611047,0.94030493,0.05358466,-0.04747419,0.04747419,0.94030493,0.24584153
SBV2-ALL92-G077-C04,0.0046699164,0.9593266,0.036003508,-0.03133359,0.03133359,0.9593266,0.18457706
SBV2-ALL92-G079-C01,0.059648175,0.9328053,0.007546469,0.052101705,-0.052101705,0.9328053,0.26992756
SBV2-ALL92-G079-C02,0.0131764505,0.9805069,0.0063166427,0.0068598078,-0.0068598078,0.9805069,0.10833806
SBV2-ALL92-G079-C03,0.027148949,0.9672106,0.005640414,0.021508535,-0.021508535,0.9672106,0.15936121
SBV2-ALL92-G079-C04,0.0060641966,0.117526114,0.8764097,-0.87034553,0.87034553,0.8764097,0.39821178
SBV2-ALL92-G082-C01,0.05113384,0.831336,0.11753011,-0.066396266,0.066396266,0.831336,0.5572412
SBV2-ALL92-G082-C02,0.057039052,0.89384687,0.049114153,0.007924899,-0.007924899,0.89384687,0.41167998
SBV2-ALL92-G082-C03,0.023786886,0.8975536,0.07865953,-0.05487264,0.05487264,0.8975536,0.3859417
SBV2-ALL92-G082-C04,0.0032365243,0.12525755,0.8715059,-0.8682694,0.8682694,0.8715059,0.39862427
SBV2-ALL92-G083-C01,0.9904355,0.0077800127,0.001784443,0.98865104,-0.98865104,0.9904355,0.05859302
SBV2-ALL92-G083-C02,0.9880414,0.00838013,0.0035784896,0.9844629,-0.9844629,0.9880414,0.07211665
SBV2-ALL92-G083-C03,0.9186579,0.023870533,0.05747156,0.8611863,-0.8611863,0.9186579,0.33126488
SBV2-ALL92-G083-C04,0.004157657,0.0045704297,0.9912719,-0.98711425,0.98711425,0.9912719,0.056111656
SBV2-ALL92-G085-C01,0.0035368823,0.98860955,0.007853636,-0.0043167532,0.0043167532,0.98860955,0.06935413
SBV2-ALL92-G085-C02,0.002228071,0.99193394,0.005838064,-0.003609993,0.003609993,0.99193394,0.051666662
SBV2-ALL92-G085-C03,0.002060004,0.99036,0.0075799245,-0.0055199205,0.0055199205,0.99036,0.05934169
SBV2-ALL92-G085-C04,0.008555908,0.9168948,0.074549325,-0.06599341,0.06599341,0.9168948,0.3138399
SBV2-ALL92-G086-C01,0.006565784,0.962173,0.031261247,-0.024695463,0.024695463,0.962173,0.17843321
SBV2-ALL92-G086-C02,0.007865897,0.96301776,0.02911629,-0.021250393,0.021250393,0.96301776,0.17737031
SBV2-ALL92-G086-C03,0.010283407,0.9464714,0.04324519,-0.032961782,0.032961782,0.9464714,0.23496664
SBV2-ALL92-G086-C04,0.01739347,0.92609423,0.05651232,-0.03911885,0.03911885,0.92609423,0.30395395
SBV2-ALL92-G087-C01,0.028173424,0.96630114,0.0055254693,0.022647955,-0.022647955,0.96630114,0.16240963
SBV2-ALL92-G087-C02,0.029658573,0.9653944,0.004947091,0.024711482,-0.024711482,0.9653944,0.1646027
SBV2-ALL92-G087-C03,0.020362638,0.9702997,0.009337619,0.011025019,-0.011025019,0.9702997,0.15218925
SBV2-ALL92-G087-C04,0.051840425,0.8387416,0.10941799,-0.057577565,0.057577565,0.8387416,0.5430171
SBV2-ALL92-G089-C01,0.0050046486,0.8228863,0.17210911,-0.16710447,0.16710447,0.8228863,0.48977053
SBV2-ALL92-G089-C02,0.0037132597,0.84529245,0.15099423,-0.14728096,0.14728096,0.84529245,0.448306
SBV2-ALL92-G089-C03,0.024253964,0.96332943,0.012416581,0.011837384,-0.011837384,0.96332943,0.18068749
SBV2-ALL92-G089-C04,0.008604961,0.8146136,0.17678143,-0.16817647,0.16817647,0.8146136,0.51428384
SBV2-ALL92-G091-C01,0.042560298,0.9535749,0.0038647803,0.038695518,-0.038695518,0.9535749,0.2011583
SBV2-ALL92-G091-C02,0.0107849855,0.9883306,0.000884483,0.009900503,-0.009900503,0.9883306,0.06667108
SBV2-ALL92-G091-C03,0.01473435,0.9759591,0.009306509,0.005427841,-0.005427841,0.9759591,0.12941968
SBV2-ALL92-G091-C04,0.0020596858,0.03175644,0.96618384,-0.96412414,0.96412414,0.96618384,0.15552631
SBV2-ALL92-G092-C01,0.00083230797,0.9973671,0.0018006265,-0.00096831855,0.00096831855,0.9973671,0.019910876
SBV2-ALL92-G092-C02,0.00090970285,0.99680007,0.0022901618,-0.0013804589,0.0013804589,0.99680007,0.023487104
SBV2-ALL92-G092-C03,0.0011721415,0.99644864,0.002379174,-0.0012070326,0.0012070326,0.99644864,0.02582834
SBV2-ALL92-G092-C04,0.00066038873,0.09281653,0.90652305,-0.9058627,0.9058627,0.90652305,0.31443793
SBV2-ALL92-G093-C01,0.00051294506,0.9917406,0.0077463845,-0.0072334395,0.0072334395,0.9917406,0.049762473
SBV2-ALL92-G093-C02,0.00053509936,0.99304914,0.006415806,-0.0058807065,0.0058807065,0.99304914,0.04335092
SBV2-ALL92-G093-C03,0.001181047,0.9960824,0.0027365673,-0.0015555203,0.0015555203,0.9960824,0.02802037
SBV2-ALL92-G093-C04,0.0028208282,0.9935028,0.0036763179,-0.00085548963,0.00085548963,0.9935028,0.043645218
SBV2-ALL92-G094-C01,0.011060726,0.9793529,0.009586429,0.0014742967,-0.0014742967,0.9793529,0.11480594
SBV2-ALL92-G094-C02,0.009883564,0.9777384,0.0123781245,-0.0024945606,0.0024945606,0.9777384,0.122005776
SBV2-ALL92-G094-C03,0.007136109,0.98154736,0.0113166375,-0.0041805287,0.0041805287,0.98154736,0.10426748
SBV2-ALL92-G094-C04,0.006313122,0.9746181,0.019068878,-0.012755756,0.012755756,0.9746181,0.13254079
SBV2-ALL92-G098-C01,0.00060323474,0.9961194,0.0032773807,-0.002674146,0.002674146,0.9961194,0.027093928
SBV2-ALL92-G098-C02,0.0007917589,0.9963368,0.0028713972,-0.0020796382,0.0020796382,0.9963368,0.026116777
SBV2-ALL92-G098-C03,0.0018099251,0.14603887,0.8521512,-0.85034126,0.85034126,0.8521512,0.4287271
SBV2-ALL92-G098-C04,0.05257332,0.91629356,0.031133138,0.021440182,-0.021440182,0.91629356,0.342974
SBV2-ALL92-G099-C01,0.04976439,0.20380282,0.7464328,-0.6966684,0.6966684,0.7464328,0.6917792
SBV2-ALL92-G099-C02,0.067205004,0.26100013,0.67179483,-0.6045898,0.6045898,0.67179483,0.7992799
SBV2-ALL92-G099-C03,0.054221734,0.67669994,0.26907828,-0.21485655,0.21485655,0.67669994,0.7755418
SBV2-ALL92-G099-C04,0.07471844,0.73247474,0.19280677,-0.11808833,0.11808833,0.73247474,0.7392333
SBV2-ALL92-G106-C01,0.9794495,0.01802746,0.0025230562,0.97692645,-0.97692645,0.9794495,0.107827246
SBV2-ALL92-G106-C02,0.04125762,0.87159866,0.08714372,-0.0458861,0.0458861,0.87159866,0.46395427
SBV2-ALL92-G106-C03,0.050181746,0.8587468,0.091071494,-0.040889747,0.040889747,0.8587468,0.49913728
SBV2-ALL92-G106-C04,0.0015284109,0.43460184,0.56386966,-0.5623413,0.5623413,0.56386966,0.6951331
SBV2-ALL92-G107-C01,0.0011847847,0.9919064,0.0069088372,-0.0057240524,0.0057240524,0.9919064,0.05041521
SBV2-ALL92-G107-C02,0.0006565719,0.9940719,0.005271463,-0.0046148915,0.0046148915,0.9940719,0.038373347
SBV2-ALL92-G107-C03,0.0008120341,0.9931926,0.005995258,-0.005183224,0.005183224,0.9931926,0.043239027
SBV2-ALL92-G107-C04,0.016999442,0.94467115,0.03832943,-0.021329988,0.021329988,0.94467115,0.24804753
SBV2-ALL92-G108-C01,0.24243443,0.75401086,0.0035547453,0.23887968,-0.23887968,0.75401086,0.57647616
SBV2-ALL92-G108-C02,0.0025847955,0.99651754,0.0008975862,0.0016872094,-0.0016872094,0.99651754,0.025174169
SBV2-ALL92-G108-C03,0.0027826272,0.996225,0.0009924049,0.0017902224,-0.0017902224,0.996225,0.027004704
SBV2-ALL92-G108-C04,0.0034681219,0.013570609,0.98296124,-0.97949314,0.97949314,0.98296124,0.09488827
SBV2-ALL92-G110-C01,0.2199868,0.7544763,0.025536884,0.19444992,-0.19444992,0.7544763,0.63932085
SBV2-ALL92-G110-C02,0.040061053,0.9434972,0.01644172,0.023619333,-0.023619333,0.9434972,0.25130752
SBV2-ALL92-G110-C03,0.038179863,0.9469711,0.0148489745,0.02333089,-0.02333089,0.9469711,0.23878323
SBV2-ALL92-G110-C04,0.001912084,0.017487617,0.9806003,-0.97868824,0.97868824,0.9806003,0.10193859
SBV2-ALL92-G111-C01,0.031109137,0.8518362,0.11705465,-0.08594551,0.08594551,0.8518362,0.49565357
SBV2-ALL92-G111-C02,0.02262729,0.897882,0.07949068,-0.056863386,0.056863386,0.897882,0.38372213
SBV2-ALL92-G111-C03,0.02065369,0.9078026,0.07154366,-0.05088997,0.05088997,0.9078026,0.35663632
SBV2-ALL92-G111-C04,0.0021495942,0.27043557,0.72741485,-0.72526526,0.72526526,0.72741485,0.598364
SBV2-ALL92-G116-C01,0.0014673648,0.31966072,0.6788719,-0.6774046,0.6774046,0.6788719,0.6370876
SBV2-ALL92-G116-C02,0.0018917177,0.42291948,0.5751888,-0.5732971,0.5732971,0.5751888,0.69392705
SBV2-ALL92-G116-C03,0.00369997,0.15518145,0.8411185,-0.83741856,0.83741856,0.8411185,0.45537823
SBV2-ALL92-G116-C04,0.0015577074,0.9644095,0.03403285,-0.032475144,0.032475144,0.9644095,0.16006503
SBV2-ALL92-G119-C01,0.9908761,0.00681355,0.0023104642,0.9885656,-0.9885656,0.9908761,0.057099123
SBV2-ALL92-G119-C02,0.9925931,0.0057296497,0.0016772547,0.99091583,-0.99091583,0.9925931,0.04767508
