candidate_id,variant,evidence_input_sha256,n_words,source,uses_oracle_text,contains_metadata,is_lengthened
SBV2-ALL92-G002-STRONG,raw_bm25_top1_chunk,695495113386c90f928fd1e5d3905118ed02100851b366450561e744531cc792,72,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G002-STRONG,cleaned_bm25_top1_chunk,695495113386c90f928fd1e5d3905118ed02100851b366450561e744531cc792,72,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G002-STRONG,canonicalized_best_sentence_top5,d1137302904410af2c255bc382fa506e8a736321125c5b8d68771c9eaee8b0c9,32,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G002-STRONG,canonicalized_three_sentence_window_top5,6ce3aebfe368ab4280a3fc95981eaef09207196bb0f6d27a744c786d189cf358,72,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G002-CONTRA,oracle_clean,6a0ba79dba70e2735bc0881338175526cd2f23b10d46ae19b0dcd498cfe57a62,30,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G002-CONTRA,oracle_plus_metadata,26cd84edd1a8f5178dd45eab2f919190a1d345f8412e6de1c654bd388ab39422,47,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G002-CONTRA,oracle_lengthened,0945045487b4ee9e778c78aed068eddab1a3d5828651640f363763957da6b0bb,99,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G002-CONTRA,oracle_plus_metadata_lengthened,d8be380e9e531fdb18c0df2b577b0160d91f2fe6b80afdd62178c3f4294cf5b5,116,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G002-CONTRA,raw_bm25_top1_chunk,aec776c36e9eb7b5ffdcbb15b2ac411dee609485f88bbee1f774b6b68c5c651b,68,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G002-CONTRA,cleaned_bm25_top1_chunk,aec776c36e9eb7b5ffdcbb15b2ac411dee609485f88bbee1f774b6b68c5c651b,68,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G002-CONTRA,canonicalized_best_sentence_top5,d1137302904410af2c255bc382fa506e8a736321125c5b8d68771c9eaee8b0c9,32,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G002-CONTRA,canonicalized_three_sentence_window_top5,6ce3aebfe368ab4280a3fc95981eaef09207196bb0f6d27a744c786d189cf358,72,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G003-SUPPORTED,oracle_clean,05a04b9bee82765e650aa1c1299b5adb17695b2febaae24b15324148593d85c6,23,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G003-SUPPORTED,oracle_plus_metadata,66fb92a16fdb9e5b8f47fdccfdca32eb9c8d9f63811585f30159b8d8e5659dd1,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G003-SUPPORTED,oracle_lengthened,44b961af131cc74d11bf6d470bd424b9ecc5c09843c478aa1a135fa6be0db664,87,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G003-SUPPORTED,oracle_plus_metadata_lengthened,70497d54f03a9e0fb77234b9259806e0e11595ddb916a0abfeed7f980543aa3f,104,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G003-SUPPORTED,raw_bm25_top1_chunk,142b979cbb191b21bf531b0ef90c50b3acb95e2354af43c789b543a8b6c3518d,69,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G003-SUPPORTED,cleaned_bm25_top1_chunk,142b979cbb191b21bf531b0ef90c50b3acb95e2354af43c789b543a8b6c3518d,69,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G003-SUPPORTED,canonicalized_best_sentence_top5,6f7e9ff06d123a136056d226ddc22066b5b0da09afe0d9e5b05f758d3175e9c6,41,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G003-SUPPORTED,canonicalized_three_sentence_window_top5,142b979cbb191b21bf531b0ef90c50b3acb95e2354af43c789b543a8b6c3518d,69,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G003-MILD,oracle_clean,05a04b9bee82765e650aa1c1299b5adb17695b2febaae24b15324148593d85c6,23,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G003-MILD,oracle_plus_metadata,66fb92a16fdb9e5b8f47fdccfdca32eb9c8d9f63811585f30159b8d8e5659dd1,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G003-MILD,oracle_lengthened,96c394a13a99b8e5167feb1aed567e144764f5634aa133e575858a18244a210c,91,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G003-MILD,oracle_plus_metadata_lengthened,354a51d0a2fa74b7447bc48870ad634ff4370910228becbb672a761c0306ffb5,108,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G003-MILD,raw_bm25_top1_chunk,142b979cbb191b21bf531b0ef90c50b3acb95e2354af43c789b543a8b6c3518d,69,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G003-MILD,cleaned_bm25_top1_chunk,142b979cbb191b21bf531b0ef90c50b3acb95e2354af43c789b543a8b6c3518d,69,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G003-MILD,canonicalized_best_sentence_top5,6b8fc263fb5dc3c214dc3f2f1c59778af2c880560d5852c0267ca2ea4149b88d,32,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G003-MILD,canonicalized_three_sentence_window_top5,f22aed2c8e73052b67e2b835d01e41b9e0c63247c154fb6a4011c7c9d6f6cf10,50,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G003-STRONG,oracle_clean,05a04b9bee82765e650aa1c1299b5adb17695b2febaae24b15324148593d85c6,23,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G003-STRONG,oracle_plus_metadata,66fb92a16fdb9e5b8f47fdccfdca32eb9c8d9f63811585f30159b8d8e5659dd1,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G003-STRONG,oracle_lengthened,96c394a13a99b8e5167feb1aed567e144764f5634aa133e575858a18244a210c,91,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G003-STRONG,oracle_plus_metadata_lengthened,354a51d0a2fa74b7447bc48870ad634ff4370910228becbb672a761c0306ffb5,108,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G003-STRONG,raw_bm25_top1_chunk,142b979cbb191b21bf531b0ef90c50b3acb95e2354af43c789b543a8b6c3518d,69,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G003-STRONG,cleaned_bm25_top1_chunk,142b979cbb191b21bf531b0ef90c50b3acb95e2354af43c789b543a8b6c3518d,69,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G003-STRONG,canonicalized_best_sentence_top5,7c857b8895430d044b8dabe12476c179fe8c91f7cfd88cf3f09e59bff060e288,16,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G003-STRONG,canonicalized_three_sentence_window_top5,6388826550edcc390118c2288c04663a351728936ea05d01f71437e67ecf086e,35,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G003-CONTRA,oracle_clean,05a04b9bee82765e650aa1c1299b5adb17695b2febaae24b15324148593d85c6,23,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G003-CONTRA,oracle_plus_metadata,66fb92a16fdb9e5b8f47fdccfdca32eb9c8d9f63811585f30159b8d8e5659dd1,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G003-CONTRA,oracle_lengthened,2609f560cb60f5697bbfbf828aa204f82f6e3b5ee3e2597ce1088f80542e789e,88,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G003-CONTRA,oracle_plus_metadata_lengthened,a0d916daaaf658b03b0210d77a85b6bb4c11de3528f0659a6980336e1a88b15c,105,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G003-CONTRA,raw_bm25_top1_chunk,142b979cbb191b21bf531b0ef90c50b3acb95e2354af43c789b543a8b6c3518d,69,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G003-CONTRA,cleaned_bm25_top1_chunk,142b979cbb191b21bf531b0ef90c50b3acb95e2354af43c789b543a8b6c3518d,69,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G003-CONTRA,canonicalized_best_sentence_top5,7f1e3bfdfa3dd32cb797e89ea2290970957f27a099a305a4edf585accd5d33f9,30,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G003-CONTRA,canonicalized_three_sentence_window_top5,1e2a28625b5289abecd068f76a550a744354a3bc976ae68a8d226b5f76332c52,46,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G004-SUPPORTED,oracle_clean,1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e,40,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G004-SUPPORTED,oracle_plus_metadata,75a8b9e2539d17f6a776be159785a3e0784201fcc71879cc3001a818e0e6a26d,56,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G004-SUPPORTED,oracle_lengthened,4f3e39ba0ca63a149234741a8f6ca336d6f83850ef71823410a9c042ab9a35cf,123,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G004-SUPPORTED,oracle_plus_metadata_lengthened,42a8a16b039770c7ac3431b823483809f1d2af233e60a6204b6bc9cdb6f118da,139,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G004-SUPPORTED,raw_bm25_top1_chunk,2072191c0cb97ed685c6f59591d8d31937b323568789b5f661e746d2df7cf649,85,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G004-SUPPORTED,cleaned_bm25_top1_chunk,2072191c0cb97ed685c6f59591d8d31937b323568789b5f661e746d2df7cf649,85,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G004-SUPPORTED,canonicalized_best_sentence_top5,1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e,40,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G004-SUPPORTED,canonicalized_three_sentence_window_top5,a31426c88eb30c05ac225a1a70e1310d08badf53bbd10e0726d1b6492e16cd76,69,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G004-MILD,oracle_clean,1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e,40,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G004-MILD,oracle_plus_metadata,75a8b9e2539d17f6a776be159785a3e0784201fcc71879cc3001a818e0e6a26d,56,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G004-MILD,oracle_lengthened,d4083c20464fe281a9a7db8744790878684beac269162274a6bca0ffa1dd6de9,125,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G004-MILD,oracle_plus_metadata_lengthened,112ec71a0ffdb93aa4ede345ac0a6378e9a7e47b90d3f621a8d7d5b8cc54c317,141,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G004-MILD,raw_bm25_top1_chunk,ce020da8a8cc124dffa8f59f5d8f9aaf267f0a3023b0a8ee2898c8071f5b1098,83,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G004-MILD,cleaned_bm25_top1_chunk,f129c72ef532b58f369308a99f5bd3e6a62c2a04e574732bdf126bfa594a8c6b,83,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G004-MILD,canonicalized_best_sentence_top5,1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e,40,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G004-MILD,canonicalized_three_sentence_window_top5,a31426c88eb30c05ac225a1a70e1310d08badf53bbd10e0726d1b6492e16cd76,69,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G004-STRONG,oracle_clean,1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e,40,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G004-STRONG,oracle_plus_metadata,75a8b9e2539d17f6a776be159785a3e0784201fcc71879cc3001a818e0e6a26d,56,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G004-STRONG,oracle_lengthened,4f3e39ba0ca63a149234741a8f6ca336d6f83850ef71823410a9c042ab9a35cf,123,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G004-STRONG,oracle_plus_metadata_lengthened,42a8a16b039770c7ac3431b823483809f1d2af233e60a6204b6bc9cdb6f118da,139,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G004-STRONG,raw_bm25_top1_chunk,2072191c0cb97ed685c6f59591d8d31937b323568789b5f661e746d2df7cf649,85,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G004-STRONG,cleaned_bm25_top1_chunk,2072191c0cb97ed685c6f59591d8d31937b323568789b5f661e746d2df7cf649,85,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G004-STRONG,canonicalized_best_sentence_top5,1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e,40,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G004-STRONG,canonicalized_three_sentence_window_top5,a31426c88eb30c05ac225a1a70e1310d08badf53bbd10e0726d1b6492e16cd76,69,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G004-CONTRA,oracle_clean,1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e,40,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G004-CONTRA,oracle_plus_metadata,75a8b9e2539d17f6a776be159785a3e0784201fcc71879cc3001a818e0e6a26d,56,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G004-CONTRA,oracle_lengthened,5acad0ca2aa425e28e9448b89a164969756b00bf548ffaf7a8a38c873a04437f,106,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G004-CONTRA,oracle_plus_metadata_lengthened,a1398d1c5878f27266298598abe213db6f2e1db1f5186eba44499c5e3108b681,122,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G004-CONTRA,raw_bm25_top1_chunk,2072191c0cb97ed685c6f59591d8d31937b323568789b5f661e746d2df7cf649,85,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G004-CONTRA,cleaned_bm25_top1_chunk,2072191c0cb97ed685c6f59591d8d31937b323568789b5f661e746d2df7cf649,85,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G004-CONTRA,canonicalized_best_sentence_top5,1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e,40,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G004-CONTRA,canonicalized_three_sentence_window_top5,a31426c88eb30c05ac225a1a70e1310d08badf53bbd10e0726d1b6492e16cd76,69,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G007-SUPPORTED,oracle_clean,4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d,24,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G007-SUPPORTED,oracle_plus_metadata,afda95f80adc5c0123543ae191048d594aed6385f4bbacf4c8afa9f52b599e18,37,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G007-SUPPORTED,oracle_lengthened,a3f604d649073aa9e544440c5fbf5674957049986c121f6571e57517a642c3ef,106,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G007-SUPPORTED,oracle_plus_metadata_lengthened,37548a6c7f78107b8f37f21d14b1a9cf591adeae9f904f8d187ebd60cfa04b50,119,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G007-SUPPORTED,raw_bm25_top1_chunk,089daafd05b3c88bf05b497bda6ad0666cdb2dbf5917e231aff8ff8b2580e000,76,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G007-SUPPORTED,cleaned_bm25_top1_chunk,7131ac714aef714e569a6915da4629c4c08fd7a3a5ee7b7b6ddd5608e875cfb6,76,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G007-SUPPORTED,canonicalized_best_sentence_top5,42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872,16,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G007-SUPPORTED,canonicalized_three_sentence_window_top5,94e71d3256d75149e7825dfbd713fee8eff54e9401eaaeaaaf99569e78def54b,42,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G007-MILD,oracle_clean,4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d,24,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G007-MILD,oracle_plus_metadata,afda95f80adc5c0123543ae191048d594aed6385f4bbacf4c8afa9f52b599e18,37,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G007-MILD,oracle_lengthened,a3f604d649073aa9e544440c5fbf5674957049986c121f6571e57517a642c3ef,106,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G007-MILD,oracle_plus_metadata_lengthened,37548a6c7f78107b8f37f21d14b1a9cf591adeae9f904f8d187ebd60cfa04b50,119,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G007-MILD,raw_bm25_top1_chunk,089daafd05b3c88bf05b497bda6ad0666cdb2dbf5917e231aff8ff8b2580e000,76,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G007-MILD,cleaned_bm25_top1_chunk,7131ac714aef714e569a6915da4629c4c08fd7a3a5ee7b7b6ddd5608e875cfb6,76,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G007-MILD,canonicalized_best_sentence_top5,42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872,16,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G007-MILD,canonicalized_three_sentence_window_top5,94e71d3256d75149e7825dfbd713fee8eff54e9401eaaeaaaf99569e78def54b,42,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G007-STRONG,oracle_clean,4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d,24,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G007-STRONG,oracle_plus_metadata,afda95f80adc5c0123543ae191048d594aed6385f4bbacf4c8afa9f52b599e18,37,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G007-STRONG,oracle_lengthened,a3f604d649073aa9e544440c5fbf5674957049986c121f6571e57517a642c3ef,106,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G007-STRONG,oracle_plus_metadata_lengthened,37548a6c7f78107b8f37f21d14b1a9cf591adeae9f904f8d187ebd60cfa04b50,119,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G007-STRONG,raw_bm25_top1_chunk,089daafd05b3c88bf05b497bda6ad0666cdb2dbf5917e231aff8ff8b2580e000,76,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G007-STRONG,cleaned_bm25_top1_chunk,7131ac714aef714e569a6915da4629c4c08fd7a3a5ee7b7b6ddd5608e875cfb6,76,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G007-STRONG,canonicalized_best_sentence_top5,42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872,16,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G007-STRONG,canonicalized_three_sentence_window_top5,94e71d3256d75149e7825dfbd713fee8eff54e9401eaaeaaaf99569e78def54b,42,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G007-CONTRA,oracle_clean,4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d,24,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G007-CONTRA,oracle_plus_metadata,afda95f80adc5c0123543ae191048d594aed6385f4bbacf4c8afa9f52b599e18,37,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G007-CONTRA,oracle_lengthened,a3f604d649073aa9e544440c5fbf5674957049986c121f6571e57517a642c3ef,106,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G007-CONTRA,oracle_plus_metadata_lengthened,37548a6c7f78107b8f37f21d14b1a9cf591adeae9f904f8d187ebd60cfa04b50,119,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G007-CONTRA,raw_bm25_top1_chunk,089daafd05b3c88bf05b497bda6ad0666cdb2dbf5917e231aff8ff8b2580e000,76,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G007-CONTRA,cleaned_bm25_top1_chunk,7131ac714aef714e569a6915da4629c4c08fd7a3a5ee7b7b6ddd5608e875cfb6,76,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G007-CONTRA,canonicalized_best_sentence_top5,42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872,16,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G007-CONTRA,canonicalized_three_sentence_window_top5,94e71d3256d75149e7825dfbd713fee8eff54e9401eaaeaaaf99569e78def54b,42,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G008-SUPPORTED,oracle_clean,c043baa4d27cad2db9da9e2bf022af0f6c3f03dd6d02b67ed3de4d7c6499b91c,33,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G008-SUPPORTED,oracle_plus_metadata,ecfd65c5d3359b2f8cb51066b7ebe0bbe6e5897466aa32b4ed98b9c6daeb64cf,46,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G008-SUPPORTED,oracle_lengthened,dd7161cfe424af665675c0bb092ace10027ebbe45ecafadfd7090ba3ccdc8943,105,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G008-SUPPORTED,oracle_plus_metadata_lengthened,73a12dc389a018e211a5ccaeaccc1583d6134bb66c97e3b9d5583cecb3c7ae75,118,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G008-SUPPORTED,raw_bm25_top1_chunk,473021a2b4fc4ee8778122c760d2f071dc4c5fd1c665a2d583e165d499f6978b,56,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G008-SUPPORTED,cleaned_bm25_top1_chunk,473021a2b4fc4ee8778122c760d2f071dc4c5fd1c665a2d583e165d499f6978b,56,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G008-SUPPORTED,canonicalized_best_sentence_top5,d53116d0fe87a9e73b6bbf656014a6837b4946aacc806a48893ede41463f51a3,26,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G008-SUPPORTED,canonicalized_three_sentence_window_top5,e2668ba0e4392437f6bba41fc4be3a95577fa7b77a58de3fbe5fdfc3af8daa33,47,canonicalizer_ablation three_sentence_window_top5,False,False,False
