candidate_id,variant_a,variant_b,true_label,pred_a,pred_b,evidence_hash_a,evidence_hash_b,n_words_a,n_words_b,comment_auto
SBV2-ALL92-G002-CONTRA,oracle_clean,oracle_lengthened,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,6a0ba79dba70e2735bc0881338175526cd2f23b10d46ae19b0dcd498cfe57a62,0945045487b4ee9e778c78aed068eddab1a3d5828651640f363763957da6b0bb,30,99,oracle_clean=contradiction_candidate vs oracle_lengthened=mild_scope_overclaim | true=contradiction_candidate | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G008-SUPPORTED,oracle_clean,oracle_lengthened,supported,strong_action_overclaim,supported,c043baa4d27cad2db9da9e2bf022af0f6c3f03dd6d02b67ed3de4d7c6499b91c,dd7161cfe424af665675c0bb092ace10027ebbe45ecafadfd7090ba3ccdc8943,33,105,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=supported | oracle_clean✗ oracle_lengthened✓
SBV2-ALL92-G008-SUPPORTED,oracle_clean,oracle_plus_metadata,supported,strong_action_overclaim,supported,c043baa4d27cad2db9da9e2bf022af0f6c3f03dd6d02b67ed3de4d7c6499b91c,ecfd65c5d3359b2f8cb51066b7ebe0bbe6e5897466aa32b4ed98b9c6daeb64cf,33,46,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=supported | true=supported | oracle_clean✗ oracle_plus_metadata✓
SBV2-ALL92-G008-SUPPORTED,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,contradiction_candidate,strong_action_overclaim,473021a2b4fc4ee8778122c760d2f071dc4c5fd1c665a2d583e165d499f6978b,d53116d0fe87a9e73b6bbf656014a6837b4946aacc806a48893ede41463f51a3,56,26,raw_bm25_top1_chunk=contradiction_candidate vs canonicalized_best_sentence_top5=strong_action_overclaim | true=supported | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G011-MILD,oracle_clean,oracle_lengthened,mild_scope_overclaim,strong_action_overclaim,supported,2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f,170c893730af07aa2601fee49ca02efa718661b136ea1b25d0766177725029f2,26,91,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=mild_scope_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G011-MILD,oracle_clean,oracle_plus_metadata,mild_scope_overclaim,strong_action_overclaim,supported,2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f,016601463236caf9e74afeedffe604a76dcd21b9ca73a6796142ca1b17d30759,26,39,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=supported | true=mild_scope_overclaim | oracle_clean✗ oracle_plus_metadata✗
SBV2-ALL92-G011-MILD,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,9caa4db812b8d5da9cb3bf0f2f84ebb118bc3dcb15c97875cc7a1ecf12d6ed10,95db559f3686f80fb9ceb2eed559f3dd08954b9e3fdab4956d44448f81010eaa,63,17,raw_bm25_top1_chunk=strong_action_overclaim vs canonicalized_best_sentence_top5=contradiction_candidate | true=mild_scope_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G011-STRONG,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,supported,2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f,0a30b8e34e5ecdd481e9b850c83553aaeeddabc1608ea67aee0bc8767f89ba4b,26,84,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G011-SUPPORTED,oracle_clean,oracle_lengthened,supported,strong_action_overclaim,supported,2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f,8ddbac262677a547e24a83208dd832914c1a93938d8c3a79d65912cab9eea0f4,26,88,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=supported | oracle_clean✗ oracle_lengthened✓
SBV2-ALL92-G011-SUPPORTED,oracle_clean,oracle_plus_metadata,supported,strong_action_overclaim,supported,2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f,016601463236caf9e74afeedffe604a76dcd21b9ca73a6796142ca1b17d30759,26,39,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=supported | true=supported | oracle_clean✗ oracle_plus_metadata✓
SBV2-ALL92-G013-C01,oracle_clean,oracle_lengthened,supported,strong_action_overclaim,supported,fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d,cd2de93c9eb8bc63d57ad66ca2d73f841dd114281588b835c6e4f84db662bbcf,13,89,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=supported | oracle_clean✗ oracle_lengthened✓
SBV2-ALL92-G013-C01,oracle_clean,oracle_plus_metadata,supported,strong_action_overclaim,supported,fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d,9d289706accd0102ba06a423d7c9c52b6ca51029a0ce82e8b6e5bf2894a1254d,13,23,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=supported | true=supported | oracle_clean✗ oracle_plus_metadata✓
SBV2-ALL92-G013-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,contradiction_candidate,strong_action_overclaim,5ab0c33347a036bb5d621bf72141451e5853c6d84a450750c52355bd698f1a91,fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d,63,13,raw_bm25_top1_chunk=contradiction_candidate vs canonicalized_best_sentence_top5=strong_action_overclaim | true=supported | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G013-C02,oracle_clean,oracle_lengthened,mild_scope_overclaim,strong_action_overclaim,supported,fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d,cd2de93c9eb8bc63d57ad66ca2d73f841dd114281588b835c6e4f84db662bbcf,13,89,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=mild_scope_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G013-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,contradiction_candidate,strong_action_overclaim,5ab0c33347a036bb5d621bf72141451e5853c6d84a450750c52355bd698f1a91,fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d,63,13,raw_bm25_top1_chunk=contradiction_candidate vs canonicalized_best_sentence_top5=strong_action_overclaim | true=mild_scope_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G013-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,supported,fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d,cd2de93c9eb8bc63d57ad66ca2d73f841dd114281588b835c6e4f84db662bbcf,13,89,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G013-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,5ab0c33347a036bb5d621bf72141451e5853c6d84a450750c52355bd698f1a91,4d9e3b2a6fb300d1ce3fde2454971a1081124b7d94966685adb7f1dd9b894520,63,16,raw_bm25_top1_chunk=contradiction_candidate vs canonicalized_best_sentence_top5=strong_action_overclaim | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G014-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,supported,strong_action_overclaim,a772378b2931709395103cc6970baa19efedbafea24e12564c8e6d499c0fedaf,62265e7ddc6d069848b10e9f793f6a4bd14c21f6366d37baccd4f55241877e98,88,16,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=supported | raw_bm25_top1_chunk✓ canonicalized_best_sentence_top5✗
SBV2-ALL92-G014-C02,oracle_clean,oracle_lengthened,mild_scope_overclaim,strong_action_overclaim,supported,9d29a849f0cee133742cdebd54ed9ec73cc2b339ee6f007bebc610b315df129a,136df34528c4c4b568a6c2becc25cf45de4e756790225002a244387919dc2dd5,22,92,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=mild_scope_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G014-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,supported,9d29a849f0cee133742cdebd54ed9ec73cc2b339ee6f007bebc610b315df129a,136df34528c4c4b568a6c2becc25cf45de4e756790225002a244387919dc2dd5,22,92,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G014-C04,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,contradiction_candidate,strong_action_overclaim,contradiction_candidate,a772378b2931709395103cc6970baa19efedbafea24e12564c8e6d499c0fedaf,62265e7ddc6d069848b10e9f793f6a4bd14c21f6366d37baccd4f55241877e98,88,16,raw_bm25_top1_chunk=strong_action_overclaim vs canonicalized_best_sentence_top5=contradiction_candidate | true=contradiction_candidate | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G018-C01,oracle_clean,oracle_lengthened,supported,strong_action_overclaim,mild_scope_overclaim,63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48,f2448fef7dde0ac479958075b5d0439ccca1b3dcfeba76d8a141adb179db2ff8,17,78,oracle_clean=strong_action_overclaim vs oracle_lengthened=mild_scope_overclaim | true=supported | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G018-C01,oracle_clean,oracle_plus_metadata,supported,strong_action_overclaim,supported,63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48,eb376c3cf7191f41d3dc806eb3671da5b4d419ed141c5cb09ab277a727affb17,17,23,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=supported | true=supported | oracle_clean✗ oracle_plus_metadata✓
SBV2-ALL92-G018-C02,oracle_clean,oracle_lengthened,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48,c421fedafbbe923a7eb0cad66b76ffacaa0ba0cab933123ea293a15c49c489a2,17,81,oracle_clean=strong_action_overclaim vs oracle_lengthened=contradiction_candidate | true=mild_scope_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G018-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,supported,strong_action_overclaim,14ee916ba29c2e65c7a509bb9f73ebad04151ad67806a3915a7b11e89c40155a,d5676c8101b6133c24ed1b62f278b6cedbe3b57baedfbb4d8e4807e122cf3611,73,34,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=mild_scope_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G018-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48,78f80b18d24655c1e5d5c221453fb236f93755ecba61f9423c3d4016f4236a91,17,89,oracle_clean=strong_action_overclaim vs oracle_lengthened=contradiction_candidate | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G018-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,supported,strong_action_overclaim,14ee916ba29c2e65c7a509bb9f73ebad04151ad67806a3915a7b11e89c40155a,d5676c8101b6133c24ed1b62f278b6cedbe3b57baedfbb4d8e4807e122cf3611,73,34,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G019-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,contradiction_candidate,supported,d6e6dfa236313d7fa26da23cf16507d18528c5c6cf952679340daf0af5cf698f,fa95ea90440f16a78df9a04557afcaebf84c21177fb89438870bc1521976b029,29,100,oracle_clean=contradiction_candidate vs oracle_lengthened=supported | true=strong_action_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G020-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,mild_scope_overclaim,supported,e5726491e351350d0f53f49d45127b5d3c539f49028c46e79c5e0152008b7d42,15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345,64,23,raw_bm25_top1_chunk=mild_scope_overclaim vs canonicalized_best_sentence_top5=supported | true=supported | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G020-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,mild_scope_overclaim,supported,e5726491e351350d0f53f49d45127b5d3c539f49028c46e79c5e0152008b7d42,15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345,64,23,raw_bm25_top1_chunk=mild_scope_overclaim vs canonicalized_best_sentence_top5=supported | true=mild_scope_overclaim | raw_bm25_top1_chunk✓ canonicalized_best_sentence_top5✗
SBV2-ALL92-G020-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,supported,mild_scope_overclaim,15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345,eaf42ff16c91485163d99ecdf01120d4c4a6c211d39a6adecf670e324114cfce,23,87,oracle_clean=supported vs oracle_lengthened=mild_scope_overclaim | true=strong_action_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G020-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,contradiction_candidate,supported,4136cb4de1d509f2e668fdb146a79b9627880c21e9055491b9a86b4cc1e7d0a6,15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345,83,23,raw_bm25_top1_chunk=contradiction_candidate vs canonicalized_best_sentence_top5=supported | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G021-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,mild_scope_overclaim,strong_action_overclaim,bac71467e95d6e42f91e64670a7078edd2b9ea3fd2a6f419a7d76d4b71684f0e,10b3f5e9319df7ab886c4b758b350d90f73bac0f6f0d99b9911f07c4858dacab,64,18,raw_bm25_top1_chunk=mild_scope_overclaim vs canonicalized_best_sentence_top5=strong_action_overclaim | true=supported | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G021-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,mild_scope_overclaim,strong_action_overclaim,bac71467e95d6e42f91e64670a7078edd2b9ea3fd2a6f419a7d76d4b71684f0e,10b3f5e9319df7ab886c4b758b350d90f73bac0f6f0d99b9911f07c4858dacab,64,18,raw_bm25_top1_chunk=mild_scope_overclaim vs canonicalized_best_sentence_top5=strong_action_overclaim | true=mild_scope_overclaim | raw_bm25_top1_chunk✓ canonicalized_best_sentence_top5✗
SBV2-ALL92-G021-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,mild_scope_overclaim,strong_action_overclaim,bac71467e95d6e42f91e64670a7078edd2b9ea3fd2a6f419a7d76d4b71684f0e,10b3f5e9319df7ab886c4b758b350d90f73bac0f6f0d99b9911f07c4858dacab,64,18,raw_bm25_top1_chunk=mild_scope_overclaim vs canonicalized_best_sentence_top5=strong_action_overclaim | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G021-C04,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,contradiction_candidate,supported,contradiction_candidate,bac71467e95d6e42f91e64670a7078edd2b9ea3fd2a6f419a7d76d4b71684f0e,10b3f5e9319df7ab886c4b758b350d90f73bac0f6f0d99b9911f07c4858dacab,64,18,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=contradiction_candidate | true=contradiction_candidate | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G025-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,supported,f20bc1d56eda4fc50d6d0e237529dbe2277097771238ea9436a4d2e2f98b65b7,dc49b1eee29ff2d1a88349bc8490cfbc960b10947114dbebccf131dc30c8cf97,18,78,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G025-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,supported,strong_action_overclaim,fccd0e6a15ef3e614530ff8edc5a9d81b10b64f38361530d3dd9266105ed3c6a,f20bc1d56eda4fc50d6d0e237529dbe2277097771238ea9436a4d2e2f98b65b7,63,18,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
