candidate_id,true_label,pred_label,oracle_pred_label,category,failure_type,priority_score,review_rank,p_strong_mean,p_contra_mean
SBV2-ALL92-G185-C04,contradiction_candidate,strong_action_overclaim,strong_action_overclaim,contradiction_confusion,screening_failure,1.035791929971988,40,0.7852484753389609,0.24945654536697295
SBV2-ALL92-G008-MILD,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,1.0351689244214932,41,0.8081595604095039,0.27299063598801077
SBV2-ALL92-G008-STRONG,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,1.0350646921704296,42,0.8142870235532927,0.27922233138286306
SBV2-ALL92-G226-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,1.0282135913067756,43,0.7924370855793632,0.2642234942725877
SBV2-ALL92-G124-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,1.0235758676829945,44,0.7731514187148399,0.24957555103184534
SBV2-ALL92-G253-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,1.0231789387191388,45,0.8235275471251884,0.30034860840604954
SBV2-ALL92-G077-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,ambiguous_mild_strong,selection_failure,1.0227036809854737,46,0.6496378797796394,0.12693419879416576
SBV2-ALL92-G051-C04,contradiction_candidate,strong_action_overclaim,strong_action_overclaim,contradiction_confusion,screening_failure,1.0223971863453847,47,0.777715905402758,0.25531871905737347
SBV2-ALL92-G098-C03,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,strong_action_true_positive,canon_helped,1.0218960703626456,48,0.76072687950245,0.23883080913980442
SBV2-ALL92-G111-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,1.0194457498365255,49,0.7827614578484883,0.2633157080119629
SBV2-ALL92-G031-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,ambiguous_mild_strong,selection_failure,1.01816218722389,50,0.8211554642259854,0.3029932770020954
SBV2-ALL92-G197-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,1.0149954136589736,51,0.7410035596196013,0.22600814596062777
SBV2-ALL92-G196-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,1.0142981882961777,52,0.8103893151060548,0.2960911268098771
SBV2-ALL92-G193-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,1.0139089261674954,53,0.7910879499502751,0.2771790237827798
SBV2-ALL92-G261-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,1.0133154759597522,54,0.7620608866219877,0.2487454106622354
SBV2-ALL92-G186-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,contradiction_confusion,selection_failure,1.0093766755876556,55,0.819507533479869,0.3101308578922134
SBV2-ALL92-G051-C03,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,strong_action_true_positive,canon_helped,1.0081332045747384,56,0.7727086772938146,0.2645754727190761
SBV2-ALL92-G226-C04,contradiction_candidate,strong_action_overclaim,supported,contradiction_confusion,screening_failure,1.0078337325452225,57,0.7743050476321933,0.2664713150869709
SBV2-ALL92-G167-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,1.0074219205966601,58,0.7547330476186812,0.2473111270220212
SBV2-ALL92-G226-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,1.0073020188723383,59,0.7713891611059424,0.26408714223360413
SBV2-ALL92-G146-C01,supported,strong_action_overclaim,strong_action_overclaim,strong_action_false_positive,screening_failure,1.0070572721857485,60,0.7592624351159736,0.2522051629302251
SBV2-ALL92-G051-C02,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,ambiguous_mild_strong,screening_failure,1.0066788258145485,61,0.770180661585989,0.2635018357714405
SBV2-ALL92-G094-C04,contradiction_candidate,strong_action_overclaim,strong_action_overclaim,contradiction_confusion,screening_failure,1.006263010716522,62,0.7479771236434297,0.2417141129269078
SBV2-ALL92-G116-C03,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,strong_action_true_positive,canon_helped,1.0020212554447123,63,0.7668028947660619,0.2647816393213495
SBV2-ALL92-G099-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,1.0013464376907673,64,0.6563054207259201,0.15495898303515285
SBV2-ALL92-G051-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.9991329436910068,65,0.7641679348699105,0.26503499117890367
SBV2-ALL92-G261-C01,supported,strong_action_overclaim,mild_scope_overclaim,strong_action_false_positive,screening_failure,0.9983467642342099,66,0.7462914330905926,0.24794466885638275
SBV2-ALL92-G116-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.996938433841648,67,0.786742362761738,0.28980392892009
SBV2-ALL92-G185-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.9962846544327303,68,0.7482529925962331,0.25196833816350284
SBV2-ALL92-G197-C01,supported,strong_action_overclaim,strong_action_overclaim,strong_action_false_positive,screening_failure,0.9953325017003253,69,0.7186111511395028,0.22327864943917752
SBV2-ALL92-G197-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9917952410710604,70,0.7149471687358091,0.22315192766474873
SBV2-ALL92-G190-C02,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,ambiguous_mild_strong,screening_failure,0.9909044176480037,71,0.7545810435097724,0.2636766258617687
SBV2-ALL92-G256-C01,supported,strong_action_overclaim,strong_action_overclaim,strong_action_false_positive,screening_failure,0.988222351472243,72,0.7485999342319717,0.2603775827597286
SBV2-ALL92-G131-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.9866718993459624,73,0.7864513357784206,0.29977943643245825
SBV2-ALL92-G089-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9808908603948676,74,0.7803046448879891,0.2994137844931215
SBV2-ALL92-G215-C03,strong_action_overclaim,strong_action_overclaim,supported,strong_action_true_positive,canon_helped,0.9786662942388245,75,0.731480329869695,0.25281403563087057
SBV2-ALL92-G031-C01,supported,strong_action_overclaim,mild_scope_overclaim,strong_action_false_positive,screening_failure,0.9784615027103116,76,0.8198725803909352,0.3414110776806237
SBV2-ALL92-G255-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9782690745518257,77,0.7297087974238909,0.25143972287206534
SBV2-ALL92-G135-C04,contradiction_candidate,strong_action_overclaim,strong_action_overclaim,contradiction_confusion,screening_failure,0.9753748623878316,78,0.7422437985174636,0.2668689361296321
SBV2-ALL92-G107-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.975095133356698,79,0.7153726220189167,0.24027748866221876
SBV2-ALL92-G035-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.9742119267233527,80,0.4937238023002097,0.019511875576856953
SBV2-ALL92-G135-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,strong_action_true_positive,canon_helped,0.9741642747103534,81,0.8023368571102183,0.3281725823998649
SBV2-ALL92-G077-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.9724140792448123,82,0.5732827791713863,0.10086869992657398
SBV2-ALL92-G257-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,0.9720018329829387,83,0.7457203607748377,0.27371852779189904
SBV2-ALL92-G264-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,contradiction_confusion,selection_failure,0.9711824531223299,84,0.730394560384802,0.2592121072624721
SBV2-ALL92-G087-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9614733259334018,85,0.7230930163390396,0.2616196904056377
SBV2-ALL92-G190-C03,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,strong_action_true_positive,canon_helped,0.9609203224875246,86,0.7152695695250925,0.2543492470375679
SBV2-ALL92-G040-C02,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,ambiguous_mild_strong,screening_failure,0.9608705173236622,87,0.7182290501984362,0.257358532874774
SBV2-ALL92-G175-C03,strong_action_overclaim,strong_action_overclaim,supported,strong_action_true_positive,canon_helped,0.9571638246582818,88,0.7240509248888976,0.2668871002306158
SBV2-ALL92-G038-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9550848551244784,89,0.7171062999032795,0.26202144477880107
SBV2-ALL92-G038-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.9529604386290552,90,0.7200480855891848,0.26708764696012954
SBV2-ALL92-G037-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,0.9511986091567619,91,0.7474992934351421,0.29630068427838013
SBV2-ALL92-G167-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.950920312358768,92,0.6906165471111585,0.23969623475239055
SBV2-ALL92-G232-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9505609947481857,93,0.7384299152531768,0.28786892050499113
SBV2-ALL92-G038-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.9481705013482629,94,0.7106183059673961,0.26244780461913325
SBV2-ALL92-G248-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.947897734630408,95,0.6858701906667156,0.23797245603630754
SBV2-ALL92-G089-C01,supported,strong_action_overclaim,strong_action_overclaim,strong_action_false_positive,screening_failure,0.9469015441507069,96,0.7423732495652815,0.2954717054145745
SBV2-ALL92-G040-C03,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,strong_action_true_positive,canon_helped,0.9466060397402636,97,0.7039277405419391,0.25732170080167543
SBV2-ALL92-G027-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9406599682850616,98,0.7160255163410588,0.27536554805599717
SBV2-ALL92-G042-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9401294826806518,99,0.7547245768898364,0.31459509420918463
SBV2-ALL92-G091-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9400279302434809,100,0.7382214949299319,0.29819356468645114
SBV2-ALL92-G093-C03,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,strong_action_true_positive,canon_helped,0.9393512175061457,101,0.696228395735358,0.2568771782292123
SBV2-ALL92-G175-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.9377974189787095,102,0.7127179091195788,0.2749204901408692
SBV2-ALL92-G175-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,0.9371795203344911,103,0.7068341315543812,0.2696546112198901
SBV2-ALL92-G190-C01,supported,strong_action_overclaim,strong_action_overclaim,strong_action_false_positive,screening_failure,0.9367755069137484,104,0.6881150523830265,0.25133954546927806
SBV2-ALL92-G089-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.9346777523338985,105,0.707158792375904,0.27248104004200546
SBV2-ALL92-G038-C04,contradiction_candidate,strong_action_overclaim,strong_action_overclaim,contradiction_confusion,screening_failure,0.9336870410674671,106,0.7322972308523641,0.29861018978489695
SBV2-ALL92-G254-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.9319340764279154,107,0.695414897815669,0.2634808213877537
SBV2-ALL92-G261-C03,strong_action_overclaim,strong_action_overclaim,supported,strong_action_true_positive,canon_helped,0.930778595518033,108,0.698310900092932,0.26753230457489896
SBV2-ALL92-G214-C01,supported,strong_action_overclaim,contradiction_candidate,strong_action_false_positive,screening_failure,0.9300815178710047,109,0.4741306413893813,0.04404912351837659
SBV2-ALL92-G257-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.9299458781931726,110,0.701758558526978,0.27181268033380535
SBV2-ALL92-G092-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9291968722533351,111,0.6671520694265021,0.23795519717316693
SBV2-ALL92-G186-C03,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,strong_action_true_positive,canon_helped,0.9245271433328813,112,0.7345135015919436,0.3099863582590623
SBV2-ALL92-G166-C03,strong_action_overclaim,strong_action_overclaim,supported,strong_action_true_positive,canon_helped,0.9237426623389478,113,0.560417801287204,0.13667513894825623
SBV2-ALL92-G107-C01,supported,strong_action_overclaim,strong_action_overclaim,strong_action_false_positive,screening_failure,0.921728869791695,114,0.6615598786788277,0.23983100888713269
SBV2-ALL92-G093-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,0.920982263707397,115,0.6890118538077094,0.2680295901003124
SBV2-ALL92-G264-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.9209327667571414,116,0.6851101396528281,0.26417737289568666
SBV2-ALL92-G093-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,contradiction_confusion,selection_failure,0.9209177073269819,117,0.710893077671597,0.28997537034461524
SBV2-ALL92-G037-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.9187936810126276,118,0.7391998281027119,0.32040614709008436
SBV2-ALL92-G131-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,contradiction_confusion,selection_failure,0.9176736321139142,119,0.68979570821865,0.2721220761047358
SBV2-ALL92-G196-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9138421203726568,120,0.7830680525436755,0.3692259321710187
SBV2-ALL92-G131-C03,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,strong_action_true_positive,canon_helped,0.9074189031412078,121,0.6563790678349806,0.2489601646937728
SBV2-ALL92-G164-C03,strong_action_overclaim,strong_action_overclaim,supported,strong_action_true_positive,canon_helped,0.9060761019961665,122,0.6780195997572346,0.271943497761068
SBV2-ALL92-G255-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,contradiction_confusion,selection_failure,0.9056469902727797,123,0.664294484250285,0.25864749397750536
SBV2-ALL92-G092-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.904915979099158,124,0.6424643443626432,0.2375483652634852
SBV2-ALL92-G018-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.9020710998977342,125,0.7012077892327065,0.29913668933497245
SBV2-ALL92-G264-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.9019456721367076,126,0.6683528818355214,0.26640720969881376
SBV2-ALL92-G107-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.9014939094671212,127,0.640864695956737,0.23937078648961582
SBV2-ALL92-G198-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,0.8996343954127636,128,0.6517783977578788,0.25214400234511525
SBV2-ALL92-G042-C01,supported,strong_action_overclaim,strong_action_overclaim,strong_action_false_positive,screening_failure,0.8984444766930088,129,0.6932403729905172,0.29479589629750846
SBV2-ALL92-G043-C03,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,strong_action_true_positive,canon_helped,0.8958181068370625,130,0.6338924649125964,0.23807435807553387
SBV2-ALL92-G027-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.8953221147470714,131,0.6901081609627128,0.2947860462156415
SBV2-ALL92-G158-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.8940981788121176,132,0.6394802392897821,0.24538206047766448
SBV2-ALL92-G213-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.8921433982880016,133,0.7509184270814449,0.3587750287934432
SBV2-ALL92-G040-C01,supported,strong_action_overclaim,mild_scope_overclaim,strong_action_false_positive,screening_failure,0.8906340891880226,134,0.6546698260721456,0.2640357368841231
SBV2-ALL92-G178-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,0.8899995918486162,135,0.726946839310247,0.33694724746163074
SBV2-ALL92-G032-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.8880081864753931,136,0.6460773454224604,0.2580691589470673
SBV2-ALL92-G178-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.8877676914387872,137,0.7077671650064608,0.31999947356767355
SBV2-ALL92-G257-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,strong_action_true_positive,canon_helped,0.8866960435595044,138,0.6603484581052534,0.2736524145457491
SBV2-ALL92-G172-C02,mild_scope_overclaim,strong_action_overclaim,strong_action_overclaim,ambiguous_mild_strong,screening_failure,0.8866953544113486,139,0.6628504511077158,0.2761550966963672
SBV2-ALL92-G043-C01,supported,strong_action_overclaim,strong_action_overclaim,strong_action_false_positive,screening_failure,0.8861211477450441,140,0.62513327568972,0.2390121279446759
SBV2-ALL92-G037-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,contradiction_confusion,selection_failure,0.8859759803890361,141,0.7288812665038276,0.3429052861147915
SBV2-ALL92-G124-C01,supported,strong_action_overclaim,strong_action_overclaim,strong_action_false_positive,screening_failure,0.8852150842276086,142,0.6402828846593611,0.2550678004317525
SBV2-ALL92-G168-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.8850844064075356,143,0.6583570644075947,0.273272658000059
SBV2-ALL92-G198-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.8850711107559007,144,0.6371927811388349,0.2521216703829342
SBV2-ALL92-G057-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.8850362568918996,145,0.7163090991339472,0.33127284224204767
SBV2-ALL92-G128-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.8850356316931413,146,0.6460054489870501,0.2609698172939089
SBV2-ALL92-G043-C02,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,ambiguous_mild_strong,screening_failure,0.883378567786177,147,0.6218877201524959,0.23850915236631895
SBV2-ALL92-G215-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,0.8817647350803985,148,0.6451823693246477,0.2634176342442491
SBV2-ALL92-G272-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,contradiction_confusion,selection_failure,0.8807036970278392,149,0.6735190271724512,0.2928153301446119
SBV2-ALL92-G255-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,0.8735340954135079,150,0.626974384174423,0.25344028876091507
SBV2-ALL92-G215-C04,contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,contradiction_confusion,screening_failure,0.8711303828013721,151,0.6379752341839359,0.2668448513825637
SBV2-ALL92-G099-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.8694037804391888,152,0.6301360687008988,0.26073228826170997
SBV2-ALL92-G172-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.8688763885929747,153,0.6415333704250259,0.27265698183205117
SBV2-ALL92-G042-C04,contradiction_candidate,strong_action_overclaim,strong_action_overclaim,contradiction_confusion,screening_failure,0.8686249064356495,154,0.6735986289251058,0.30497372248945626
SBV2-ALL92-G093-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.8678204152673834,155,0.6721122329411492,0.30429181767376573
SBV2-ALL92-G215-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.8674695691294863,156,0.6285746050125458,0.2611050358830596
SBV2-ALL92-G264-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,strong_action_true_positive,both_correct,0.8664771495338481,157,0.6365429543279811,0.27006580479413295
SBV2-ALL92-G158-C01,supported,strong_action_overclaim,supported,strong_action_false_positive,selection_failure,0.8661875194300099,158,0.5931053722107205,0.22691785278071058
SBV2-ALL92-G144-C02,mild_scope_overclaim,strong_action_overclaim,supported,ambiguous_mild_strong,screening_failure,0.8594579356358664,159,0.6457789951709008,0.2863210595350344
