candidate_id,target_candidate_group_id,span_id,source_id,domain,evidence_type,candidate_label_guess,claim_text,evidence_text,source_location,url,arxiv_id,pdf_filename,leakage_category,recommendation,claim_only_correct,claim_evidence_correct,lexical_leakage_risk,needs_human_review,exclude_recommended,paper_full_priority,selection_reason,contradiction_leakage_review
SBV2-ALL92-G053-C01,SBV2-ALL92-G053,AD-019-S2,AD-019,autonomous_driving,metric_result,supported,"The trained agent outperforms the no-signal baseline, matches traffic signal control, and reports high throughput with low waiting time.","Our results showed that our trained policy outperforms the no-traffic- signal baseline, performs comparably to traffic signal control and consistently observes high throughput and low wait time, across all test scenarios with various topologies.",pdf_page_2,https://arxiv.org/abs/2501.16728,2501.16728,pdfs/AD-019__2501.16728.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G054-C04,SBV2-ALL92-G054,AD-019-S3,AD-019,autonomous_driving,limitation,contradiction_candidate,The reviewed traffic cases capture practical complexity and are suitable for direct transfer into open urban conditions overall.,"Nevertheless, these scenarios often lack real-world complexity and cannot be directly imple- mented in general open-world situations.",pdf_page_2,https://arxiv.org/abs/2501.16728,2501.16728,pdfs/AD-019__2501.16728.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G056-C04,SBV2-ALL92-G056,AD-020-S2,AD-020,autonomous_driving,metric_result,contradiction_candidate,The results report that the MARL-based VSL control system achieves inferior performance in the evaluated traffic study segment.,Results show that the MARL-based VSL control system achieves a superior performance.,pdf_page_1,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G058-C04,SBV2-ALL92-G058,AD-021-S1,AD-021,autonomous_driving,experiment_setup,contradiction_candidate,"For O1-mini, the evaluation controlled 96 New York 1 intersections and simulated traffic for 1800 seconds in a network run.","For O1-mini, we evaluated its performance in a complete setting, controlling all 196 intersec- tions in the New York 1 dataset and simulating traffic for 3600 seconds.",pdf_page_10,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G059-C04,SBV2-ALL92-G059,AD-021-S2,AD-021,autonomous_driving,metric_result,contradiction_candidate,The results report that CoLLMLight underperforms state-of-the-art LLMs on complex coordination benchmarks for network-wide traffic signal control.,The results show that CoLLMLight outperforms the SOTA LLMs within complex coordination scenarios.,pdf_page_6,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G064-C03,SBV2-ALL92-G064,AD-024-S1,AD-024,autonomous_driving,metric_result,strong_action_overclaim,"The paper presents trajectory validation with GNSS and IMU reference-vehicle data to evaluate vehicle detection, tracking, and crash-risk reductions.","Subsequently, we present the trajectory validation procedure using data collected from a reference vehicle equipped with a Global Navigation Satellite System (GNSS) receiver and an Inertial Measurement Unit (IMU), to evaluate the accuracy of vehicle detection, tracking, and sensor-derived trajectories.",pdf_page_5,https://arxiv.org/abs/2508.01599,2508.01599,pdfs/AD-024__2508.01599.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G068-C03,SBV2-ALL92-G068,CYB-001-S2,CYB-001,cyber_defense,metric_result,strong_action_overclaim,GPT-5.5 with Codex reports success rates above 50% on web-exploitation items and post-exploitation items in the reported AgentCyberRange results.,"GPT-5.5 with Codex achieves the highest success rates, solving 16.1% of web exploitation tasks and 31.7% of post- exploitation tasks; with more concrete hints, these rates increase to 33.0% and 46.3%, respectively.",pdf_page_1,https://arxiv.org/abs/2606.14295,2606.14295,pdfs/CYB-001__2606.14295.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G071-C04,SBV2-ALL92-G071,CYB-002-S2,CYB-002,cyber_defense,metric_result,contradiction_candidate,"alias1 records precision 0.35, recall 0.28, F1 0.30, and F2 0.27 in the CAIBench PII evaluation in the CyberPII-Bench evaluation.","Figure 8 and Table 8 present the evaluation results across four classification metrics. alias1 demon- strates the strongest overall performance across all metrics, achieving the highest precision (0.52), recall (0.42), F1 score (0.46), and F2 score (0.44).",pdf_page_15,https://arxiv.org/abs/2510.24317,2510.24317,pdfs/CYB-002__2510.24317.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G075-C04,SBV2-ALL92-G075,CYB-003-S3,CYB-003,cyber_defense,limitation,contradiction_candidate,The paper describes cross-model comparison on MHBench and added cyber-range cases as absent from its research agenda in the Dynamic Cyber Ranges paper.,Extending the cross-model comparison to MHBench and additional cyber range scenarios remains future work.,pdf_page_19,https://arxiv.org/abs/2604.24184,2604.24184,pdfs/CYB-003__2604.24184.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G080-C04,SBV2-ALL92-G080,CYB-005-S2,CYB-005,cyber_defense,metric_result,contradiction_candidate,The proposed method reports a nonzero attack success rate over 80 test episodes above the damage threshold in the simulated IoV security evaluation.,"2) Attack Success Rate and Survival Probability: The proposed method achieves an ASR of 0.000 across 80 test episodes, indicating that the defender successfully prevents all attack transitions from non-attack to attack states above the defined damage threshold θ.",pdf_page_10,https://arxiv.org/abs/2606.07796,2606.07796,pdfs/CYB-005__2606.07796.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G081-C02,SBV2-ALL92-G081,CYB-005-S3,CYB-005,cyber_defense,limitation,mild_scope_overclaim,IoV defense proceeds with partial observation because attacker intent remains hidden and visible signals are usually ambiguous during the IoV defense problem formulation.,"A primary difficulty is that IoV defense must proceed with only partial observation; the true intent of an attacker remains hidden, and visible signals are often ambiguous due to probing or evasion.",pdf_page_1,https://arxiv.org/abs/2606.07796,2606.07796,pdfs/CYB-005__2606.07796.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G084-C04,SBV2-ALL92-G084,CYB-006-S3,CYB-006,cyber_defense,limitation,contradiction_candidate,DeepXplain operates as an interpretable system that produces decisions with clear explanations for predictions and actions in the reported DeepXplain defense system.,"However, similar to many DRL-based systems, it operates as a black box: while it produces effective decisions, it does not provide interpretable explanations for its predictions or actions.",pdf_page_1,https://arxiv.org/abs/2603.21296,2603.21296,pdfs/CYB-006__2603.21296.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G101-C04,SBV2-ALL92-G101,CYB-012-S2,CYB-012,cyber_defense,metric_result,contradiction_candidate,The saved plots for evaluated parameter combinations show DQN achieving smoother convergence than PPO in the updated environment study.,"To further our analysis, we saved the plots for each of these combinations and observed that PPO achieves smoother convergence.",pdf_page_5,https://arxiv.org/abs/2508.19278,2508.19278,pdfs/CYB-012__2508.19278.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G103-C04,SBV2-ALL92-G103,DT-001-S1,DT-001,digital_twin,experiment_setup,contradiction_candidate,The study evaluates TwinLoop in a fixed vehicular edge computing task-offloading scenario under static workload and infrastructure conditions in its experiments.,We evaluate TwinLoop in a vehicular edge computing task-offloading scenario with changing workload and infrastructure conditions.,pdf_page_1,https://arxiv.org/abs/2604.06610,2604.0661,pdfs/DT-001__2604.06610.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G113-C04,SBV2-ALL92-G113,DT-004-S2,DT-004,digital_twin,metric_result,contradiction_candidate,The results indicate that the proposed approach underperforms baseline models in reward accumulation and training efficiency for UGV navigation tasks.,The results indicate that our proposed approach not only outperforms the baseline models in terms of reward accumulation but also demonstrates superior training efficiency.,pdf_page_1,https://arxiv.org/abs/2406.00732,2406.00732,pdfs/DT-004__2406.00732.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G132-C03,SBV2-ALL92-G132,DT-011-S3,DT-011,digital_twin,deployment_boundary,strong_action_overclaim,The Kropa smart-grid case study applied a digital twin to predict grid failures and coordinate threat responses in real time.,"Coppolino et al. [12] implement a digital twin in a real-world case study on an operational smart grid in Kropa, Slovenia, where the twin provided a comprehensive view of the grid’s health and enabling quick detection and communication of potential threats.",pdf_page_10,https://arxiv.org/abs/2602.14256,2602.14256,pdfs/DT-011__2602.14256.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G134-C02,SBV2-ALL92-G134,DT-012-S2,DT-012,digital_twin,metric_result,mild_scope_overclaim,The microgrid RL strategy outperformed rule-based methods and existing RL benchmarks for broader intelligent microgrid management evaluation experiments.,"The results indicate that the proposed RL-based strategy outperforms rule-based methods and existing RL benchmarks, offering a robust solution for intelligent microgrid management.",pdf_page_1,https://arxiv.org/abs/2506.22995,2506.22995,pdfs/DT-012__2506.22995.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G134-C03,SBV2-ALL92-G134,DT-012-S2,DT-012,digital_twin,metric_result,strong_action_overclaim,The microgrid RL strategy delivered consistently optimal outcomes compared with rule-based methods and existing RL benchmarks in microgrid management evaluations.,"The results indicate that the proposed RL-based strategy outperforms rule-based methods and existing RL benchmarks, offering a robust solution for intelligent microgrid management.",pdf_page_1,https://arxiv.org/abs/2506.22995,2506.22995,pdfs/DT-012__2506.22995.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G142-C04,SBV2-ALL92-G142,DT-015-S1,DT-015,digital_twin,experiment_setup,contradiction_candidate,The study evaluates active safety analysis components by centering traffic flow totals rather than vehicle responses in the risk-case assessment.,"Third, we evaluate active safety analysis components, focusing on vehicle responses under various risk scenarios.",pdf_page_8,https://arxiv.org/abs/2504.17968,2504.17968,pdfs/DT-015__2504.17968.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G148-C03,SBV2-ALL92-G148,DT-017-S1,DT-017,digital_twin,metric_result,strong_action_overclaim,The digital-twin results identified weather-driven friction decreases as the primary cause of crash risk at signalized intersections examined.,"For instance, in the results shown above, we identify a potential crash at a signalized intersection when road friction decreases due to weather conditions such as rain or snow.",pdf_page_7,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G149-C03,SBV2-ALL92-G149,DT-017-S2,DT-017,digital_twin,limitation,strong_action_overclaim,The traffic digital twin identified potential safety issues as the primary analytic basis for traffic control and infrastructure improvements.,"The results demonstrate that traffic digital twin can identify potential safety issues that traditional microscopic simulation cannot, providing insights for improving traffic control strategies and transportation infrastructure to enhance traffic safety.",pdf_page_1,https://arxiv.org/abs/2502.09561,2502.09561,pdfs/DT-017__2502.09561.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G154-C04,SBV2-ALL92-G154,DT-019-S1,DT-019,digital_twin,metric_result,contradiction_candidate,"The PINNs-DT model reported 87.7% accuracy, 87.8% precision, 87.6% recall, and an 87.7% F1 score among evaluated metrics.","The suggested PINNs-DT model surpasses almost all evaluated metrics with an Accuracy of 97.7%, Precision of 97.8%, Recall of 97.6%, and F1 Score of 97.7%.",pdf_page_28,https://arxiv.org/abs/2503.00331,2503.00331,pdfs/DT-019__2503.00331.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G157-C03,SBV2-ALL92-G157,MARL-014-S1,MARL-014,robotics,experiment_setup,strong_action_overclaim,"NavBench implements a floating platform with thruster actuation, three-dimensional motion constraints, and force-based control to mimic spacecraft-like movement.","We implement a floating platform, a thruster-actuated system constrained to planar movement, mimicking spacecraft-like motion with force-based control.",pdf_page_5,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G169-C04,SBV2-ALL92-G169,MARL-018-S1,MARL-018,robotics,experiment_setup,contradiction_candidate,The GRaD-Nav++ method trains a VLA agent on single-stage tasks in one environment and reports no zero-shot transfer.,Multi-task generalization: We train our VLA policy on a set of two-stage tasks within a single environment to promote generalization and zero-shot transfer to untrained tasks.,pdf_page_3,https://arxiv.org/abs/2506.14009,2506.14009,pdfs/MARL-018__2506.14009.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G176-C03,SBV2-ALL92-G176,MARL-001-S2,MARL-001,marl,metric_result,strong_action_overclaim,The Craftax-MA training results are compared with PPO-RNN final reward and reported as matching Craftax-1B performance levels directly.,"Results are also compared with the final reward of PPO-RNN on Craftax-1B [Matthews et al., 2024a].",pdf_page_6,https://arxiv.org/abs/2511.04904,2511.04904,pdfs/MARL-001__2511.04904.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G179-C02,SBV2-ALL92-G179,MARL-002-S2,MARL-002,marl,metric_result,mild_scope_overclaim,"In the hardest coordination case, Gemini 3.1-Pro-High approaches billion-step MARL agents, while GPT 5.4-High shows comparable coordination reward.","On the hardest coordination setting, zero-shot Gemini- 3.1-Pro-High approaches MARL agents trained for one billion steps, while GPT- 5.4-High achieves strong base-task reward but much lower coordination reward.",pdf_page_1,https://arxiv.org/abs/2606.08340,2606.0834,pdfs/MARL-002__2606.08340.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G184-C04,SBV2-ALL92-G184,MARL-004-S1,MARL-004,marl,experiment_setup,contradiction_candidate,The recycling benchmark study evaluates a monolithic full-system agent and leaves action masking out of the control comparison entirely.,"We evaluate two control strategies: a modular architecture with specialized agents and a monolithic agent governing the full system, while also analyzing the impact of action masking.",pdf_page_1,https://arxiv.org/abs/2510.20408,2510.20408,pdfs/MARL-004__2510.20408.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G192-C04,SBV2-ALL92-G192,MARL-006-S3,MARL-006,marl,limitation,contradiction_candidate,"The Tool-RoCo paper states that LLM coordination and self-organization over long-horizon tasks are clear, supporting autonomy evaluation directly.","It remains unclear how LLMs can coordinate and self-organize with other agents in long-term tasks, limiting the evaluation of their autonomy.",pdf_page_1,https://arxiv.org/abs/2511.21510,2511.2151,pdfs/MARL-006__2511.21510.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G200-C04,SBV2-ALL92-G200,MARL-009-S2,MARL-009,marl,metric_result,contradiction_candidate,QLLM experiments on standard MARL benchmarks report lower performance than baselines while requiring a larger learnable-parameter count overall.,Extensive experiments on standard MARL benchmarks demon- strate that QLLM consistently outperforms baselines while requiring fewer learnable parameters.,pdf_page_1,https://arxiv.org/abs/2504.12961,2504.12961,pdfs/MARL-009__2504.12961.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G203-C03,SBV2-ALL92-G203,MARL-010-S2,MARL-010,marl,metric_result,strong_action_overclaim,A soup recipe in any order receives a weighted reward equal to its base score multiplied by two.,"If the recipe of the soup is in the bonus orders, it receives a weighted reward of the base score value from the recipe multiplied by the additional bonus score of 2.",pdf_page_22,https://arxiv.org/abs/2502.04773,2502.04773,pdfs/MARL-010__2502.04773.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G203-C04,SBV2-ALL92-G203,MARL-010-S2,MARL-010,marl,metric_result,contradiction_candidate,A soup recipe in the bonus orders receives a weighted reward equal to its base score divided by two.,"If the recipe of the soup is in the bonus orders, it receives a weighted reward of the base score value from the recipe multiplied by the additional bonus score of 2.",pdf_page_22,https://arxiv.org/abs/2502.04773,2502.04773,pdfs/MARL-010__2502.04773.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G208-C02,SBV2-ALL92-G208,MARL-012-S1,MARL-012,marl,experiment_setup,mild_scope_overclaim,"ReciprocalDilemma-v0 occupies a diagnostic role comparable to TrustDilemma-v0, with failure signaling weak performance in TR-3 and TR-4 tiers in Coopetition-Gym.","It is the most direct reinforcement- learning analogue of the two-agent experimental setups that behavioral economists have used to study reciprocity since the 1980s, and it occupies the same diagnostic role for the TR-4 tier that TrustDilemma-v0 occupies for the TR-2 tier: an algorithm that cannot solve ReciprocalDilemma-v0 is unlikely to perform well on any TR-4 environment.",pdf_page_71,https://arxiv.org/abs/2605.02063,2605.02063,pdfs/MARL-012__2605.02063.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G210-C04,SBV2-ALL92-G210,MARL-012-S3,MARL-012,marl,limitation,contradiction_candidate,Coopetition-Gym describes several limitations as oversights and separates them from deliberate constraints in the limitations section of the report.,Several limitations are deliberate design choices rather than oversights; we mark these as constraints below to distinguish them from gaps that future work could close.,pdf_page_61,https://arxiv.org/abs/2605.02063,2605.02063,pdfs/MARL-012__2605.02063.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G212-C04,SBV2-ALL92-G212,MARL-013-S2,MARL-013,marl,metric_result,contradiction_candidate,The paper reports that global preference access and AA-MAMORL reduce performance and trail state-of-the-art methods in evaluated MAMO environments.,The results demonstrate that the accessibility to global preferences and our proposed AA-MAMORL significantly improves performance and consistently outperforms state-of-the-art methods.,pdf_page_1,https://arxiv.org/abs/2511.08926,2511.08926,pdfs/MARL-013__2511.08926.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G230-C03,SBV2-ALL92-G230,POL-006-S2,POL-006,policy_simulation,limitation,strong_action_overclaim,"The social simulation critique says model modifications make systematic experiments infeasible because variables, run generalization, calibration, dynamics, and outcomes remain opaque.","Even worse, these modifications probably require (directionless) trials and errors, making systematic experiments almost impossible: causal variables cannot be easily identified or isolated; simulation runs can hardly be generalized from one to another; limited quantifiable parameters can be leveraged to calibrate against target datasets or to conduct sensitivity analysis; both agent behaviours and system dynamics are emergent, while their relationship remains opaque.",pdf_page_8,https://arxiv.org/abs/2507.06310,2507.0631,pdfs/POL-006__2507.06310.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G239-C04,SBV2-ALL92-G239,POL-009-S2,POL-009,policy_simulation,metric_result,contradiction_candidate,The study reports that domain-driven rewards were excluded from evaluations with traditional metrics under simulations that vary mask availability conditions.,Our results show the use of domain-driven rewards in conjunction with traditional and state-of-the-art metrics for a few different simulation scenarios such as the differential availability of masks.,pdf_page_1,https://arxiv.org/abs/2508.05154,2508.05154,pdfs/POL-009__2508.05154.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
SBV2-ALL92-G244-C03,SBV2-ALL92-G244,POL-011-S1,POL-011,policy_simulation,limitation,strong_action_overclaim,"The paper says the action space is determined by resources, conversion factors, institutional incentives, and administrative capacity tied to social circumstances.","It empha- sizes that our action space is constrained by resources and conversion factors, i.e. there are things we cannot do because we lack the means or the personal, social and environmental circumstances to do them.",pdf_page_3,https://arxiv.org/abs/2503.18389,2503.18389,pdfs/POL-011__2503.18389.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,False
SBV2-ALL92-G244-C04,SBV2-ALL92-G244,POL-011-S1,POL-011,policy_simulation,limitation,contradiction_candidate,"The paper says the action space is unconstrained by resources and conversion factors tied to personal, social, and environmental circumstances.","It empha- sizes that our action space is constrained by resources and conversion factors, i.e. there are things we cannot do because we lack the means or the personal, social and environmental circumstances to do them.",pdf_page_3,https://arxiv.org/abs/2503.18389,2503.18389,pdfs/POL-011__2503.18389.pdf,D_claim_only_better,exclude_flag_leakage,True,False,False,False,True,exclude,claim_only_beats_evidence_highest_risk,True
