duplicate_type,sha256,count,candidate_ids,labels
evidence_text,2719cd03144eac5beb2b9ae6a1487e9eeb2829d6790e51fc8e092955ad171286,4,"SBV2-ALL92-G196-C02,SBV2-ALL92-G196-C04,SBV2-ALL92-G196-C01,SBV2-ALL92-G196-C03","mild_scope_overclaim,contradiction_candidate,supported,strong_action_overclaim"
evidence_text,28f42a808c89c2b3744ef58a0fc617ee2615e0f65abd36d40d5e761b85adcf95,4,"SBV2-ALL92-G040-C01,SBV2-ALL92-G040-C03,SBV2-ALL92-G040-C04,SBV2-ALL92-G040-C02","supported,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim"
evidence_text,291e0f9d3089c314fe134f667952f4f4fda940af07115ce0962e39001d662b9a,4,"SBV2-ALL92-G128-C02,SBV2-ALL92-G128-C01,SBV2-ALL92-G128-C04,SBV2-ALL92-G128-C03","mild_scope_overclaim,supported,contradiction_candidate,strong_action_overclaim"
evidence_text,2c4ef4dcf62ad01160c367f3651e5693403b44465a59744ea4bd449fd9f1f6a3,4,"SBV2-ALL92-G052-C01,SBV2-ALL92-G052-C02,SBV2-ALL92-G052-C03,SBV2-ALL92-G052-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f,4,"SBV2-ALL92-G011-CONTRA,SBV2-ALL92-G011-MILD,SBV2-ALL92-G011-STRONG,SBV2-ALL92-G011-SUPPORTED","contradiction_candidate,mild_scope_overclaim,strong_action_overclaim,supported"
evidence_text,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,4,"SBV2-ALL92-G060-C04,SBV2-ALL92-G060-C03,SBV2-ALL92-G060-C02,SBV2-ALL92-G060-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,3292ee7ee5985e9b89ef6df942854ac4f0ffb9ab403b4fcb6514d995fe90d757,4,"SBV2-ALL92-G032-C01,SBV2-ALL92-G032-C02,SBV2-ALL92-G032-C03,SBV2-ALL92-G032-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,32a96380ba42c4f046d3c0fe13af61cdbc31d3ac3e2bc72505393d4b9449a8e4,4,"SBV2-ALL92-G172-C02,SBV2-ALL92-G172-C03,SBV2-ALL92-G172-C01,SBV2-ALL92-G172-C04","mild_scope_overclaim,strong_action_overclaim,supported,contradiction_candidate"
evidence_text,333e606f34c75deea454d5b9abd3839df3083611c273e8eca5edbb826eacbe3e,4,"SBV2-ALL92-G027-C02,SBV2-ALL92-G027-C03,SBV2-ALL92-G027-C01,SBV2-ALL92-G027-C04","mild_scope_overclaim,strong_action_overclaim,supported,contradiction_candidate"
evidence_text,36000ebcbec0164f455a51e3eb0b7ad16a4cbcc8e6d02fbee67cc6223aec58e1,4,"SBV2-ALL92-G119-C02,SBV2-ALL92-G119-C03,SBV2-ALL92-G119-C04,SBV2-ALL92-G119-C01","mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,supported"
evidence_text,3c331f0de4275bbd1a0e29630578cb474b1943d8947ab15a52112f1984789fd5,4,"SBV2-ALL92-G166-C03,SBV2-ALL92-G166-C02,SBV2-ALL92-G166-C01,SBV2-ALL92-G166-C04","strong_action_overclaim,mild_scope_overclaim,supported,contradiction_candidate"
evidence_text,3d6c850c1a3b634480104d49cfe2890e66674338e5afc661cfdf9f9bd47987b4,4,"SBV2-ALL92-G193-C01,SBV2-ALL92-G193-C04,SBV2-ALL92-G193-C03,SBV2-ALL92-G193-C02","supported,contradiction_candidate,strong_action_overclaim,mild_scope_overclaim"
evidence_text,40c28bd40d398e3eccc966577a613cbd49bc559c542dbb1b25d254c69b0c5219,4,"SBV2-ALL92-G028-C03,SBV2-ALL92-G028-C04,SBV2-ALL92-G028-C01,SBV2-ALL92-G028-C02","strong_action_overclaim,contradiction_candidate,supported,mild_scope_overclaim"
evidence_text,40e786446af92cf58982cea75ac8b5422da8c0beb204fbfcdaa91f0ddd959f26,4,"SBV2-ALL92-G213-C04,SBV2-ALL92-G213-C01,SBV2-ALL92-G213-C02,SBV2-ALL92-G213-C03","contradiction_candidate,supported,mild_scope_overclaim,strong_action_overclaim"
evidence_text,41761a25caf2fa64e73fbee316a278e589ab9f4a981dee4820b433e3c9ed185a,4,"SBV2-ALL92-G124-C04,SBV2-ALL92-G124-C03,SBV2-ALL92-G124-C02,SBV2-ALL92-G124-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,4,"SBV2-ALL92-G057-C02,SBV2-ALL92-G057-C03,SBV2-ALL92-G057-C01,SBV2-ALL92-G057-C04","mild_scope_overclaim,strong_action_overclaim,supported,contradiction_candidate"
evidence_text,4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d,4,"SBV2-ALL92-G007-STRONG,SBV2-ALL92-G007-MILD,SBV2-ALL92-G007-SUPPORTED,SBV2-ALL92-G007-CONTRA","strong_action_overclaim,mild_scope_overclaim,supported,contradiction_candidate"
evidence_text,46b186166e58fc91678a34170478a902e4917ec372a7064322b9996168acbb3d,4,"SBV2-ALL92-G255-C01,SBV2-ALL92-G255-C02,SBV2-ALL92-G255-C03,SBV2-ALL92-G255-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,4865cef7a70b49e45acf29d1974732f53dc6319fbe58c71b33a4963d91457155,4,"SBV2-ALL92-G146-C04,SBV2-ALL92-G146-C03,SBV2-ALL92-G146-C02,SBV2-ALL92-G146-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,498d8db67b140fddccb8143d033fa06a5b66b951eeb57d45bed246258307f9a6,4,"SBV2-ALL92-G178-C01,SBV2-ALL92-G178-C03,SBV2-ALL92-G178-C04,SBV2-ALL92-G178-C02","supported,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim"
evidence_text,4bdf3c7597a3aa48c5a9a09f6cf1cf1e08737e0bada02014d6d0e6329dc730db,4,"SBV2-ALL92-G091-C01,SBV2-ALL92-G091-C02,SBV2-ALL92-G091-C03,SBV2-ALL92-G091-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,4,"SBV2-ALL92-G055-C02,SBV2-ALL92-G055-C04,SBV2-ALL92-G055-C03,SBV2-ALL92-G055-C01","mild_scope_overclaim,contradiction_candidate,strong_action_overclaim,supported"
evidence_text,5127ca15512d3e5769930a7f7def6ce1eff5b73652ea48094d3cbe885e947b23,4,"SBV2-ALL92-G167-C01,SBV2-ALL92-G167-C02,SBV2-ALL92-G167-C03,SBV2-ALL92-G167-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,53381a2ae041900f71055edbbed954fbeebb75bafa66afaa18496da3d75aff95,4,"SBV2-ALL92-G205-C03,SBV2-ALL92-G205-C04,SBV2-ALL92-G205-C02,SBV2-ALL92-G205-C01","strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,supported"
evidence_text,53d740f65b29a8f9aa5e867646a9711594cb5186ce8189f7178d5668b6ba2abc,4,"SBV2-ALL92-G082-C04,SBV2-ALL92-G082-C03,SBV2-ALL92-G082-C02,SBV2-ALL92-G082-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,55559eac9ba2b8cd843f01ef18550a9dfd49cff4bd04d1d27f5320d72bc998ea,4,"SBV2-ALL92-G214-C04,SBV2-ALL92-G214-C01,SBV2-ALL92-G214-C03,SBV2-ALL92-G214-C02","contradiction_candidate,supported,strong_action_overclaim,mild_scope_overclaim"
evidence_text,5c985f5a9eef031661c98269ce7b0a4a0ee93e8c209c4ba4a0b084c0b97698c4,4,"SBV2-ALL92-G198-C01,SBV2-ALL92-G198-C04,SBV2-ALL92-G198-C03,SBV2-ALL92-G198-C02","supported,contradiction_candidate,strong_action_overclaim,mild_scope_overclaim"
evidence_text,5f67346c881895567ddb29e0571e9404a224507e878354584768494d31c1250c,4,"SBV2-ALL92-G257-C02,SBV2-ALL92-G257-C01,SBV2-ALL92-G257-C03,SBV2-ALL92-G257-C04","mild_scope_overclaim,supported,strong_action_overclaim,contradiction_candidate"
evidence_text,5f98b0e33512115dd3aedb78be6fd9a80d9fcdf71d5accfac736beec340a8b86,4,"SBV2-ALL92-G145-C04,SBV2-ALL92-G145-C03,SBV2-ALL92-G145-C01,SBV2-ALL92-G145-C02","contradiction_candidate,strong_action_overclaim,supported,mild_scope_overclaim"
evidence_text,62c4d34280e7d33fd22a8fb2b96d9ee25bd9548b02569b777dc9dafb746ebd5c,4,"SBV2-ALL92-G180-C01,SBV2-ALL92-G180-C04,SBV2-ALL92-G180-C02,SBV2-ALL92-G180-C03","supported,contradiction_candidate,mild_scope_overclaim,strong_action_overclaim"
evidence_text,63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48,4,"SBV2-ALL92-G018-C01,SBV2-ALL92-G018-C02,SBV2-ALL92-G018-C03,SBV2-ALL92-G018-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,65a7a51906e93e8ca51e770edf0378e1f814a6d7482d0c5bd840ed431c38d3ec,4,"SBV2-ALL92-G185-C04,SBV2-ALL92-G185-C03,SBV2-ALL92-G185-C02,SBV2-ALL92-G185-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,68ab2c633e7cad42741e2d014380799257e2ad7969418907c0efe70e2697f746,4,"SBV2-ALL92-G085-C01,SBV2-ALL92-G085-C02,SBV2-ALL92-G085-C04,SBV2-ALL92-G085-C03","supported,mild_scope_overclaim,contradiction_candidate,strong_action_overclaim"
evidence_text,69fa6759d05f63c48d3157d454a0be7fb3b532166003717765c6f2621b6b86f3,4,"SBV2-ALL92-G065-C01,SBV2-ALL92-G065-C02,SBV2-ALL92-G065-C03,SBV2-ALL92-G065-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,6a0ba79dba70e2735bc0881338175526cd2f23b10d46ae19b0dcd498cfe57a62,4,"SBV2-ALL92-G002-SUPPORTED,SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002-MILD","supported,contradiction_candidate,strong_action_overclaim,mild_scope_overclaim"
evidence_text,6b213c6592515a7c5c00834f1e58935d8b6dafd9c1e7eae38b33c744298011fe,4,"SBV2-ALL92-G272-C02,SBV2-ALL92-G272-C01,SBV2-ALL92-G272-C03,SBV2-ALL92-G272-C04","mild_scope_overclaim,supported,strong_action_overclaim,contradiction_candidate"
evidence_text,6cf9b7ee693d8ab6538934520def322aa582ff241126f17a6742a88036fc0046,4,"SBV2-ALL92-G051-C02,SBV2-ALL92-G051-C01,SBV2-ALL92-G051-C04,SBV2-ALL92-G051-C03","mild_scope_overclaim,supported,contradiction_candidate,strong_action_overclaim"
evidence_text,6dc02aeda5ad07c0bf9afeea7cc142838df02d219a9a6b3d7304d3fc7d2c7e78,4,"SBV2-ALL92-G187-C01,SBV2-ALL92-G187-C03,SBV2-ALL92-G187-C04,SBV2-ALL92-G187-C02","supported,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim"
evidence_text,6efee5891286599ea7c4589138b121e13c2de8d52a469d98584f169c44340d04,4,"SBV2-ALL92-G021-C01,SBV2-ALL92-G021-C02,SBV2-ALL92-G021-C03,SBV2-ALL92-G021-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,70d262e576679b7fea13e2a037573bbd1421b4a92279511ed6a2e1ef754c2ce1,4,"SBV2-ALL92-G087-C04,SBV2-ALL92-G087-C01,SBV2-ALL92-G087-C02,SBV2-ALL92-G087-C03","contradiction_candidate,supported,mild_scope_overclaim,strong_action_overclaim"
evidence_text,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,4,"SBV2-ALL92-G042-C04,SBV2-ALL92-G042-C03,SBV2-ALL92-G042-C02,SBV2-ALL92-G042-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,7f862b633fa8c562724909d6bf3cc68828af36b4fd600573c20243d78c61712b,4,"SBV2-ALL92-G190-C03,SBV2-ALL92-G190-C01,SBV2-ALL92-G190-C04,SBV2-ALL92-G190-C02","strong_action_overclaim,supported,contradiction_candidate,mild_scope_overclaim"
evidence_text,8068ed882eea1fd05799cfefdc913dd1dd53b6b85ee36fb1f3a1af1ab142eccf,4,"SBV2-ALL92-G271-C04,SBV2-ALL92-G271-C01,SBV2-ALL92-G271-C02,SBV2-ALL92-G271-C03","contradiction_candidate,supported,mild_scope_overclaim,strong_action_overclaim"
evidence_text,843b17c7a558735dd7a474df6c921f2513e69f15e45cc8f4b30296f30f5050df,4,"SBV2-ALL92-G233-C03,SBV2-ALL92-G233-C04,SBV2-ALL92-G233-C01,SBV2-ALL92-G233-C02","strong_action_overclaim,contradiction_candidate,supported,mild_scope_overclaim"
evidence_text,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,4,"SBV2-ALL92-G038-C01,SBV2-ALL92-G038-C02,SBV2-ALL92-G038-C03,SBV2-ALL92-G038-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,8502c9926c6770cdab06c92c0813b5a51ac5a72bc5bf3dc349da2f03301199cb,4,"SBV2-ALL92-G086-C02,SBV2-ALL92-G086-C01,SBV2-ALL92-G086-C03,SBV2-ALL92-G086-C04","mild_scope_overclaim,supported,strong_action_overclaim,contradiction_candidate"
evidence_text,8e8bc2ea8ecbfe77eea7a4530ea29af363888dfe1a1200af7fe07bc88dcf89b2,4,"SBV2-ALL92-G116-C02,SBV2-ALL92-G116-C04,SBV2-ALL92-G116-C03,SBV2-ALL92-G116-C01","mild_scope_overclaim,contradiction_candidate,strong_action_overclaim,supported"
evidence_text,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,4,"SBV2-ALL92-G036-C04,SBV2-ALL92-G036-C03,SBV2-ALL92-G036-C02,SBV2-ALL92-G036-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,8f54ac78eeb9eaf3cd91802b09d7827febd6fecbde0350deeb4f76d93382b383,4,"SBV2-ALL92-G067-C04,SBV2-ALL92-G067-C03,SBV2-ALL92-G067-C01,SBV2-ALL92-G067-C02","contradiction_candidate,strong_action_overclaim,supported,mild_scope_overclaim"
evidence_text,934a063d63ad27ed490180335ba29db177e40c20d7ce11716a5b152dc8144c45,4,"SBV2-ALL92-G161-C04,SBV2-ALL92-G161-C03,SBV2-ALL92-G161-C02,SBV2-ALL92-G161-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,954c35cb8aaa68aa124bd32f590ffbd5d7a92a0dfd9e564334ebd37e77ea2951,4,"SBV2-ALL92-G252-C04,SBV2-ALL92-G252-C03,SBV2-ALL92-G252-C02,SBV2-ALL92-G252-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,981a2bf1d3e29412aa57f4bf52f90e7b66b715c68cb9463a5ea41a8836ebcbab,4,"SBV2-ALL92-G248-C03,SBV2-ALL92-G248-C04,SBV2-ALL92-G248-C02,SBV2-ALL92-G248-C01","strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,supported"
evidence_text,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,4,"SBV2-ALL92-G033-C01,SBV2-ALL92-G033-C02,SBV2-ALL92-G033-C03,SBV2-ALL92-G033-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,9d29a849f0cee133742cdebd54ed9ec73cc2b339ee6f007bebc610b315df129a,4,"SBV2-ALL92-G014-C02,SBV2-ALL92-G014-C04,SBV2-ALL92-G014-C03,SBV2-ALL92-G014-C01","mild_scope_overclaim,contradiction_candidate,strong_action_overclaim,supported"
evidence_text,a0cbabaccbb7e89eb79cadaf4274d7343127819bfaa9fbc919a8372113dea476,4,"SBV2-ALL92-G110-C03,SBV2-ALL92-G110-C02,SBV2-ALL92-G110-C01,SBV2-ALL92-G110-C04","strong_action_overclaim,mild_scope_overclaim,supported,contradiction_candidate"
evidence_text,a18b7b7384170e5b61d9f81869145c3fbcd727653c4079873c7eba5a64d68d15,4,"SBV2-ALL92-G098-C04,SBV2-ALL92-G098-C03,SBV2-ALL92-G098-C02,SBV2-ALL92-G098-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,a67e03dd0f837f491008ac1b8620caf623e185c13e64cbcade45fa82bfac1455,4,"SBV2-ALL92-G215-C04,SBV2-ALL92-G215-C03,SBV2-ALL92-G215-C01,SBV2-ALL92-G215-C02","contradiction_candidate,strong_action_overclaim,supported,mild_scope_overclaim"
evidence_text,a8e0f39a767b0a5688e19d76ec59030f1de13e3ee4d5211302a653bc47a3a4e6,4,"SBV2-ALL92-G099-C01,SBV2-ALL92-G099-C02,SBV2-ALL92-G099-C03,SBV2-ALL92-G099-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,4,"SBV2-ALL92-G035-C03,SBV2-ALL92-G035-C04,SBV2-ALL92-G035-C01,SBV2-ALL92-G035-C02","strong_action_overclaim,contradiction_candidate,supported,mild_scope_overclaim"
evidence_text,b00a30ef67cc587eaca5733214e7bf62788faf81bd46b44c16c56d0327b754ec,4,"SBV2-ALL92-G093-C03,SBV2-ALL92-G093-C04,SBV2-ALL92-G093-C01,SBV2-ALL92-G093-C02","strong_action_overclaim,contradiction_candidate,supported,mild_scope_overclaim"
evidence_text,b64e01bee5a220d5302ee0587bc8f4e8131300e3004be391a56756e217e4df89,4,"SBV2-ALL92-G234-C03,SBV2-ALL92-G234-C04,SBV2-ALL92-G234-C02,SBV2-ALL92-G234-C01","strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,supported"
evidence_text,b723218b57233e2295021b7d057dd7d82f14c3adeb9b09ac6b8193fc9364ee26,4,"SBV2-ALL92-G083-C01,SBV2-ALL92-G083-C02,SBV2-ALL92-G083-C04,SBV2-ALL92-G083-C03","supported,mild_scope_overclaim,contradiction_candidate,strong_action_overclaim"
evidence_text,b7515ebc606f307189ca03a6847bebcbe5d36073d2d61f623931a2fb35b76556,4,"SBV2-ALL92-G108-C04,SBV2-ALL92-G108-C03,SBV2-ALL92-G108-C02,SBV2-ALL92-G108-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,be144626711df3aa0bb6d2807ff96d1c7c535d394db2c2ebc2f095a1945919fc,4,"SBV2-ALL92-G089-C01,SBV2-ALL92-G089-C02,SBV2-ALL92-G089-C04,SBV2-ALL92-G089-C03","supported,mild_scope_overclaim,contradiction_candidate,strong_action_overclaim"
evidence_text,bf98cd978b8e4e84d907c5117106b23459fdcd076b6f7625af2ce9fbd394d4cf,4,"SBV2-ALL92-G106-C01,SBV2-ALL92-G106-C04,SBV2-ALL92-G106-C03,SBV2-ALL92-G106-C02","supported,contradiction_candidate,strong_action_overclaim,mild_scope_overclaim"
evidence_text,bfd5f4089cbd21962ddf5605826ec6ea0142aad4a021cefafb2e76686ee4d033,4,"SBV2-ALL92-G092-C03,SBV2-ALL92-G092-C04,SBV2-ALL92-G092-C02,SBV2-ALL92-G092-C01","strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,supported"
evidence_text,c043baa4d27cad2db9da9e2bf022af0f6c3f03dd6d02b67ed3de4d7c6499b91c,4,"SBV2-ALL92-G008-CONTRA,SBV2-ALL92-G008-STRONG,SBV2-ALL92-G008-SUPPORTED,SBV2-ALL92-G008-MILD","contradiction_candidate,strong_action_overclaim,supported,mild_scope_overclaim"
evidence_text,c0a123676c27cdb012cadc09cfc73ec190893e809d9dacc35fec7ed5436e8c5f,4,"SBV2-ALL92-G253-C04,SBV2-ALL92-G253-C03,SBV2-ALL92-G253-C02,SBV2-ALL92-G253-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882,4,"SBV2-ALL92-G158-C01,SBV2-ALL92-G158-C02,SBV2-ALL92-G158-C03,SBV2-ALL92-G158-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,c537633b2d3a24179b11bd56cfa617e75398ba4174a7ed8d9d4819936a88844c,4,"SBV2-ALL92-G197-C02,SBV2-ALL92-G197-C03,SBV2-ALL92-G197-C04,SBV2-ALL92-G197-C01","mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,supported"
evidence_text,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,4,"SBV2-ALL92-G062-C02,SBV2-ALL92-G062-C01,SBV2-ALL92-G062-C03,SBV2-ALL92-G062-C04","mild_scope_overclaim,supported,strong_action_overclaim,contradiction_candidate"
evidence_text,c796a5c1ca85127e496155bd4d0f055067a9ad4703e98471d0ae9c6fbeeb3c76,4,"SBV2-ALL92-G135-C03,SBV2-ALL92-G135-C01,SBV2-ALL92-G135-C04,SBV2-ALL92-G135-C02","strong_action_overclaim,supported,contradiction_candidate,mild_scope_overclaim"
evidence_text,cc0765023496704b793e89d67151cb195f174e975b4f578b1c425c8a02601700,4,"SBV2-ALL92-G224-C02,SBV2-ALL92-G224-C03,SBV2-ALL92-G224-C04,SBV2-ALL92-G224-C01","mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,supported"
evidence_text,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,4,"SBV2-ALL92-G037-C03,SBV2-ALL92-G037-C04,SBV2-ALL92-G037-C01,SBV2-ALL92-G037-C02","strong_action_overclaim,contradiction_candidate,supported,mild_scope_overclaim"
evidence_text,cdeb403ee38a94a4b3a67290c9f208c4daa2b4da958c1ed328c8544b30737fef,4,"SBV2-ALL92-G107-C01,SBV2-ALL92-G107-C03,SBV2-ALL92-G107-C04,SBV2-ALL92-G107-C02","supported,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim"
