candidate_id,target_candidate_group_id,span_id,source_id,domain,evidence_type,candidate_label_guess,claim_text,evidence_text,source_location,url,arxiv_id,pdf_filename,leakage_category,claim_only_correct,claim_evidence_correct,lexical_leakage_risk,needs_human_review,exclude_recommended,paper_full_priority,selection_reason,contradiction_leakage_review
SBV2-ALL92-G007-STRONG,SBV2-ALL92-G007,AD-003-S1,AD-003,autonomous_driving,metric_result,strong_action_overclaim,"HiDrive reports that conventional end-to-end methods remain strongly limited, with DiffusionDrive reaching 34.2 Overall DS and showing mature closed-loop performance.","The results show that conventional end-to-end autonomous driving methods remain strongly limited on HiDrive: even the best, Dif- fusionDrive, achieves only 34.2 Overall DS.",pdf_page_8,https://arxiv.org/abs/2605.09972,2605.09972,pdfs/AD-003__2605.09972.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G007-CONTRA,SBV2-ALL92-G007,AD-003-S1,AD-003,autonomous_driving,metric_result,contradiction_candidate,"HiDrive reports that conventional end-to-end methods perform strongly, with DiffusionDrive reaching 84.2 Overall DS as the best result.","The results show that conventional end-to-end autonomous driving methods remain strongly limited on HiDrive: even the best, Dif- fusionDrive, achieves only 34.2 Overall DS.",pdf_page_8,https://arxiv.org/abs/2605.09972,2605.09972,pdfs/AD-003__2605.09972.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G008-SUPPORTED,SBV2-ALL92-G008,AD-003-S2,AD-003,autonomous_driving,limitation,supported,"HiDrive states that benchmark saturation reflects limited case diversity, object variety, and capability breadth rather than solved autonomy evaluation.","This satura- tion does not mean that the problem has been solved; instead, it reveals that current benchmarks remain limited in scenario diversity, object variety, and the breadth of driving capabilities they evaluate.",pdf_page_1,https://arxiv.org/abs/2605.09972,2605.09972,pdfs/AD-003__2605.09972.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G008-MILD,SBV2-ALL92-G008,AD-003-S2,AD-003,autonomous_driving,limitation,mild_scope_overclaim,"HiDrive states that benchmark saturation reflects limited case diversity, object variety, and capability breadth for common closed-loop evaluations.","This satura- tion does not mean that the problem has been solved; instead, it reveals that current benchmarks remain limited in scenario diversity, object variety, and the breadth of driving capabilities they evaluate.",pdf_page_1,https://arxiv.org/abs/2605.09972,2605.09972,pdfs/AD-003__2605.09972.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G008-STRONG,SBV2-ALL92-G008,AD-003-S2,AD-003,autonomous_driving,limitation,strong_action_overclaim,"HiDrive states that benchmark saturation reflects limited case diversity, object variety, capability breadth, and invalidates earlier evaluation leaderboards.","This satura- tion does not mean that the problem has been solved; instead, it reveals that current benchmarks remain limited in scenario diversity, object variety, and the breadth of driving capabilities they evaluate.",pdf_page_1,https://arxiv.org/abs/2605.09972,2605.09972,pdfs/AD-003__2605.09972.pdf,B_evidence_gain,False,True,False,False,False,high,core_group_B_evidence_gain,False
SBV2-ALL92-G008-CONTRA,SBV2-ALL92-G008,AD-003-S2,AD-003,autonomous_driving,limitation,contradiction_candidate,"HiDrive states that benchmark saturation shows solved autonomy evaluation with broad case diversity, object variety, and capability coverage.","This satura- tion does not mean that the problem has been solved; instead, it reveals that current benchmarks remain limited in scenario diversity, object variety, and the breadth of driving capabilities they evaluate.",pdf_page_1,https://arxiv.org/abs/2605.09972,2605.09972,pdfs/AD-003__2605.09972.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G011-SUPPORTED,SBV2-ALL92-G011,AD-004-S2,AD-004,autonomous_driving,metric_result,supported,Bench2Drive-Robust reports that perturbations substantially degrade closed-loop performance and reveal robustness challenges missed by image-level corruption evaluations alone.,"Our results show that these deployment-related perturbations can substantially degrade closed-loop driving performance, revealing robustness challenges that are not fully captured by conventional image-level corruption evaluations.",pdf_page_1,https://arxiv.org/abs/2605.18059,2605.18059,pdfs/AD-004__2605.18059.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G011-MILD,SBV2-ALL92-G011,AD-004-S2,AD-004,autonomous_driving,metric_result,mild_scope_overclaim,Bench2Drive-Robust reports that perturbations substantially degrade closed-loop performance and reveal robustness challenges missed by standard corruption evaluations in benchmark results.,"Our results show that these deployment-related perturbations can substantially degrade closed-loop driving performance, revealing robustness challenges that are not fully captured by conventional image-level corruption evaluations.",pdf_page_1,https://arxiv.org/abs/2605.18059,2605.18059,pdfs/AD-004__2605.18059.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G011-STRONG,SBV2-ALL92-G011,AD-004-S2,AD-004,autonomous_driving,metric_result,strong_action_overclaim,Bench2Drive-Robust reports that perturbations substantially degrade closed-loop performance and reveal a comprehensive failure taxonomy for closed-loop planners during evaluation.,"Our results show that these deployment-related perturbations can substantially degrade closed-loop driving performance, revealing robustness challenges that are not fully captured by conventional image-level corruption evaluations.",pdf_page_1,https://arxiv.org/abs/2605.18059,2605.18059,pdfs/AD-004__2605.18059.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,False
SBV2-ALL92-G011-CONTRA,SBV2-ALL92-G011,AD-004-S2,AD-004,autonomous_driving,metric_result,contradiction_candidate,Bench2Drive-Robust reports that perturbations preserve closed-loop performance and match the robustness signals from image-level corruption evaluations in results.,"Our results show that these deployment-related perturbations can substantially degrade closed-loop driving performance, revealing robustness challenges that are not fully captured by conventional image-level corruption evaluations.",pdf_page_1,https://arxiv.org/abs/2605.18059,2605.18059,pdfs/AD-004__2605.18059.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G013-C01,SBV2-ALL92-G013,AD-005-S1,AD-005,autonomous_driving,experiment_setup,supported,The Bench2Drive-R study implements a closed-loop interactive simulation platform based on nuPlan for its evaluation pipeline and renderer tests.,"Further, we implement a closed-loop interactive end-to- end simulation platform based on nuPlan.",pdf_page_3,https://arxiv.org/abs/2412.09647,2412.09647,pdfs/AD-005__2412.09647.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G013-C02,SBV2-ALL92-G013,AD-005-S1,AD-005,autonomous_driving,experiment_setup,mild_scope_overclaim,The Bench2Drive-R study implements a closed-loop interactive simulation platform based on nuPlan for evaluation pipelines with several renderer comparisons.,"Further, we implement a closed-loop interactive end-to- end simulation platform based on nuPlan.",pdf_page_3,https://arxiv.org/abs/2412.09647,2412.09647,pdfs/AD-005__2412.09647.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G013-C03,SBV2-ALL92-G013,AD-005-S1,AD-005,autonomous_driving,experiment_setup,strong_action_overclaim,The Bench2Drive-R study implements a closed-loop interactive simulation platform based on nuPlan for benchmark-scale evaluation pipelines and renderer comparisons.,"Further, we implement a closed-loop interactive end-to- end simulation platform based on nuPlan.",pdf_page_3,https://arxiv.org/abs/2412.09647,2412.09647,pdfs/AD-005__2412.09647.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G013-C04,SBV2-ALL92-G013,AD-005-S1,AD-005,autonomous_driving,experiment_setup,contradiction_candidate,The Bench2Drive-R study implements an open-loop noninteractive simulation platform unrelated to nuPlan for its evaluation pipeline and renderer tests.,"Further, we implement a closed-loop interactive end-to- end simulation platform based on nuPlan.",pdf_page_3,https://arxiv.org/abs/2412.09647,2412.09647,pdfs/AD-005__2412.09647.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,True
SBV2-ALL92-G014-C01,SBV2-ALL92-G014,AD-005-S2,AD-005,autonomous_driving,metric_result,supported,"Table 2 reports Bench2Drive-R achieves better generation quality than BEVControl, MagicDrive, Panacea, and Panacea+ with a lower FID score.","2, Bench2Drive-R outperforms baselines BEVControl [99], MagicDrive [20], Panacea [89] and Panacea+ [90] in gen- eration quality, yielding notably lower FID score.",pdf_page_9,https://arxiv.org/abs/2412.09647,2412.09647,pdfs/AD-005__2412.09647.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G014-C02,SBV2-ALL92-G014,AD-005-S2,AD-005,autonomous_driving,metric_result,mild_scope_overclaim,"Table 2 reports Bench2Drive-R achieves better generation quality than BEVControl, MagicDrive, Panacea, and Panacea+ with lower FID and stronger segmentation scores.","2, Bench2Drive-R outperforms baselines BEVControl [99], MagicDrive [20], Panacea [89] and Panacea+ [90] in gen- eration quality, yielding notably lower FID score.",pdf_page_9,https://arxiv.org/abs/2412.09647,2412.09647,pdfs/AD-005__2412.09647.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G014-C03,SBV2-ALL92-G014,AD-005-S2,AD-005,autonomous_driving,metric_result,strong_action_overclaim,"Table 2 reports Bench2Drive-R achieves better generation quality than BEVControl, MagicDrive, Panacea, and Panacea+ with lower FID, perception, and segmentation scores.","2, Bench2Drive-R outperforms baselines BEVControl [99], MagicDrive [20], Panacea [89] and Panacea+ [90] in gen- eration quality, yielding notably lower FID score.",pdf_page_9,https://arxiv.org/abs/2412.09647,2412.09647,pdfs/AD-005__2412.09647.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G014-C04,SBV2-ALL92-G014,AD-005-S2,AD-005,autonomous_driving,metric_result,contradiction_candidate,"Table 2 reports Bench2Drive-R achieves worse generation quality than BEVControl, MagicDrive, Panacea, and Panacea+ with a higher FID score.","2, Bench2Drive-R outperforms baselines BEVControl [99], MagicDrive [20], Panacea [89] and Panacea+ [90] in gen- eration quality, yielding notably lower FID score.",pdf_page_9,https://arxiv.org/abs/2412.09647,2412.09647,pdfs/AD-005__2412.09647.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G018-C01,SBV2-ALL92-G018,AD-006-S3,AD-006,autonomous_driving,limitation,supported,"BENCH2ADVLM reports that overall ADVLM performance remains relatively low, indicating current models still face significant limitations in closed-loop evaluation.","The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations.",pdf_page_7,https://arxiv.org/abs/2508.02028,2508.02028,pdfs/AD-006__2508.02028.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,False
SBV2-ALL92-G018-C02,SBV2-ALL92-G018,AD-006-S3,AD-006,autonomous_driving,limitation,mild_scope_overclaim,"BENCH2ADVLM reports that overall ADVLM performance remains relatively low, indicating current models still face significant limitations in several evaluated metrics.","The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations.",pdf_page_7,https://arxiv.org/abs/2508.02028,2508.02028,pdfs/AD-006__2508.02028.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G018-C03,SBV2-ALL92-G018,AD-006-S3,AD-006,autonomous_driving,limitation,strong_action_overclaim,"BENCH2ADVLM reports that overall ADVLM performance remains relatively low, indicating current models remain unreliable for closed-loop evaluation benchmarks in this study.","The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations.",pdf_page_7,https://arxiv.org/abs/2508.02028,2508.02028,pdfs/AD-006__2508.02028.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G018-C04,SBV2-ALL92-G018,AD-006-S3,AD-006,autonomous_driving,limitation,contradiction_candidate,"BENCH2ADVLM reports that overall ADVLM performance remains relatively high, indicating current models face minimal limitations in closed-loop evaluation in this study.","The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations.",pdf_page_7,https://arxiv.org/abs/2508.02028,2508.02028,pdfs/AD-006__2508.02028.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G019-C01,SBV2-ALL92-G019,AD-007-S1,AD-007,autonomous_driving,experiment_setup,supported,The study employs LLaVA-Interleave as the base VLM and fine-tunes it for two epochs on nuScenes with a learning rate of 2e-4.,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.",pdf_page_6,https://arxiv.org/abs/2512.01300,2512.013,pdfs/AD-007__2512.01300.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,False
SBV2-ALL92-G019-C02,SBV2-ALL92-G019,AD-007-S1,AD-007,autonomous_driving,experiment_setup,mild_scope_overclaim,The study employs LLaVA-Interleave as the base VLM and fine-tunes it for three epochs on nuScenes with a learning rate of 2e-4.,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.",pdf_page_6,https://arxiv.org/abs/2512.01300,2512.013,pdfs/AD-007__2512.01300.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G019-C03,SBV2-ALL92-G019,AD-007-S1,AD-007,autonomous_driving,experiment_setup,strong_action_overclaim,The study employs LLaVA-Interleave as the base VLM and fine-tunes it for four epochs on nuScenes and Waymo with a learning rate of 2e-4.,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.",pdf_page_6,https://arxiv.org/abs/2512.01300,2512.013,pdfs/AD-007__2512.01300.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G019-C04,SBV2-ALL92-G019,AD-007-S1,AD-007,autonomous_driving,experiment_setup,contradiction_candidate,The study employs GPT-4o as the base VLM and fine-tunes it for two epochs on KITTI with a learning rate of 1e-4.,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.",pdf_page_6,https://arxiv.org/abs/2512.01300,2512.013,pdfs/AD-007__2512.01300.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G020-C01,SBV2-ALL92-G020,AD-007-S2,AD-007,autonomous_driving,metric_result,supported,RoboDriveVLM-TTA records the best overall AvgL2-Prompt and AvgCol-Prompt results while maintaining relatively low MCL2 and MCC values under prompt corruption.,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.",pdf_page_6,https://arxiv.org/abs/2512.01300,2512.013,pdfs/AD-007__2512.01300.pdf,B_evidence_gain,False,True,False,False,False,high,core_group_B_evidence_gain,False
SBV2-ALL92-G020-C02,SBV2-ALL92-G020,AD-007-S2,AD-007,autonomous_driving,metric_result,mild_scope_overclaim,"RoboDriveVLM-TTA records the best overall AvgL2-Prompt, AvgCol-Prompt, and MCL2 results while maintaining relatively low MCC values under prompt corruption.","In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.",pdf_page_6,https://arxiv.org/abs/2512.01300,2512.013,pdfs/AD-007__2512.01300.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G020-C03,SBV2-ALL92-G020,AD-007-S2,AD-007,autonomous_driving,metric_result,strong_action_overclaim,"RoboDriveVLM-TTA records the best overall AvgL2-Prompt, AvgCol-Prompt, MCL2, and MCC results under camera corruption and prompt corruption in benchmark evaluation.","In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.",pdf_page_6,https://arxiv.org/abs/2512.01300,2512.013,pdfs/AD-007__2512.01300.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G020-C04,SBV2-ALL92-G020,AD-007-S2,AD-007,autonomous_driving,metric_result,contradiction_candidate,RoboDriveVLM-TTA records weaker AvgL2-Prompt and AvgCol-Prompt results while maintaining higher MCL2 and MCC values under prompt corruption in benchmark evaluation.,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.",pdf_page_6,https://arxiv.org/abs/2512.01300,2512.013,pdfs/AD-007__2512.01300.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,True
SBV2-ALL92-G025-C01,SBV2-ALL92-G025,AD-009-S1,AD-009,autonomous_driving,experiment_setup,supported,"ScenePilot-Bench evaluation covers representative commercial, open-source, and vehicle-specialized VLMs as baseline models for the reported benchmark experiments section.","5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",pdf_page_5,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G025-C02,SBV2-ALL92-G025,AD-009-S1,AD-009,autonomous_driving,experiment_setup,mild_scope_overclaim,"ScenePilot-Bench evaluation covers representative commercial, open-source, vehicle-specialized, and proprietary VLMs as baseline models for the reported benchmark experiments section.","5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",pdf_page_5,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G025-C03,SBV2-ALL92-G025,AD-009-S1,AD-009,autonomous_driving,experiment_setup,strong_action_overclaim,"ScenePilot-Bench evaluation covers representative commercial, open-source, vehicle-specialized, sensor-fusion, and text-centric VLMs as baseline models for the reported benchmark experiments section.","5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",pdf_page_5,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G025-C04,SBV2-ALL92-G025,AD-009-S1,AD-009,autonomous_driving,experiment_setup,contradiction_candidate,"ScenePilot-Bench evaluation covers handcrafted perception baselines, rule-based planners, and classical detectors as baseline models for the reported benchmark experiments section.","5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",pdf_page_5,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,True
SBV2-ALL92-G027-C01,SBV2-ALL92-G027,AD-009-S3,AD-009,autonomous_driving,limitation,supported,"ScenePilot-Bench remains open-loop, with downstream control effects in a closed-loop vehicle system absent from direct measurement by the benchmark.","First, ScenePilot-Bench remains an open-loop benchmark, and therefore does not directly measure the downstream control effect of model outputs in a closed-loop driving system.",pdf_page_6,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G027-C02,SBV2-ALL92-G027,AD-009-S3,AD-009,autonomous_driving,limitation,mild_scope_overclaim,"ScenePilot-Bench remains open-loop, with downstream control effects and intervention timing in a closed-loop vehicle system absent from direct measurement by the benchmark.","First, ScenePilot-Bench remains an open-loop benchmark, and therefore does not directly measure the downstream control effect of model outputs in a closed-loop driving system.",pdf_page_6,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G027-C03,SBV2-ALL92-G027,AD-009-S3,AD-009,autonomous_driving,limitation,strong_action_overclaim,"ScenePilot-Bench remains open-loop, with downstream control effects, intervention timing, and recovery behavior in a closed-loop vehicle system absent from direct measurement by the benchmark.","First, ScenePilot-Bench remains an open-loop benchmark, and therefore does not directly measure the downstream control effect of model outputs in a closed-loop driving system.",pdf_page_6,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,False
SBV2-ALL92-G027-C04,SBV2-ALL92-G027,AD-009-S3,AD-009,autonomous_driving,limitation,contradiction_candidate,"ScenePilot-Bench runs closed-loop, with downstream control effects in a closed-loop vehicle system included in direct measurement by the benchmark.","First, ScenePilot-Bench remains an open-loop benchmark, and therefore does not directly measure the downstream control effect of model outputs in a closed-loop driving system.",pdf_page_6,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G028-C01,SBV2-ALL92-G028,AD-010-S1,AD-010,autonomous_driving,experiment_setup,supported,The DSBench pipeline implements an iterative quality-control process to filter automated-generation noise and correct annotation biases during large-scale benchmark construction.,"Quality Control To ensure reliability and consistency at scale, we implement a rigorous, iterative quality control process to filter noise from automated generation and correct annotation biases.",pdf_page_5,https://arxiv.org/abs/2511.14592,2511.14592,pdfs/AD-010__2511.14592.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
