candidate_id,target_candidate_group_id,rank,unit_id,paper_id,pdf_filename,page_number,section_hint,retrieved_text,bm25_score,query_n_tokens,retrieved_n_words,oracle_overlap_score,oracle_hash_exact,oracle_page_match,oracle_hit
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,1,AD-001::p1::b4::s37::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions. Extensive experiments demonstrate that our reactive agents exhibit superior realism and behavioral diversity compared to IDM-based agents. Furthermore, we reimplement a collection of rule-based, learning-based, and hybrid planning approaches within the nuPlan-R benchmark, revealing that nuPlan-R more effec- tively highlights the interactive advantages of learning-based planners in complex scenarios.",51.761464,16,79,0.533333,False,True,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,2,AD-001::p1::b4::s36::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions. Extensive experiments demonstrate that our reactive agents exhibit superior realism and behavioral diversity compared to IDM-based agents.",46.084988,16,69,0.57971,False,True,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,3,AD-001::p2::b6::s44::w3,AD-001,AD-001__2511.10403.pdf,2,unknown,"selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan-R benchmarks, demonstrating that nuPlan-R provides a more reliable assessment of planners' interaction capabilities in complex traffic en- vironments. Planning Benchmark for Autonomous Vehicles Table I shows a comparison between our benchmark and other autonomous driving benchmarks. Early benchmarks for autonomous vehicle motion planning, such as Waymo [1] and nuScenes [2], primarily focus on short-term motion forecasting under open-loop evaluation, where displacement- based metrics are used to assess prediction accuracy.",43.50209,16,141,0.264151,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,4,AD-001::p2::b6::s43::w3,AD-001,AD-001__2511.10403.pdf,2,unknown,"In summary, the main contributions of this paper include: • We propose nuPlan-R, a new reactive closed-loop plan- ning benchmark that seamlessly integrates learning- based reactive agents and an interaction-aware agent arXiv:2511.10403v1 [cs.RO] 13 Nov 2025 selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan-R benchmarks, demonstrating that nuPlan-R provides a more reliable assessment of planners' interaction capabilities in complex traffic en- vironments. Planning Benchmark for Autonomous Vehicles Table I shows a comparison between our benchmark and other autonomous driving benchmarks.",43.117031,16,144,0.236364,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,5,AD-001::p1::b5::s42::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"benchmark for closed-loop planning evaluation. In summary, the main contributions of this paper include: • We propose nuPlan-R, a new reactive closed-loop plan- ning benchmark that seamlessly integrates learning- based reactive agents and an interaction-aware agent arXiv:2511.10403v1 [cs.RO] 13 Nov 2025 selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan-R benchmarks, demonstrating that nuPlan-R provides a more reliable assessment of planners' interaction capabilities in complex traffic en- vironments.",42.447556,16,131,0.25,False,True,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,6,AD-001::p1::b4::s35::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions.",42.239433,16,82,0.512821,False,True,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,7,AD-001::p4::b19::s135::w3,AD-001,AD-001__2511.10403.pdf,4,unknown,"To further evaluate whether a planner performs consistently across all aspects rather than excelling in only a few, we introduce the All-Core Pass Rate. It measures the proportion of scenarios where all core sub- metrics (such as safety, comfort, and efficiency) achieve normalized scores above 0.5. This indicator highlights the planner's overall balance and compliance in diverse driving scenarios.",35.843567,16,59,0.262295,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,8,AD-001::p3::b11::s75::w3,AD-001,AD-001__2511.10403.pdf,3,unknown,Evaluation Metrics Reactive Closed-Loop Simulation Dataset Test14-Hard Test14-Random Val14 Observations Historical Info Map Info Traffic State Vehicle Attribute Planner (To be evaluated) Reactive Agent Model Kinematic Controller Interaction-Aware Selection Update the Observations Closed-Loop Score Success Rate Collision TTC Comfort ... Incorrect Direction Low Progress Score Collision TTC ... 0.5 All-Core Pass Rate ... Comfort Speed Limit Off Road Fig. 1.,33.403647,16,60,0.176471,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,9,AD-001::p3::b11::s76::w3,AD-001,AD-001__2511.10403.pdf,3,unknown,Incorrect Direction Low Progress Score Collision TTC ... 0.5 All-Core Pass Rate ... Comfort Speed Limit Off Road Fig. 1. A road map of reactive closed-loop planning benchmark: nuPlan-R.,33.383019,16,29,0.170213,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,10,AD-001::p4::b19::s134::w3,AD-001,AD-001__2511.10403.pdf,4,unknown,"Similar formulations have also been adopted by recent planning approaches such as CALMM [30], underscoring its effectiveness as an indicator of planning robustness. To further evaluate whether a planner performs consistently across all aspects rather than excelling in only a few, we introduce the All-Core Pass Rate. It measures the proportion of scenarios where all core sub- metrics (such as safety, comfort, and efficiency) achieve normalized scores above 0.5.",32.971318,16,69,0.212121,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,1,AD-001::p1::b4::s37::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions. Extensive experiments demonstrate that our reactive agents exhibit superior realism and behavioral diversity compared to IDM-based agents. Furthermore, we reimplement a collection of rule-based, learning-based, and hybrid planning approaches within the nuPlan-R benchmark, revealing that nuPlan-R more effec- tively highlights the interactive advantages of learning-based planners in complex scenarios.",45.257325,17,79,0.533333,False,True,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,2,AD-001::p3::b11::s75::w3,AD-001,AD-001__2511.10403.pdf,3,unknown,Evaluation Metrics Reactive Closed-Loop Simulation Dataset Test14-Hard Test14-Random Val14 Observations Historical Info Map Info Traffic State Vehicle Attribute Planner (To be evaluated) Reactive Agent Model Kinematic Controller Interaction-Aware Selection Update the Observations Closed-Loop Score Success Rate Collision TTC Comfort ... Incorrect Direction Low Progress Score Collision TTC ... 0.5 All-Core Pass Rate ... Comfort Speed Limit Off Road Fig. 1.,44.675235,17,60,0.176471,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,3,AD-001::p3::b11::s76::w3,AD-001,AD-001__2511.10403.pdf,3,unknown,Incorrect Direction Low Progress Score Collision TTC ... 0.5 All-Core Pass Rate ... Comfort Speed Limit Off Road Fig. 1. A road map of reactive closed-loop planning benchmark: nuPlan-R.,43.752813,17,29,0.170213,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,4,AD-001::p3::b11::s74::w3,AD-001,AD-001__2511.10403.pdf,3,unknown,Task Description This work aims to develop a reactive multi-agent sim- ulation framework for the realistic and reliable evaluation of autonomous planners. Evaluation Metrics Reactive Closed-Loop Simulation Dataset Test14-Hard Test14-Random Val14 Observations Historical Info Map Info Traffic State Vehicle Attribute Planner (To be evaluated) Reactive Agent Model Kinematic Controller Interaction-Aware Selection Update the Observations Closed-Loop Score Success Rate Collision TTC Comfort ... Incorrect Direction Low Progress Score Collision TTC ... 0.5 All-Core Pass Rate ...,42.195732,17,75,0.16,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,5,AD-001::p1::b5::s42::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"benchmark for closed-loop planning evaluation. In summary, the main contributions of this paper include: • We propose nuPlan-R, a new reactive closed-loop plan- ning benchmark that seamlessly integrates learning- based reactive agents and an interaction-aware agent arXiv:2511.10403v1 [cs.RO] 13 Nov 2025 selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan-R benchmarks, demonstrating that nuPlan-R provides a more reliable assessment of planners' interaction capabilities in complex traffic en- vironments.",40.977036,17,131,0.25,False,True,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,6,AD-001::p2::b6::s44::w3,AD-001,AD-001__2511.10403.pdf,2,unknown,"selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan-R benchmarks, demonstrating that nuPlan-R provides a more reliable assessment of planners' interaction capabilities in complex traffic en- vironments. Planning Benchmark for Autonomous Vehicles Table I shows a comparison between our benchmark and other autonomous driving benchmarks. Early benchmarks for autonomous vehicle motion planning, such as Waymo [1] and nuScenes [2], primarily focus on short-term motion forecasting under open-loop evaluation, where displacement- based metrics are used to assess prediction accuracy.",39.150463,17,141,0.264151,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,7,AD-001::p1::b4::s36::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions. Extensive experiments demonstrate that our reactive agents exhibit superior realism and behavioral diversity compared to IDM-based agents.",39.122511,17,69,0.57971,False,True,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,8,AD-001::p2::b6::s43::w3,AD-001,AD-001__2511.10403.pdf,2,unknown,"In summary, the main contributions of this paper include: • We propose nuPlan-R, a new reactive closed-loop plan- ning benchmark that seamlessly integrates learning- based reactive agents and an interaction-aware agent arXiv:2511.10403v1 [cs.RO] 13 Nov 2025 selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan-R benchmarks, demonstrating that nuPlan-R provides a more reliable assessment of planners' interaction capabilities in complex traffic en- vironments. Planning Benchmark for Autonomous Vehicles Table I shows a comparison between our benchmark and other autonomous driving benchmarks.",39.005268,17,144,0.236364,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,9,AD-001::p1::b4::s35::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions.",35.891988,17,82,0.512821,False,True,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,10,AD-001::p4::b19::s135::w3,AD-001,AD-001__2511.10403.pdf,4,unknown,"To further evaluate whether a planner performs consistently across all aspects rather than excelling in only a few, we introduce the All-Core Pass Rate. It measures the proportion of scenarios where all core sub- metrics (such as safety, comfort, and efficiency) achieve normalized scores above 0.5. This indicator highlights the planner's overall balance and compliance in diverse driving scenarios.",35.843567,17,59,0.262295,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,1,AD-001::p1::b4::s37::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions. Extensive experiments demonstrate that our reactive agents exhibit superior realism and behavioral diversity compared to IDM-based agents. Furthermore, we reimplement a collection of rule-based, learning-based, and hybrid planning approaches within the nuPlan-R benchmark, revealing that nuPlan-R more effec- tively highlights the interactive advantages of learning-based planners in complex scenarios.",35.905196,18,79,0.533333,False,True,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,2,AD-001::p1::b4::s36::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions. Extensive experiments demonstrate that our reactive agents exhibit superior realism and behavioral diversity compared to IDM-based agents.",29.202853,18,69,0.57971,False,True,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,3,AD-001::p1::b4::s35::w3,AD-001,AD-001__2511.10403.pdf,1,unknown,"Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as config- urable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus archi- tecture [6]. To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle. More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions.",26.735898,18,82,0.512821,False,True,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,4,AD-023::p6::b14::s9681::w3,AD-023,AD-023__2508.06544.pdf,6,result,"HPNet's multi-modal predictions reflect this by generating multiple trajectory hypothe- ses, each adhering to physical constraints and map context, such as lane boundaries and temporary signage. These trajectories, while distinct, exhibit high agreement due to the constrained nature of work zone environments, where variability is subtle and bounded by roadway geometry and traffic rules. This balance allows HPNet to model the nuanced decision-making of human drivers while maintaining temporal coherence and spatial consistency across predictions.",25.998442,18,75,0.081081,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,5,AD-023::p15::b42::s9852::w3,AD-023,AD-023__2508.06544.pdf,15,unknown,"Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 15 ner software, following Manual on Uniform Traffic Control Devices (MUTCD) guidelines for lane closure in a work zone including speed reduction and taper lengths (40). Figure 4 shows a portion of the work zone map created in Roadrunner. The map geometry can be exported to OpenDrive format (map.xodr) HD Map, which is a direct input to the CARLA simulator.",24.840819,18,69,0.0,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,6,AD-001::p7::b31::s214::w3,AD-001,AD-001__2511.10403.pdf,7,unknown,"Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance. The performance gap becomes even more pronounced on the Test14-Hard dataset, demonstrating that nuPlan-R provides a fairer and more effective evaluation of planners' decision-making and interaction capabilities in complex traffic scenarios. Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance.",24.658183,18,65,0.321429,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,7,DT-006::p2::b8::s16855::w3,DT-006,DT-006__2507.19707.pdf,2,unknown,"To construct the simulation, digital assets derived from real-world data are imported into Unreal Engine [21], where the final CARLA map is generated. Two types of dig- ital assets are essential: a HD point cloud map that captures detailed 3D spatial information, and a vector map [22] that defines roadway geometry, topology, and lane configurations. To generate the HD point cloud map, a data collec- tion vehicle equipped with a 128-line LiDAR, an inertial",24.558665,18,74,0.029412,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,8,AD-001::p2::b6::s44::w3,AD-001,AD-001__2511.10403.pdf,2,unknown,"selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan-R benchmarks, demonstrating that nuPlan-R provides a more reliable assessment of planners' interaction capabilities in complex traffic en- vironments. Planning Benchmark for Autonomous Vehicles Table I shows a comparison between our benchmark and other autonomous driving benchmarks. Early benchmarks for autonomous vehicle motion planning, such as Waymo [1] and nuScenes [2], primarily focus on short-term motion forecasting under open-loop evaluation, where displacement- based metrics are used to assess prediction accuracy.",24.132059,18,141,0.264151,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,9,DT-006::p5::b20::s16947::w3,DT-006,DT-006__2507.19707.pdf,5,unknown,"For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Pre- cision (mAP). 2) A distance-based mAP metric following the nuScenes evaluation standards, specifically designed to varying traffic conditions and control strategies. For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Pre- cision (mAP). 2) A distance-based mAP metric following the nuScenes evaluation standards, specifically designed to accommodate small objects such as pedestrians and cyclists. 3) Pose estimation metrics, including Average Translation Error (meters), Average Scale Error (1 −scale IoU), and Average Orientation Error (radians), to assess perception performance under various conditions.",24.046285,18,129,0.12987,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,10,DT-006::p2::b8::s16854::w3,DT-006,DT-006__2507.19707.pdf,2,unknown,"As shown in Fig. 1, the goal of DTB is to generate digital assets for OpenCDA- InfraX. To construct the simulation, digital assets derived from real-world data are imported into Unreal Engine [21], where the final CARLA map is generated. Two types of dig- ital assets are essential: a HD point cloud map that captures detailed 3D spatial information, and a vector map [22] that defines roadway geometry, topology, and lane configurations.",23.719652,18,72,0.029412,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,1,AD-001::p7::b31::s222::w3,AD-001,AD-001__2511.10403.pdf,7,unknown,"CONCLUSIONS In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners. Our noise- decoupled diffusion agents enable diverse and human-like multi-agent behaviors while maintaining stable closed-loop simulation. In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners.",68.457931,15,77,0.458333,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,2,AD-001::p1::b0::s1::w3,AD-001,AD-001__2511.10403.pdf,1,abstract,"nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation Mingxing Peng, Ruoyu Yao, Xusen Guo, and Jun Ma, Senior Member, IEEE Abstract- Recent advances in closed-loop planning bench- marks have significantly improved the evaluation of au- tonomous vehicles. However, existing benchmarks still rely on rule-based reactive agents such as the Intelligent Driver Model (IDM), which lack behavioral diversity and fail to capture realistic human interactions, leading to oversimplified traffic dynamics. To address these limitations, we present nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan framework.",61.695244,15,96,0.379747,False,True,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,3,AD-001::p1::b0::s3::w3,AD-001,AD-001__2511.10403.pdf,1,abstract,"To address these limitations, we present nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan framework. Our benchmark replaces the rule-based IDM agents with noise-decoupled diffusion-based reactive agents and introduces an interaction-aware agent selection mechanism to ensure both realism and computational efficiency. Furthermore, we extend the benchmark with two additional metrics to enable a more comprehensive assessment of planning performance.",61.258549,15,67,0.535714,False,True,False
