candidate_id,target_candidate_group_id,rank,unit_id,paper_id,pdf_filename,page_number,section_hint,retrieved_text,bm25_score,query_n_tokens,retrieved_n_words,oracle_overlap_score,oracle_hash_exact,oracle_page_match,oracle_hit
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,1,AD-001::p1::b4::s36,AD-001,AD-001__2511.10403.pdf,1,unknown,"More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions.",50.04016,16,30,0.930233,False,True,True
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,2,AD-001::p4::b19::s134,AD-001,AD-001__2511.10403.pdf,4,unknown,"To further evaluate whether a planner performs consistently across all aspects rather than excelling in only a few, we introduce the All-Core Pass Rate.",30.545407,16,24,0.27027,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,3,AD-001::p2::b6::s43,AD-001,AD-001__2511.10403.pdf,2,unknown,"selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan-R benchmarks, demonstrating that nuPlan-R provides a more reliable assessment of planners' interaction capabilities in complex traffic en- vironments.",30.094944,16,90,0.333333,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,4,CYB-001::p12::b46::s10837,CYB-001,CYB-001__2606.14295.pdf,12,unknown,Pass@1 is the single-attempt success rate.,28.824321,16,6,0.222222,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,5,CYB-001::p12::b47::s10842,CYB-001,CYB-001__2606.14295.pdf,12,unknown,Pass@1 is the single-attempt success rate.,28.824321,16,6,0.222222,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,6,CYB-001::p11::b40::s10788,CYB-001,CYB-001__2606.14295.pdf,11,result,Pass@1 reports the single-attempt success rate.,27.765786,16,6,0.214286,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,7,AD-001::p3::b11::s75,AD-001,AD-001__2511.10403.pdf,3,unknown,Incorrect Direction Low Progress Score Collision TTC ... 0.5 All-Core Pass Rate ...,27.241186,16,13,0.176471,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,8,AD-015::p14::b52::s6304,AD-015,AD-015__2509.23922.pdf,14,unknown,VII EVALUATION METRICS We adopt two metrics to evaluate the performance of the E2EAD system: • Success Rate (SR).,25.495235,16,19,0.352941,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,9,AD-015::p14::b53::s6306,AD-015,AD-015__2509.23922.pdf,14,unknown,VII EVALUATION METRICS We adopt two metrics to evaluate the performance of the E2EAD system: • Success Rate (SR).,25.495235,16,19,0.352941,False,False,False
SBV2-ALL92-G002-MILD,SBV2-ALL92-G002,10,AD-001::p4::b18::s126,AD-001,AD-001__2511.10403.pdf,4,unknown,"We extend the benchmark metrics of nuPlan-R by introducing two additional indicators, namely SR and PR, thus expanding the benchmark to three complementary metrics in total. Success Rate.",24.768884,16,28,0.45,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,1,AD-001::p1::b4::s36,AD-001,AD-001__2511.10403.pdf,1,unknown,"More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions.",42.15069,17,30,0.930233,False,True,True
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,2,AD-001::p3::b11::s75,AD-001,AD-001__2511.10403.pdf,3,unknown,Incorrect Direction Low Progress Score Collision TTC ... 0.5 All-Core Pass Rate ...,38.720073,17,13,0.176471,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,3,AD-001::p7::b32::s225,AD-001,AD-001__2511.10403.pdf,7,unknown,We also introduced two complementary metrics to provide a more comprehensive assessment of planner robustness and balance.,31.559216,17,17,0.375,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,4,AD-001::p2::b6::s43,AD-001,AD-001__2511.10403.pdf,2,unknown,"selection mechanism into the nuPlan simulation frame- work as configurable components, enabling more real- istic and human-like multi-agent interactions. • We extend the benchmark with two additional metrics, Success Rate and All-Core Pass Rate, to more effec- tively evaluate the robustness of planners and balance across various dimensions of driving performance. • We reimplement and comprehensively evaluate a diverse set of planning approaches in both the original nuPlan and the proposed nuPlan-R benchmarks, demonstrating that nuPlan-R provides a more reliable assessment of planners' interaction capabilities in complex traffic en- vironments.",31.101133,17,90,0.333333,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,5,AD-001::p4::b19::s134,AD-001,AD-001__2511.10403.pdf,4,unknown,"To further evaluate whether a planner performs consistently across all aspects rather than excelling in only a few, we introduce the All-Core Pass Rate.",30.545407,17,24,0.27027,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,6,CYB-001::p12::b46::s10837,CYB-001,CYB-001__2606.14295.pdf,12,unknown,Pass@1 is the single-attempt success rate.,28.824321,17,6,0.222222,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,7,CYB-001::p12::b47::s10842,CYB-001,CYB-001__2606.14295.pdf,12,unknown,Pass@1 is the single-attempt success rate.,28.824321,17,6,0.222222,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,8,CYB-001::p11::b40::s10788,CYB-001,CYB-001__2606.14295.pdf,11,result,Pass@1 reports the single-attempt success rate.,27.765786,17,6,0.214286,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,9,AD-015::p15::b56::s6328,AD-015,AD-015__2509.23922.pdf,15,unknown,"From Figure 5, we observe that while L2 error trends in open-loop evaluation differ from success rate and driving score in closed-loop evaluation, the fluctuations are minimal. In contrast, the collision rate aligns with success rate and driving score but fluctuates significantly more, highlighting the importance of closed-loop evaluations.",26.1694,17,49,0.085106,False,False,False
SBV2-ALL92-G002-STRONG,SBV2-ALL92-G002,10,AD-015::p15::b57::s6329,AD-015,AD-015__2509.23922.pdf,15,figure,"Figure 5, we observe that while L2 error trends in open-loop evaluation differ from success rate and driving score in closed-loop evaluation, the fluctuations are minimal. In contrast, the collision rate aligns with success rate and driving score but fluctuates significantly more, highlighting the importance of closed-loop evaluations.",26.1694,17,48,0.085106,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,1,AD-001::p1::b4::s36,AD-001,AD-001__2511.10403.pdf,1,unknown,"More- over, we extend the benchmark with two complementary metrics, Success Rate (SR) and All-Core Pass Rate (PR), to assess a planner's robustness and overall performance balance across multiple dimensions.",32.313862,18,30,0.930233,False,True,True
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,2,AD-023::p15::b42::s9853,AD-023,AD-023__2508.06544.pdf,15,unknown,"The map geometry can be exported to OpenDrive format (map.xodr) HD Map, which is a direct input to the CARLA simulator.",25.18387,18,21,0.0,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,3,AD-001::p3::b11::s77,AD-001,AD-001__2511.10403.pdf,3,unknown,A road map of reactive closed-loop planning benchmark: nuPlan-R.,23.616621,18,9,0.068966,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,4,DT-006::p2::b8::s16855,DT-006,DT-006__2507.19707.pdf,2,unknown,"Two types of dig- ital assets are essential: a HD point cloud map that captures detailed 3D spatial information, and a vector map [22] that defines roadway geometry, topology, and lane configurations.",22.845355,18,32,0.044444,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,5,AD-001::p2::b10::s71,AD-001,AD-001__2511.10403.pdf,2,unknown,"METHODOLOGY The road map of our nuPlan-R benchmark, as shown in Fig. 1.",22.054178,18,13,0.064516,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,6,AD-023::p11::b28::s9770,AD-023,AD-023__2508.06544.pdf,11,unknown,"Map attributes, including lane boundaries and center lines, are encoded into map feature embeddings (E_m).",21.073263,18,15,0.0,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,7,DT-006::p3::b9::s16862,DT-006,DT-006__2507.19707.pdf,3,unknown,"After finalizing the HD point cloud map, a high-definition vector map is manually generated by referencing a simplified OpenStreetMap vector map and tracing roadway and lane geometries, along with detailed annotations, over the 3D point cloud using MathWorks RoadRunner [25].",20.863695,18,40,0.041667,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,8,AD-023::p5::b9::s9639,AD-023,AD-023__2508.06544.pdf,5,unknown,"The prediction algorithms may use other relevant information, too, such as historical driving behavior or a detailed map of the road geometry.",19.528416,18,22,0.0,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,9,AD-023::p6::b14::s9680,AD-023,AD-023__2508.06544.pdf,6,result,"HPNet's multi-modal predictions reflect this by generating multiple trajectory hypothe- ses, each adhering to physical constraints and map context, such as lane boundaries and temporary signage.",19.52537,18,26,0.05,False,False,False
SBV2-ALL92-G002-CONTRA,SBV2-ALL92-G002,10,AD-012::p15::b59::s5157,AD-012,AD-012__2406.03877.pdf,15,unknown,Map Information: The HD-Map is organized into road_ids with lane_index.,19.416278,18,10,0.0,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,1,AD-001::p1::b0::s2,AD-001,AD-001__2511.10403.pdf,1,abstract,"To address these limitations, we present nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan framework.",68.686417,15,23,1.0,True,True,True
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,2,AD-001::p7::b32::s223,AD-001,AD-001__2511.10403.pdf,7,unknown,"In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners.",53.671636,15,30,0.529412,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,3,AD-001::p7::b31::s221,AD-001,AD-001__2511.10403.pdf,7,unknown,"CONCLUSIONS In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners.",52.495046,15,31,0.514286,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,4,AD-001::p3::b11::s77,AD-001,AD-001__2511.10403.pdf,3,unknown,A road map of reactive closed-loop planning benchmark: nuPlan-R.,41.534868,15,9,0.454545,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,5,AD-001::p2::b10::s72,AD-001,AD-001__2511.10403.pdf,2,unknown,It replaces the rule-based IDM reactive agents with our learning-based reactive models and extends the nuPlan benchmark with additional metrics for more realistic and comprehensive closed-loop planning evaluation.,41.514035,15,28,0.363636,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,6,AD-001::p1::b1::s9,AD-001,AD-001__2511.10403.pdf,1,unknown,"These results establish nuPlan-R as a new standard for fair, reactive, and realistic closed-loop planning evaluation.",36.998144,15,16,0.32,False,True,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,7,AD-001::p4::b17::s120,AD-001,AD-001__2511.10403.pdf,4,method,Our learning-based reactive agents are seam- lessly integrated into the nuPlan simulation framework as configurable components.,36.785918,15,16,0.428571,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,8,AD-001::p4::b18::s122,AD-001,AD-001__2511.10403.pdf,4,unknown,Our learning-based reactive agents are seam- lessly integrated into the nuPlan simulation framework as configurable components.,36.785918,15,16,0.428571,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,9,AD-001::p6::b25::s178,AD-001,AD-001__2511.10403.pdf,6,unknown,TABLE III QUANTITATIVE EVALUATION OF REACTIVE CLOSED-LOOP SIMULATION PERFORMANCE OF DIFFERENT PLANNING APPROACHES ON THE ORIGINAL NUPLAN AND OUR PROPOSED NUPLAN-R BENCHMARKS USING THE TEST14-RANDOM AND TEST14-HARD DATASETS.,36.367813,15,28,0.342857,False,False,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,10,AD-001::p2::b10::s70,AD-001,AD-001__2511.10403.pdf,2,unknown,"Building upon these insights, we integrate noise-decoupled diffusion- based reactive agents into the nuPlan framework, replacing conventional rule-based IDM agents and enabling a new form of closed-loop planning benchmark through reactive multi- agent simulation.",36.046135,15,34,0.4,False,False,False
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,1,AD-001::p1::b0::s2,AD-001,AD-001__2511.10403.pdf,1,abstract,"To address these limitations, we present nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan framework.",65.028264,16,23,1.0,True,True,True
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,2,AD-001::p7::b32::s223,AD-001,AD-001__2511.10403.pdf,7,unknown,"In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners.",50.368382,16,30,0.529412,False,False,False
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,3,AD-001::p7::b31::s221,AD-001,AD-001__2511.10403.pdf,7,unknown,"CONCLUSIONS In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners.",49.270012,16,31,0.514286,False,False,False
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,4,AD-001::p3::b11::s77,AD-001,AD-001__2511.10403.pdf,3,unknown,A road map of reactive closed-loop planning benchmark: nuPlan-R.,41.534868,16,9,0.454545,False,False,False
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,5,AD-001::p2::b10::s72,AD-001,AD-001__2511.10403.pdf,2,unknown,It replaces the rule-based IDM reactive agents with our learning-based reactive models and extends the nuPlan benchmark with additional metrics for more realistic and comprehensive closed-loop planning evaluation.,41.514035,16,28,0.363636,False,False,False
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,6,AD-001::p1::b1::s9,AD-001,AD-001__2511.10403.pdf,1,unknown,"These results establish nuPlan-R as a new standard for fair, reactive, and realistic closed-loop planning evaluation.",36.998144,16,16,0.32,False,True,False
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,7,AD-001::p6::b25::s178,AD-001,AD-001__2511.10403.pdf,6,unknown,TABLE III QUANTITATIVE EVALUATION OF REACTIVE CLOSED-LOOP SIMULATION PERFORMANCE OF DIFFERENT PLANNING APPROACHES ON THE ORIGINAL NUPLAN AND OUR PROPOSED NUPLAN-R BENCHMARKS USING THE TEST14-RANDOM AND TEST14-HARD DATASETS.,36.367813,16,28,0.342857,False,False,False
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,8,AD-001::p1::b3::s30,AD-001,AD-001__2511.10403.pdf,1,unknown,"Inspired by these developments, we present nuPlan-R, a reactive closed-loop planning benchmark designed to enable more realistic and fair evaluation of autonomous driving planners.",35.174346,16,24,0.387097,False,True,False
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,9,AD-002::p2::b8::s341,AD-002,AD-002__2603.01023.pdf,2,unknown,"Closed-Loop Evaluation in Production Stacks The nuPlan benchmark [5] provides a ""closed-loop"" evaluation by replaying scenarios with reactive agents.",34.763992,16,19,0.296296,False,False,False
SBV2-ALL92-G003-MILD,SBV2-ALL92-G003,10,AD-002::p2::b9::s344,AD-002,AD-002__2603.01023.pdf,2,unknown,"Closed-Loop Evaluation in Production Stacks The nuPlan benchmark [5] provides a ""closed-loop"" evaluation by replaying scenarios with reactive agents.",34.763992,16,19,0.296296,False,False,False
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,1,AD-001::p1::b0::s2,AD-001,AD-001__2511.10403.pdf,1,abstract,"To address these limitations, we present nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan framework.",65.028264,16,23,1.0,True,True,True
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,2,AD-001::p7::b32::s223,AD-001,AD-001__2511.10403.pdf,7,unknown,"In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners.",47.045368,16,30,0.529412,False,False,False
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,3,AD-001::p7::b31::s221,AD-001,AD-001__2511.10403.pdf,7,unknown,"CONCLUSIONS In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners.",46.025686,16,31,0.514286,False,False,False
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,4,AD-001::p3::b11::s77,AD-001,AD-001__2511.10403.pdf,3,unknown,A road map of reactive closed-loop planning benchmark: nuPlan-R.,41.534868,16,9,0.454545,False,False,False
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,5,AD-001::p2::b10::s72,AD-001,AD-001__2511.10403.pdf,2,unknown,It replaces the rule-based IDM reactive agents with our learning-based reactive models and extends the nuPlan benchmark with additional metrics for more realistic and comprehensive closed-loop planning evaluation.,38.108421,16,28,0.363636,False,False,False
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,6,AD-001::p4::b20::s142,AD-001,AD-001__2511.10403.pdf,4,result,"Second, we assess planner performance under both the original nuPlan and our proposed nuPlan-R benchmarks to examine how realistic reactive interactions influence closed-loop planning evaluation.",34.130102,16,25,0.277778,False,False,False
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,7,AD-001::p6::b27::s197,AD-001,AD-001__2511.10403.pdf,6,unknown,"In the original nuPlan benchmark, surrounding ve- hicles are controlled by a rule-based reactive agent based on the IDM, while in our nuPlan-R benchmark, they are driven by the proposed learning-based reactive agent, which enables more realistic interactions.",34.032001,16,38,0.27027,False,False,False
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,8,AD-001::p2::b10::s70,AD-001,AD-001__2511.10403.pdf,2,unknown,"Building upon these insights, we integrate noise-decoupled diffusion- based reactive agents into the nuPlan framework, replacing conventional rule-based IDM agents and enabling a new form of closed-loop planning benchmark through reactive multi- agent simulation.",33.222304,16,34,0.4,False,False,False
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,9,AD-001::p6::b25::s178,AD-001,AD-001__2511.10403.pdf,6,unknown,TABLE III QUANTITATIVE EVALUATION OF REACTIVE CLOSED-LOOP SIMULATION PERFORMANCE OF DIFFERENT PLANNING APPROACHES ON THE ORIGINAL NUPLAN AND OUR PROPOSED NUPLAN-R BENCHMARKS USING THE TEST14-RANDOM AND TEST14-HARD DATASETS.,33.044799,16,28,0.342857,False,False,False
SBV2-ALL92-G003-STRONG,SBV2-ALL92-G003,10,AD-001::p4::b17::s120,AD-001,AD-001__2511.10403.pdf,4,method,Our learning-based reactive agents are seam- lessly integrated into the nuPlan simulation framework as configurable components.,32.807159,16,16,0.428571,False,False,False
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,1,AD-001::p1::b0::s2,AD-001,AD-001__2511.10403.pdf,1,abstract,"To address these limitations, we present nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan framework.",37.992032,15,23,1.0,True,True,True
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,2,AD-001::p7::b32::s223,AD-001,AD-001__2511.10403.pdf,7,unknown,"In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners.",34.656672,15,30,0.529412,False,False,False
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,3,AD-001::p7::b31::s221,AD-001,AD-001__2511.10403.pdf,7,unknown,"CONCLUSIONS In this paper, we presented nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning- based reactive agents into the nuPlan framework for realistic and fair evaluation of autonomous planners.",33.836015,15,31,0.514286,False,False,False
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,4,AD-001::p7::b30::s209,AD-001,AD-001__2511.10403.pdf,7,unknown,"The rule-based planners exhibit a drop in CLS when evaluated in nuPlan-R, and the hybrid planner, which integrates rule-based post-processing to boost its performance in the original nuPlan benchmark, also expe- riences a decrease in CLS within nuPlan-R.",25.374259,15,38,0.210526,False,False,False
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,5,AD-001::p4::b20::s142,AD-001,AD-001__2511.10403.pdf,4,result,"Second, we assess planner performance under both the original nuPlan and our proposed nuPlan-R benchmarks to examine how realistic reactive interactions influence closed-loop planning evaluation.",23.353281,15,25,0.277778,False,False,False
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,6,AD-001::p1::b4::s39,AD-001,AD-001__2511.10403.pdf,1,unknown,These results confirm that nuPlan-R provides a more reliable and insightful benchmark for closed-loop planning evaluation.,22.972371,15,16,0.32,False,True,False
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,7,AD-001::p6::b27::s194,AD-001,AD-001__2511.10403.pdf,6,unknown,Results of Planner Models in nuPlan-R Benchmark Experimental Setup.,22.110821,15,9,0.181818,False,False,False
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,8,AD-001::p6::b25::s178,AD-001,AD-001__2511.10403.pdf,6,unknown,TABLE III QUANTITATIVE EVALUATION OF REACTIVE CLOSED-LOOP SIMULATION PERFORMANCE OF DIFFERENT PLANNING APPROACHES ON THE ORIGINAL NUPLAN AND OUR PROPOSED NUPLAN-R BENCHMARKS USING THE TEST14-RANDOM AND TEST14-HARD DATASETS.,22.006597,15,28,0.342857,False,False,False
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,9,AD-001::p3::b11::s77,AD-001,AD-001__2511.10403.pdf,3,unknown,A road map of reactive closed-loop planning benchmark: nuPlan-R.,20.560359,15,9,0.454545,False,False,False
SBV2-ALL92-G003-CONTRA,SBV2-ALL92-G003,10,AD-005::p8::b35::s1722,AD-005,AD-005__2412.09647.pdf,8,method,Experimental Setups 4.1.1 Dataset We conduct detection evaluation and open-loop planning evaluation on nuScenes dataset [4] and closed-loop plan- ning evaluation on nuPlan dataset,19.711581,15,24,0.2,False,False,False
SBV2-ALL92-G004-SUPPORTED,SBV2-ALL92-G004,1,AD-002::p5::b22::s442,AD-002,AD-002__2603.01023.pdf,5,unknown,"Experimental Setup All experiments are conducted on a desktop PC with an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, running in a Docker container with Ubuntu 22.04, ROS 2 Humble, and Autoware.",84.694218,19,40,1.0,True,True,True
SBV2-ALL92-G004-SUPPORTED,SBV2-ALL92-G004,2,AD-002::p5::b23::s444,AD-002,AD-002__2603.01023.pdf,5,experiment,"Experimental Setup All experiments are conducted on a desktop PC with an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, running in a Docker container with Ubuntu 22.04, ROS 2 Humble, and Autoware.",84.694218,19,40,1.0,True,True,True
SBV2-ALL92-G004-SUPPORTED,SBV2-ALL92-G004,3,AD-018::p18::b68::s8033,AD-018,AD-018__2505.17734.pdf,18,experiment,"Component Specification CPU Intel(R) Xeon(R) Gold 5122 CPU, 3.60GHz GPU NVIDIA GeForce RTX 2080 RAM 64 GB allocated per job Operating system Ubuntu 24.04.1 LTS SUMO version 1.18.0 C Accessibility and usage C.1 Licensing and availability Our code and the input data are released under the MIT License.",37.748393,19,48,0.27027,False,False,False
SBV2-ALL92-G004-SUPPORTED,SBV2-ALL92-G004,4,MARL-014::p7::b23::s21866,MARL-014,MARL-014__2505.14526.pdf,7,unknown,All experiments were run on a single NVIDIA RTX 4090.,34.02558,19,10,0.171429,False,False,False
SBV2-ALL92-G004-SUPPORTED,SBV2-ALL92-G004,5,DT-012::p5::b29::s20536,DT-012,DT-012__2506.22995.pdf,5,unknown,"Experiments have been conducted on a MacBook Pro, 2023, with an Apple M2 Pro CPU, 16 GB of RAM, and MacOS Sequoia 15.",28.581518,19,23,0.232558,False,True,False
