candidate_id,true_label,pred_label,strong_action_flag,p_strong,p_contra,p_svm,entailment,neutral,contradiction_nli,entropy,selector_score,selected_rank,selected_n_words,bm25_score,oracle_hit,group_id,is_strong_action,prediction_confidence,route,ranker_score
SBV2-ALL92-G004-STRONG,strong_action_overclaim,supported,0,0.5022052199484109,0.2662797812504495,0.5325964632608746,0.0298693217337131,0.955874800682068,0.0142559316009283,0.2086019515991211,0.4878048780487805,1,40,79.0118,0,SBV2-ALL92-G004,1,0.26631668201042513,supported,0.31691642666988584
SBV2-ALL92-G004-SUPPORTED,supported,supported,0,0.3268515913573557,0.036679675767384,0.501332414459558,0.8525907397270203,0.1450679749250412,0.0023412951268255,0.4302102029323578,0.55,1,40,91.0366,0,SBV2-ALL92-G004,0,0.464652738692174,supported,0.166539641577106
SBV2-ALL92-G007-CONTRA,contradiction_candidate,contradiction_candidate,0,0.4198081303832151,0.929622644851141,0.8690271649363477,0.0013419466558843,0.0069181830622255,0.9917398691177368,0.051509354263544,0.4827586206896552,1,16,47.4363,1,SBV2-ALL92-G007,0,0.5098145144679259,contradiction,0.0722956717318652
SBV2-ALL92-G007-MILD,mild_scope_overclaim,strong_action_overclaim,1,0.5260019837114202,0.2536356831960691,0.458979403351497,0.0004947156412526,0.9988662004470824,0.0006390145863406,0.0095990225672721,0.5333333333333333,1,16,52.0011,1,SBV2-ALL92-G007,0,0.27236630051535105,strong_action,0.3017740929950391
SBV2-ALL92-G007-STRONG,strong_action_overclaim,strong_action_overclaim,1,0.5653187088639782,0.2536405377299479,0.4588517220079208,0.0003852965310215,0.9989349246025084,0.00067974999547,0.0090514663606882,0.5,1,16,62.4916,1,SBV2-ALL92-G007,1,0.3116781711340303,strong_action,0.3200056469660537
SBV2-ALL92-G007-SUPPORTED,supported,strong_action_overclaim,1,0.503820734914314,0.2536701269735041,0.4589342044082966,0.0004267771728336,0.9988964796066284,0.0006766755250282,0.0093529745936393,0.6,1,16,56.2021,1,SBV2-ALL92-G007,0,0.2501506079408099,strong_action,0.2985747137329843
SBV2-ALL92-G008-CONTRA,contradiction_candidate,contradiction_candidate,0,0.800679171222658,0.5601232807229453,0.5621162458686931,0.0243206024169921,0.5489740371704102,0.4267054200172424,0.7830163836479187,0.1538461538461538,2,33,23.3297,0,SBV2-ALL92-G008,0,0.2405558904997127,contradiction,0.2663110558735174
SBV2-ALL92-G008-MILD,mild_scope_overclaim,strong_action_overclaim,1,0.8081595604095039,0.2729906359880107,0.4901689375426911,0.0162057876586914,0.980372667312622,0.0034215149935334,0.1056662052869796,0.1875,5,16,23.6222,0,SBV2-ALL92-G008,0,0.5351689244214932,strong_action,0.3163904377053372
SBV2-ALL92-G008-STRONG,strong_action_overclaim,strong_action_overclaim,1,0.8142870235532927,0.279222331382863,0.4885324870746347,0.004120900761336,0.985798954963684,0.010080087929964,0.0830705240368843,0.1875,5,16,18.0409,0,SBV2-ALL92-G008,1,0.5350646921704297,strong_action,0.3109104113285761
SBV2-ALL92-G008-SUPPORTED,supported,contradiction_candidate,0,0.8221606471160614,0.5144214798033855,0.6520581755858283,0.0742379128932952,0.6472163796424866,0.2785456478595733,0.8306712508201599,0.25,5,27,19.3223,0,SBV2-ALL92-G008,0,0.3077391673126759,contradiction,0.2572848184818217
SBV2-ALL92-G011-CONTRA,contradiction_candidate,contradiction_candidate,0,0.7714109320392067,0.8797459872752124,0.7930260007193536,0.0099604800343513,0.1566880494356155,0.8333514928817749,0.4882499873638153,0.2068965517241379,3,17,38.2709,0,SBV2-ALL92-G011,0,0.10833505523600562,contradiction,0.1037535734893511
SBV2-ALL92-G011-MILD,mild_scope_overclaim,contradiction_candidate,0,0.7534824979834607,0.8919049181400929,0.8007771450710975,0.0007815313874743,0.1157231032848358,0.8834953308105469,0.364592432975769,0.2666666666666666,3,17,39.8109,0,SBV2-ALL92-G011,0,0.1384224201566322,contradiction,0.0912259966095312
SBV2-ALL92-G011-STRONG,strong_action_overclaim,mild_scope_overclaim,0,0.8528281171400884,0.4470856509688855,0.5602801259269476,0.0012669393327087,0.8650663495063782,0.1336666494607925,0.4028341174125671,0.2580645161290322,2,15,38.2427,0,SBV2-ALL92-G011,1,0.40574246617120296,mild_scope,0.3003510628558156
SBV2-ALL92-G011-SUPPORTED,supported,contradiction_candidate,0,0.7460631285942566,0.8983349341181035,0.8060555948234508,0.0008920958498492,0.0872576683759689,0.9118502140045166,0.3032212257385254,0.2068965517241379,4,17,38.0234,0,SBV2-ALL92-G011,0,0.1522718055238469,contradiction,0.07997497574072321
SBV2-ALL92-G013-C01,supported,supported,0,0.541571687324694,0.2593516941385155,0.476386320903409,0.0011706188088282,0.9983404874801636,0.0004888717667199,0.013286942616105,0.4615384615384615,4,12,34.2637,0,SBV2-ALL92-G013,0,0.28221999318617846,supported,0.2098440052127757
SBV2-ALL92-G013-C02,mild_scope_overclaim,supported,0,0.5646324527351202,0.2595833455703749,0.4765621298602001,0.0010847869561985,0.998295247554779,0.0006199873751029,0.0136875677853822,0.4615384615384615,3,12,37.5609,0,SBV2-ALL92-G013,0,0.3050491071647453,supported,0.2259854666142453
SBV2-ALL92-G013-C03,strong_action_overclaim,supported,0,0.7957552336262175,0.3203458862475098,0.5351458281799641,0.0226595774292945,0.9453803896903992,0.0319600775837898,0.2489628791809082,0.2666666666666666,3,15,36.6013,0,SBV2-ALL92-G013,1,0.47540934737870766,supported,0.2934829494520419
SBV2-ALL92-G013-C04,contradiction_candidate,contradiction_candidate,0,0.5491015518718529,0.9206121783290636,0.8541418740953306,0.0038446390535682,0.0501499436795711,0.9460053443908693,0.2239759564399719,0.2758620689655172,2,23,28.4698,0,SBV2-ALL92-G013,0,0.37151062645721067,contradiction,0.08091335143472776
SBV2-ALL92-G014-C01,supported,strong_action_overclaim,1,0.4842155835641923,0.2828493094955318,0.4989046382344686,0.0091218566522002,0.9749454259872437,0.0159327611327171,0.1335358917713165,0.6153846153846154,2,13,57.5221,0,SBV2-ALL92-G014,0,0.21605532873893685,strong_action,0.28566428155847784
SBV2-ALL92-G014-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5538447456297133,0.2557153076521382,0.4822308484506802,0.0019041926134377,0.9932531714439392,0.0048426636494696,0.0444641038775444,0.5,2,13,62.4471,0,SBV2-ALL92-G014,0,0.29812943797757513,strong_action,0.30244832241191155
SBV2-ALL92-G014-C03,strong_action_overclaim,strong_action_overclaim,1,0.5600763801145674,0.2547403809083075,0.4815426406818956,0.0014648747164756,0.9938934445381165,0.0046416083350777,0.0405855663120746,0.5,2,13,67.8635,0,SBV2-ALL92-G014,1,0.3053359992062599,strong_action,0.30774496456156664
SBV2-ALL92-G014-C04,contradiction_candidate,contradiction_candidate,0,0.4756918525035523,0.8000871871902806,0.705935569518327,0.0106145609170198,0.3386073112487793,0.6507781147956848,0.6944969892501831,0.5384615384615384,2,13,48.7417,0,SBV2-ALL92-G014,0,0.3243953346867283,contradiction,0.15780659260102803
SBV2-ALL92-G018-C01,supported,supported,0,0.5222254010477371,0.296484148746758,0.4761207581376069,0.0006006296025589,0.998319923877716,0.0010794457048177,0.0135078784078359,0.7058823529411765,1,17,50.2449,1,SBV2-ALL92-G018,0,0.22574125230097908,supported,0.24299673351863982
SBV2-ALL92-G018-C02,mild_scope_overclaim,supported,0,0.5491866713457482,0.3039616137839863,0.4855701350638823,0.0161567796021699,0.9831611514091492,0.0006821669521741,0.0883228555321693,0.6857142857142857,1,17,47.7303,1,SBV2-ALL92-G018,0,0.24522505756176188,supported,0.253063876409057
SBV2-ALL92-G018-C03,strong_action_overclaim,strong_action_overclaim,1,0.7012077892327065,0.2991366893349724,0.4037953579494776,0.0009340429096482,0.9969274401664734,0.0021385268773883,0.0227305963635444,0.5,1,17,43.4446,1,SBV2-ALL92-G018,1,0.40207109989773415,strong_action,0.3433089753709564
SBV2-ALL92-G018-C04,contradiction_candidate,contradiction_candidate,0,0.4343228035870561,0.9058233755047512,0.8113009729552269,0.0007651025662198,0.0189737994223833,0.9802610874176024,0.1002581492066383,0.5714285714285714,1,17,44.3281,1,SBV2-ALL92-G018,0,0.4715005719176951,contradiction,0.07688641203009469
SBV2-ALL92-G019-C01,supported,supported,0,0.2978105854272831,0.008657916795584,0.4528298790345879,0.9942713975906372,0.0052772019989788,0.0004514710453804,0.0368653871119022,0.7027027027027027,1,29,57.94,0,SBV2-ALL92-G019,0,0.4441719622390039,supported,0.08854183565913358
SBV2-ALL92-G019-C02,mild_scope_overclaim,contradiction_candidate,0,0.1938162017410665,0.9239499942992968,0.7608886134726468,0.0027910978533327,0.009035381488502,0.9881735444068908,0.070697583258152,0.6486486486486487,1,29,56.0157,0,SBV2-ALL92-G019,0,0.7301337925582303,contradiction,0.08746788341356121
SBV2-ALL92-G019-C03,strong_action_overclaim,contradiction_candidate,0,0.3283888224799682,0.9156177682828908,0.7614605114951033,0.0015363341663032,0.1322854459285736,0.8661782145500183,0.4019781947135925,0.631578947368421,1,29,56.0157,0,SBV2-ALL92-G019,1,0.5872289458029225,contradiction,0.12590716807828423
SBV2-ALL92-G019-C04,contradiction_candidate,contradiction_candidate,0,0.3491922011940808,0.9242738837781126,0.7637884923020846,0.0038427009712904,0.0123292161151766,0.983828067779541,0.0916085094213485,0.5945945945945946,1,29,33.6472,0,SBV2-ALL92-G019,0,0.5750816825840318,contradiction,0.0821542121469353
SBV2-ALL92-G020-C01,supported,supported,0,0.2255389284988569,0.0232030817390439,0.4514970981782185,0.9923591017723083,0.0065430579707026,0.0010978615609928,0.0480002239346504,0.7692307692307693,1,23,83.5577,0,SBV2-ALL92-G020,0,0.4282940164391746,supported,0.08819706761728095
SBV2-ALL92-G020-C02,mild_scope_overclaim,supported,0,0.2291556956171764,0.0238522525200172,0.4544315434477425,0.988885760307312,0.0098120318725705,0.0013023193459957,0.0650766119360923,0.7692307692307693,1,23,83.5577,0,SBV2-ALL92-G020,0,0.4305792909277253,supported,0.0898987645710577
SBV2-ALL92-G020-C03,strong_action_overclaim,supported,0,0.4185285142495559,0.2563650153652462,0.5059192601871146,0.0662493854761123,0.9305314421653748,0.003219130448997,0.2652937769889831,0.6486486486486487,2,23,69.9315,0,SBV2-ALL92-G020,1,0.24955424482186844,supported,0.2656056880560293
SBV2-ALL92-G020-C04,contradiction_candidate,contradiction_candidate,0,0.2103218331235746,0.92206605403793,0.8285291253941306,0.0119215929880738,0.0226626619696617,0.9654157161712646,0.1726091206073761,0.5263157894736842,2,23,68.1268,0,SBV2-ALL92-G020,0,0.7117442209143554,contradiction,0.0882151849897881
SBV2-ALL92-G021-C01,supported,strong_action_overclaim,1,0.5699526140779934,0.2361435883973122,0.4756484382181805,0.000539865810424,0.9981929659843444,0.0012671580770984,0.0143206380307674,0.3225806451612903,3,18,31.518,0,SBV2-ALL92-G021,0,0.33380902568068116,strong_action,0.28275219334359464
SBV2-ALL92-G021-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5745173424595027,0.2367264651127818,0.476049679839001,0.000641313730739,0.9979220032691956,0.0014366833493113,0.016194462776184,0.3225806451612903,3,18,29.1694,0,SBV2-ALL92-G021,0,0.33779087734672086,strong_action,0.2824119486102803
SBV2-ALL92-G021-C03,strong_action_overclaim,strong_action_overclaim,1,0.5877100277373991,0.2371531739316108,0.4762648261391959,0.0004808721714653,0.9978067278862,0.0017123303841799,0.0167720578610897,0.3333333333333333,2,18,32.5575,0,SBV2-ALL92-G021,1,0.35055685380578827,strong_action,0.2993809796305518
SBV2-ALL92-G021-C04,contradiction_candidate,contradiction_candidate,0,0.4167169906153963,0.92303991289687,0.7963475118928308,0.0017356930766254,0.0236053299158811,0.9746589660644532,0.1244821175932884,0.3333333333333333,2,18,31.518,0,SBV2-ALL92-G021,0,0.5063229222814738,contradiction,0.07371515108668943
SBV2-ALL92-G025-C01,supported,supported,0,0.2532223095558081,0.0273985976884694,0.4628563073892616,0.9842171669006348,0.0140325585380196,0.0017503259005025,0.0866367667913436,0.4,1,39,50.6903,0,SBV2-ALL92-G025,0,0.4354577097007922,supported,0.09398331370530615
SBV2-ALL92-G025-C02,mild_scope_overclaim,supported,0,0.2875059148947775,0.0277556095519117,0.4648027214220353,0.9815275073051452,0.0169400703161954,0.0015324166743084,0.0973151177167892,0.3902439024390244,1,39,50.6903,0,SBV2-ALL92-G025,0,0.43704711187012363,supported,0.096855410396513
SBV2-ALL92-G025-C03,strong_action_overclaim,supported,0,0.5009663469593385,0.1325914869755663,0.4249794990164726,0.4234027862548828,0.5276645421981812,0.0489327646791935,0.848863959312439,0.3809523809523809,1,39,54.5285,0,SBV2-ALL92-G025,1,0.3683748599837722,supported,0.31384595672425325
SBV2-ALL92-G025-C04,contradiction_candidate,contradiction_candidate,0,0.5070787118200296,0.9065700543342246,0.7809284883180766,0.0082568069919943,0.152524247765541,0.8392189741134644,0.4735183119773865,0.2325581395348837,1,25,28.3982,0,SBV2-ALL92-G025,0,0.39949134251419494,contradiction,0.11928370708447397
SBV2-ALL92-G027-C01,supported,strong_action_overclaim,1,0.6443527604590837,0.3024203436886578,0.5152116490807775,0.0044294856488704,0.9632569551467896,0.0323135033249855,0.1709737479686737,0.3809523809523809,1,7,39.1241,1,SBV2-ALL92-G027,0,0.34193241677042596,strong_action,0.3143926778274751
SBV2-ALL92-G027-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6901081609627128,0.2947860462156415,0.5092807665418241,0.0023428108543157,0.9688827395439148,0.0287744458764791,0.146916463971138,0.3333333333333333,1,7,39.2668,1,SBV2-ALL92-G027,0,0.3953221147470713,strong_action,0.3267304882891838
SBV2-ALL92-G027-C03,strong_action_overclaim,strong_action_overclaim,1,0.7160255163410588,0.2753655480559971,0.4969643813296891,0.0018577417358756,0.9810907244682312,0.017051612958312,0.0998373925685882,0.3076923076923077,1,7,39.2668,1,SBV2-ALL92-G027,1,0.4406599682850617,strong_action,0.33418835475960973
SBV2-ALL92-G027-C04,contradiction_candidate,contradiction_candidate,0,0.8398602118574151,0.5487680443948031,0.596278934053198,0.0714236199855804,0.6326889395713806,0.2958874404430389,0.8384507298469543,0.2222222222222222,4,13,22.7795,0,SBV2-ALL92-G027,0,0.291092167462612,contradiction,0.2515044811949856
SBV2-ALL92-G028-C01,supported,supported,0,0.4334997936400038,0.2593118160798882,0.4754072856895603,0.0053774770349264,0.994309902191162,0.0003125568910036,0.0362966395914554,0.4324324324324324,1,27,54.9785,1,SBV2-ALL92-G028,0,0.21609546960967213,supported,0.2539816278093369
SBV2-ALL92-G028-C02,mild_scope_overclaim,supported,0,0.4945924862282347,0.2565701313080952,0.4716133042079731,0.0011958392569795,0.9983925223350524,0.0004115756019018,0.0128613207489252,0.4210526315789473,1,27,49.3581,1,SBV2-ALL92-G028,0,0.2380223549201395,supported,0.2580004396481498
SBV2-ALL92-G028-C03,strong_action_overclaim,supported,0,0.4803731291082944,0.2558745109317242,0.4707913310117455,0.0005071462364867,0.9990503191947936,0.0004425456572789,0.0082145668566226,0.4102564102564102,1,27,55.4729,1,SBV2-ALL92-G028,1,0.22449861817657019,supported,0.25818255448471145
SBV2-ALL92-G028-C04,contradiction_candidate,contradiction_candidate,0,0.4572642504402767,0.9185576003317564,0.8350797519466578,0.0005680382018908,0.0132195893675088,0.9862123727798462,0.0751259475946426,0.3333333333333333,1,27,29.6523,1,SBV2-ALL92-G028,0,0.4612933498914797,contradiction,0.07630311880491873
SBV2-ALL92-G030-C01,supported,strong_action_overclaim,1,0.8530757792496165,0.2725013952675154,0.4252221557875909,0.0055929995141923,0.9918954968452454,0.0025115017779171,0.0521142557263374,0.2857142857142857,2,12,26.9158,0,SBV2-ALL92-G030,0,0.5805743839821011,strong_action,0.36198820886852023
SBV2-ALL92-G030-C02,mild_scope_overclaim,strong_action_overclaim,1,0.8502323553405473,0.2724918179355512,0.4246516668584205,0.0034003481268882,0.9933626651763916,0.0032369068358093,0.0445000529289245,0.2857142857142857,2,12,26.5782,0,SBV2-ALL92-G030,0,0.5777405374049961,strong_action,0.3600436354753527
SBV2-ALL92-G030-C03,strong_action_overclaim,supported,0,0.8016241634963113,0.3306488437236993,0.5216485449576626,0.0052855238318443,0.9550787806510924,0.0396356433629989,0.1995525658130645,0.3243243243243243,3,24,22.8012,0,SBV2-ALL92-G030,1,0.470975319772612,supported,0.2928419285457704
SBV2-ALL92-G030-C04,contradiction_candidate,contradiction_candidate,0,0.6792505021729734,0.7660756298798993,0.7253843005138505,0.0019100714707747,0.4723549485206604,0.5257350206375122,0.7042615413665771,0.1935483870967742,3,16,24.8029,0,SBV2-ALL92-G030,0,0.08682512770692585,contradiction,0.16106070698032332
SBV2-ALL92-G031-C01,supported,strong_action_overclaim,1,0.8198725803909352,0.3414110776806237,0.5380586012750888,0.0060389535501599,0.9341115951538086,0.0598493926227092,0.2630559802055359,0.32,5,12,25.6587,0,SBV2-ALL92-G031,0,0.47846150271031157,strong_action,0.311666626021649
SBV2-ALL92-G031-C02,mild_scope_overclaim,strong_action_overclaim,1,0.8211554642259854,0.3029932770020954,0.5176484862199333,0.0036439183168113,0.9607948064804076,0.0355612076818943,0.1775358915328979,0.3076923076923077,5,12,25.6587,0,SBV2-ALL92-G031,0,0.51816218722389,strong_action,0.3139831262393573
SBV2-ALL92-G031-C03,strong_action_overclaim,contradiction_candidate,0,0.5991317953206589,0.66418745060984,0.6003003155110138,0.0216517653316259,0.5167200565338135,0.4616282284259796,0.780987024307251,0.3243243243243243,3,22,29.761,0,SBV2-ALL92-G031,1,0.06505565528918111,contradiction,0.18937481581573629
SBV2-ALL92-G031-C04,contradiction_candidate,contradiction_candidate,0,0.8357796717606533,0.3802828302284103,0.5608623948665674,0.0170274190604686,0.8984837532043457,0.0844888761639595,0.3743146061897278,0.32,5,12,25.6587,0,SBV2-ALL92-G031,0,0.45549684153224296,contradiction,0.265304659535912
SBV2-ALL92-G032-C01,supported,strong_action_overclaim,1,0.6460773454224604,0.2580691589470673,0.4845599202585054,0.0092452308163046,0.988300323486328,0.0024544426705688,0.0696832165122032,0.4666666666666667,2,18,47.0805,0,SBV2-ALL92-G032,0,0.38800818647539315,strong_action,0.3264623492351892
SBV2-ALL92-G032-C02,mild_scope_overclaim,mild_scope_overclaim,0,0.6763077963255708,0.3500668908264334,0.5851723649678305,0.0332211144268512,0.8639905452728271,0.1027882769703865,0.4732653498649597,0.5333333333333333,2,18,49.6159,0,SBV2-ALL92-G032,0,0.3262409054991374,mild_scope,0.2927880967375139
SBV2-ALL92-G032-C03,strong_action_overclaim,strong_action_overclaim,1,0.6063296437871954,0.2787159385777382,0.557687720761475,0.0607158914208412,0.9069907665252686,0.0322933308780193,0.369501382112503,0.4666666666666667,1,18,50.848,0,SBV2-ALL92-G032,1,0.32761370520945726,strong_action,0.34876989250849955
SBV2-ALL92-G032-C04,contradiction_candidate,contradiction_candidate,0,0.2831037664708629,0.9441599882552014,0.7850972368553262,0.0005407644202932,0.0133927054703235,0.9860665202140808,0.0756672099232673,0.4516129032258064,2,18,42.3337,0,SBV2-ALL92-G032,0,0.6610562217843385,contradiction,0.07422246989515698
SBV2-ALL92-G033-C01,supported,strong_action_overclaim,1,0.5310006592318149,0.2640031214151409,0.5547502140476225,0.0022922018542885,0.9964860677719116,0.0012217471376061,0.0256351456046104,0.48,4,10,31.0488,0,SBV2-ALL92-G033,0,0.2907470926324816,strong_action,0.24271368473812893
SBV2-ALL92-G033-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5764928673900053,0.2628749895528731,0.5531433741384038,0.0007997113279998,0.997937560081482,0.0012627623509615,0.0161915086209774,0.4444444444444444,4,10,31.0488,0,SBV2-ALL92-G033,0,0.3136178778371322,strong_action,0.24979016431705314
SBV2-ALL92-G033-C03,strong_action_overclaim,strong_action_overclaim,1,0.618763843905899,0.2844398985915212,0.5810302925199405,0.028220759704709,0.961772322654724,0.0100070117041468,0.1842476278543472,0.4615384615384615,5,10,28.4662,0,SBV2-ALL92-G033,1,0.3343239453143778,strong_action,0.258183236414713
SBV2-ALL92-G033-C04,contradiction_candidate,strong_action_overclaim,1,0.6283538722829372,0.2708944751005389,0.478299475185988,0.000663309241645,0.9940739274024964,0.0052628670819103,0.038377434015274,0.4615384615384615,4,10,33.4606,0,SBV2-ALL92-G033,0,0.3574593971823983,strong_action,0.27174171666300234
SBV2-ALL92-G034-C01,supported,supported,0,0.5023865418946979,0.2885287950217953,0.5050167505605916,0.0508112907409668,0.9396507740020752,0.0095379883423447,0.2542648613452911,0.4186046511627907,2,38,40.1802,0,SBV2-ALL92-G034,0,0.2164879555387963,supported,0.2728159740249135
SBV2-ALL92-G034-C02,mild_scope_overclaim,supported,0,0.4870232635687397,0.2951563846454164,0.5003786971026394,0.0147495698183774,0.9697513580322266,0.0154990795999765,0.1565629094839096,0.4186046511627907,2,38,40.1802,0,SBV2-ALL92-G034,0,0.205222312457223,supported,0.26263043197798375
SBV2-ALL92-G034-C03,strong_action_overclaim,strong_action_overclaim,1,0.5671061643989862,0.295225930347642,0.5043894876343458,0.0307329520583152,0.9557409286499025,0.0135261751711368,0.2084947973489761,0.3720930232558139,2,38,35.854,0,SBV2-ALL92-G034,1,0.2718802340513442,strong_action,0.33410028411895004
SBV2-ALL92-G034-C04,contradiction_candidate,contradiction_candidate,0,0.3174718955225905,0.9152636508344892,0.8418022545660379,0.0009969172533601,0.0144154652953147,0.9845876693725586,0.0832961797714233,0.3111111111111111,3,38,32.2229,0,SBV2-ALL92-G034,0,0.5977917553118988,contradiction,0.07603341351708849
SBV2-ALL92-G035-C01,supported,supported,0,0.4389151816036248,0.0151569525856022,0.4543427347923887,0.9924290776252748,0.0061640599742531,0.0014069267781451,0.0481495819985866,0.4516129032258064,1,24,31.3853,0,SBV2-ALL92-G035,0,0.4391857822067865,supported,0.08587157166606285
SBV2-ALL92-G035-C02,mild_scope_overclaim,strong_action_overclaim,1,0.4937238023002097,0.0195118755768569,0.489272114651361,0.962374210357666,0.0195545200258493,0.0180713552981615,0.1863751709461212,0.4516129032258064,2,24,30.2014,0,SBV2-ALL92-G035,0,0.4742119267233528,strong_action,0.1187983773127578
SBV2-ALL92-G035-C03,strong_action_overclaim,strong_action_overclaim,1,0.5307325480571782,0.273299285210029,0.5936721063542433,0.4930901825428009,0.1366849988698959,0.3702247738838196,0.9885314702987672,0.4516129032258064,2,24,29.3071,0,SBV2-ALL92-G035,1,0.3203728211442143,strong_action,0.21477643783842557
SBV2-ALL92-G035-C04,contradiction_candidate,contradiction_candidate,0,0.436338925399331,0.9136742472309132,0.8393662074265911,0.0569154731929302,0.0258856490254402,0.9171988368034364,0.3369927406311035,0.4516129032258064,3,24,24.9554,0,SBV2-ALL92-G035,0,0.47733532183158217,contradiction,0.08117016248448049
SBV2-ALL92-G036-C01,supported,contradiction_candidate,0,0.2228146055579653,0.9140490831687405,0.7891321189878715,0.0006942943437024,0.0082180239260196,0.9910877346992492,0.0533799976110458,0.2307692307692307,3,46,26.0353,0,SBV2-ALL92-G036,0,0.6912344776107752,contradiction,0.07884087220951788
SBV2-ALL92-G036-C02,mild_scope_overclaim,contradiction_candidate,0,0.560335565200414,0.9160056117833144,0.7943602525008042,0.0008257475565187,0.0286111608147621,0.9705631136894226,0.1365443468093872,0.3809523809523809,5,5,22.6342,0,SBV2-ALL92-G036,0,0.35567004658290036,contradiction,0.05633278357452318
SBV2-ALL92-G036-C03,strong_action_overclaim,contradiction_candidate,0,0.239620424973723,0.9156905999974004,0.7934636559383451,0.0016721419524401,0.019343864172697,0.9789839386940002,0.1078036502003669,0.3461538461538461,3,46,28.4075,0,SBV2-ALL92-G036,1,0.6760701750236775,contradiction,0.08339709496621614
SBV2-ALL92-G036-C04,contradiction_candidate,contradiction_candidate,0,0.7378015532317759,0.6305574849121178,0.5997407691118752,0.0374200232326984,0.6100084781646729,0.3525714874267578,0.7920182943344116,0.2222222222222222,5,27,22.1272,0,SBV2-ALL92-G036,0,0.13806078411990064,contradiction,0.21553116061111063
SBV2-ALL92-G037-C01,supported,strong_action_overclaim,1,0.7391998281027119,0.3204061470900843,0.4366646607826954,0.0016324261669069,0.9516279697418212,0.0467396266758441,0.2008302807807922,0.2272727272727272,4,35,27.2409,0,SBV2-ALL92-G037,0,0.4187936810126276,strong_action,0.34816647720848815
