candidate_id,claim_text,evidence_text,true_label,retrieval_setting,source_pair_id,retrieved_chunk_ids,retrieved_ranks,retrieved_pages,oracle_hit_in_topk
SBV2-ALL92-G051-C02,The URB paper introduced a framework for testing RL routing algorithms in regional road networks with community implementations of standard MARL algorithms.,"[RANK=1][PDF=AD-018][PAGE=9] from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting. In URB tasks, these complexities (realism restrictions in access to global information, fleet sizes on the order of hundreds) are inevitable and yet t [RANK=2][PDF=AD-018][PAGE=1] URB - Urban Routing Benchmark for RL-equipped Connected Autonomous Vehicles Ahmet Onur Akman1,∗, Anastasia Psarou1, Michał Hoffmann2, Łukasz Gorczyca2, Łukasz Kowalski3, Paweł Gora2, Grzegorz Jamróz2, Rafał Kucharski2 1 Doctoral School of Exact and Natural Sciences, Jagiellonian University, Kraków, Poland 2 Faculty of Mathematics and Computer Science, Jagiellonian University, Kraków, Poland 3 Urban Policy Observatory, Institute of Urban and Regional Development, Warsaw, Poland Abstract Connected [RANK=3][PDF=AD-018][PAGE=2] and travel demand scenarios. Covering all practical scenarios of future urban routing is a challenging task. URB is a novel bench- marking framework that effectively addresses this challenge through its flexibility and extensibility. Compared to prominent benchmarks in MARL (as detailed in Table 6), URB delivers (i) task diversity, (ii) high scenario coverage, (iii) experimentation customizability, and (iv) high component exten- sibility (custom tasks, traffic networks, demand, algorithms, etc.)",mild_scope_overclaim,bm25_top3,AD-018,AD-018_p9_c3;AD-018_p1_c0;AD-018_p2_c2,1;2;3,9;1;2,True
SBV2-ALL92-G051-C03,The URB paper introduced a framework for testing RL routing algorithms in continental road networks with community implementations of standard MARL algorithms.,"[RANK=1][PDF=AD-018][PAGE=9] from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting. In URB tasks, these complexities (realism restrictions in access to global information, fleet sizes on the order of hundreds) are inevitable and yet t [RANK=2][PDF=AD-018][PAGE=1] URB - Urban Routing Benchmark for RL-equipped Connected Autonomous Vehicles Ahmet Onur Akman1,∗, Anastasia Psarou1, Michał Hoffmann2, Łukasz Gorczyca2, Łukasz Kowalski3, Paweł Gora2, Grzegorz Jamróz2, Rafał Kucharski2 1 Doctoral School of Exact and Natural Sciences, Jagiellonian University, Kraków, Poland 2 Faculty of Mathematics and Computer Science, Jagiellonian University, Kraków, Poland 3 Urban Policy Observatory, Institute of Urban and Regional Development, Warsaw, Poland Abstract Connected [RANK=3][PDF=AD-018][PAGE=2] and travel demand scenarios. Covering all practical scenarios of future urban routing is a challenging task. URB is a novel bench- marking framework that effectively addresses this challenge through its flexibility and extensibility. Compared to prominent benchmarks in MARL (as detailed in Table 6), URB delivers (i) task diversity, (ii) high scenario coverage, (iii) experimentation customizability, and (iv) high component exten- sibility (custom tasks, traffic networks, demand, algorithms, etc.)",strong_action_overclaim,bm25_top3,AD-018,AD-018_p9_c3;AD-018_p1_c0;AD-018_p2_c2,1;2;3,9;1;2,True
SBV2-ALL92-G051-C04,The URB paper introduced a framework for testing supervised lane detection algorithms in city-scale networks with community implementations of standard MARL algorithms.,"[RANK=1][PDF=AD-018][PAGE=9] from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting. In URB tasks, these complexities (realism restrictions in access to global information, fleet sizes on the order of hundreds) are inevitable and yet t [RANK=2][PDF=AD-018][PAGE=21] Table 6: Comparison of URB with prominent MARL benchmarks. Only URB uses diverse, realistic traffic networks as the primary environment. BenchMARL [8] mainly includes grid-world or multi- robotic simulations and, like EPyMARL [51], focuses largely on intersection-style evaluations. RESCO [5] benchmarks traffic signal control using both realistic (city segments) and toy (e.g., 4×4 grid) networks. FLOW [65] has a single realistic network with a simple architecture. Benchmark Diversity Coverage Ext [RANK=3][PDF=AD-018][PAGE=2] and travel demand scenarios. Covering all practical scenarios of future urban routing is a challenging task. URB is a novel bench- marking framework that effectively addresses this challenge through its flexibility and extensibility. Compared to prominent benchmarks in MARL (as detailed in Table 6), URB delivers (i) task diversity, (ii) high scenario coverage, (iii) experimentation customizability, and (iv) high component exten- sibility (custom tasks, traffic networks, demand, algorithms, etc.)",contradiction_candidate,bm25_top3,AD-018,AD-018_p9_c3;AD-018_p21_c0;AD-018_p2_c2,1;2;3,9;21;2,True
SBV2-ALL92-G052-C01,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.,"[RANK=1][PDF=AD-019][PAGE=5] intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the number of road legs ∈[3, 13], incoming lanes ∈[1, 5], and outgoing lanes ∈[2, 23]. The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount [RANK=2][PDF=AD-007][PAGE=14] This choice aims to maintain consistency with the original model architecture while en- suring comparability and effectiveness in the reproduction process. Dataset Setup In the DriveVLM paper, the authors jointly fine-tuned the model on NuScenes, their SUP-AD dataset, and several other datasets (e.g., Talk2Car, BDDX, LLAVA). Since SUP-AD is not publicly available and costly to reproduce, we generated training data solely from NuScenes. Unlike the original setup, NuScenes does not provide annotat [RANK=3][PDF=AD-018][PAGE=19] Table 5: Computation time of four representative experiments. The first three experiments are run for 200 human learning and 6 000 CAV training episodes (test phase omitted) with 40% CAVs. The last experiment is run for 200 human learning and 300 baseline running episodes for 40% CAVs. Traffic network Algorithm Runtime (hours) St. Arnoult QMIX ∼15.5 Provins QMIX ∼44 Ingolstadt QMIX ∼152.5 Ingolstadt AON (Baseline) ∼4.25 (networks and travel demand) are also released under the MIT License. All da",supported,bm25_top3,AD-019,AD-019_p5_c2;AD-007_p14_c2;AD-018_p19_c0,1;2;3,5;14;19,True
SBV2-ALL92-G052-C02,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.,"[RANK=1][PDF=AD-019][PAGE=5] intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the number of road legs ∈[3, 13], incoming lanes ∈[1, 5], and outgoing lanes ∈[2, 23]. The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount [RANK=2][PDF=AD-007][PAGE=14] This choice aims to maintain consistency with the original model architecture while en- suring comparability and effectiveness in the reproduction process. Dataset Setup In the DriveVLM paper, the authors jointly fine-tuned the model on NuScenes, their SUP-AD dataset, and several other datasets (e.g., Talk2Car, BDDX, LLAVA). Since SUP-AD is not publicly available and costly to reproduce, we generated training data solely from NuScenes. Unlike the original setup, NuScenes does not provide annotat [RANK=3][PDF=AD-018][PAGE=19] Table 5: Computation time of four representative experiments. The first three experiments are run for 200 human learning and 6 000 CAV training episodes (test phase omitted) with 40% CAVs. The last experiment is run for 200 human learning and 300 baseline running episodes for 40% CAVs. Traffic network Algorithm Runtime (hours) St. Arnoult QMIX ∼15.5 Provins QMIX ∼44 Ingolstadt QMIX ∼152.5 Ingolstadt AON (Baseline) ∼4.25 (networks and travel demand) are also released under the MIT License. All da",mild_scope_overclaim,bm25_top3,AD-019,AD-019_p5_c2;AD-007_p14_c2;AD-018_p19_c0,1;2;3,5;14;19,True
SBV2-ALL92-G052-C03,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.,"[RANK=1][PDF=AD-019][PAGE=5] intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the number of road legs ∈[3, 13], incoming lanes ∈[1, 5], and outgoing lanes ∈[2, 23]. The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount [RANK=2][PDF=DT-014][PAGE=5] of publishers reaches one hundred and twenty, we observe that the performance of ECCO and D2LIEO changes. Furthermore, they also change when the number of publishers exceeds two hundred and forty. This shows the stability of our proposed [RANK=3][PDF=AD-017][PAGE=23] V-Max: A RL Framework for Autonomous Driving E Training hyperparameters We details hyperparameters used for all learning algorithms in the experiments. Every algorithm are trained in one single NVIDIA L4. Table 11: Algorithms hyperparameters used in experiments Parameter BC SAC BC+SAC PPO Total Steps 200M 25M 25M 200M Num Envs 16 16 16 16 Unroll Length 80 1 1(RL)/80(IL) 40 IL frequency - - 8 - Learning Rate 1e-4 1e-4 1e-4/5e-5 1e-4 Batch Size 64 64 64 512 Num Minibatches - - - 16 Discount - 0.99",strong_action_overclaim,bm25_top3,AD-019,AD-019_p5_c2;DT-014_p5_c5;AD-017_p23_c0,1;2;3,5;5;23,True
SBV2-ALL92-G052-C04,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.,"[RANK=1][PDF=AD-019][PAGE=5] intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the number of road legs ∈[3, 13], incoming lanes ∈[1, 5], and outgoing lanes ∈[2, 23]. The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount [RANK=2][PDF=AD-017][PAGE=8] (col- lisions, off-road, or traffic signal violations). Additionally, we report collision and off-road rates, 1Runs are executed on a single NVIDIA L4 GPU for 12-48 hours per run. [RANK=3][PDF=MARL-018][PAGE=4] task sampled uniformly at random. Furthermore, upon each environment reset, agents are reassigned new tasks, also randomly selected from a uniform distribution. This strategy dynamically redistributes task assignments across the batch throughout training, thereby mitigating potential overfitting to specific tasks. For the task generalization experiment, we train the policy within a single environment for 1000 epochs, which requires approximately 8 hours on a single Nvidia RTX 4090 GPU. For the e",contradiction_candidate,bm25_top3,AD-019,AD-019_p5_c2;AD-017_p8_c4;MARL-018_p4_c1,1;2;3,5;8;4,True
SBV2-ALL92-G055-C01,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.,"[RANK=1][PDF=AD-020][PAGE=2] 26% and 50% for the controlled corridor based on a year-to- year before-after analysis. Compared to our preliminary work [14], which primarily describes the design and deployment of the MARL-based VSL controllers, the extensions in this work are as follows. First, we present more technical details from training in simulation to the final deployment. Second, we evaluate and compare the proactive warning performance of the deployed MARL-based algorithm against the previously implemented benchmark  [RANK=2][PDF=AD-020][PAGE=2] 17-mile segment of I-24 on March 8, 2024. The MARL-based VSL control system is continuously operating on I-24 today, affecting nearly 160,000 daily commuters. different operating conditions, such as traffic demand levels and driver compliance rates. • We deploy the MARL-based VSL controllers in the field: We augment the MARL-based VSL controllers with invalid action masking and safety guards regulated by real-world constraints. The assessment results reveal that up to 98% of the MARL-based polic [RANK=3][PDF=AD-020][PAGE=3] 3 Fig. 2. Map overview of the deployed MARL-based VSL control system on I-24, with the left direction heading towards downtown Nashville and the right towards Murfreesboro. The radar detection system (RDS) units are distributed along the corridor to provide real-time traffic state data for MARL-based control algorithm. The VSL controllers are changing speed limits every 30 seconds. The overlapping segment shaded in red (from mile marker 58.7 to mile marker 62.7) is covered by I-24 MOTION, an ult",supported,bm25_top3,AD-020,AD-020_p2_c2;AD-020_p2_c1;AD-020_p3_c0,1;2;3,2;2;3,False
SBV2-ALL92-G055-C02,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,"[RANK=1][PDF=AD-020][PAGE=7] 110-foot poles. The resulting video data is pro- cessed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 [60]. The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and the corresponding human behavior, providing a new opportunity to design more effective traffic control algorithms. In this study, I-24 MOTION dataset will be used to evaluate the proactive warning ef [RANK=2][PDF=AD-020][PAGE=2] 26% and 50% for the controlled corridor based on a year-to- year before-after analysis. Compared to our preliminary work [14], which primarily describes the design and deployment of the MARL-based VSL controllers, the extensions in this work are as follows. First, we present more technical details from training in simulation to the final deployment. Second, we evaluate and compare the proactive warning performance of the deployed MARL-based algorithm against the previously implemented benchmark  [RANK=3][PDF=AD-020][PAGE=2] 17-mile segment of I-24 on March 8, 2024. The MARL-based VSL control system is continuously operating on I-24 today, affecting nearly 160,000 daily commuters. different operating conditions, such as traffic demand levels and driver compliance rates. • We deploy the MARL-based VSL controllers in the field: We augment the MARL-based VSL controllers with invalid action masking and safety guards regulated by real-world constraints. The assessment results reveal that up to 98% of the MARL-based polic",mild_scope_overclaim,bm25_top3,AD-020,AD-020_p7_c3;AD-020_p2_c2;AD-020_p2_c1,1;2;3,7;2;2,False
SBV2-ALL92-G055-C03,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,"[RANK=1][PDF=AD-020][PAGE=7] 110-foot poles. The resulting video data is pro- cessed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 [60]. The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and the corresponding human behavior, providing a new opportunity to design more effective traffic control algorithms. In this study, I-24 MOTION dataset will be used to evaluate the proactive warning ef [RANK=2][PDF=AD-020][PAGE=2] 26% and 50% for the controlled corridor based on a year-to- year before-after analysis. Compared to our preliminary work [14], which primarily describes the design and deployment of the MARL-based VSL controllers, the extensions in this work are as follows. First, we present more technical details from training in simulation to the final deployment. Second, we evaluate and compare the proactive warning performance of the deployed MARL-based algorithm against the previously implemented benchmark  [RANK=3][PDF=AD-020][PAGE=1] 1 Real-World Deployment and Assessment of a Multi-Agent Reinforcement Learning-Based Variable Speed Limit Control System Yuhang Zhang†∗, Zhiyao Zhang†, Junyi Ji†, Marcos Qui˜nones-Grueiro†, William Barbour†, Derek Gloudemans†, Gergely Zach´ar†, Clay Weston‡, Gautam Biswas†, Daniel B. Work† Abstract—This article presents the first field deployment of a multi-agent reinforcement learning (MARL) based variable speed limit (VSL) control system on Interstate 24 (I-24) near Nashville, Tennessee. We de",strong_action_overclaim,bm25_top3,AD-020,AD-020_p7_c3;AD-020_p2_c2;AD-020_p1_c0,1;2;3,7;2;1,True
SBV2-ALL92-G055-C04,The study evaluates the MARL-based algorithm against one previous RL VSL benchmark algorithm on the I-24 corridor segment dataset.,"[RANK=1][PDF=AD-020][PAGE=3] 3 Fig. 2. Map overview of the deployed MARL-based VSL control system on I-24, with the left direction heading towards downtown Nashville and the right towards Murfreesboro. The radar detection system (RDS) units are distributed along the corridor to provide real-time traffic state data for MARL-based control algorithm. The VSL controllers are changing speed limits every 30 seconds. The overlapping segment shaded in red (from mile marker 58.7 to mile marker 62.7) is covered by I-24 MOTION, an ult [RANK=2][PDF=AD-020][PAGE=2] 26% and 50% for the controlled corridor based on a year-to- year before-after analysis. Compared to our preliminary work [14], which primarily describes the design and deployment of the MARL-based VSL controllers, the extensions in this work are as follows. First, we present more technical details from training in simulation to the final deployment. Second, we evaluate and compare the proactive warning performance of the deployed MARL-based algorithm against the previously implemented benchmark  [RANK=3][PDF=AD-020][PAGE=2] 17-mile segment of I-24 on March 8, 2024. The MARL-based VSL control system is continuously operating on I-24 today, affecting nearly 160,000 daily commuters. different operating conditions, such as traffic demand levels and driver compliance rates. • We deploy the MARL-based VSL controllers in the field: We augment the MARL-based VSL controllers with invalid action masking and safety guards regulated by real-world constraints. The assessment results reveal that up to 98% of the MARL-based polic",contradiction_candidate,bm25_top3,AD-020,AD-020_p3_c0;AD-020_p2_c2;AD-020_p2_c1,1;2;3,3;2;2,False
SBV2-ALL92-G057-C01,"The regulation example treats [70, 60, 50] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.","[RANK=1][PDF=AD-020][PAGE=4] Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Although our safety rewa [RANK=2][PDF=AD-020][PAGE=5] ai t = 70 and oi t ≥othred ai t Otherwise , (4) where clip(a, ·, b) represents a clipping function that limits its output within the bounds a and b, f(·) is a mapping function to map the input to the nearest multiple of 10 that is greater than the input, othred is the occupancy threshold, determining when to apply this mapping when agents are selecting 70 mph. This mapping primarily targets adjustments at the speed limits of 30 and 70 mph, where significant deviations from actual traffic speed a [RANK=3][PDF=AD-020][PAGE=5] 5 permissible speed limit differential for slowing down, set at 10 mph. Note that there are no differential constraints on speed limits indicating speed-up patterns. 2) Speed-Matching Constraint: As an operating require- ment from the Traffic Management Center (TMC), the posted speed limits should not significantly deviate from actual traffic speeds. This requirement allows the speed limits to be easily explained to motorists, even if it prevents more exotic wave dissipation designs from being i",supported,bm25_top3,AD-020,AD-020_p4_c5;AD-020_p5_c1;AD-020_p5_c0,1;2;3,4;5;5,True
SBV2-ALL92-G057-C02,"The regulation example treats [70, 60, 40] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.","[RANK=1][PDF=AD-020][PAGE=4] Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Although our safety rewa [RANK=2][PDF=AD-020][PAGE=5] ai t = 70 and oi t ≥othred ai t Otherwise , (4) where clip(a, ·, b) represents a clipping function that limits its output within the bounds a and b, f(·) is a mapping function to map the input to the nearest multiple of 10 that is greater than the input, othred is the occupancy threshold, determining when to apply this mapping when agents are selecting 70 mph. This mapping primarily targets adjustments at the speed limits of 30 and 70 mph, where significant deviations from actual traffic speed a [RANK=3][PDF=AD-020][PAGE=5] 5 permissible speed limit differential for slowing down, set at 10 mph. Note that there are no differential constraints on speed limits indicating speed-up patterns. 2) Speed-Matching Constraint: As an operating require- ment from the Traffic Management Center (TMC), the posted speed limits should not significantly deviate from actual traffic speeds. This requirement allows the speed limits to be easily explained to motorists, even if it prevents more exotic wave dissipation designs from being i",mild_scope_overclaim,bm25_top3,AD-020,AD-020_p4_c5;AD-020_p5_c1;AD-020_p5_c0,1;2;3,4;5;5,True
SBV2-ALL92-G057-C03,"The regulation example treats [70, 50, 30] mph as compliant because a twenty-mile-per-hour differential falls below the maximum speed differential.","[RANK=1][PDF=AD-020][PAGE=4] Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Although our safety rewa [RANK=2][PDF=AD-020][PAGE=5] ai t = 70 and oi t ≥othred ai t Otherwise , (4) where clip(a, ·, b) represents a clipping function that limits its output within the bounds a and b, f(·) is a mapping function to map the input to the nearest multiple of 10 that is greater than the input, othred is the occupancy threshold, determining when to apply this mapping when agents are selecting 70 mph. This mapping primarily targets adjustments at the speed limits of 30 and 70 mph, where significant deviations from actual traffic speed a [RANK=3][PDF=AD-020][PAGE=5] 5 permissible speed limit differential for slowing down, set at 10 mph. Note that there are no differential constraints on speed limits indicating speed-up patterns. 2) Speed-Matching Constraint: As an operating require- ment from the Traffic Management Center (TMC), the posted speed limits should not significantly deviate from actual traffic speeds. This requirement allows the speed limits to be easily explained to motorists, even if it prevents more exotic wave dissipation designs from being i",strong_action_overclaim,bm25_top3,AD-020,AD-020_p4_c5;AD-020_p5_c1;AD-020_p5_c0,1;2;3,4;5;5,True
SBV2-ALL92-G057-C04,"The regulation example treats [70, 60, 50] mph as exceeding the maximum speed differential and [70, 50, 30] mph as compliant.","[RANK=1][PDF=AD-020][PAGE=4] Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Although our safety rewa [RANK=2][PDF=AD-020][PAGE=5] ai t = 70 and oi t ≥othred ai t Otherwise , (4) where clip(a, ·, b) represents a clipping function that limits its output within the bounds a and b, f(·) is a mapping function to map the input to the nearest multiple of 10 that is greater than the input, othred is the occupancy threshold, determining when to apply this mapping when agents are selecting 70 mph. This mapping primarily targets adjustments at the speed limits of 30 and 70 mph, where significant deviations from actual traffic speed a [RANK=3][PDF=AD-020][PAGE=5] 5 permissible speed limit differential for slowing down, set at 10 mph. Note that there are no differential constraints on speed limits indicating speed-up patterns. 2) Speed-Matching Constraint: As an operating require- ment from the Traffic Management Center (TMC), the posted speed limits should not significantly deviate from actual traffic speeds. This requirement allows the speed limits to be easily explained to motorists, even if it prevents more exotic wave dissipation designs from being i",contradiction_candidate,bm25_top3,AD-020,AD-020_p4_c5;AD-020_p5_c1;AD-020_p5_c0,1;2;3,4;5;5,True
SBV2-ALL92-G060-C01,The paper states that managing traffic signals in complex dynamic urban road networks remains a formidable challenge for traffic control research.,"[RANK=1][PDF=AD-021][PAGE=1] is vi- tal in optimizing traffic flow and improving road safety [27, 31, 38]. Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC. However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. Transportation-based methods primarily rely on heuristic al- gorithms that dynamically adjust signals based on real-time lane- level traffic conditions [3, 9, 10, 13, 15, 20, 23]. Howeve [RANK=2][PDF=AD-021][PAGE=1] has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be hon [RANK=3][PDF=AD-019][PAGE=1] For instance, Yan and Wu [4] proposed a system that integrates human-driven vehicles (HVs) and robot vehicles (RVs), using the behavior of RVs to influence nearby HVs, thereby replacing traffic signals to optimize intersection efficiency. Wang et al. [5] introduced a model- free reinforcement learning (RL) framework that trains a policy to achieve the same control effects as traffic signals at real-world complex intersections. However, these approaches are explicitly designed for simple road top",supported,bm25_top3,AD-021,AD-021_p1_c3;AD-021_p1_c2;AD-019_p1_c3,1;2;3,1;1;1,True
SBV2-ALL92-G060-C02,The paper states that managing traffic signals in complex dynamic urban road networks remains a limited challenge for traffic control research.,"[RANK=1][PDF=AD-021][PAGE=1] is vi- tal in optimizing traffic flow and improving road safety [27, 31, 38]. Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC. However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. Transportation-based methods primarily rely on heuristic al- gorithms that dynamically adjust signals based on real-time lane- level traffic conditions [3, 9, 10, 13, 15, 20, 23]. Howeve [RANK=2][PDF=AD-021][PAGE=1] has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be hon [RANK=3][PDF=AD-019][PAGE=1] For instance, Yan and Wu [4] proposed a system that integrates human-driven vehicles (HVs) and robot vehicles (RVs), using the behavior of RVs to influence nearby HVs, thereby replacing traffic signals to optimize intersection efficiency. Wang et al. [5] introduced a model- free reinforcement learning (RL) framework that trains a policy to achieve the same control effects as traffic signals at real-world complex intersections. However, these approaches are explicitly designed for simple road top",mild_scope_overclaim,bm25_top3,AD-021,AD-021_p1_c3;AD-021_p1_c2;AD-019_p1_c3,1;2;3,1;1;1,True
SBV2-ALL92-G060-C03,The paper states that managing traffic signals in complex dynamic urban road networks has become a routine problem for traffic control research.,"[RANK=1][PDF=AD-021][PAGE=1] has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be hon [RANK=2][PDF=AD-021][PAGE=1] is vi- tal in optimizing traffic flow and improving road safety [27, 31, 38]. Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC. However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. Transportation-based methods primarily rely on heuristic al- gorithms that dynamically adjust signals based on real-time lane- level traffic conditions [3, 9, 10, 13, 15, 20, 23]. Howeve [RANK=3][PDF=AD-019][PAGE=1] For instance, Yan and Wu [4] proposed a system that integrates human-driven vehicles (HVs) and robot vehicles (RVs), using the behavior of RVs to influence nearby HVs, thereby replacing traffic signals to optimize intersection efficiency. Wang et al. [5] introduced a model- free reinforcement learning (RL) framework that trains a policy to achieve the same control effects as traffic signals at real-world complex intersections. However, these approaches are explicitly designed for simple road top",strong_action_overclaim,bm25_top3,AD-021,AD-021_p1_c2;AD-021_p1_c3;AD-019_p1_c3,1;2;3,1;1;1,True
SBV2-ALL92-G060-C04,The paper states that managing traffic signals in complex dynamic urban road networks presents no major challenge for traffic control research.,"[RANK=1][PDF=AD-021][PAGE=1] is vi- tal in optimizing traffic flow and improving road safety [27, 31, 38]. Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC. However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. Transportation-based methods primarily rely on heuristic al- gorithms that dynamically adjust signals based on real-time lane- level traffic conditions [3, 9, 10, 13, 15, 20, 23]. Howeve [RANK=2][PDF=AD-021][PAGE=1] has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be hon [RANK=3][PDF=AD-019][PAGE=1] For instance, Yan and Wu [4] proposed a system that integrates human-driven vehicles (HVs) and robot vehicles (RVs), using the behavior of RVs to influence nearby HVs, thereby replacing traffic signals to optimize intersection efficiency. Wang et al. [5] introduced a model- free reinforcement learning (RL) framework that trains a policy to achieve the same control effects as traffic signals at real-world complex intersections. However, these approaches are explicitly designed for simple road top",contradiction_candidate,bm25_top3,AD-021,AD-021_p1_c3;AD-021_p1_c2;AD-019_p1_c3,1;2;3,1;1;1,True
