candidate_id,selector,selected_evidence_sha256,n_words,selector_score,selected_rank,source_type,selection_reason
SBV2-ALL92-G013-C02,raw_top1_chunk,5ab0c33347a036bb5d621bf72141451e5853c6d84a450750c52355bd698f1a91,63,41.1018,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G013-C03,raw_top1_chunk,5ab0c33347a036bb5d621bf72141451e5853c6d84a450750c52355bd698f1a91,63,40.4376,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G013-C04,raw_top1_chunk,5ab0c33347a036bb5d621bf72141451e5853c6d84a450750c52355bd698f1a91,63,34.5141,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G014-C01,raw_top1_chunk,a772378b2931709395103cc6970baa19efedbafea24e12564c8e6d499c0fedaf,88,64.2306,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G014-C02,raw_top1_chunk,a772378b2931709395103cc6970baa19efedbafea24e12564c8e6d499c0fedaf,88,69.1849,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G014-C03,raw_top1_chunk,a772378b2931709395103cc6970baa19efedbafea24e12564c8e6d499c0fedaf,88,71.8442,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G014-C04,raw_top1_chunk,a772378b2931709395103cc6970baa19efedbafea24e12564c8e6d499c0fedaf,88,57.2031,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G018-C01,raw_top1_chunk,14ee916ba29c2e65c7a509bb9f73ebad04151ad67806a3915a7b11e89c40155a,73,50.2449,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G018-C02,raw_top1_chunk,14ee916ba29c2e65c7a509bb9f73ebad04151ad67806a3915a7b11e89c40155a,73,47.7303,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G018-C03,raw_top1_chunk,14ee916ba29c2e65c7a509bb9f73ebad04151ad67806a3915a7b11e89c40155a,73,43.4446,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G018-C04,raw_top1_chunk,14ee916ba29c2e65c7a509bb9f73ebad04151ad67806a3915a7b11e89c40155a,73,44.3281,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G019-C01,raw_top1_chunk,14c8617e1985e4ac4d5e2b113f4a71110bfb87284cbabc0a641275934d4456b3,81,57.94,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G019-C02,raw_top1_chunk,14c8617e1985e4ac4d5e2b113f4a71110bfb87284cbabc0a641275934d4456b3,81,56.0157,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G019-C03,raw_top1_chunk,14c8617e1985e4ac4d5e2b113f4a71110bfb87284cbabc0a641275934d4456b3,81,56.0157,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G019-C04,raw_top1_chunk,14c8617e1985e4ac4d5e2b113f4a71110bfb87284cbabc0a641275934d4456b3,81,33.6472,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G020-C01,raw_top1_chunk,e5726491e351350d0f53f49d45127b5d3c539f49028c46e79c5e0152008b7d42,64,83.5577,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G020-C02,raw_top1_chunk,e5726491e351350d0f53f49d45127b5d3c539f49028c46e79c5e0152008b7d42,64,83.5577,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G020-C03,raw_top1_chunk,4136cb4de1d509f2e668fdb146a79b9627880c21e9055491b9a86b4cc1e7d0a6,83,70.1688,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G020-C04,raw_top1_chunk,6fe6dc4d669bab2e64154899d457667f66958b484f76f48f3d9fb5d9cf82b24e,71,68.7882,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G021-C01,raw_top1_chunk,bac71467e95d6e42f91e64670a7078edd2b9ea3fd2a6f419a7d76d4b71684f0e,64,37.9262,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G021-C02,raw_top1_chunk,bac71467e95d6e42f91e64670a7078edd2b9ea3fd2a6f419a7d76d4b71684f0e,64,35.9371,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G021-C03,raw_top1_chunk,bac71467e95d6e42f91e64670a7078edd2b9ea3fd2a6f419a7d76d4b71684f0e,64,35.9371,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G021-C04,raw_top1_chunk,bac71467e95d6e42f91e64670a7078edd2b9ea3fd2a6f419a7d76d4b71684f0e,64,37.9262,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G025-C01,raw_top1_chunk,fccd0e6a15ef3e614530ff8edc5a9d81b10b64f38361530d3dd9266105ed3c6a,63,50.6903,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G025-C02,raw_top1_chunk,fccd0e6a15ef3e614530ff8edc5a9d81b10b64f38361530d3dd9266105ed3c6a,63,50.6903,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G025-C03,raw_top1_chunk,fccd0e6a15ef3e614530ff8edc5a9d81b10b64f38361530d3dd9266105ed3c6a,63,54.5285,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G025-C04,raw_top1_chunk,2f1092730e2431d8b78d9587b95aa14a7b2635fdca072cd94511b1e1051f966b,60,28.3982,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G027-C01,raw_top1_chunk,e3b37b60893fde75d6e5f2b90c7a96c6aef6deb8393069dcf76ccd96c81daad5,65,39.1241,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G027-C02,raw_top1_chunk,e3b37b60893fde75d6e5f2b90c7a96c6aef6deb8393069dcf76ccd96c81daad5,65,39.2668,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G027-C03,raw_top1_chunk,e3b37b60893fde75d6e5f2b90c7a96c6aef6deb8393069dcf76ccd96c81daad5,65,39.2668,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G027-C04,raw_top1_chunk,584a490b2351444c58456c904a8b1cbaf7251a92b81e3a92ef44f2f94849d915,93,32.593,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G028-C01,raw_top1_chunk,a593fda7d4f74de1baecefd39240c360574b5d360f9b700cecdcdbbc10178948,72,54.9785,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G028-C02,raw_top1_chunk,a593fda7d4f74de1baecefd39240c360574b5d360f9b700cecdcdbbc10178948,72,49.3581,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G028-C03,raw_top1_chunk,a593fda7d4f74de1baecefd39240c360574b5d360f9b700cecdcdbbc10178948,72,55.4729,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G028-C04,raw_top1_chunk,a593fda7d4f74de1baecefd39240c360574b5d360f9b700cecdcdbbc10178948,72,29.6523,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G030-C01,raw_top1_chunk,1b523f61d681bde53fbe0fbf4c638092ac8dabffc4655f5fc8f703e14e9be560,71,39.7562,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G030-C02,raw_top1_chunk,1b523f61d681bde53fbe0fbf4c638092ac8dabffc4655f5fc8f703e14e9be560,71,36.6646,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G030-C03,raw_top1_chunk,1b523f61d681bde53fbe0fbf4c638092ac8dabffc4655f5fc8f703e14e9be560,71,32.7223,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G030-C04,raw_top1_chunk,1b523f61d681bde53fbe0fbf4c638092ac8dabffc4655f5fc8f703e14e9be560,71,29.8749,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G031-C01,raw_top1_chunk,d5ba2af21c6b2da5cf1b4ac268f2a394575bdbce23bfaf57ce80f2856cc690b9,75,55.2113,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G031-C02,raw_top1_chunk,d5ba2af21c6b2da5cf1b4ac268f2a394575bdbce23bfaf57ce80f2856cc690b9,75,55.2113,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G031-C03,raw_top1_chunk,d5ba2af21c6b2da5cf1b4ac268f2a394575bdbce23bfaf57ce80f2856cc690b9,75,56.7683,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G031-C04,raw_top1_chunk,d5ba2af21c6b2da5cf1b4ac268f2a394575bdbce23bfaf57ce80f2856cc690b9,75,55.2113,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G032-C01,raw_top1_chunk,2a456f17dde94e2bc5408ec0a60e47004cdbe8dcab610238c9e8080d8c4eb811,70,55.3967,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G032-C02,raw_top1_chunk,2a456f17dde94e2bc5408ec0a60e47004cdbe8dcab610238c9e8080d8c4eb811,70,52.6866,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G032-C03,raw_top1_chunk,38380b68301025389840dce82d4b22cefe65bbcb76ffa3ddc2cb40a28cc66811,60,50.848,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G032-C04,raw_top1_chunk,2a456f17dde94e2bc5408ec0a60e47004cdbe8dcab610238c9e8080d8c4eb811,70,47.8121,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G033-C01,raw_top1_chunk,bee4e699631012793764da2ce43d9638fecd15cdfc290bb674660f1c9f36cce6,70,51.4805,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G033-C02,raw_top1_chunk,bee4e699631012793764da2ce43d9638fecd15cdfc290bb674660f1c9f36cce6,70,51.4805,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G033-C03,raw_top1_chunk,bee4e699631012793764da2ce43d9638fecd15cdfc290bb674660f1c9f36cce6,70,49.0748,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G033-C04,raw_top1_chunk,bee4e699631012793764da2ce43d9638fecd15cdfc290bb674660f1c9f36cce6,70,45.4179,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G034-C01,raw_top1_chunk,9987f8de765a05b20db5faa9526312e25bcccaae0022260926463cbc8fe7e8db,70,44.3392,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G034-C02,raw_top1_chunk,9987f8de765a05b20db5faa9526312e25bcccaae0022260926463cbc8fe7e8db,70,44.3392,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G034-C03,raw_top1_chunk,9987f8de765a05b20db5faa9526312e25bcccaae0022260926463cbc8fe7e8db,70,40.9548,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G034-C04,raw_top1_chunk,9987f8de765a05b20db5faa9526312e25bcccaae0022260926463cbc8fe7e8db,70,41.4354,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G035-C01,raw_top1_chunk,49c354ccc0592e74c9be29aa6527bc416289344569b15150b46cebfb0b9eadba,79,31.3853,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G035-C02,raw_top1_chunk,41f756fb0d9a831f527e762c563403345f8a4ec997f48314122681f1b4e52c7c,33,30.2253,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G035-C03,raw_top1_chunk,41f756fb0d9a831f527e762c563403345f8a4ec997f48314122681f1b4e52c7c,33,31.0879,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G035-C04,raw_top1_chunk,f480af8b42e2ca9114e13d7e54c169c890d4bab5687b337324e71b2bf3a0ce1d,80,31.394,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G036-C01,raw_top1_chunk,1d875168ed1ba48e648031001b3b79e6d3e732d55387060aefd6e5b7a90f3b63,94,31.884,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G036-C02,raw_top1_chunk,8d3930d450f03678ec0ce20066998e3dd1afc7a1639b0788e622a2132e738b76,68,32.2233,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G036-C03,raw_top1_chunk,1d875168ed1ba48e648031001b3b79e6d3e732d55387060aefd6e5b7a90f3b63,94,34.6035,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G036-C04,raw_top1_chunk,1d875168ed1ba48e648031001b3b79e6d3e732d55387060aefd6e5b7a90f3b63,94,33.1917,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G037-C01,raw_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,42.1664,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G037-C02,raw_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,41.2823,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G037-C03,raw_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,42.9692,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G037-C04,raw_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,35.0644,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G038-C01,raw_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,40.017,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G038-C02,raw_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,37.5414,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G038-C03,raw_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,34.2193,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G038-C04,raw_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,40.017,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G040-C01,raw_top1_chunk,8c34b9931730f4e9c3fd67699ceeb4e700a479f7ca3c244da667396fbc53977e,74,31.4779,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G040-C02,raw_top1_chunk,88e5de6c730706035013d512e4d8247e0f3584cc0229fa717f435fa995d5458a,63,31.415,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G040-C03,raw_top1_chunk,88e5de6c730706035013d512e4d8247e0f3584cc0229fa717f435fa995d5458a,63,31.415,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G040-C04,raw_top1_chunk,88e5de6c730706035013d512e4d8247e0f3584cc0229fa717f435fa995d5458a,63,31.415,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G042-C01,raw_top1_chunk,d5dd03d592588d270320fe128a4c3da8e8d731ae45e0ef2d29b777f1b571251f,58,45.8306,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G042-C02,raw_top1_chunk,79b9a8b1c85a5166f9c4900cec945f8579d0ea3530a2d6c95cd2fa7fff94d10e,66,41.0189,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G042-C03,raw_top1_chunk,d5dd03d592588d270320fe128a4c3da8e8d731ae45e0ef2d29b777f1b571251f,58,43.5577,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G042-C04,raw_top1_chunk,4f2e59b186283089290cd30eec360d2128359d441e2f4ea9c1f1cfcdc1aacf0c,71,36.2222,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G043-C01,raw_top1_chunk,1c999a3ea42b317fd55239d010ed4b86c3510ae86f6f234f35939379a602bf8b,73,46.9733,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G043-C02,raw_top1_chunk,1c999a3ea42b317fd55239d010ed4b86c3510ae86f6f234f35939379a602bf8b,73,44.9199,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G043-C03,raw_top1_chunk,1c999a3ea42b317fd55239d010ed4b86c3510ae86f6f234f35939379a602bf8b,73,44.9199,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G043-C04,raw_top1_chunk,1c999a3ea42b317fd55239d010ed4b86c3510ae86f6f234f35939379a602bf8b,73,44.9199,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G047-C01,raw_top1_chunk,b681c4eca34e52a864ce3a37b61e624fd958c6d3e23dac2aca3f2724a445191b,70,51.034,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G047-C02,raw_top1_chunk,b681c4eca34e52a864ce3a37b61e624fd958c6d3e23dac2aca3f2724a445191b,70,55.6829,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G047-C03,raw_top1_chunk,b681c4eca34e52a864ce3a37b61e624fd958c6d3e23dac2aca3f2724a445191b,70,51.1714,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G047-C04,raw_top1_chunk,b681c4eca34e52a864ce3a37b61e624fd958c6d3e23dac2aca3f2724a445191b,70,47.828,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G051-C01,raw_top1_chunk,85b7353342fe2ef5b4d5df58824f5b7a0b50b9b5c98cb964e06251f184c53603,74,59.4184,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G051-C02,raw_top1_chunk,85b7353342fe2ef5b4d5df58824f5b7a0b50b9b5c98cb964e06251f184c53603,74,52.3662,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G051-C03,raw_top1_chunk,85b7353342fe2ef5b4d5df58824f5b7a0b50b9b5c98cb964e06251f184c53603,74,52.3662,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G051-C04,raw_top1_chunk,85b7353342fe2ef5b4d5df58824f5b7a0b50b9b5c98cb964e06251f184c53603,74,51.4405,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G052-C01,raw_top1_chunk,1fd2cb0b311018e252ed27050b1f3594526ec6ac55f361a23f31e83cfe2279db,74,43.148,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G052-C02,raw_top1_chunk,1fd2cb0b311018e252ed27050b1f3594526ec6ac55f361a23f31e83cfe2279db,74,43.148,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G052-C03,raw_top1_chunk,1fd2cb0b311018e252ed27050b1f3594526ec6ac55f361a23f31e83cfe2279db,74,43.148,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G052-C04,raw_top1_chunk,1fd2cb0b311018e252ed27050b1f3594526ec6ac55f361a23f31e83cfe2279db,74,36.264,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G055-C01,raw_top1_chunk,1ca4ca291d80b4ee2511be2afbb4b697a72dcfc21ea08cdf0105d9caff8919ec,73,42.0767,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G055-C02,raw_top1_chunk,e20c64df2c88e731a5c5994a8fbb3f9002587fd0fc335bc391e644c6ce956562,76,42.4767,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G055-C03,raw_top1_chunk,e20c64df2c88e731a5c5994a8fbb3f9002587fd0fc335bc391e644c6ce956562,76,42.4767,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G055-C04,raw_top1_chunk,23525d88d713c8acd38ad00ab6fb440eb3e6f6d083ef99d841dda02a69491c78,79,39.7919,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G057-C01,raw_top1_chunk,35c83e64ba89725babd78ac9adbc6d4636fe70f128ac6812e7d283643e3f9fde,82,55.7172,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G057-C02,raw_top1_chunk,35c83e64ba89725babd78ac9adbc6d4636fe70f128ac6812e7d283643e3f9fde,82,55.7172,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G057-C03,raw_top1_chunk,35c83e64ba89725babd78ac9adbc6d4636fe70f128ac6812e7d283643e3f9fde,82,53.9713,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G057-C04,raw_top1_chunk,35c83e64ba89725babd78ac9adbc6d4636fe70f128ac6812e7d283643e3f9fde,82,55.7172,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G060-C01,raw_top1_chunk,841b45c7f0dc89cf14667f5f9eec91f38319a88bb730122af1dc59e72003e022,72,46.3627,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G060-C02,raw_top1_chunk,841b45c7f0dc89cf14667f5f9eec91f38319a88bb730122af1dc59e72003e022,72,42.8961,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G060-C03,raw_top1_chunk,07afc52923fdc1f551c89dd6849ecfc5cb4193c6e55d34cb11a5dd397d5eb2eb,83,35.2564,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G060-C04,raw_top1_chunk,841b45c7f0dc89cf14667f5f9eec91f38319a88bb730122af1dc59e72003e022,72,36.8712,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G062-C01,raw_top1_chunk,b22f9c4d36e4484e3675145e72128d2634a1da8cf5d40faee61eade83d6941b6,71,51.7001,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G062-C02,raw_top1_chunk,b22f9c4d36e4484e3675145e72128d2634a1da8cf5d40faee61eade83d6941b6,71,55.8939,1,raw_chunk,raw chunk text from rank=1 retrieval
SBV2-ALL92-G062-C03,raw_top1_chunk,b22f9c4d36e4484e3675145e72128d2634a1da8cf5d40faee61eade83d6941b6,71,51.7001,1,raw_chunk,raw chunk text from rank=1 retrieval
