audit_item_id,source_hash,claim_text_hash,evidence_text_hash,model_pred,silver_label,queue_rank,queue_source
AUDIT-V1-0019,3443fa20570cb61b256b68295c0469de95fc6eb82739dcc0ab7f1f8d7629c106,309a642c0871bffe17251a6c0ad42c135edc0f1cdb88537577a53ab00bf36877,6cf9b7ee693d8ab6538934520def322aa582ff241126f17a6742a88036fc0046,strong_action_overclaim,mild_scope_overclaim,46,top50_strong_action
AUDIT-V1-0020,de923838261b8c42666310d3f955ec2cd7aa270ef5f08bfc8a61d46f744a3cbc,551fb4f63eed44a0a3e01425607ebb6f430780cc937bddcb6105fafd1d7dafb9,1bfc02570ffe7c547ea6acc10a2d06c482e025ac0569d567f6cbb896d9b71c28,strong_action_overclaim,strong_action_overclaim,47,top50_strong_action
AUDIT-V1-0021,3443fa20570cb61b256b68295c0469de95fc6eb82739dcc0ab7f1f8d7629c106,cf434c9d61145e4da562d9caea9bc450faaf1bb76695095d94ab2b701e0b86ef,6cf9b7ee693d8ab6538934520def322aa582ff241126f17a6742a88036fc0046,strong_action_overclaim,contradiction_candidate,32,top50_strong_action
AUDIT-V1-0022,d563011bde4fb4244790a83d72af95f87c556b03d936c48af53284bfabcac275,c312b9346f13020085d229a728df5b619d81bdc76929464a69f7033a153e4fab,46b186166e58fc91678a34170478a902e4917ec372a7064322b9996168acbb3d,strong_action_overclaim,strong_action_overclaim,42,top50_strong_action
AUDIT-V1-0023,0e20775895c105635d950658c6f48c270a8b038da6a61da953b1f39278c65126,2034477c2445b6323c8d21f7298d0545a793de324332045d005af144cafe4951,5f67346c881895567ddb29e0571e9404a224507e878354584768494d31c1250c,strong_action_overclaim,mild_scope_overclaim,40,top50_strong_action
AUDIT-V1-0024,c3189517d7227762b1da3c94dd9ce56e20cb5fe717a9fd29ee01100aee4ff0e5,27262e6ccab5118583553d8d82ee43247cc05fc8a4761e4d5c215d4414c94b69,f49d16ae1de110b32ad1970f322ed0fc26e46f7d35aff152897ae3dde3263680,strong_action_overclaim,supported,37,top50_strong_action
AUDIT-V1-0025,4361ff0e8c2038e93ad220edb846b6b2b6ee31bbf6b416b1455c5e7b67923ecc,65a78b714ec2c012d995520000a7f4cc8c7d845223902dde0452105f7fc54e31,6dc02aeda5ad07c0bf9afeea7cc142838df02d219a9a6b3d7304d3fc7d2c7e78,strong_action_overclaim,mild_scope_overclaim,30,top50_strong_action
AUDIT-V1-0026,625a010e1e69e7f35a84ee8565156e438daf398ad3db4d850af15a07899f946f,ade49c27855dc4854ee889407ef4ee033b101228cd7834e2ac772eb48769a395,28f42a808c89c2b3744ef58a0fc617ee2615e0f65abd36d40d5e761b85adcf95,strong_action_overclaim,mild_scope_overclaim,49,top50_strong_action
AUDIT-V1-0027,105821935be0f1854da68392ea280c0acf5ff7be0fb1e554b236fa85336718be,ec3c8a08f541b011f14c1fca5b1a216bbd643240174c175651b2119aafd09f61,d81310395f33555e0438a7e97a2ce8d23163b2d1ac807db6335e59d00aca6d64,strong_action_overclaim,contradiction_candidate,36,top50_strong_action
AUDIT-V1-0028,95bf9c84eb44b94bc28bccf0aff5402a4f91b9dbb260669137491a2514807c02,3c4f9d0eaaf4b497103fdcdd28a0db1e587d177c6a8e2b3e7d74d5e7a2ccb88a,f49185d8ef6e25bbd844f91d12eb796fa3407bbb2a063f8a2fbd604622b0e88c,strong_action_overclaim,mild_scope_overclaim,22,top50_strong_action
AUDIT-V1-0029,5a6a3e7f1a783247576d00ad17333f2dd8d5d2dd6ef366aaa75d8098ddce7307,11cfbf2e5009c0d31a0653e9905c3ba45b2465561435e0c70da21d2702f740d4,2c4ef4dcf62ad01160c367f3651e5693403b44465a59744ea4bd449fd9f1f6a3,strong_action_overclaim,supported,24,top50_strong_action
AUDIT-V1-0030,e929e85d585d3a54454d456f1dbfd20f768c31a0f0838c0a68b28a4964646764,9a62a5d3254d3b0b9776af43a4cb3629b7fc305e339f4cca4f18f16d4ec76d92,65a7a51906e93e8ca51e770edf0378e1f814a6d7482d0c5bd840ed431c38d3ec,strong_action_overclaim,contradiction_candidate,23,top50_strong_action
AUDIT-V1-0031,5a6a3e7f1a783247576d00ad17333f2dd8d5d2dd6ef366aaa75d8098ddce7307,1d6e2bc4320535b40012439b4ec3bcc59bf9174737e00349029e668d0f52dd6c,2c4ef4dcf62ad01160c367f3651e5693403b44465a59744ea4bd449fd9f1f6a3,strong_action_overclaim,mild_scope_overclaim,25,top50_strong_action
AUDIT-V1-0032,c3189517d7227762b1da3c94dd9ce56e20cb5fe717a9fd29ee01100aee4ff0e5,db68e4191cb2a6cd6ae3079fccf21c19e730febb312e22082fc9300d21e5d68b,f49d16ae1de110b32ad1970f322ed0fc26e46f7d35aff152897ae3dde3263680,strong_action_overclaim,mild_scope_overclaim,31,top50_strong_action
AUDIT-V1-0033,10eeff945b02663a88c7875b4d8d368f0f7965a06ab4758f86f6980397821e38,8e76ebcbcc916280913052a64eb3a6fd1eee62385249163930fd892e5a4a6a9f,c537633b2d3a24179b11bd56cfa617e75398ba4174a7ed8d9d4819936a88844c,strong_action_overclaim,strong_action_overclaim,44,top50_strong_action
AUDIT-V1-0034,3d25963bb2ab76bd1a8bace8e24da2839a36269958b98d6df6f6d4f85c6b5425,dfe62b3d770f87f48a22d9cb275592ae325dcf03a226b0fd2151f452ee81dab9,5127ca15512d3e5769930a7f7def6ce1eff5b73652ea48094d3cbe885e947b23,strong_action_overclaim,supported,21,top50_strong_action
AUDIT-V1-0035,29d87cd4f19d5218eb1d88b2ee1212bcaebc428f6f6abcc52353123eaffe099c,3ea80ce3ca7dae0299012152d1345a3a8d0b3b4c1df8eeb09167607e4a013bb1,8e8bc2ea8ecbfe77eea7a4530ea29af363888dfe1a1200af7fe07bc88dcf89b2,strong_action_overclaim,strong_action_overclaim,29,top50_strong_action
AUDIT-V1-0036,bad8c268f8627261854020ba99e84a4f00f270feabaf935343efaa5e9c05446e,7b4c549e40e2393dd0397b67e7b3d0f5433119b941fc3586ab11f2be220dd5c8,a67e03dd0f837f491008ac1b8620caf623e185c13e64cbcade45fa82bfac1455,strong_action_overclaim,strong_action_overclaim,39,top50_strong_action
AUDIT-V1-0037,10eeff945b02663a88c7875b4d8d368f0f7965a06ab4758f86f6980397821e38,94095d579e00a80c27206fa3cc93033d542f0b698f804bf8406ce3851d45823a,c537633b2d3a24179b11bd56cfa617e75398ba4174a7ed8d9d4819936a88844c,strong_action_overclaim,mild_scope_overclaim,35,top50_strong_action
AUDIT-V1-0038,2b6f05ef625b8281cb1518f3cd15258aaae33e9b7930ba2c5216897cb3d99876,8bf4cfb333cf4496fa023e69942ae9a16641a94218fc6c9f7a5afa524a7d6ca4,3d6c850c1a3b634480104d49cfe2890e66674338e5afc661cfdf9f9bd47987b4,strong_action_overclaim,strong_action_overclaim,34,top50_strong_action
AUDIT-V1-0039,fa3fc72c18f0abd90fd4055ea33ce5e20f07dd7628163afa7b50fa03e35619df,60a73fe85921a718cd35d49ca24bd0e3b1eb0797367ec5db39800a54873f338a,a18b7b7384170e5b61d9f81869145c3fbcd727653c4079873c7eba5a64d68d15,strong_action_overclaim,strong_action_overclaim,50,top50_strong_action
AUDIT-V1-0040,87be9162e265308feb783f11739a8471dfe39368cc4d4855b86d86b4aa059664,31508a7ffa9a0d0dc7032e7d652eafa5dd77e10625f85083f651249582dfd627,c043baa4d27cad2db9da9e2bf022af0f6c3f03dd6d02b67ed3de4d7c6499b91c,strong_action_overclaim,mild_scope_overclaim,48,top50_strong_action
AUDIT-V1-0041,faa483cd995aaf17992cc7405d847bd1add4c410204443b13c922091062252b4,0a23918940f2e6a5b5da52c75ece4a22a88c182742b6341410f07ae894f1c6d5,f096fcec9bbb097fedd7e01867d576489c9a1112f683bde5278cedec38946cd2,strong_action_overclaim,contradiction_candidate,43,top50_strong_action
AUDIT-V1-0042,657a13dbb3f3aff5ec5976d586e0f17ec8b15d1ba0a566186cde2e7e050c47b1,72b2998932ea20f44d551d96c732960057311796e39e72ccd97da293c1eef285,934a063d63ad27ed490180335ba29db177e40c20d7ce11716a5b152dc8144c45,strong_action_overclaim,mild_scope_overclaim,0,r4_fp
AUDIT-V1-0043,f56e2679a2ee688c8ae124912c61e24d4826eafa958a778f431ccd6f0859f58f,74f8729ef5156f8ad888d14636a4afcc0e7df47899ad408a742a49a3360aeef4,02d83748a9476b7af5e14c633c1d194356a9ec735edd217d7ca3d8d64e4c2a15,strong_action_overclaim,contradiction_candidate,0,r4_fp
AUDIT-V1-0044,7d3806acf37affffcf261d6528bdb4d79dbf95efcf0af5e83c33abeb84c3129b,45ded36a1aa79abf07eaae35e325034f24d8654e5d213a6a42322f205c8eb98e,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,strong_action_overclaim,mild_scope_overclaim,94,r4_fp
AUDIT-V1-0045,2d51e2b971eb49d1ecc0a8fb7b7750f12ef750e64c522db3ab8e0ee031e11ec5,d796e57167c2557e1c1bd51ad9726daf2fc91440673e98a78c950a8b89c2abe5,cdeb403ee38a94a4b3a67290c9f208c4daa2b4da958c1ed328c8544b30737fef,strong_action_overclaim,supported,0,r4_fp
AUDIT-V1-0046,32eefe3b2fa7a3eb7e2f83d89f479a0ca9880e1e02be4b5b809c2e1930d33fc0,0a487c5f94dc6e62cfceec5dc5ebe8baffab72061882a4c22fb8687225ca2877,41761a25caf2fa64e73fbee316a278e589ab9f4a981dee4820b433e3c9ed185a,strong_action_overclaim,supported,0,r4_fp
AUDIT-V1-0047,60d2cc822d562c6f6c3bd791b0b29b050061d9df458871593e63f999273fc2f1,c0e95de03557596cffa3cc706a975c07ba262a240094fa57ac674963d7686b4c,13c3bfea715243eb5138ccf33e81cdfe7057f84807f16ea787f76060e9979814,strong_action_overclaim,mild_scope_overclaim,0,r4_fp
AUDIT-V1-0048,91e80fc2f69abcdb8dd593ab3e09afdacb96796927e8011eb47d10d0f3488252,2d4e3d7f5e7b06f5cd2b61aaab7a6d647cc830b9b70fd14b1dc36633bc797d8a,70d262e576679b7fea13e2a037573bbd1421b4a92279511ed6a2e1ef754c2ce1,strong_action_overclaim,supported,0,r4_fp
AUDIT-V1-0049,32eefe3b2fa7a3eb7e2f83d89f479a0ca9880e1e02be4b5b809c2e1930d33fc0,4bc308281ac358317b8571b14961296a26195f1c4b929dff73b5fb9adad724ae,41761a25caf2fa64e73fbee316a278e589ab9f4a981dee4820b433e3c9ed185a,strong_action_overclaim,mild_scope_overclaim,0,r4_fp
AUDIT-V1-0050,87be9162e265308feb783f11739a8471dfe39368cc4d4855b86d86b4aa059664,d00a108f30fd2b1cafa5b3154c119919e7bdbd585fd8a4d91d59412737743d12,4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d,strong_action_overclaim,mild_scope_overclaim,0,r4_fp
AUDIT-V1-0051,e98a19e91a835d39c15c223513cb75274ced786f25c580351a254bfe8ad60ef2,2d2a70f635c2b55015e6240eb1c3162e66c29dd1952fdfb2fee4e85a8c7db79e,4bdf3c7597a3aa48c5a9a09f6cf1cf1e08737e0bada02014d6d0e6329dc730db,strong_action_overclaim,supported,0,r4_fp
AUDIT-V1-0052,99a8c01c9c348294645059d0f04cab875b288ba5732afb58ca29a9adceda41d3,2bd5101cbf663a6ef8611f6c0dfb8ac90a1249055869602177994e6330811f4e,0b853e11a541b021d8ee3ca3ebe2cf82adce48afaf3c1edaf1d1b3eccbf6962e,strong_action_overclaim,supported,0,r4_fp
AUDIT-V1-0053,7d3806acf37affffcf261d6528bdb4d79dbf95efcf0af5e83c33abeb84c3129b,b5db307e5fb0e8c1e403363f454cada7355c020ba969c073cf6972529797ac3b,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,strong_action_overclaim,supported,71,r4_fp
AUDIT-V1-0054,99a8c01c9c348294645059d0f04cab875b288ba5732afb58ca29a9adceda41d3,6f0db929703c729f69b04a2410e1e2945a110adf7a30a5cd305035be673ce472,0b853e11a541b021d8ee3ca3ebe2cf82adce48afaf3c1edaf1d1b3eccbf6962e,strong_action_overclaim,mild_scope_overclaim,0,r4_fp
AUDIT-V1-0055,e972b19fdbddf57bc722a88de000a27be7458797cb8cb51903b24895fad8de71,833046a7cd120233bd9158d8d17407e95c862170c194fb906841dca435a2216d,e598be9bb01d57fbd096bfadf3026982fd4197d1ba94ec5333914e578d9c094e,strong_action_overclaim,mild_scope_overclaim,79,r4_fp
AUDIT-V1-0056,1c8a913206e68c14bf1100dd2f592568f7c3fc6e5e868bab0d90813fa1b59780,3f65fc9aae9ecbf11000a9929554d97c8687d64f01bd72bea3785b3dd2bbf567,8f54ac78eeb9eaf3cd91802b09d7827febd6fecbde0350deeb4f76d93382b383,strong_action_overclaim,supported,0,r4_fp
AUDIT-V1-0057,7d3806acf37affffcf261d6528bdb4d79dbf95efcf0af5e83c33abeb84c3129b,034b481191ca12fbdd246b0bcd3e61ecb2c9cf45c6067db1ce30902082eeb255,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,strong_action_overclaim,contradiction_candidate,0,r4_fp
AUDIT-V1-0058,57347c305d787e8f99a820d7f0c79a0f668e2b0eef22674e65ea82c74e22e34e,e27bff5a2678ec21ff419f1efdc826dd9b7784dd387f3ff29339a914d0bab5cf,05a04b9bee82765e650aa1c1299b5adb17695b2febaae24b15324148593d85c6,strong_action_overclaim,supported,0,r4_fp
AUDIT-V1-0059,e98a19e91a835d39c15c223513cb75274ced786f25c580351a254bfe8ad60ef2,32fc2afc4c284f19acacb967456126048d6d1602457a2d81f41e4fe95cea83d7,4bdf3c7597a3aa48c5a9a09f6cf1cf1e08737e0bada02014d6d0e6329dc730db,strong_action_overclaim,mild_scope_overclaim,0,r4_fp
AUDIT-V1-0060,625a010e1e69e7f35a84ee8565156e438daf398ad3db4d850af15a07899f946f,e51825a9ab441e82eb275ea931536d81b52bbffa610416bbc5c261ae94d966b8,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,strong_action_overclaim,mild_scope_overclaim,0,r4_fp
AUDIT-V1-0061,f380895f9f4107d2f99edbb20d88c32010cc5c92cb4d48e7f0f30ff55596bc99,5ad3ca707d15413ae3bf385a294d2b653c4a6375f775b24bed210127f6c89fc0,12e03db8fe01fbaef18d1b4bf4070792dc4bbed84b1441c737ad04542136663f,strong_action_overclaim,supported,0,r4_fp
AUDIT-V1-0062,60004b4e984c3211382240e7701b2337d123cfe0e9a616291abe7b49cf460ec9,2808449e3ad69808325b2c504a832140fa3a0e3870266d4469cef7ad84603df2,b723218b57233e2295021b7d057dd7d82f14c3adeb9b09ac6b8193fc9364ee26,mild_scope_overclaim,strong_action_overclaim,0,r4_fn
AUDIT-V1-0063,1c8a913206e68c14bf1100dd2f592568f7c3fc6e5e868bab0d90813fa1b59780,d23a687d4f0e6ae6f3a28cd4e98dc42b478a46d0761e20c137d82a3a22675ae1,f1058437ee3d6761b7f79987e752151cb111280f8f209dd6616823f8ec2b5c0f,contradiction_candidate,strong_action_overclaim,0,r4_fn
AUDIT-V1-0064,c0dafd6628359d888052c6113572251c1626a0df1aba69b4f73079e90337d918,5a7e19e576801a092672b076e22d62419a17aede12d4180203b2fa48499bd8aa,36000ebcbec0164f455a51e3eb0b7ad16a4cbcc8e6d02fbee67cc6223aec58e1,supported,strong_action_overclaim,0,r4_fn
AUDIT-V1-0065,0d329f2c1b367859eab907697b72dfa60978df0e856f0269ce9c04a3a481241d,95a29cfb1d162c70b1d6c65acb46c1a962af6ac1757a5bad4aeaf67ac60ecabb,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,supported,strong_action_overclaim,0,r4_fn
AUDIT-V1-0066,20b7ac28c4713b70f44ad1ed36140311ecc370b0016156132340370d91e0540c,b7db14b97cbbd7e0942c02b02491ed868aba4fcdd016c789901639d94c122103,40c28bd40d398e3eccc966577a613cbd49bc559c542dbb1b25d254c69b0c5219,supported,strong_action_overclaim,0,r4_fn
AUDIT-V1-0067,be2740cdc4a7db6765ceb65b5c84e3fac050e26f2242acab3e412a16ef1a71f3,2b6649d2c9a33affdfa89701f22f25ae6fea639ee148dd14a9cc181bbde43650,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,contradiction_candidate,strong_action_overclaim,0,r4_fn
AUDIT-V1-0068,5199be271e006c7288b1b83973387dc46c7db95237ed079b05b14bc0e004b3a6,3f0e57798f48614dedec01b81e9968e7bf9995ae36d2744ae5c2e293ada0ace1,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,contradiction_candidate,strong_action_overclaim,0,r4_fn
AUDIT-V1-0069,cf744e1cc8aff73f64dab7ecba5b68a80cff573b88e6f308e46eb0c5161d364b,2c5b8b5bf3cddfd72e6789b4e3b5b323c6e20af93f3fd8086657bad0df915b55,b64e01bee5a220d5302ee0587bc8f4e8131300e3004be391a56756e217e4df89,supported,strong_action_overclaim,0,r4_fn
AUDIT-V1-0070,d652a054525b8378dc4946aea25f79864a03abc8c42e54e60b8bbd9186b55c94,568ab6cb88f7ddd17e1a736383e66943ca7107eeb2f1e4fc895bcae477ff47dd,62c4d34280e7d33fd22a8fb2b96d9ee25bd9548b02569b777dc9dafb746ebd5c,contradiction_candidate,strong_action_overclaim,0,r4_fn
AUDIT-V1-0071,f9f1b8c388cbd345bcb80cdee92c7ba4ef188f6355f465871d87470c3fbc1dcd,52fb03ad41b6b2c2cdda5631842d0390de90f63ccdac1a6d118c8c9dafeb6d99,15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345,supported,strong_action_overclaim,0,r4_fn
AUDIT-V1-0072,f9f1b8c388cbd345bcb80cdee92c7ba4ef188f6355f465871d87470c3fbc1dcd,a162854a61cd7bdd5530edde5d8e246d2ae9425bc2e6f6fa21a9d38f59dfeb09,d6e6dfa236313d7fa26da23cf16507d18528c5c6cf952679340daf0af5cf698f,contradiction_candidate,strong_action_overclaim,0,r4_fn
AUDIT-V1-0073,e972b19fdbddf57bc722a88de000a27be7458797cb8cb51903b24895fad8de71,3f954d6ff7542aab93e7d8079fea0dc14660353cb0a4a0e0fa7643f4bf7873a0,e598be9bb01d57fbd096bfadf3026982fd4197d1ba94ec5333914e578d9c094e,contradiction_candidate,strong_action_overclaim,0,r4_fn
AUDIT-V1-0074,f380895f9f4107d2f99edbb20d88c32010cc5c92cb4d48e7f0f30ff55596bc99,f9473e49c74742f60a7f5933fbbae652d696bc86899141fde54addd712803b74,12e03db8fe01fbaef18d1b4bf4070792dc4bbed84b1441c737ad04542136663f,mild_scope_overclaim,strong_action_overclaim,0,r4_fn
AUDIT-V1-0075,9450162c9f3d68db6c9c5f1f282215fef8bf9109896763cacf28a3c173e4c780,1fd633423f062d0b28773ff2c4abbdf6c8314b90519b0b88922c6cb69d33fa8c,f20bc1d56eda4fc50d6d0e237529dbe2277097771238ea9436a4d2e2f98b65b7,supported,strong_action_overclaim,0,r4_fn
AUDIT-V1-0076,1c8a913206e68c14bf1100dd2f592568f7c3fc6e5e868bab0d90813fa1b59780,96a80ba3e836f5a93a48810dddca702234a9a67668730dae6bcac827a73111ee,8f54ac78eeb9eaf3cd91802b09d7827febd6fecbde0350deeb4f76d93382b383,contradiction_candidate,strong_action_overclaim,0,r4_fn
AUDIT-V1-0077,10eeff945b02663a88c7875b4d8d368f0f7965a06ab4758f86f6980397821e38,215024eb12da060a0e624a79db6438d570680250f578cf8fa5e6801ecec5e560,2719cd03144eac5beb2b9ae6a1487e9eeb2829d6790e51fc8e092955ad171286,strong_action_overclaim,mild_scope_overclaim,83,mild_vs_strong_boundary
AUDIT-V1-0078,d563011bde4fb4244790a83d72af95f87c556b03d936c48af53284bfabcac275,ca32abfbf33b14336b358c843a9a59934d304b1f77a0cdaf5b127d8a45752b6c,46b186166e58fc91678a34170478a902e4917ec372a7064322b9996168acbb3d,strong_action_overclaim,mild_scope_overclaim,98,mild_vs_strong_boundary
AUDIT-V1-0079,a9940e6c90a1266c6aafe9cc7c5fff1683128a360cbb720b377a36430348a301,dcd32c5d8483ed8d79c785d5f2bbf8817597dd7c4ece38428241758e808333c8,c3b529dbc1f6702ee13c1325f9aaf2654ac133b058236321959fe22263ca2882,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0080,e98a19e91a835d39c15c223513cb75274ced786f25c580351a254bfe8ad60ef2,384247dc8716dcd0157411a49de779a820b1f3e6ed0a78f62a83e340bfd24927,b00a30ef67cc587eaca5733214e7bf62788faf81bd46b44c16c56d0327b754ec,strong_action_overclaim,mild_scope_overclaim,90,mild_vs_strong_boundary
AUDIT-V1-0081,faa483cd995aaf17992cc7405d847bd1add4c410204443b13c922091062252b4,74ec27c85fc9c56a3357995de8ffaa4db3836398d175250a263cb8d3e65c4a8f,f096fcec9bbb097fedd7e01867d576489c9a1112f683bde5278cedec38946cd2,strong_action_overclaim,mild_scope_overclaim,89,mild_vs_strong_boundary
AUDIT-V1-0082,d563011bde4fb4244790a83d72af95f87c556b03d936c48af53284bfabcac275,50d627f4cfda7d1ef3f6ecf01b1e1b65d34ba5877195352bbba363201d6965a2,edf92dc7f282ad502e05dbd104d66c61750ec65fb4753e875a9e132415cf1258,strong_action_overclaim,mild_scope_overclaim,82,mild_vs_strong_boundary
AUDIT-V1-0083,29d87cd4f19d5218eb1d88b2ee1212bcaebc428f6f6abcc52353123eaffe099c,8e6ac7ef77c7eb49d9f1f5362850505bda5c48dd36b679fbe630850483198c8b,8e8bc2ea8ecbfe77eea7a4530ea29af363888dfe1a1200af7fe07bc88dcf89b2,strong_action_overclaim,mild_scope_overclaim,52,mild_vs_strong_boundary
