dataset,sample_id,candidate_id,silver_label,r4_pred,llm_pred,r4_flagged_strong,llm_flagged_strong,true_strong,r4_correct,llm_correct,r4_captured_llm_missed,r4_fp
matched_100,LLM_036,SBV2-ALL92-G190-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_079,SBV2-ALL92-G108-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_100,LLM_117,SBV2-ALL92-G083-C03,strong_action_overclaim,mild_scope_overclaim,contradiction_candidate,False,False,True,False,False,False,False
matched_100,LLM_187,SBV2-ALL92-G186-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_088,SBV2-ALL92-G257-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_100,LLM_091,SBV2-ALL92-G259-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_100,LLM_143,SBV2-ALL92-G214-C03,strong_action_overclaim,contradiction_candidate,contradiction_candidate,False,False,True,False,False,False,False
matched_100,LLM_002,SBV2-ALL92-G027-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_052,SBV2-ALL92-G052-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_100,LLM_195,SBV2-ALL92-G251-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_033,SBV2-ALL92-G205-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_100,LLM_146,SBV2-ALL92-G271-C03,strong_action_overclaim,mild_scope_overclaim,contradiction_candidate,False,False,True,False,False,False,False
matched_100,LLM_035,SBV2-ALL92-G196-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_096,SBV2-ALL92-G261-C02,mild_scope_overclaim,supported,supported,False,False,False,False,False,False,False
matched_100,LLM_184,SBV2-ALL92-G196-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_082,SBV2-ALL92-G198-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_100,LLM_192,SBV2-ALL92-G266-C04,contradiction_candidate,mild_scope_overclaim,contradiction_candidate,False,False,False,False,True,False,False
matched_100,LLM_017,SBV2-ALL92-G089-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_100,LLM_140,SBV2-ALL92-G234-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_100,LLM_102,SBV2-ALL92-G028-C03,strong_action_overclaim,supported,supported,False,False,True,False,False,False,False
matched_100,LLM_084,SBV2-ALL92-G175-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_100,LLM_040,SBV2-ALL92-G233-C01,supported,supported,supported,False,False,False,True,True,False,False
matched_100,LLM_099,SBV2-ALL92-G172-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_100,LLM_083,SBV2-ALL92-G205-C02,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_100,LLM_030,SBV2-ALL92-G146-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_194,SBV2-ALL92-G233-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_078,SBV2-ALL92-G116-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_100,LLM_043,SBV2-ALL92-G266-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_179,SBV2-ALL92-G131-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_051,SBV2-ALL92-G028-C02,mild_scope_overclaim,supported,supported,False,False,False,False,False,False,False
matched_100,LLM_136,SBV2-ALL92-G193-C03,strong_action_overclaim,mild_scope_overclaim,supported,False,False,True,False,False,False,False
matched_100,LLM_037,SBV2-ALL92-G187-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_100,LLM_049,SBV2-ALL92-G163-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_032,SBV2-ALL92-G213-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_041,SBV2-ALL92-G261-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_100,LLM_087,SBV2-ALL92-G180-C02,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,False,False,False,False,False,False,False
matched_100,LLM_031,SBV2-ALL92-G140-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_182,SBV2-ALL92-G187-C04,contradiction_candidate,mild_scope_overclaim,supported,False,False,False,False,False,False,False
matched_100,LLM_029,SBV2-ALL92-G119-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_100,LLM_139,SBV2-ALL92-G252-C03,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,True,False,False,False,False
matched_100,LLM_085,SBV2-ALL92-G190-C02,mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,False,False,True,False,False
matched_100,LLM_189,SBV2-ALL92-G272-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_129,SBV2-ALL92-G131-C03,strong_action_overclaim,contradiction_candidate,contradiction_candidate,False,False,True,False,False,False,False
matched_100,LLM_199,SBV2-ALL92-G168-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_147,SBV2-ALL92-G167-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,True,True,True,True,True,False,False
matched_100,LLM_092,SBV2-ALL92-G252-C02,mild_scope_overclaim,supported,mild_scope_overclaim,False,False,False,False,True,False,False
matched_100,LLM_101,SBV2-ALL92-G052-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_100,LLM_141,SBV2-ALL92-G255-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_100,LLM_095,SBV2-ALL92-G215-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_100,LLM_142,SBV2-ALL92-G272-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_100,LLM_135,SBV2-ALL92-G205-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_100,LLM_196,SBV2-ALL92-G257-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_197,SBV2-ALL92-G166-C04,contradiction_candidate,mild_scope_overclaim,mild_scope_overclaim,False,False,False,False,False,False,False
matched_100,LLM_090,SBV2-ALL92-G266-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_100,LLM_131,SBV2-ALL92-G140-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,True,True,False,True,False
matched_100,LLM_098,SBV2-ALL92-G167-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_100,LLM_198,SBV2-ALL92-G163-C04,contradiction_candidate,mild_scope_overclaim,contradiction_candidate,False,False,False,False,True,False,False
matched_100,LLM_130,SBV2-ALL92-G116-C03,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,True,False,False,False,False
matched_100,LLM_151,SBV2-ALL92-G018-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_080,SBV2-ALL92-G128-C02,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_100,LLM_193,SBV2-ALL92-G271-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_133,SBV2-ALL92-G178-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_100,LLM_137,SBV2-ALL92-G175-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,True,True,False,True,False
matched_100,LLM_183,SBV2-ALL92-G198-C04,contradiction_candidate,mild_scope_overclaim,contradiction_candidate,False,False,False,False,True,False,False
matched_100,LLM_086,SBV2-ALL92-G178-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_100,LLM_097,SBV2-ALL92-G166-C02,mild_scope_overclaim,supported,supported,False,False,False,False,False,False,False
matched_100,LLM_038,SBV2-ALL92-G224-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_128,SBV2-ALL92-G111-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_100,LLM_045,SBV2-ALL92-G272-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_100,LLM_028,SBV2-ALL92-G116-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_048,SBV2-ALL92-G164-C01,supported,supported,supported,False,False,False,True,True,False,False
matched_100,LLM_186,SBV2-ALL92-G185-C04,contradiction_candidate,mild_scope_overclaim,contradiction_candidate,False,False,False,False,True,False,False
matched_100,LLM_190,SBV2-ALL92-G264-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_149,SBV2-ALL92-G172-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_100,LLM_185,SBV2-ALL92-G193-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_100,LLM_180,SBV2-ALL92-G106-C04,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,False,False,False,True,False,False,False
matched_100,LLM_044,SBV2-ALL92-G253-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_100,LLM_134,SBV2-ALL92-G190-C03,strong_action_overclaim,contradiction_candidate,supported,False,False,True,False,False,False,False
matched_100,LLM_145,SBV2-ALL92-G261-C03,strong_action_overclaim,supported,supported,False,False,True,False,False,False,False
matched_100,LLM_039,SBV2-ALL92-G214-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_100,LLM_191,SBV2-ALL92-G252-C04,contradiction_candidate,supported,contradiction_candidate,False,False,False,False,True,False,False
matched_100,LLM_138,SBV2-ALL92-G266-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_001,SBV2-ALL92-G043-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_002,SBV2-ALL92-G027-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_003,SBV2-ALL92-G040-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_004,SBV2-ALL92-G036-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_005,SBV2-ALL92-G030-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_006,SBV2-ALL92-G052-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_007,SBV2-ALL92-G034-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_008,SBV2-ALL92-G025-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_009,SBV2-ALL92-G018-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_010,SBV2-ALL92-G031-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_011,SBV2-ALL92-G019-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_012,SBV2-ALL92-G062-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_013,SBV2-ALL92-G002-SUPPORTED,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_014,SBV2-ALL92-G008-SUPPORTED,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_015,SBV2-ALL92-G032-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_016,SBV2-ALL92-G047-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_017,SBV2-ALL92-G089-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_018,SBV2-ALL92-G069-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_019,SBV2-ALL92-G083-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_020,SBV2-ALL92-G067-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_021,SBV2-ALL92-G091-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_022,SBV2-ALL92-G086-C01,supported,supported,supported,False,False,False,True,True,False,False
matched_200,LLM_023,SBV2-ALL92-G082-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_024,SBV2-ALL92-G131-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_025,SBV2-ALL92-G122-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_051,SBV2-ALL92-G028-C02,mild_scope_overclaim,supported,supported,False,False,False,False,False,False,False
matched_200,LLM_052,SBV2-ALL92-G052-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_200,LLM_053,SBV2-ALL92-G036-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_054,SBV2-ALL92-G027-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_055,SBV2-ALL92-G030-C02,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_200,LLM_056,SBV2-ALL92-G032-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_200,LLM_057,SBV2-ALL92-G011-MILD,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_058,SBV2-ALL92-G007-MILD,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_200,LLM_059,SBV2-ALL92-G040-C02,mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,False,False,True,False,False
matched_200,LLM_060,SBV2-ALL92-G037-C02,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_200,LLM_061,SBV2-ALL92-G047-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_062,SBV2-ALL92-G025-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_063,SBV2-ALL92-G051-C02,mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,False,False,True,False,False
matched_200,LLM_064,SBV2-ALL92-G057-C02,mild_scope_overclaim,supported,mild_scope_overclaim,False,False,False,False,True,False,False
matched_200,LLM_065,SBV2-ALL92-G003-MILD,mild_scope_overclaim,supported,supported,False,False,False,False,False,False,False
matched_200,LLM_066,SBV2-ALL92-G021-C02,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_200,LLM_067,SBV2-ALL92-G092-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_068,SBV2-ALL92-G086-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_200,LLM_069,SBV2-ALL92-G087-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_070,SBV2-ALL92-G079-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_071,SBV2-ALL92-G083-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_200,LLM_072,SBV2-ALL92-G069-C02,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_200,LLM_073,SBV2-ALL92-G093-C02,mild_scope_overclaim,supported,mild_scope_overclaim,False,False,False,False,True,False,False
matched_200,LLM_074,SBV2-ALL92-G145-C02,mild_scope_overclaim,supported,supported,False,False,False,False,False,False,False
matched_200,LLM_075,SBV2-ALL92-G122-C02,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_200,LLM_101,SBV2-ALL92-G052-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_102,SBV2-ALL92-G028-C03,strong_action_overclaim,supported,supported,False,False,True,False,False,False,False
matched_200,LLM_103,SBV2-ALL92-G019-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_104,SBV2-ALL92-G013-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,True,True,False,True,False
matched_200,LLM_105,SBV2-ALL92-G030-C03,strong_action_overclaim,mild_scope_overclaim,strong_action_overclaim,False,True,True,False,True,False,False
matched_200,LLM_106,SBV2-ALL92-G004-STRONG,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_107,SBV2-ALL92-G042-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_108,SBV2-ALL92-G014-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_109,SBV2-ALL92-G025-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,True,True,False,True,False
matched_200,LLM_110,SBV2-ALL92-G018-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_111,SBV2-ALL92-G043-C03,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_112,SBV2-ALL92-G034-C03,strong_action_overclaim,mild_scope_overclaim,supported,False,False,True,False,False,False,False
matched_200,LLM_113,SBV2-ALL92-G027-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_114,SBV2-ALL92-G032-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_115,SBV2-ALL92-G040-C03,strong_action_overclaim,contradiction_candidate,contradiction_candidate,False,False,True,False,False,False,False
matched_200,LLM_116,SBV2-ALL92-G038-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,True,True,False,True,False
matched_200,LLM_117,SBV2-ALL92-G083-C03,strong_action_overclaim,mild_scope_overclaim,contradiction_candidate,False,False,True,False,False,False,False
matched_200,LLM_118,SBV2-ALL92-G098-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_119,SBV2-ALL92-G082-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_120,SBV2-ALL92-G093-C03,strong_action_overclaim,contradiction_candidate,contradiction_candidate,False,False,True,False,False,False,False
matched_200,LLM_121,SBV2-ALL92-G086-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_122,SBV2-ALL92-G069-C03,strong_action_overclaim,mild_scope_overclaim,supported,False,False,True,False,False,False,False
matched_200,LLM_123,SBV2-ALL92-G091-C03,strong_action_overclaim,mild_scope_overclaim,supported,False,False,True,False,False,False,False
matched_200,LLM_124,SBV2-ALL92-G141-C03,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_125,SBV2-ALL92-G144-C03,strong_action_overclaim,mild_scope_overclaim,supported,False,False,True,False,False,False,False
matched_200,LLM_151,SBV2-ALL92-G018-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_152,SBV2-ALL92-G040-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_153,SBV2-ALL92-G038-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,True,False,False,False,True,False,True
matched_200,LLM_154,SBV2-ALL92-G013-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,True,False,False,False,True,False,True
matched_200,LLM_155,SBV2-ALL92-G019-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_156,SBV2-ALL92-G020-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_157,SBV2-ALL92-G057-C04,contradiction_candidate,supported,contradiction_candidate,False,False,False,False,True,False,False
matched_200,LLM_158,SBV2-ALL92-G031-C04,contradiction_candidate,mild_scope_overclaim,contradiction_candidate,False,False,False,False,True,False,False
matched_200,LLM_159,SBV2-ALL92-G032-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_160,SBV2-ALL92-G051-C04,contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,False,False,True
matched_200,LLM_161,SBV2-ALL92-G043-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_162,SBV2-ALL92-G047-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_163,SBV2-ALL92-G065-C04,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,False,False,False,True,False,False,False
matched_200,LLM_164,SBV2-ALL92-G037-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_165,SBV2-ALL92-G034-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_166,SBV2-ALL92-G004-CONTRA,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_167,SBV2-ALL92-G091-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_168,SBV2-ALL92-G094-C04,contradiction_candidate,mild_scope_overclaim,mild_scope_overclaim,False,False,False,False,False,False,False
matched_200,LLM_169,SBV2-ALL92-G089-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_170,SBV2-ALL92-G083-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_171,SBV2-ALL92-G087-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_172,SBV2-ALL92-G069-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_173,SBV2-ALL92-G099-C04,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,False,False,False,True,False,False,False
matched_200,LLM_174,SBV2-ALL92-G111-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_175,SBV2-ALL92-G110-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_026,SBV2-ALL92-G106-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_027,SBV2-ALL92-G108-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_028,SBV2-ALL92-G116-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_029,SBV2-ALL92-G119-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_030,SBV2-ALL92-G146-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_031,SBV2-ALL92-G140-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_032,SBV2-ALL92-G213-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_033,SBV2-ALL92-G205-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_034,SBV2-ALL92-G186-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_035,SBV2-ALL92-G196-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_036,SBV2-ALL92-G190-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_037,SBV2-ALL92-G187-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
