candidate_id,selector,selected_evidence_sha256,n_words,selector_score,selected_rank,source_type,selection_reason
toy_cand_001,best_sentence_top1_overlap,50a04771b458428b3c13574b9ddd88ea2ef2311ba3d3a58d21286347bd49952c,12,0.705882,1,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk
toy_cand_002,best_sentence_top1_overlap,5d00353e825a8e55ddaa9cd8ffa3f096536cf00570bb4b0826b5718926f07c10,5,0.2,1,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk
toy_cand_003,best_sentence_top1_overlap,aaca900d46411d91ce3c076d7a42305a8382f2aabf3d665e8d76d318932ae86a,13,0.7,1,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk
toy_cand_004,best_sentence_top1_overlap,8f7e5c088fc30e3a551a8fc9344bf25cb040244b9eab2c4988b1f1182eda0b92,24,0.4,1,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk
toy_cand_005,best_sentence_top1_overlap,c7af3a7ac1b5c573f307300891715cc3ab753bb0d69e8e37fae00bd08137a430,12,0.705882,1,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk
toy_cand_006,best_sentence_top1_overlap,049acfc76f699a360194fa47fff4a65497809c0c91ebff790b4d068e806170c2,11,0.75,1,best_sentence_top1,highest overlap_f1*length_penalty sentence from rank=1 chunk
toy_cand_001,best_sentence_top5_overlap,50a04771b458428b3c13574b9ddd88ea2ef2311ba3d3a58d21286347bd49952c,12,0.705882,1,best_sentence_top5,highest overlap_f1*length_penalty sentence from top-5 chunks
toy_cand_002,best_sentence_top5_overlap,50a04771b458428b3c13574b9ddd88ea2ef2311ba3d3a58d21286347bd49952c,12,0.25,3,best_sentence_top5,highest overlap_f1*length_penalty sentence from top-5 chunks
toy_cand_003,best_sentence_top5_overlap,aaca900d46411d91ce3c076d7a42305a8382f2aabf3d665e8d76d318932ae86a,13,0.7,1,best_sentence_top5,highest overlap_f1*length_penalty sentence from top-5 chunks
toy_cand_004,best_sentence_top5_overlap,8f7e5c088fc30e3a551a8fc9344bf25cb040244b9eab2c4988b1f1182eda0b92,24,0.4,1,best_sentence_top5,highest overlap_f1*length_penalty sentence from top-5 chunks
toy_cand_005,best_sentence_top5_overlap,c7af3a7ac1b5c573f307300891715cc3ab753bb0d69e8e37fae00bd08137a430,12,0.705882,1,best_sentence_top5,highest overlap_f1*length_penalty sentence from top-5 chunks
toy_cand_006,best_sentence_top5_overlap,049acfc76f699a360194fa47fff4a65497809c0c91ebff790b4d068e806170c2,11,0.75,1,best_sentence_top5,highest overlap_f1*length_penalty sentence from top-5 chunks
toy_cand_001,three_sentence_window_top5,f151300187a51b6ef7eb5bd3ef7dcf0054fe7769ebfe3fa13f0fef53611b540f,33,0.705882,1,window_3,3-sentence window (prev+current+next) around best_sentence_top5_overlap
toy_cand_002,three_sentence_window_top5,f151300187a51b6ef7eb5bd3ef7dcf0054fe7769ebfe3fa13f0fef53611b540f,33,0.25,3,window_3,3-sentence window (prev+current+next) around best_sentence_top5_overlap
toy_cand_003,three_sentence_window_top5,62913fa1ccbd35892b949fe940c37f9a1a89d19fc8c088adfa4f4f4f5cc3877c,31,0.7,1,window_3,3-sentence window (prev+current+next) around best_sentence_top5_overlap
toy_cand_004,three_sentence_window_top5,6a9452891ebcbee7cfc80ccff559a0e925fd20782fb0eac4b4a3d18eb4e2a58a,42,0.4,1,window_3,3-sentence window (prev+current+next) around best_sentence_top5_overlap
toy_cand_005,three_sentence_window_top5,6b4c1c960a84b93c293183bf32589f5c073ac84f16a2e764f5f07d1223fa2529,28,0.705882,1,window_3,3-sentence window (prev+current+next) around best_sentence_top5_overlap
toy_cand_006,three_sentence_window_top5,dfbdf39d443860dd47bf5f246cba2979aef5fb441d18b041d9bf4d23582daefc,26,0.75,1,window_3,3-sentence window (prev+current+next) around best_sentence_top5_overlap
toy_cand_001,sentence_bm25_top1,50a04771b458428b3c13574b9ddd88ea2ef2311ba3d3a58d21286347bd49952c,12,15.156865,1,sentence_bm25,rank=1 sentence from sentence BM25 retrieval
toy_cand_002,sentence_bm25_top1,5d00353e825a8e55ddaa9cd8ffa3f096536cf00570bb4b0826b5718926f07c10,5,8.749286,1,sentence_bm25,rank=1 sentence from sentence BM25 retrieval
toy_cand_003,sentence_bm25_top1,aaca900d46411d91ce3c076d7a42305a8382f2aabf3d665e8d76d318932ae86a,13,16.706352,1,sentence_bm25,rank=1 sentence from sentence BM25 retrieval
toy_cand_004,sentence_bm25_top1,a8289ff6b180ae875c727e4d8a46da7afaa0fb04cacea40fe9cb2c6ee9696d0c,16,11.882123,1,sentence_bm25,rank=1 sentence from sentence BM25 retrieval
toy_cand_005,sentence_bm25_top1,c7af3a7ac1b5c573f307300891715cc3ab753bb0d69e8e37fae00bd08137a430,12,13.644406,1,sentence_bm25,rank=1 sentence from sentence BM25 retrieval
toy_cand_006,sentence_bm25_top1,049acfc76f699a360194fa47fff4a65497809c0c91ebff790b4d068e806170c2,11,14.791546,1,sentence_bm25,rank=1 sentence from sentence BM25 retrieval
toy_cand_001,window_bm25_top1,f151300187a51b6ef7eb5bd3ef7dcf0054fe7769ebfe3fa13f0fef53611b540f,33,11.257843,1,window_bm25,rank=1 window from window BM25 retrieval
toy_cand_002,window_bm25_top1,6a8f7484f07348e006e9e8997be1b865af071f8cde761c09ac31c78026b90853,34,5.714475,1,window_bm25,rank=1 window from window BM25 retrieval
toy_cand_003,window_bm25_top1,ae3832217006fcfdb228d01d27d8e435698cf311abcf1cf9c81cd8686b27f7f1,38,12.057946,1,window_bm25,rank=1 window from window BM25 retrieval
toy_cand_004,window_bm25_top1,8f7e5c088fc30e3a551a8fc9344bf25cb040244b9eab2c4988b1f1182eda0b92,24,11.454259,1,window_bm25,rank=1 window from window BM25 retrieval
toy_cand_005,window_bm25_top1,9eace42f1a3e8cd51a6f6a586e30dfd1db9bb50a7b2a8d9a0ca53320d898d0bd,35,9.388102,1,window_bm25,rank=1 window from window BM25 retrieval
toy_cand_006,window_bm25_top1,6c5ed7227b3c412d325455d47cd431493f9eb501e242eb847c1ecf6a3000ebce,39,10.528899,1,window_bm25,rank=1 window from window BM25 retrieval
