candidate_id,oracle_match_found,matched_chunk_id,match_score,match_method,matched_page,oracle_evidence_text,matched_chunk_text
SBV2-ALL92-G004-STRONG,True,AD-002_p5_c0,1.0,exact_substring,5,"Experimental Setup All experiments are conducted on a desktop PC with an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, running in a Docker container with Ubuntu 22.04, ROS 2 Humble, and Autoware.",reducing the inference cost from Tmono in Eq. 4 to: Tmod = Tenc + (N+1) · Tdit + N · Tsol. (5) The saving of N ·Tenc is substantial because Tenc ≫Tdit (§V- C). The model operates in a normalized coordinate frame; output trajectories are denormalized to world coordinates before being published as ROS
SBV2-ALL92-G004-CONTRA,True,AD-002_p5_c0,1.0,exact_substring,5,"Experimental Setup All experiments are conducted on a desktop PC with an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, running in a Docker container with Ubuntu 22.04, ROS 2 Humble, and Autoware.",reducing the inference cost from Tmono in Eq. 4 to: Tmod = Tenc + (N+1) · Tdit + N · Tsol. (5) The saving of N ·Tenc is substantial because Tenc ≫Tdit (§V- C). The model operates in a normalized coordinate frame; output trajectories are denormalized to world coordinates before being published as ROS
SBV2-ALL92-G007-SUPPORTED,True,AD-003_p8_c3,1.0,exact_substring,8,"The results show that conventional end-to-end autonomous driving methods remain strongly limited on HiDrive: even the best, Dif- fusionDrive, achieves only 34.2 Overall DS.","a learned value model. All methods are trained on the Bench2Drive training data. For closed-loop evaluation, all methods are run on the 330 test routes described in Section 3, and metrics are computed accordingly. 4.2 Results Table 4 summarizes the overall performance of the completed runs on HiDriv"
SBV2-ALL92-G007-MILD,True,AD-003_p8_c3,1.0,exact_substring,8,"The results show that conventional end-to-end autonomous driving methods remain strongly limited on HiDrive: even the best, Dif- fusionDrive, achieves only 34.2 Overall DS.","a learned value model. All methods are trained on the Bench2Drive training data. For closed-loop evaluation, all methods are run on the 330 test routes described in Section 3, and metrics are computed accordingly. 4.2 Results Table 4 summarizes the overall performance of the completed runs on HiDriv"
SBV2-ALL92-G007-STRONG,True,AD-003_p8_c3,1.0,exact_substring,8,"The results show that conventional end-to-end autonomous driving methods remain strongly limited on HiDrive: even the best, Dif- fusionDrive, achieves only 34.2 Overall DS.","a learned value model. All methods are trained on the Bench2Drive training data. For closed-loop evaluation, all methods are run on the 330 test routes described in Section 3, and metrics are computed accordingly. 4.2 Results Table 4 summarizes the overall performance of the completed runs on HiDriv"
SBV2-ALL92-G007-CONTRA,True,AD-003_p8_c3,1.0,exact_substring,8,"The results show that conventional end-to-end autonomous driving methods remain strongly limited on HiDrive: even the best, Dif- fusionDrive, achieves only 34.2 Overall DS.","a learned value model. All methods are trained on the Bench2Drive training data. For closed-loop evaluation, all methods are run on the 330 test routes described in Section 3, and metrics are computed accordingly. 4.2 Results Table 4 summarizes the overall performance of the completed runs on HiDriv"
SBV2-ALL92-G008-SUPPORTED,True,AD-003_p1_c0,1.0,exact_substring,1,"This satura- tion does not mean that the problem has been solved; instead, it reveals that current benchmarks remain limited in scenario diversity, object variety, and the breadth of driving capabilities they evaluate.","HiDrive: A Closed-Loop Benchmark for High-Level Autonomous Driving Zhongyu Xia∗ Guanyu Zhu∗ Guo Tang Wenhao Chen Yongtao WangB Wangxuan Institute of Computer Technology, Peking University {xiazhongyu,confection_tang,wyt}@pku.edu.cn {guanyuzhu,wenhaochen}@stu.pku.edu.cn Abstract End-to-end autonomous"
SBV2-ALL92-G008-MILD,True,AD-003_p1_c0,1.0,exact_substring,1,"This satura- tion does not mean that the problem has been solved; instead, it reveals that current benchmarks remain limited in scenario diversity, object variety, and the breadth of driving capabilities they evaluate.","HiDrive: A Closed-Loop Benchmark for High-Level Autonomous Driving Zhongyu Xia∗ Guanyu Zhu∗ Guo Tang Wenhao Chen Yongtao WangB Wangxuan Institute of Computer Technology, Peking University {xiazhongyu,confection_tang,wyt}@pku.edu.cn {guanyuzhu,wenhaochen}@stu.pku.edu.cn Abstract End-to-end autonomous"
SBV2-ALL92-G008-STRONG,True,AD-003_p1_c0,1.0,exact_substring,1,"This satura- tion does not mean that the problem has been solved; instead, it reveals that current benchmarks remain limited in scenario diversity, object variety, and the breadth of driving capabilities they evaluate.","HiDrive: A Closed-Loop Benchmark for High-Level Autonomous Driving Zhongyu Xia∗ Guanyu Zhu∗ Guo Tang Wenhao Chen Yongtao WangB Wangxuan Institute of Computer Technology, Peking University {xiazhongyu,confection_tang,wyt}@pku.edu.cn {guanyuzhu,wenhaochen}@stu.pku.edu.cn Abstract End-to-end autonomous"
SBV2-ALL92-G008-CONTRA,True,AD-003_p1_c0,1.0,exact_substring,1,"This satura- tion does not mean that the problem has been solved; instead, it reveals that current benchmarks remain limited in scenario diversity, object variety, and the breadth of driving capabilities they evaluate.","HiDrive: A Closed-Loop Benchmark for High-Level Autonomous Driving Zhongyu Xia∗ Guanyu Zhu∗ Guo Tang Wenhao Chen Yongtao WangB Wangxuan Institute of Computer Technology, Peking University {xiazhongyu,confection_tang,wyt}@pku.edu.cn {guanyuzhu,wenhaochen}@stu.pku.edu.cn Abstract End-to-end autonomous"
SBV2-ALL92-G011-SUPPORTED,True,AD-004_p1_c1,1.0,exact_substring,1,"Our results show that these deployment-related perturbations can substantially degrade closed-loop driving performance, revealing robustness challenges that are not fully captured by conventional image-level corruption evaluations.","can accumulate through the feedback loop and destabilize control. In this work, we present Bench2Drive- Robust, to our knowledge the first device-centric robustness benchmark for closed- loop end-to-end autonomous driving under realistic deployment perturbations. We systematically evaluate deploymen"
SBV2-ALL92-G011-MILD,True,AD-004_p1_c1,1.0,exact_substring,1,"Our results show that these deployment-related perturbations can substantially degrade closed-loop driving performance, revealing robustness challenges that are not fully captured by conventional image-level corruption evaluations.","can accumulate through the feedback loop and destabilize control. In this work, we present Bench2Drive- Robust, to our knowledge the first device-centric robustness benchmark for closed- loop end-to-end autonomous driving under realistic deployment perturbations. We systematically evaluate deploymen"
SBV2-ALL92-G011-STRONG,True,AD-004_p1_c1,1.0,exact_substring,1,"Our results show that these deployment-related perturbations can substantially degrade closed-loop driving performance, revealing robustness challenges that are not fully captured by conventional image-level corruption evaluations.","can accumulate through the feedback loop and destabilize control. In this work, we present Bench2Drive- Robust, to our knowledge the first device-centric robustness benchmark for closed- loop end-to-end autonomous driving under realistic deployment perturbations. We systematically evaluate deploymen"
SBV2-ALL92-G011-CONTRA,True,AD-004_p1_c1,1.0,exact_substring,1,"Our results show that these deployment-related perturbations can substantially degrade closed-loop driving performance, revealing robustness challenges that are not fully captured by conventional image-level corruption evaluations.","can accumulate through the feedback loop and destabilize control. In this work, we present Bench2Drive- Robust, to our knowledge the first device-centric robustness benchmark for closed- loop end-to-end autonomous driving under realistic deployment perturbations. We systematically evaluate deploymen"
SBV2-ALL92-G013-C01,True,AD-005_p3_c0,1.0,exact_substring,3,"Further, we implement a closed-loop interactive end-to- end simulation platform based on nuPlan.",Vectorized Map 3D BBox Object-Level Controls Previous-frame Images Noise Modulation 𝜖𝑛 View Projection Encoder Scene-Level Controls Retrieved Reference Frames Feature Extraction Ego Action Execution Behavior Generation Behavioral Controller Generative Renderer U-Net Panoramic Sensor Images Denoising
SBV2-ALL92-G013-C02,True,AD-005_p3_c0,1.0,exact_substring,3,"Further, we implement a closed-loop interactive end-to- end simulation platform based on nuPlan.",Vectorized Map 3D BBox Object-Level Controls Previous-frame Images Noise Modulation 𝜖𝑛 View Projection Encoder Scene-Level Controls Retrieved Reference Frames Feature Extraction Ego Action Execution Behavior Generation Behavioral Controller Generative Renderer U-Net Panoramic Sensor Images Denoising
SBV2-ALL92-G013-C03,True,AD-005_p3_c0,1.0,exact_substring,3,"Further, we implement a closed-loop interactive end-to- end simulation platform based on nuPlan.",Vectorized Map 3D BBox Object-Level Controls Previous-frame Images Noise Modulation 𝜖𝑛 View Projection Encoder Scene-Level Controls Retrieved Reference Frames Feature Extraction Ego Action Execution Behavior Generation Behavioral Controller Generative Renderer U-Net Panoramic Sensor Images Denoising
SBV2-ALL92-G013-C04,True,AD-005_p3_c0,1.0,exact_substring,3,"Further, we implement a closed-loop interactive end-to- end simulation platform based on nuPlan.",Vectorized Map 3D BBox Object-Level Controls Previous-frame Images Noise Modulation 𝜖𝑛 View Projection Encoder Scene-Level Controls Retrieved Reference Frames Feature Extraction Ego Action Execution Behavior Generation Behavioral Controller Generative Renderer U-Net Panoramic Sensor Images Denoising
SBV2-ALL92-G014-C01,True,AD-005_p9_c0,1.0,exact_substring,9,"2, Bench2Drive-R outperforms baselines BEVControl [99], MagicDrive [20], Panacea [89] and Panacea+ [90] in gen- eration quality, yielding notably lower FID score.",Table 4. Open-Loop Planning Ablation Temporal Retrieval FID Detection Planning Consistency Ref NDS↑ avg.L2(m)↓ % % 21.06 21.80 1.19 ✓ % 14.04 25.75 1.17 ✓ ✓ 10.95 33.04 1.15 Table 5. Noise & Gaussian Blur Ablation Noise Gaussian FID Modulation Blur 0.5s 1s 1.5s 2s % % 12.68 16.09 23.77 31.79 ✓ % 14.
SBV2-ALL92-G014-C02,True,AD-005_p9_c0,1.0,exact_substring,9,"2, Bench2Drive-R outperforms baselines BEVControl [99], MagicDrive [20], Panacea [89] and Panacea+ [90] in gen- eration quality, yielding notably lower FID score.",Table 4. Open-Loop Planning Ablation Temporal Retrieval FID Detection Planning Consistency Ref NDS↑ avg.L2(m)↓ % % 21.06 21.80 1.19 ✓ % 14.04 25.75 1.17 ✓ ✓ 10.95 33.04 1.15 Table 5. Noise & Gaussian Blur Ablation Noise Gaussian FID Modulation Blur 0.5s 1s 1.5s 2s % % 12.68 16.09 23.77 31.79 ✓ % 14.
SBV2-ALL92-G014-C03,True,AD-005_p9_c0,1.0,exact_substring,9,"2, Bench2Drive-R outperforms baselines BEVControl [99], MagicDrive [20], Panacea [89] and Panacea+ [90] in gen- eration quality, yielding notably lower FID score.",Table 4. Open-Loop Planning Ablation Temporal Retrieval FID Detection Planning Consistency Ref NDS↑ avg.L2(m)↓ % % 21.06 21.80 1.19 ✓ % 14.04 25.75 1.17 ✓ ✓ 10.95 33.04 1.15 Table 5. Noise & Gaussian Blur Ablation Noise Gaussian FID Modulation Blur 0.5s 1s 1.5s 2s % % 12.68 16.09 23.77 31.79 ✓ % 14.
SBV2-ALL92-G014-C04,True,AD-005_p9_c0,1.0,exact_substring,9,"2, Bench2Drive-R outperforms baselines BEVControl [99], MagicDrive [20], Panacea [89] and Panacea+ [90] in gen- eration quality, yielding notably lower FID score.",Table 4. Open-Loop Planning Ablation Temporal Retrieval FID Detection Planning Consistency Ref NDS↑ avg.L2(m)↓ % % 21.06 21.80 1.19 ✓ % 14.04 25.75 1.17 ✓ ✓ 10.95 33.04 1.15 Table 5. Noise & Gaussian Blur Ablation Noise Gaussian FID Modulation Blur 0.5s 1s 1.5s 2s % % 12.68 16.09 23.77 31.79 ✓ % 14.
SBV2-ALL92-G018-C01,True,AD-006_p7_c0,1.0,exact_substring,7,"The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations.","4.2 Main Results Tab. 1 presents the main results on BENCH2ADVLM, from which we derive the following insights: ❶Comparison across ADVLMs. The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations. OmniDrive consistently achieves the h"
SBV2-ALL92-G018-C02,True,AD-006_p7_c0,1.0,exact_substring,7,"The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations.","4.2 Main Results Tab. 1 presents the main results on BENCH2ADVLM, from which we derive the following insights: ❶Comparison across ADVLMs. The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations. OmniDrive consistently achieves the h"
SBV2-ALL92-G018-C03,True,AD-006_p7_c0,1.0,exact_substring,7,"The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations.","4.2 Main Results Tab. 1 presents the main results on BENCH2ADVLM, from which we derive the following insights: ❶Comparison across ADVLMs. The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations. OmniDrive consistently achieves the h"
SBV2-ALL92-G018-C04,True,AD-006_p7_c0,1.0,exact_substring,7,"The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations.","4.2 Main Results Tab. 1 presents the main results on BENCH2ADVLM, from which we derive the following insights: ❶Comparison across ADVLMs. The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations. OmniDrive consistently achieves the h"
SBV2-ALL92-G019-C01,True,AD-007_p6_c0,1.0,exact_substring,6,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","From an information-theoretic perspective, maximizing the joint probability of a sequence is equivalent to minimiz- ing its negative log-likelihood, which corresponds to min- imizing the cross-entropy between the model distribution and the candidate sequence. Under the 0–1 loss assump- tion, maximiz"
SBV2-ALL92-G019-C02,True,AD-007_p6_c0,1.0,exact_substring,6,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","From an information-theoretic perspective, maximizing the joint probability of a sequence is equivalent to minimiz- ing its negative log-likelihood, which corresponds to min- imizing the cross-entropy between the model distribution and the candidate sequence. Under the 0–1 loss assump- tion, maximiz"
SBV2-ALL92-G019-C03,True,AD-007_p6_c0,1.0,exact_substring,6,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","From an information-theoretic perspective, maximizing the joint probability of a sequence is equivalent to minimiz- ing its negative log-likelihood, which corresponds to min- imizing the cross-entropy between the model distribution and the candidate sequence. Under the 0–1 loss assump- tion, maximiz"
SBV2-ALL92-G019-C04,True,AD-007_p6_c0,1.0,exact_substring,6,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","From an information-theoretic perspective, maximizing the joint probability of a sequence is equivalent to minimiz- ing its negative log-likelihood, which corresponds to min- imizing the cross-entropy between the model distribution and the candidate sequence. Under the 0–1 loss assump- tion, maximiz"
SBV2-ALL92-G020-C01,True,AD-007_p6_c3,1.0,exact_substring,6,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","reasoning method through multi-turn dialogues to first generate scene descriptions and identify critical objects before ultimately predicting the trajectory. In contrast, OpenEMMA takes a 5-second history of vehicle speed and curvature along with a single current front-view image as input, using a s"
SBV2-ALL92-G020-C02,True,AD-007_p6_c3,1.0,exact_substring,6,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","reasoning method through multi-turn dialogues to first generate scene descriptions and identify critical objects before ultimately predicting the trajectory. In contrast, OpenEMMA takes a 5-second history of vehicle speed and curvature along with a single current front-view image as input, using a s"
SBV2-ALL92-G020-C03,True,AD-007_p6_c3,1.0,exact_substring,6,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","reasoning method through multi-turn dialogues to first generate scene descriptions and identify critical objects before ultimately predicting the trajectory. In contrast, OpenEMMA takes a 5-second history of vehicle speed and curvature along with a single current front-view image as input, using a s"
SBV2-ALL92-G020-C04,True,AD-007_p6_c3,1.0,exact_substring,6,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","reasoning method through multi-turn dialogues to first generate scene descriptions and identify critical objects before ultimately predicting the trajectory. In contrast, OpenEMMA takes a 5-second history of vehicle speed and curvature along with a single current front-view image as input, using a s"
SBV2-ALL92-G021-C01,True,AD-007_p1_c1,1.0,exact_substring,1,"Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","5 cases of prompt corruption resulting from human intervention and data transmission failures. Each corruption type includes 250 unique driving scenarios and 5,689 frames, resulting in 64,559 total trajectory prediction cases per evaluation. To overcome these real-world challenges, we propose a nove"
SBV2-ALL92-G021-C02,True,AD-007_p1_c1,1.0,exact_substring,1,"Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","5 cases of prompt corruption resulting from human intervention and data transmission failures. Each corruption type includes 250 unique driving scenarios and 5,689 frames, resulting in 64,559 total trajectory prediction cases per evaluation. To overcome these real-world challenges, we propose a nove"
SBV2-ALL92-G021-C03,True,AD-007_p1_c1,1.0,exact_substring,1,"Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","5 cases of prompt corruption resulting from human intervention and data transmission failures. Each corruption type includes 250 unique driving scenarios and 5,689 frames, resulting in 64,559 total trajectory prediction cases per evaluation. To overcome these real-world challenges, we propose a nove"
SBV2-ALL92-G021-C04,True,AD-007_p1_c1,1.0,exact_substring,1,"Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","5 cases of prompt corruption resulting from human intervention and data transmission failures. Each corruption type includes 250 unique driving scenarios and 5,689 frames, resulting in 64,559 total trajectory prediction cases per evaluation. To overcome these real-world challenges, we propose a nove"
SBV2-ALL92-G025-C01,True,AD-009_p5_c1,1.0,exact_substring,5,"5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",| 93.65 78.67 89.15 | 86.19 87.98 73.69 52.58 55.78 74.46 Motion Plannin Model DCS-Acc MRE-Acc ARE ADE TDEOI FDE@2 FDE@3 Total | CPP Seore | Overall GPT-40[13] 15.79 82.16 85.07 58.68 8579 4271 2415 4930 | 22.56 50.93 GPT-5[2] 22.39 81.32 79.59 57.53 8525 4488 2820 50.73 | 36.51 53.32 Gemini-2.5-fla
SBV2-ALL92-G025-C02,True,AD-009_p5_c1,1.0,exact_substring,5,"5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",| 93.65 78.67 89.15 | 86.19 87.98 73.69 52.58 55.78 74.46 Motion Plannin Model DCS-Acc MRE-Acc ARE ADE TDEOI FDE@2 FDE@3 Total | CPP Seore | Overall GPT-40[13] 15.79 82.16 85.07 58.68 8579 4271 2415 4930 | 22.56 50.93 GPT-5[2] 22.39 81.32 79.59 57.53 8525 4488 2820 50.73 | 36.51 53.32 Gemini-2.5-fla
SBV2-ALL92-G025-C03,True,AD-009_p5_c1,1.0,exact_substring,5,"5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",| 93.65 78.67 89.15 | 86.19 87.98 73.69 52.58 55.78 74.46 Motion Plannin Model DCS-Acc MRE-Acc ARE ADE TDEOI FDE@2 FDE@3 Total | CPP Seore | Overall GPT-40[13] 15.79 82.16 85.07 58.68 8579 4271 2415 4930 | 22.56 50.93 GPT-5[2] 22.39 81.32 79.59 57.53 8525 4488 2820 50.73 | 36.51 53.32 Gemini-2.5-fla
SBV2-ALL92-G025-C04,True,AD-009_p5_c1,1.0,exact_substring,5,"5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",| 93.65 78.67 89.15 | 86.19 87.98 73.69 52.58 55.78 74.46 Motion Plannin Model DCS-Acc MRE-Acc ARE ADE TDEOI FDE@2 FDE@3 Total | CPP Seore | Overall GPT-40[13] 15.79 82.16 85.07 58.68 8579 4271 2415 4930 | 22.56 50.93 GPT-5[2] 22.39 81.32 79.59 57.53 8525 4488 2820 50.73 | 36.51 53.32 Gemini-2.5-fla
SBV2-ALL92-G027-C01,True,AD-009_p6_c3,1.0,exact_substring,6,"First, ScenePilot-Bench remains an open-loop benchmark, and therefore does not directly measure the downstream control effect of model outputs in a closed-loop driving system.","models reveal a consistent pat- tern: current models remain relatively strong in high-level scene semantics, but still show clear limitations in geometry-aware per- ception, planning-oriented reasoning, and robustness under geo- graphic shift. These findings indicate that driving-oriented vision- la"
SBV2-ALL92-G027-C02,True,AD-009_p6_c3,1.0,exact_substring,6,"First, ScenePilot-Bench remains an open-loop benchmark, and therefore does not directly measure the downstream control effect of model outputs in a closed-loop driving system.","models reveal a consistent pat- tern: current models remain relatively strong in high-level scene semantics, but still show clear limitations in geometry-aware per- ception, planning-oriented reasoning, and robustness under geo- graphic shift. These findings indicate that driving-oriented vision- la"
SBV2-ALL92-G027-C03,True,AD-009_p6_c3,1.0,exact_substring,6,"First, ScenePilot-Bench remains an open-loop benchmark, and therefore does not directly measure the downstream control effect of model outputs in a closed-loop driving system.","models reveal a consistent pat- tern: current models remain relatively strong in high-level scene semantics, but still show clear limitations in geometry-aware per- ception, planning-oriented reasoning, and robustness under geo- graphic shift. These findings indicate that driving-oriented vision- la"
SBV2-ALL92-G027-C04,True,AD-009_p6_c3,1.0,exact_substring,6,"First, ScenePilot-Bench remains an open-loop benchmark, and therefore does not directly measure the downstream control effect of model outputs in a closed-loop driving system.","models reveal a consistent pat- tern: current models remain relatively strong in high-level scene semantics, but still show clear limitations in geometry-aware per- ception, planning-oriented reasoning, and robustness under geo- graphic shift. These findings indicate that driving-oriented vision- la"
SBV2-ALL92-G028-C01,True,AD-010_p5_c0,1.0,exact_substring,5,"Quality Control To ensure reliability and consistency at scale, we implement a rigorous, iterative quality control process to filter noise from automated generation and correct annotation biases.","Figure 3. Overview of the Detailed Categories in DSBench. Our benchmark is organized into 10 major categories and 28 more granular subcategories, encompassing a comprehensive spectrum of potential safety issues encountered in driving scenarios. 3.4. Quality Control To ensure reliability and consiste"
SBV2-ALL92-G028-C02,True,AD-010_p5_c0,1.0,exact_substring,5,"Quality Control To ensure reliability and consistency at scale, we implement a rigorous, iterative quality control process to filter noise from automated generation and correct annotation biases.","Figure 3. Overview of the Detailed Categories in DSBench. Our benchmark is organized into 10 major categories and 28 more granular subcategories, encompassing a comprehensive spectrum of potential safety issues encountered in driving scenarios. 3.4. Quality Control To ensure reliability and consiste"
SBV2-ALL92-G028-C03,True,AD-010_p5_c0,1.0,exact_substring,5,"Quality Control To ensure reliability and consistency at scale, we implement a rigorous, iterative quality control process to filter noise from automated generation and correct annotation biases.","Figure 3. Overview of the Detailed Categories in DSBench. Our benchmark is organized into 10 major categories and 28 more granular subcategories, encompassing a comprehensive spectrum of potential safety issues encountered in driving scenarios. 3.4. Quality Control To ensure reliability and consiste"
