candidate_id,silver_label,true_strong_action,oracle_evidence_score,oracle_flagged_strong,retrieved_top1_score,retrieved_top1_flagged,retrieved_top3_score,retrieved_top3_flagged,retrieved_top1_chunk_id,retrieved_top1_same_paper,retrieved_top1_is_oracle_hit,retrieval_failure
SBV2-ALL92-G013-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-005_p3_c0,True,True,False
SBV2-ALL92-G013-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-005_p3_c0,True,True,False
SBV2-ALL92-G014-C01,supported,False,0,False,0,False,0,False,AD-005_p9_c0,True,True,False
SBV2-ALL92-G014-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-005_p9_c0,True,True,False
SBV2-ALL92-G014-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-005_p9_c0,True,True,False
SBV2-ALL92-G014-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-005_p9_c0,True,True,False
SBV2-ALL92-G018-C01,supported,False,0,False,0,False,0,False,AD-006_p7_c0,True,True,False
SBV2-ALL92-G018-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-006_p7_c0,True,True,False
SBV2-ALL92-G018-C03,strong_action_overclaim,True,2,True,2,True,2,True,AD-006_p7_c0,True,True,False
SBV2-ALL92-G018-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-006_p7_c0,True,True,False
SBV2-ALL92-G019-C01,supported,False,0,False,0,False,0,False,AD-007_p6_c1,True,False,True
SBV2-ALL92-G019-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-007_p6_c1,True,False,True
SBV2-ALL92-G019-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-007_p6_c1,True,False,True
SBV2-ALL92-G019-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-007_p6_c1,True,False,True
SBV2-ALL92-G020-C01,supported,False,0,False,0,False,0,False,AD-007_p6_c4,True,False,True
SBV2-ALL92-G020-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-007_p6_c4,True,False,True
SBV2-ALL92-G020-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-007_p7_c0,True,False,True
SBV2-ALL92-G020-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-007_p6_c3,True,True,False
SBV2-ALL92-G021-C01,supported,False,1,False,1,False,2,True,AD-007_p6_c2,True,False,True
SBV2-ALL92-G021-C02,mild_scope_overclaim,False,1,False,1,False,2,True,AD-007_p6_c2,True,False,True
SBV2-ALL92-G021-C03,strong_action_overclaim,True,1,False,1,False,2,True,AD-007_p6_c2,True,False,True
SBV2-ALL92-G021-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-007_p6_c2,True,False,True
SBV2-ALL92-G025-C01,supported,False,0,False,0,False,0,False,AD-009_p5_c2,True,False,True
SBV2-ALL92-G025-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-009_p5_c2,True,False,True
SBV2-ALL92-G025-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-009_p5_c2,True,False,True
SBV2-ALL92-G025-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-009_p6_c2,True,False,True
SBV2-ALL92-G027-C01,supported,False,0,False,0,False,0,False,AD-009_p6_c3,True,True,False
SBV2-ALL92-G027-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-009_p6_c3,True,True,False
SBV2-ALL92-G027-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-009_p6_c3,True,True,False
SBV2-ALL92-G027-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-009_p3_c1,True,False,True
SBV2-ALL92-G028-C01,supported,False,0,False,0,False,0,False,AD-010_p5_c0,True,True,False
SBV2-ALL92-G028-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-010_p5_c0,True,True,False
SBV2-ALL92-G028-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-010_p5_c0,True,True,False
SBV2-ALL92-G028-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-010_p5_c0,True,True,False
SBV2-ALL92-G030-C01,supported,False,3,True,3,True,3,True,AD-010_p2_c1,True,True,False
SBV2-ALL92-G030-C02,mild_scope_overclaim,False,3,True,3,True,3,True,AD-010_p2_c1,True,True,False
SBV2-ALL92-G030-C03,strong_action_overclaim,True,3,True,3,True,3,True,AD-010_p2_c1,True,True,False
SBV2-ALL92-G030-C04,contradiction_candidate,False,3,True,3,True,3,True,AD-010_p2_c1,True,True,False
SBV2-ALL92-G031-C01,supported,False,0,False,0,False,0,False,AD-011_p7_c2,True,True,False
SBV2-ALL92-G031-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-011_p7_c2,True,True,False
SBV2-ALL92-G031-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-011_p7_c2,True,True,False
SBV2-ALL92-G031-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-011_p7_c2,True,True,False
SBV2-ALL92-G032-C01,supported,False,0,False,0,False,0,False,AD-011_p2_c1,True,True,False
SBV2-ALL92-G032-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-011_p2_c1,True,True,False
SBV2-ALL92-G032-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-011_p3_c1,True,False,True
SBV2-ALL92-G032-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-011_p2_c1,True,True,False
SBV2-ALL92-G033-C01,supported,False,0,False,0,False,0,False,AD-011_p1_c0,True,True,False
SBV2-ALL92-G033-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-011_p1_c0,True,True,False
SBV2-ALL92-G033-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-011_p1_c0,True,True,False
SBV2-ALL92-G033-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-011_p1_c0,True,True,False
SBV2-ALL92-G034-C01,supported,False,0,False,0,False,0,False,AD-012_p1_c1,True,True,False
SBV2-ALL92-G034-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-012_p1_c1,True,True,False
SBV2-ALL92-G034-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-012_p1_c1,True,True,False
SBV2-ALL92-G034-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-012_p1_c1,True,True,False
SBV2-ALL92-G035-C01,supported,False,0,False,0,False,0,False,AD-012_p6_c1,True,False,True
SBV2-ALL92-G035-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-012_p6_c0,True,True,False
SBV2-ALL92-G035-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-012_p6_c0,True,True,False
SBV2-ALL92-G035-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-012_p19_c0,True,False,True
SBV2-ALL92-G036-C01,supported,False,0,False,0,False,0,False,AD-012_p4_c0,True,True,False
SBV2-ALL92-G036-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-012_p3_c0,True,False,True
SBV2-ALL92-G036-C03,strong_action_overclaim,True,1,False,2,True,2,True,AD-012_p4_c0,True,True,False
SBV2-ALL92-G036-C04,contradiction_candidate,False,1,False,2,True,2,True,AD-012_p4_c0,True,True,False
SBV2-ALL92-G037-C01,supported,False,0,False,0,False,0,False,AD-014_p6_c1,True,True,False
SBV2-ALL92-G037-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-014_p6_c1,True,True,False
SBV2-ALL92-G037-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-014_p6_c1,True,True,False
SBV2-ALL92-G037-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-014_p6_c1,True,True,False
SBV2-ALL92-G038-C01,supported,False,0,False,0,False,0,False,AD-014_p5_c2,True,True,False
SBV2-ALL92-G038-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-014_p5_c2,True,True,False
SBV2-ALL92-G038-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-014_p5_c2,True,True,False
SBV2-ALL92-G038-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-014_p5_c2,True,True,False
SBV2-ALL92-G040-C01,supported,False,0,False,0,False,0,False,AD-015_p7_c1,True,True,False
SBV2-ALL92-G040-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-015_p9_c3,True,False,True
SBV2-ALL92-G040-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-015_p9_c3,True,False,True
SBV2-ALL92-G040-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-015_p9_c3,True,False,True
SBV2-ALL92-G042-C01,supported,False,0,False,0,False,0,False,AD-015_p1_c0,True,True,False
SBV2-ALL92-G042-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-015_p4_c3,True,False,True
SBV2-ALL92-G042-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-015_p1_c0,True,True,False
SBV2-ALL92-G042-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-015_p2_c1,True,False,True
SBV2-ALL92-G043-C01,supported,False,0,False,0,False,0,False,AD-016_p7_c0,True,True,False
SBV2-ALL92-G043-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-016_p7_c0,True,True,False
SBV2-ALL92-G043-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-016_p7_c0,True,True,False
SBV2-ALL92-G043-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-016_p7_c0,True,True,False
SBV2-ALL92-G047-C01,supported,False,0,False,0,False,0,False,AD-017_p4_c1,True,True,False
SBV2-ALL92-G047-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-017_p4_c1,True,True,False
SBV2-ALL92-G047-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-017_p4_c1,True,True,False
SBV2-ALL92-G047-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-017_p4_c1,True,True,False
SBV2-ALL92-G051-C01,supported,False,0,False,0,False,0,False,AD-018_p9_c3,True,True,False
SBV2-ALL92-G051-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-018_p9_c3,True,True,False
SBV2-ALL92-G051-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-018_p9_c3,True,True,False
SBV2-ALL92-G051-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-018_p9_c3,True,True,False
SBV2-ALL92-G052-C01,supported,False,0,False,0,False,0,False,AD-019_p5_c2,True,True,False
SBV2-ALL92-G052-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-019_p5_c2,True,True,False
SBV2-ALL92-G052-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-019_p5_c2,True,True,False
SBV2-ALL92-G052-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-019_p5_c2,True,True,False
SBV2-ALL92-G055-C01,supported,False,0,False,0,False,0,False,AD-020_p2_c2,True,False,True
SBV2-ALL92-G055-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-020_p7_c3,True,False,True
SBV2-ALL92-G055-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-020_p7_c3,True,False,True
SBV2-ALL92-G055-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-020_p3_c0,True,False,True
SBV2-ALL92-G057-C01,supported,False,0,False,0,False,0,False,AD-020_p4_c5,True,True,False
SBV2-ALL92-G057-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-020_p4_c5,True,True,False
SBV2-ALL92-G057-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-020_p4_c5,True,True,False
SBV2-ALL92-G057-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-020_p4_c5,True,True,False
SBV2-ALL92-G060-C01,supported,False,0,False,0,False,0,False,AD-021_p1_c3,True,False,True
SBV2-ALL92-G060-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-021_p1_c3,True,False,True
SBV2-ALL92-G060-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-021_p1_c2,True,True,False
SBV2-ALL92-G060-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-021_p1_c3,True,False,True
SBV2-ALL92-G062-C01,supported,False,0,False,0,False,0,False,AD-023_p21_c0,True,True,False
SBV2-ALL92-G062-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-023_p21_c0,True,True,False
SBV2-ALL92-G062-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-023_p21_c0,True,True,False
SBV2-ALL92-G062-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-023_p21_c0,True,True,False
SBV2-ALL92-G065-C01,supported,False,0,False,0,False,0,False,AD-024_p4_c2,True,True,False
SBV2-ALL92-G065-C02,mild_scope_overclaim,False,0,False,0,False,0,False,AD-024_p4_c2,True,True,False
SBV2-ALL92-G065-C03,strong_action_overclaim,True,3,True,1,False,3,True,AD-024_p4_c2,True,True,False
SBV2-ALL92-G065-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-024_p4_c2,True,True,False
SBV2-ALL92-G067-C01,supported,False,0,False,0,False,0,False,CYB-001_p1_c1,True,True,False
SBV2-ALL92-G067-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-001_p1_c1,True,True,False
SBV2-ALL92-G067-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-001_p3_c0,True,False,True
SBV2-ALL92-G067-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-001_p1_c1,True,True,False
SBV2-ALL92-G069-C01,supported,False,0,False,0,False,0,False,CYB-001_p1_c0,True,True,False
SBV2-ALL92-G069-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-001_p1_c0,True,True,False
SBV2-ALL92-G069-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-001_p1_c0,True,True,False
SBV2-ALL92-G069-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-001_p1_c0,True,True,False
SBV2-ALL92-G077-C01,supported,False,0,False,0,False,0,False,CYB-004_p20_c3,True,True,False
SBV2-ALL92-G077-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-004_p20_c3,True,True,False
SBV2-ALL92-G077-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-004_p20_c3,True,True,False
SBV2-ALL92-G077-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-004_p20_c3,True,True,False
SBV2-ALL92-G079-C01,supported,False,0,False,0,False,0,False,CYB-005_p1_c0,True,True,False
SBV2-ALL92-G079-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-005_p1_c0,True,True,False
SBV2-ALL92-G079-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-005_p1_c0,True,True,False
SBV2-ALL92-G079-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-005_p1_c0,True,True,False
SBV2-ALL92-G082-C01,supported,False,0,False,0,False,0,False,CYB-006_p4_c2,True,False,True
SBV2-ALL92-G082-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-006_p4_c2,True,False,True
SBV2-ALL92-G082-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-006_p4_c2,True,False,True
SBV2-ALL92-G082-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-006_p4_c2,True,False,True
SBV2-ALL92-G083-C01,supported,False,0,False,0,False,0,False,CYB-006_p1_c4,True,True,False
SBV2-ALL92-G083-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-006_p1_c4,True,True,False
SBV2-ALL92-G083-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-006_p1_c4,True,True,False
SBV2-ALL92-G083-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-006_p1_c4,True,True,False
SBV2-ALL92-G085-C01,supported,False,0,False,0,False,0,False,CYB-007_p2_c0,True,True,False
SBV2-ALL92-G085-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-007_p2_c0,True,True,False
SBV2-ALL92-G085-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-007_p2_c0,True,True,False
SBV2-ALL92-G085-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-007_p2_c0,True,True,False
SBV2-ALL92-G086-C01,supported,False,0,False,0,False,0,False,CYB-007_p7_c2,True,True,False
SBV2-ALL92-G086-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-007_p7_c2,True,True,False
SBV2-ALL92-G086-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-007_p7_c2,True,True,False
SBV2-ALL92-G086-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-007_p7_c2,True,True,False
SBV2-ALL92-G087-C01,supported,False,0,False,0,False,0,False,CYB-007_p3_c2,True,True,False
SBV2-ALL92-G087-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-007_p3_c2,True,True,False
SBV2-ALL92-G087-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-007_p3_c2,True,True,False
SBV2-ALL92-G087-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-007_p3_c2,True,True,False
SBV2-ALL92-G089-C01,supported,False,0,False,0,False,0,False,CYB-008_p2_c0,True,True,False
SBV2-ALL92-G089-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-008_p2_c0,True,True,False
SBV2-ALL92-G089-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-009_p13_c2,False,False,True
SBV2-ALL92-G089-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-008_p2_c0,True,True,False
SBV2-ALL92-G091-C01,supported,False,0,False,0,False,0,False,CYB-009_p2_c2,True,True,False
SBV2-ALL92-G091-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-009_p2_c2,True,True,False
SBV2-ALL92-G091-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-009_p2_c2,True,True,False
SBV2-ALL92-G091-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-009_p2_c2,True,True,False
SBV2-ALL92-G092-C01,supported,False,0,False,0,False,0,False,CYB-009_p1_c1,True,True,False
SBV2-ALL92-G092-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-009_p1_c1,True,True,False
SBV2-ALL92-G092-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-009_p1_c1,True,True,False
SBV2-ALL92-G092-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-009_p1_c1,True,True,False
SBV2-ALL92-G093-C01,supported,False,0,False,0,False,0,False,CYB-009_p11_c1,True,True,False
SBV2-ALL92-G093-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-009_p11_c1,True,True,False
SBV2-ALL92-G093-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-009_p11_c1,True,True,False
SBV2-ALL92-G093-C04,contradiction_candidate,False,2,True,1,False,1,False,CYB-009_p11_c1,True,True,False
SBV2-ALL92-G094-C01,supported,False,0,False,0,False,0,False,CYB-010_p1_c0,True,True,False
SBV2-ALL92-G094-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-010_p1_c0,True,True,False
SBV2-ALL92-G094-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-010_p1_c0,True,True,False
SBV2-ALL92-G094-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-010_p1_c0,True,True,False
SBV2-ALL92-G098-C01,supported,False,0,False,0,False,0,False,CYB-011_p1_c1,True,True,False
SBV2-ALL92-G098-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-011_p1_c1,True,True,False
SBV2-ALL92-G098-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-011_p15_c2,True,False,True
SBV2-ALL92-G098-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-011_p15_c2,True,False,True
SBV2-ALL92-G099-C01,supported,False,0,False,0,False,0,False,CYB-011_p1_c0,True,True,False
SBV2-ALL92-G099-C02,mild_scope_overclaim,False,0,False,0,False,0,False,CYB-011_p1_c0,True,True,False
SBV2-ALL92-G099-C03,strong_action_overclaim,True,0,False,0,False,0,False,CYB-011_p1_c0,True,True,False
SBV2-ALL92-G099-C04,contradiction_candidate,False,0,False,0,False,0,False,CYB-011_p1_c0,True,True,False
SBV2-ALL92-G106-C01,supported,False,0,False,0,False,0,False,DT-002_p22_c1,True,True,False
SBV2-ALL92-G106-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-002_p22_c0,True,False,True
SBV2-ALL92-G106-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-002_p22_c0,True,False,True
SBV2-ALL92-G106-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-002_p22_c1,True,True,False
SBV2-ALL92-G107-C01,supported,False,0,False,0,False,0,False,DT-002_p1_c0,True,True,False
SBV2-ALL92-G107-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-002_p1_c0,True,True,False
SBV2-ALL92-G107-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-002_p1_c0,True,True,False
SBV2-ALL92-G107-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-002_p1_c0,True,True,False
SBV2-ALL92-G108-C01,supported,False,0,False,0,False,0,False,DT-002_p3_c0,True,True,False
SBV2-ALL92-G108-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-002_p3_c0,True,True,False
SBV2-ALL92-G108-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-002_p3_c0,True,True,False
SBV2-ALL92-G108-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-002_p3_c0,True,True,False
SBV2-ALL92-G110-C01,supported,False,2,True,1,False,2,True,DT-003_p1_c0,True,True,False
SBV2-ALL92-G110-C02,mild_scope_overclaim,False,2,True,1,False,2,True,DT-003_p1_c0,True,True,False
SBV2-ALL92-G110-C03,strong_action_overclaim,True,2,True,1,False,2,True,DT-003_p1_c0,True,True,False
SBV2-ALL92-G110-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-003_p1_c0,True,True,False
SBV2-ALL92-G111-C01,supported,False,0,False,0,False,0,False,DT-003_p1_c1,True,True,False
SBV2-ALL92-G111-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-003_p1_c1,True,True,False
SBV2-ALL92-G111-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-003_p1_c1,True,True,False
SBV2-ALL92-G111-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-003_p1_c1,True,True,False
SBV2-ALL92-G116-C01,supported,False,0,False,0,False,0,False,DT-005_p6_c1,True,True,False
SBV2-ALL92-G116-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-005_p6_c1,True,True,False
SBV2-ALL92-G116-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-005_p6_c1,True,True,False
SBV2-ALL92-G116-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-005_p6_c1,True,True,False
SBV2-ALL92-G119-C01,supported,False,0,False,0,False,0,False,DT-006_p5_c1,True,False,True
SBV2-ALL92-G119-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-006_p5_c1,True,False,True
SBV2-ALL92-G119-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-006_p5_c0,True,True,False
SBV2-ALL92-G119-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-006_p5_c1,True,False,True
SBV2-ALL92-G122-C01,supported,False,0,False,0,False,0,False,DT-007_p1_c0,True,True,False
SBV2-ALL92-G122-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-007_p1_c0,True,True,False
SBV2-ALL92-G122-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-007_p1_c0,True,True,False
SBV2-ALL92-G122-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-007_p1_c0,True,True,False
SBV2-ALL92-G124-C01,supported,False,0,False,0,False,0,False,DT-009_p10_c1,True,True,False
SBV2-ALL92-G124-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-009_p10_c1,True,True,False
SBV2-ALL92-G124-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-009_p10_c0,True,False,True
SBV2-ALL92-G124-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-009_p15_c0,True,False,True
SBV2-ALL92-G128-C01,supported,False,0,False,0,False,0,False,DT-010_p5_c2,True,True,False
SBV2-ALL92-G128-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-010_p5_c2,True,True,False
SBV2-ALL92-G128-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-010_p5_c2,True,True,False
SBV2-ALL92-G128-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-010_p5_c2,True,True,False
SBV2-ALL92-G131-C01,supported,False,0,False,0,False,0,False,DT-011_p3_c2,True,True,False
SBV2-ALL92-G131-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-011_p3_c3,True,False,True
