candidate_id,true_label,pred_label,strong_action_flag,p_strong,p_contra,p_svm,entailment,neutral,contradiction_nli,entropy,selector_score,selected_rank,selected_n_words,bm25_score,oracle_hit
SBV2-ALL92-G032-C02,mild_scope_overclaim,mild_scope_overclaim,0,0.6763077963255708,0.3500668908264334,0.5851723649678305,0.03322111442685127,0.8639905452728271,0.1027882769703865,0.4732653498649597,0.5333333333333333,2,18,49.6159,0
SBV2-ALL92-G032-C03,strong_action_overclaim,strong_action_overclaim,1,0.6063296437871954,0.2787159385777382,0.557687720761475,0.06071589142084122,0.9069907665252686,0.03229333087801933,0.36950138211250305,0.4666666666666667,1,18,50.848,0
SBV2-ALL92-G032-C04,contradiction_candidate,contradiction_candidate,0,0.2831037664708629,0.9441599882552014,0.7850972368553262,0.0005407644202932715,0.013392705470323563,0.9860665202140808,0.07566720992326736,0.4516129032258064,2,18,42.3337,0
SBV2-ALL92-G033-C01,supported,strong_action_overclaim,1,0.5310006592318149,0.2640031214151409,0.5547502140476225,0.002292201854288578,0.9964860677719116,0.001221747137606144,0.025635145604610443,0.48,4,10,31.0488,0
SBV2-ALL92-G033-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5764928673900053,0.2628749895528731,0.5531433741384038,0.0007997113279998302,0.9979375600814819,0.001262762350961566,0.0161915086209774,0.4444444444444444,4,10,31.0488,0
SBV2-ALL92-G033-C03,strong_action_overclaim,strong_action_overclaim,1,0.618763843905899,0.2844398985915212,0.5810302925199405,0.028220759704709053,0.9617723226547241,0.010007011704146862,0.18424762785434723,0.4615384615384615,5,10,28.4662,0
SBV2-ALL92-G033-C04,contradiction_candidate,strong_action_overclaim,1,0.6283538722829372,0.2708944751005389,0.478299475185988,0.0006633092416450381,0.9940739274024963,0.005262867081910372,0.03837743401527405,0.4615384615384615,4,10,33.4606,0
SBV2-ALL92-G034-C01,supported,supported,0,0.5023865418946979,0.2885287950217953,0.5050167505605916,0.0508112907409668,0.9396507740020752,0.009537988342344761,0.25426486134529114,0.4186046511627907,2,38,40.1802,0
SBV2-ALL92-G034-C02,mild_scope_overclaim,supported,0,0.4870232635687397,0.2951563846454164,0.5003786971026394,0.014749569818377495,0.9697513580322266,0.01549907959997654,0.1565629094839096,0.4186046511627907,2,38,40.1802,0
SBV2-ALL92-G034-C03,strong_action_overclaim,strong_action_overclaim,1,0.5671061643989862,0.295225930347642,0.5043894876343458,0.030732952058315277,0.9557409286499023,0.013526175171136856,0.20849479734897614,0.3720930232558139,2,38,35.854,0
SBV2-ALL92-G034-C04,contradiction_candidate,contradiction_candidate,0,0.3174718955225905,0.9152636508344892,0.8418022545660379,0.0009969172533601522,0.014415465295314789,0.9845876693725586,0.08329617977142334,0.3111111111111111,3,38,32.2229,0
SBV2-ALL92-G035-C01,supported,supported,0,0.4389151816036248,0.0151569525856022,0.4543427347923887,0.9924290776252747,0.006164059974253178,0.0014069267781451344,0.048149581998586655,0.4516129032258064,1,24,31.3853,0
SBV2-ALL92-G035-C02,mild_scope_overclaim,strong_action_overclaim,1,0.4937238023002097,0.0195118755768569,0.489272114651361,0.962374210357666,0.019554520025849342,0.018071355298161507,0.18637517094612122,0.4516129032258064,2,24,30.2014,0
SBV2-ALL92-G035-C03,strong_action_overclaim,strong_action_overclaim,1,0.5307325480571782,0.273299285210029,0.5936721063542433,0.4930901825428009,0.13668499886989594,0.3702247738838196,0.9885314702987671,0.4516129032258064,2,24,29.3071,0
SBV2-ALL92-G035-C04,contradiction_candidate,contradiction_candidate,0,0.436338925399331,0.9136742472309132,0.8393662074265911,0.05691547319293022,0.025885649025440216,0.9171988368034363,0.3369927406311035,0.4516129032258064,3,24,24.9554,0
SBV2-ALL92-G036-C01,supported,contradiction_candidate,0,0.2228146055579653,0.9140490831687405,0.7891321189878715,0.0006942943437024951,0.008218023926019669,0.9910877346992493,0.05337999761104584,0.2307692307692307,3,46,26.0353,0
SBV2-ALL92-G036-C02,mild_scope_overclaim,contradiction_candidate,0,0.560335565200414,0.9160056117833144,0.7943602525008042,0.0008257475565187633,0.028611160814762115,0.9705631136894226,0.1365443468093872,0.3809523809523809,5,5,22.6342,0
SBV2-ALL92-G036-C03,strong_action_overclaim,contradiction_candidate,0,0.239620424973723,0.9156905999974004,0.7934636559383451,0.0016721419524401426,0.019343864172697067,0.9789839386940002,0.10780365020036697,0.3461538461538461,3,46,28.4075,0
SBV2-ALL92-G036-C04,contradiction_candidate,contradiction_candidate,0,0.7378015532317759,0.6305574849121178,0.5997407691118752,0.03742002323269844,0.6100084781646729,0.3525714874267578,0.7920182943344116,0.2222222222222222,5,27,22.1272,0
SBV2-ALL92-G037-C01,supported,strong_action_overclaim,1,0.7391998281027119,0.3204061470900843,0.4366646607826954,0.0016324261669069529,0.9516279697418213,0.04673962667584419,0.20083028078079224,0.2272727272727272,4,35,27.2409,0
SBV2-ALL92-G037-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7474992934351421,0.2963006842783801,0.4221299086243018,0.0006804564036428928,0.9685344099998474,0.030785147100687027,0.14308223128318787,0.2666666666666666,3,35,26.4611,0
SBV2-ALL92-G037-C03,strong_action_overclaim,strong_action_overclaim,1,0.8498385700841802,0.2632776560111211,0.4854086095457038,0.003780829021707177,0.9870659708976746,0.009153280407190323,0.07690100371837616,0.2,1,15,42.9692,1
SBV2-ALL92-G037-C04,contradiction_candidate,strong_action_overclaim,1,0.7288812665038276,0.3429052861147915,0.538539106641662,0.011700063943862915,0.9276421070098877,0.060657866299152374,0.29171234369277954,0.2580645161290322,2,20,31.6582,0
SBV2-ALL92-G038-C01,supported,strong_action_overclaim,1,0.7106183059673961,0.2624478046191332,0.4818630683362637,0.000994454836472869,0.9905698299407959,0.008435680530965328,0.05654332414269447,0.3571428571428571,2,18,25.4969,0
SBV2-ALL92-G038-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7200480855891848,0.2670876469601295,0.4863712935416601,0.0010719170095399022,0.9874468445777893,0.01148120779544115,0.0710911899805069,0.3571428571428571,2,18,27.8128,0
SBV2-ALL92-G038-C03,strong_action_overclaim,strong_action_overclaim,1,0.7171062999032795,0.262021444778801,0.4820791625438549,0.0015151662519201636,0.9905410408973694,0.007943667471408844,0.05766154080629349,0.3571428571428571,2,18,25.4969,0
SBV2-ALL92-G038-C04,contradiction_candidate,strong_action_overclaim,1,0.7322972308523641,0.2986101897848969,0.5122952259774846,0.001073406427167356,0.9637722373008728,0.03515438735485077,0.16059935092926025,0.3571428571428571,2,18,25.4969,0
SBV2-ALL92-G040-C01,supported,strong_action_overclaim,1,0.6546698260721456,0.2640357368841231,0.500783400266063,0.043544963002204895,0.9549406170845032,0.0015144097851589322,0.19032949209213257,0.4444444444444444,5,24,27.9052,0
SBV2-ALL92-G040-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7182290501984362,0.257358532874774,0.4695157614143581,0.0008201182936318219,0.9977452158927917,0.001434681355021894,0.01747264340519905,0.3333333333333333,1,15,31.415,0
SBV2-ALL92-G040-C03,strong_action_overclaim,strong_action_overclaim,1,0.7039277405419391,0.2573217008016754,0.4692304209620896,0.0005541001446545124,0.997901201248169,0.001544689410366118,0.016249999403953552,0.3333333333333333,1,15,31.415,0
SBV2-ALL92-G040-C04,contradiction_candidate,contradiction_candidate,0,0.431906479773765,0.932738369271622,0.8322890628769098,0.0011049924651160836,0.020993759855628014,0.9779012203216553,0.1104855015873909,0.3448275862068966,1,15,31.415,0
SBV2-ALL92-G042-C01,supported,strong_action_overclaim,1,0.6932403729905172,0.2947958962975084,0.4692089048187232,0.0024032744113355875,0.9809409976005554,0.016655707731842995,0.1015753448009491,0.1904761904761904,4,29,38.5199,0
SBV2-ALL92-G042-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6722809054319459,0.0428229076132098,0.3993175971025795,0.6331711411476135,0.36067482829093933,0.006153959780931473,0.6885045766830444,0.2448979591836734,5,39,34.8972,0
SBV2-ALL92-G042-C03,strong_action_overclaim,strong_action_overclaim,1,0.7547245768898364,0.3145950942091846,0.5146287502077773,0.008344586938619614,0.9617792963981628,0.029876193031668663,0.18230533599853516,0.2,3,25,37.4715,0
SBV2-ALL92-G042-C04,contradiction_candidate,strong_action_overclaim,1,0.6735986289251058,0.3049737224894562,0.5143823527598481,0.016225101426243782,0.9626876711845398,0.021087296307086945,0.18485188484191895,0.2285714285714285,1,22,36.2222,0
SBV2-ALL92-G043-C01,supported,strong_action_overclaim,1,0.62513327568972,0.2390121279446759,0.4791858524324451,0.000631841248832643,0.9963787198066711,0.002989449305459857,0.02564607933163643,0.4571428571428571,1,22,46.9733,1
SBV2-ALL92-G043-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6218877201524959,0.2385091523663189,0.4782418691109766,0.00039114689570851624,0.9968820810317993,0.0027268731500953436,0.022283252328634262,0.4571428571428571,1,22,44.9199,1
SBV2-ALL92-G043-C03,strong_action_overclaim,strong_action_overclaim,1,0.6338924649125964,0.2380743580755338,0.4776587876687277,0.00036654467112384737,0.9971983432769775,0.0024351458996534348,0.020351702347397804,0.4571428571428571,1,22,44.9199,1
SBV2-ALL92-G043-C04,contradiction_candidate,contradiction_candidate,0,0.4648769317169459,0.9226980209969194,0.8021401742798262,0.0023365672677755356,0.11816256493330002,0.8795008659362793,0.37944507598876953,0.4705882352941176,1,22,44.9199,1
SBV2-ALL92-G047-C01,supported,strong_action_overclaim,1,0.5909758683588486,0.2776254011454644,0.4902750288403824,0.003840136807411909,0.9885424375534058,0.007617344614118338,0.06990374624729156,0.5833333333333334,1,12,51.034,1
SBV2-ALL92-G047-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6121810655607234,0.2765342049304784,0.4876895981279333,0.0024503471795469522,0.9902021884918213,0.007347491569817066,0.06058112159371376,0.5384615384615384,1,12,55.6829,1
SBV2-ALL92-G047-C03,strong_action_overclaim,strong_action_overclaim,1,0.6156785457626407,0.2736817902210215,0.4841507586058584,0.001933269202709198,0.9923697710037231,0.005696950014680624,0.04912199825048447,0.5384615384615384,1,12,51.1714,1
SBV2-ALL92-G047-C04,contradiction_candidate,contradiction_candidate,0,0.3483293314739243,0.928929218755967,0.7900279786290889,0.0011539548868313432,0.02644413895905018,0.9724019169807434,0.1310838758945465,0.5,1,12,47.828,1
SBV2-ALL92-G051-C01,supported,strong_action_overclaim,1,0.7641679348699105,0.2650349911789036,0.4855076832296153,0.0010675527155399323,0.9872925281524658,0.011639862321317196,0.07176701724529266,0.2727272727272727,2,7,41.7966,0
SBV2-ALL92-G051-C02,mild_scope_overclaim,strong_action_overclaim,1,0.770180661585989,0.2635018357714405,0.4845434728929849,0.0009158083121292293,0.9881844520568848,0.010899796150624752,0.067408487200737,0.2608695652173913,5,7,34.2991,0
SBV2-ALL92-G051-C03,strong_action_overclaim,strong_action_overclaim,1,0.7727086772938146,0.2645754727190761,0.4851191711431686,0.0006991414702497423,0.987586498260498,0.011714319698512554,0.06950876861810684,0.2608695652173913,5,7,34.2991,0
SBV2-ALL92-G051-C04,contradiction_candidate,strong_action_overclaim,1,0.777715905402758,0.2553187190573734,0.479525859024665,0.0008751485729590058,0.9926649928092957,0.006459791213274002,0.04604135453701019,0.25,2,7,37.4296,0
SBV2-ALL92-G052-C01,supported,strong_action_overclaim,1,0.7919525581848265,0.2516636641613217,0.4797734151162635,0.0005430497694760561,0.9957674741744995,0.0036894644144922495,0.02897576242685318,0.2758620689655172,3,17,20.0492,0
