rank,candidate_id,true_label,pred_label,strong_action_flag,p_strong,p_contra,p_svm,entailment,neutral,contradiction_nli,entropy,selector_score,selected_rank,selected_n_words,bm25_score,oracle_hit,ranking_score,selected_evidence
11,SBV2-ALL92-G253-C02,mild_scope_overclaim,strong_action_overclaim,1,0.8379348996026595,0.3005546167933733,0.4795647909106488,0.003154805628582835,0.9950206279754639,0.0018245027167722583,0.034641068428754807,0.2962962962962963,1,10,52.0115,1,0.8032938311739047,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot"
12,SBV2-ALL92-G030-C01,supported,strong_action_overclaim,1,0.8530757792496165,0.2725013952675154,0.4252221557875909,0.005592999514192343,0.9918954968452454,0.0025115017779171467,0.05211425572633743,0.2857142857142857,2,12,26.9158,0,0.8009615235232791,"Despite this progress, the application of XRL to cyber defense remains limited."
13,SBV2-ALL92-G140-C03,strong_action_overclaim,strong_action_overclaim,1,0.8397475303120645,0.2767586104689712,0.4687079649433276,0.0002505806623958051,0.9935362339019775,0.006213170010596514,0.04009021818637848,0.2222222222222222,1,17,40.7379,0,0.799657312125686,We compare the performance of the proposed method with Partial and REWIRE methods from the current literature.
14,SBV2-ALL92-G140-C04,contradiction_candidate,strong_action_overclaim,1,0.8487658017056087,0.2798185653548743,0.472183071833308,0.0003912032407242805,0.9916754961013794,0.007933327928185463,0.04973024129867554,0.2142857142857142,1,17,41.0809,0,0.7990355604069331,We compare the performance of the proposed method with Partial and REWIRE methods from the current literature.
15,SBV2-ALL92-G253-C01,supported,strong_action_overclaim,1,0.8235275471251884,0.3003486084060495,0.4788615225434682,0.001306716469116509,0.9961555600166321,0.0025377448182553053,0.02768072858452797,0.2962962962962963,1,10,52.0115,1,0.7958468185406604,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot"
16,SBV2-ALL92-G254-C03,strong_action_overclaim,strong_action_overclaim,1,0.8132271703949124,0.2502190233812938,0.4787548636152514,0.0006270883022807539,0.9964613318443298,0.0029115616343915462,0.025157613679766655,0.2307692307692307,3,9,23.6756,0,0.7880695567151458,the planning and operational phases even in complex environments.
17,SBV2-ALL92-G226-C03,strong_action_overclaim,strong_action_overclaim,1,0.802324781115154,0.2631838727198281,0.4776335915714246,0.0018280555959790945,0.9978566765785217,0.0003151788841933012,0.016207095235586166,0.3333333333333333,4,10,43.5986,0,0.7861176858795679,safety and social needs degraded more rapidly for vulnerable individuals.
18,SBV2-ALL92-G065-C04,contradiction_candidate,strong_action_overclaim,1,0.842098343579372,0.2694161473681137,0.4835586837728082,0.003693162929266691,0.9894899725914001,0.006816852372139692,0.06514590978622437,0.1714285714285714,4,18,17.9651,0,0.7769524337931476,"More recent efforts, such as OpenDV-2K , further highlight the importance of scalable and diverse first-person driving data."
19,SBV2-ALL92-G037-C03,strong_action_overclaim,strong_action_overclaim,1,0.8498385700841802,0.2632776560111211,0.4854086095457038,0.003780829021707177,0.9870659708976746,0.009153280407190323,0.07690100371837616,0.2,1,15,42.9692,1,0.772937566365804,Studying the relation of closed-loop and open-loop metrics necessitates access to a fully reactive simulator.
20,SBV2-ALL92-G185-C03,strong_action_overclaim,strong_action_overclaim,1,0.8896942725875263,0.2744088844309599,0.5016111126994106,0.004933355841785669,0.9773095846176147,0.0177569892257452,0.12021370232105255,0.2424242424242424,4,15,26.1443,0,0.7694805702664738,"The reward functions, while interpretable, are simplified and rely on strong assumptions about task objectives."
21,SBV2-ALL92-G167-C01,supported,strong_action_overclaim,1,0.7943668818612941,0.2402924933867938,0.4801597961020383,0.0017283529741689563,0.9962090253829956,0.002062626415863633,0.027531936764717102,0.2702702702702703,4,27,16.1983,0,0.766834945096577,"Overall, the comparison suggests that while IPPO is a reasonable default, the best CL method and MARL algorithm should be chosen together rather than in isolation. 25"
22,SBV2-ALL92-G226-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7924370855793632,0.2642234942725877,0.48060144416256,0.0035764186177402735,0.9959900975227356,0.0004335426492616534,0.027506370097398758,0.3448275862068966,4,10,41.0524,0,0.7649307154819645,safety and social needs degraded more rapidly for vulnerable individuals.
23,SBV2-ALL92-G185-C04,contradiction_candidate,strong_action_overclaim,1,0.7852484753389609,0.2494565453669729,0.5187183816916713,0.0012932883109897375,0.9970468878746033,0.0016598907532170415,0.022174814715981483,0.1538461538461538,1,10,44.216,1,0.7630736606229794,"Reinforcement learning (RL) offers a promising approach, but its industrial"
24,SBV2-ALL92-G052-C01,supported,strong_action_overclaim,1,0.7919525581848265,0.2516636641613217,0.4797734151162635,0.0005430497694760561,0.9957674741744995,0.0036894644144922495,0.02897576242685318,0.2758620689655172,3,17,20.0492,0,0.7629767957579733,The last experiment is run for 200 human learning and 300 baseline running episodes for 40% CAVs.
25,SBV2-ALL92-G052-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7925403817924002,0.2524257872648283,0.4803453990345543,0.0005695259897038341,0.9953718781471252,0.0040586115792393684,0.03122258186340332,0.2758620689655172,3,17,20.0492,0,0.7613177999289968,The last experiment is run for 200 human learning and 300 baseline running episodes for 40% CAVs.
26,SBV2-ALL92-G146-C01,supported,strong_action_overclaim,1,0.7592624351159736,0.2522051629302251,0.4656561029468105,0.0002714879810810089,0.9986304044723511,0.0010980833321809769,0.011080553755164146,0.2580645161290322,2,20,27.468,0,0.7481818813608094,APDT facilitates the simulation of various what-if scenarios thereby providing a better understanding of various aspects of the network characteristics.
27,SBV2-ALL92-G226-C01,supported,strong_action_overclaim,1,0.7713891611059424,0.2640871422336041,0.4798089209351383,0.00289504649117589,0.9966008067131042,0.00050424097571522,0.02414267137646675,0.3571428571428571,4,10,41.0524,0,0.7472464897294756,safety and social needs degraded more rapidly for vulnerable individuals.
28,SBV2-ALL92-G226-C04,contradiction_candidate,strong_action_overclaim,1,0.7743050476321933,0.2664713150869709,0.4828411525185855,0.00302133453078568,0.9952241778373718,0.0017545988084748387,0.03342818841338158,0.3571428571428571,4,10,41.0524,0,0.7408768592188117,safety and social needs degraded more rapidly for vulnerable individuals.
29,SBV2-ALL92-G116-C03,strong_action_overclaim,strong_action_overclaim,1,0.7668028947660619,0.2647816393213495,0.4811141590121213,0.0005670280661433935,0.9960616230964661,0.0033713846933096647,0.0273605827242136,0.3125,1,14,60.6055,1,0.7394423120418483,"Overall, all four models performed well, achieving relatively high accuracy across the evaluated documents."
30,SBV2-ALL92-G187-C02,mild_scope_overclaim,strong_action_overclaim,1,0.8081209053600736,0.2612968810082215,0.4894035655459232,0.00723273865878582,0.9877740740776062,0.004993131849914789,0.07426410913467407,0.2352941176470588,3,15,35.1511,0,0.7338567962253996,Procedurally generated environments with scalable difficulty ensure that the benchmark remains relevant as methods improve.
31,SBV2-ALL92-G261-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7620608866219877,0.2487454106622354,0.470085090628106,0.0006058315047994256,0.9957714676856995,0.003622677642852068,0.02906954288482666,0.2702702702702703,3,23,25.7915,0,0.732991343737161,"The architecture is domain agnostic: policy signals, agent attributes, and observable outputs are instantiated per domain, while the LLM engine and calibration m"
32,SBV2-ALL92-G051-C04,contradiction_candidate,strong_action_overclaim,1,0.777715905402758,0.2553187190573734,0.479525859024665,0.0008751485729590058,0.9926649928092957,0.006459791213274002,0.04604135453701019,0.25,2,7,37.4296,0,0.7316745508657478,Comparison of URB with prominent MARL benchmarks.
33,SBV2-ALL92-G008-STRONG,strong_action_overclaim,strong_action_overclaim,1,0.8142870235532927,0.279222331382863,0.4885324870746347,0.004120900761336088,0.9857989549636841,0.010080087929964066,0.08307052403688431,0.1875,5,16,18.0409,0,0.7312164995164084,The results show that conventional end-to-end autonomous driving methods remain strongly limited on HiDrive: even the
34,SBV2-ALL92-G193-C03,strong_action_overclaim,strong_action_overclaim,1,0.7910879499502751,0.2771790237827798,0.4837531089984566,0.0027646576054394245,0.9885939359664917,0.008641405031085014,0.06868387758731842,0.2580645161290322,4,16,31.7676,0,0.7224040723629567,"This paper presents MPAC (Multi-Principal Agent Coordination Protocol), an application-layer protocol designed to fill this gap."
35,SBV2-ALL92-G197-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7410035596196013,0.2260081459606277,0.4748401934049157,0.001898477552458644,0.9973652958869934,0.0007361790048889816,0.019839247688651085,0.2777777777777778,3,19,30.5266,0,0.7211643119309502,"The experimental results demonstrate that, compared to the most widely adopted state-of-the-art algorithms, HIS offers superior robustness and adaptability."
36,SBV2-ALL92-G094-C04,contradiction_candidate,strong_action_overclaim,1,0.7479771236434297,0.2417141129269078,0.4755848189704495,0.0008123530424199998,0.9960137605667114,0.0031739291734993458,0.028017576783895493,0.3225806451612903,4,15,18.936,0,0.7199595468595342,"We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense."
37,SBV2-ALL92-G261-C01,supported,strong_action_overclaim,1,0.7462914330905926,0.2479446688563827,0.469410042155253,0.000615547236520797,0.9961310625076294,0.003253351664170623,0.02704760804772377,0.2777777777777778,3,23,29.9819,0,0.7192438250428689,"The architecture is domain agnostic: policy signals, agent attributes, and observable outputs are instantiated per domain, while the LLM engine and calibration m"
38,SBV2-ALL92-G185-C01,supported,strong_action_overclaim,1,0.7482529925962331,0.2519683381635028,0.5214098451801182,0.001181840430945158,0.9956808090209961,0.0031372925732284784,0.030360855162143707,0.2307692307692307,1,10,52.4128,1,0.7178921374340894,"Reinforcement learning (RL) offers a promising approach, but its industrial"
39,SBV2-ALL92-G215-C03,strong_action_overclaim,strong_action_overclaim,1,0.731480329869695,0.2528140356308705,0.3367227184255969,0.0010646029841154814,0.998021125793457,0.0009143284405581653,0.01566213369369507,0.2790697674418604,4,30,20.505,0,0.715818196176,"for traffic, evacuation, or policy outcomes; broader validation would require additional external observations and scenario-specific calibration. 8 Discussion Limitations and Future Work Several limitations remain in the current reference instantiation."
40,SBV2-ALL92-G257-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7457203607748377,0.273718527791899,0.4806325307559499,0.0003830144414678216,0.9949952363967896,0.004621734842658043,0.03285656124353409,0.3636363636363636,5,4,17.6989,0,0.7128637995313036,behavioral fidelity for speed.
41,SBV2-ALL92-G197-C01,supported,strong_action_overclaim,1,0.7186111511395028,0.2232786494391775,0.4726942604838473,0.00032673298846930265,0.9989314675331116,0.0007417995948344469,0.009036168456077576,0.2962962962962963,1,11,33.8828,1,0.7095749826834252,"Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling i"
42,SBV2-ALL92-G255-C03,strong_action_overclaim,strong_action_overclaim,1,0.7297087974238909,0.2514397228720653,0.480710903748276,0.00047854348667897284,0.996965229511261,0.0025561596266925335,0.021946866065263748,0.2352941176470588,4,18,27.5122,0,0.7077619313586272,"These initialized activity chains are then passed to the Simulation Environment, which integrates with SUMO for traffic simulation."
43,SBV2-ALL92-G264-C04,contradiction_candidate,strong_action_overclaim,1,0.730394560384802,0.2592121072624721,0.4802725397123625,0.0012487408239394426,0.9965999722480774,0.002151299035176635,0.024955444037914276,0.2962962962962963,5,12,23.823,0,0.7054391163468877,"LLM agent simulation platforms, LLM-based urban mobility platforms, and population synthesis platforms."
44,SBV2-ALL92-G197-C03,strong_action_overclaim,strong_action_overclaim,1,0.7149471687358091,0.2231519276647487,0.4727762141785783,0.000863169610965997,0.9987789988517761,0.00035782676422968507,0.010149350389838219,0.2962962962962963,4,11,25.4666,1,0.7047978183459709,"Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling i"
45,SBV2-ALL92-G051-C03,strong_action_overclaim,strong_action_overclaim,1,0.7727086772938146,0.2645754727190761,0.4851191711431686,0.0006991414702497423,0.987586498260498,0.011714319698512554,0.06950876861810684,0.2608695652173913,5,7,34.2991,0,0.7031999086757078,Comparison of URB with prominent MARL benchmarks.
46,SBV2-ALL92-G051-C02,mild_scope_overclaim,strong_action_overclaim,1,0.770180661585989,0.2635018357714405,0.4845434728929849,0.0009158083121292293,0.9881844520568848,0.010899796150624752,0.067408487200737,0.2608695652173913,5,7,34.2991,0,0.702772174385252,Comparison of URB with prominent MARL benchmarks.
47,SBV2-ALL92-G144-C03,strong_action_overclaim,strong_action_overclaim,1,0.8192830409632568,0.2694878633038663,0.6443770753885038,0.0028513821307569742,0.977403998374939,0.019744576886296272,0.116542749106884,0.2162162162162162,2,11,27.8286,0,0.7027402918563728,customizable platform for mobility systems planning and operations with benchmark algorithms.
48,SBV2-ALL92-G008-MILD,mild_scope_overclaim,strong_action_overclaim,1,0.8081595604095039,0.2729906359880107,0.4901689375426911,0.016205787658691406,0.9803726673126221,0.003421514993533492,0.10566620528697968,0.1875,5,16,23.6222,0,0.7024933551225242,The results show that conventional end-to-end autonomous driving methods remain strongly limited on HiDrive: even the
49,SBV2-ALL92-G040-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7182290501984362,0.257358532874774,0.4695157614143581,0.0008201182936318219,0.9977452158927917,0.001434681355021894,0.01747264340519905,0.3333333333333333,1,15,31.415,0,0.7007564067932371,"Additionally, we present a robust evaluation benchmark featuring baseline E2EAD methods, enabling comprehensive closed-loop assessments."
50,SBV2-ALL92-G098-C03,strong_action_overclaim,strong_action_overclaim,1,0.76072687950245,0.2388308091398044,0.4897499708916553,0.0019185394048690796,0.988922119140625,0.009159327484667301,0.06600360572338104,0.24,4,13,27.2423,0,0.694723273779069,To evaluate our method’s performance change as the size of the training se
51,SBV2-ALL92-G107-C03,strong_action_overclaim,strong_action_overclaim,1,0.7153726220189167,0.2402774886622187,0.4757187134285716,0.0021594823338091373,0.9970871806144714,0.0007533715106546879,0.021580690518021584,0.45,2,22,40.1745,0,0.6937919315008951,"dualcomponent approach provably converges to the optimal policy, and outperforms existing methods in extensive numerical experiments based on the biopharmaceutical manufacturing domain."
52,SBV2-ALL92-G116-C02,mild_scope_overclaim,strong_action_overclaim,1,0.786742362761738,0.28980392892009,0.501218987023563,0.00034794077510014176,0.9814401865005493,0.018211781978607178,0.09410801529884338,0.25,1,14,55.6368,1,0.6926343474628947,"Overall, all four models performed well, achieving relatively high accuracy across the evaluated documents."
53,SBV2-ALL92-G051-C01,supported,strong_action_overclaim,1,0.7641679348699105,0.2650349911789036,0.4855076832296153,0.0010675527155399323,0.9872925281524658,0.011639862321317196,0.07176701724529266,0.2727272727272727,2,7,41.7966,0,0.6924009176246179,Comparison of URB with prominent MARL benchmarks.
54,SBV2-ALL92-G256-C01,supported,strong_action_overclaim,1,0.7485999342319717,0.2603775827597286,0.4867873245439443,0.00046762777492403984,0.9899633526802063,0.009568973444402218,0.058060161769390106,0.2,2,17,17.6204,0,0.6905397724625816,"For the ensemble Q-learners, each head is optimized with a loss (α=1.0) under the same online buffer."
55,SBV2-ALL92-G187-C04,contradiction_candidate,strong_action_overclaim,1,0.8227873113608309,0.2810755033935178,0.5060187503532334,0.008153709582984447,0.974821150302887,0.017025161534547806,0.13341720402240753,0.2352941176470588,5,15,26.9031,0,0.6893701073384234,Procedurally generated environments with scalable difficulty ensure that the benchmark remains relevant as methods improve.
56,SBV2-ALL92-G187-C03,strong_action_overclaim,strong_action_overclaim,1,0.8204177222056057,0.2780962827537521,0.5050755068972269,0.01015019416809082,0.9753493070602417,0.014500418677926064,0.13232503831386566,0.2352941176470588,3,15,35.1511,0,0.68809268389174,Procedurally generated environments with scalable difficulty ensure that the benchmark remains relevant as methods improve.
57,SBV2-ALL92-G040-C03,strong_action_overclaim,strong_action_overclaim,1,0.7039277405419391,0.2573217008016754,0.4692304209620896,0.0005541001446545124,0.997901201248169,0.001544689410366118,0.016249999403953552,0.3333333333333333,1,15,31.415,0,0.6876777411379855,"Additionally, we present a robust evaluation benchmark featuring baseline E2EAD methods, enabling comprehensive closed-loop assessments."
58,SBV2-ALL92-G190-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7545810435097724,0.2636766258617687,0.4849808798767537,0.0027163110207766294,0.9876129031181335,0.009670810773968697,0.07321877032518387,0.3125,3,17,43.1449,0,0.6813622731845885,"From left(a) to right(d), the paradigms gradually increase in autonomy and complexity: centralized cooperation, centralized self-organization, decentralized"
59,SBV2-ALL92-G187-C01,supported,strong_action_overclaim,1,0.8237122567920883,0.2849938117385653,0.5088902162402894,0.008161467500030994,0.9721698760986328,0.01966864988207817,0.1439550668001175,0.2352941176470588,3,15,35.1511,0,0.6797571899919708,Procedurally generated environments with scalable difficulty ensure that the benchmark remains relevant as methods improve.
60,SBV2-ALL92-G018-C03,strong_action_overclaim,strong_action_overclaim,1,0.7012077892327065,0.2991366893349724,0.4037953579494776,0.0009340429096482694,0.9969274401664734,0.002138526877388358,0.022730596363544464,0.5,1,17,43.4446,1,0.6784771928691621,"The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations."
61,SBV2-ALL92-G257-C01,supported,strong_action_overclaim,1,0.701758558526978,0.2718126803338053,0.4782980103557589,0.000344956322805956,0.9963586926460266,0.0032963098492473364,0.02522294409573078,0.3809523809523809,3,4,20.3223,0,0.6765356144312472,behavioral fidelity for speed.
62,SBV2-ALL92-G248-C03,strong_action_overclaim,strong_action_overclaim,1,0.6858701906667156,0.2379724560363075,0.472492195680645,0.0008541738498024642,0.9984062314033508,0.0007395424181595445,0.012959272600710392,0.2857142857142857,1,14,39.8724,0,0.6729109180660052,The TaxAgent demonstrates its prioritization on equality and its flexibility in making equalityproductivity trade-offs.
63,SBV2-ALL92-G093-C03,strong_action_overclaim,strong_action_overclaim,1,0.696228395735358,0.2568771782292123,0.4793770140581233,0.0004681250429712236,0.99652099609375,0.0030107912607491016,0.024541260674595833,0.4285714285714285,2,11,26.3044,0,0.6716871350607622,that adapt their policies based on opponent behavior or environment feedback.
64,SBV2-ALL92-G087-C03,strong_action_overclaim,strong_action_overclaim,1,0.7230930163390396,0.2616196904056377,0.5296069516408831,0.0029370025731623173,0.9910361766815186,0.0060268291272223,0.05685366690158844,0.2222222222222222,3,29,23.9003,0,0.6662393494374511,Methodology The autonomous cyber defense problem focuses on learning the optimal policies for the defender (blue) agent against different forms of adversarial actions taken by the attacker (red) agent.
65,SBV2-ALL92-G089-C03,strong_action_overclaim,strong_action_overclaim,1,0.7803046448879891,0.2994137844931215,0.5022403698916804,0.0010612130863592029,0.9768148064613342,0.02212398871779442,0.11449843645095825,0.2068965517241379,3,16,27.622,0,0.6658062084370309,The CAGE-4 challenge is a recent security environment aimed at encouraging research in autonomous cyber defense.
66,SBV2-ALL92-G190-C03,strong_action_overclaim,strong_action_overclaim,1,0.7152695695250925,0.2543492470375679,0.4789474905336686,0.0035801620688289404,0.9919472336769104,0.004472612403333187,0.05238083004951477,0.3428571428571428,3,21,45.7509,0,0.6628887394755777,This benchmark allows us to analyze the performance of LLM agents progressively across four different cooperation paradigms in the next section.
67,SBV2-ALL92-G089-C02,mild_scope_overclaim,strong_action_overclaim,1,0.707158792375904,0.2724810400420054,0.4851844942358978,0.0022505035158246756,0.9927646517753601,0.004984836094081402,0.04735592007637024,0.2325581395348837,5,29,25.6218,0,0.6598028722995337,"We demonstrated that our hierarchical method converges faster than a single PPO policy and generalizes across various red agent behavior, while H-MARL Expert consistently performs better than the baselines."
68,SBV2-ALL92-G038-C03,strong_action_overclaim,strong_action_overclaim,1,0.7171062999032795,0.262021444778801,0.4820791625438549,0.0015151662519201636,0.9905410408973694,0.007943667471408844,0.05766154080629349,0.3571428571428571,2,18,25.4969,0,0.659444759096986,(a) We consider challenging scenes where maintaining a constant velocity and heading fails compared to the human driver.
69,SBV2-ALL92-G111-C03,strong_action_overclaim,strong_action_overclaim,1,0.7827614578484883,0.2633157080119629,0.5662247025296862,0.014921082183718681,0.9767295122146606,0.008349424228072166,0.12569715082645416,0.2553191489361702,2,28,22.1461,0,0.6570643070220341,"Reinforcement learning is used to consider component health and degradation to drive the target power generations, with constraints enforced through a Reference Governor control algorithm that ensures co"
70,SBV2-ALL92-G167-C04,contradiction_candidate,strong_action_overclaim,1,0.8244770282435293,0.26492300537433,0.5139323160718321,0.014179171994328499,0.9665202498435974,0.01930050738155842,0.16945037245750427,0.3243243243243243,1,27,23.382,0,0.655026655786025,"Overall, the comparison suggests that while IPPO is a reasonable default, the best CL method and MARL algorithm should be chosen together rather than in isolation. 25"
71,SBV2-ALL92-G038-C01,supported,strong_action_overclaim,1,0.7106183059673961,0.2624478046191332,0.4818630683362637,0.000994454836472869,0.9905698299407959,0.008435680530965328,0.05654332414269447,0.3571428571428571,2,18,25.4969,0,0.6540749818247016,(a) We consider challenging scenes where maintaining a constant velocity and heading fails compared to the human driver.
72,SBV2-ALL92-G190-C01,supported,strong_action_overclaim,1,0.6881150523830265,0.251339545469278,0.4752367445646848,0.001297530485317111,0.9950533509254456,0.003649109974503517,0.034042906016111374,0.3529411764705882,2,21,46.3755,0,0.6540721463669151,This benchmark allows us to analyze the performance of LLM agents progressively across four different cooperation paradigms in the next section.
73,SBV2-ALL92-G002-CONTRA,contradiction_candidate,strong_action_overclaim,1,0.8346266459587786,0.2602395237544291,0.516934663677494,0.02096704952418804,0.9635609984397888,0.015471943654119968,0.18129870295524597,0.25,4,17,27.3892,0,0.6533279430035326,"Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance."
74,SBV2-ALL92-G038-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7200480855891848,0.2670876469601295,0.4863712935416601,0.0010719170095399022,0.9874468445777893,0.01148120779544115,0.0710911899805069,0.3571428571428571,2,18,27.8128,0,0.6489568956086779,(a) We consider challenging scenes where maintaining a constant velocity and heading fails compared to the human driver.
75,SBV2-ALL92-G186-C04,contradiction_candidate,strong_action_overclaim,1,0.819507533479869,0.3101308578922134,0.5075407841563433,0.01023983582854271,0.9655045866966248,0.02425551228225231,0.17101594805717468,0.2105263157894736,2,26,20.75,0,0.6484915854226944,"Successful applications have emerged in various industrial domains, including robotics for manipulation and path planning, process control in manufacturing, and the optimization of energy systems 7,12,13."
76,SBV2-ALL92-G092-C03,strong_action_overclaim,strong_action_overclaim,1,0.6671520694265021,0.2379551971731669,0.4774814331557818,0.00034805014729499817,0.9972917437553406,0.0023601558059453964,0.019752811640501022,0.5263157894736842,1,19,49.9538,1,0.647399257786001,Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of
77,SBV2-ALL92-G167-C03,strong_action_overclaim,strong_action_overclaim,1,0.6906165471111585,0.2396962347523905,0.483603384157042,0.0061070844531059265,0.9927767515182495,0.0011161650763824582,0.04592040926218033,0.3076923076923077,2,29,24.1486,0,0.6446961378489782,"With the software and hardware being open source and a user friendly Python API, RealAIGym intends to be an open benchmarking platform for comparing control methods on real hardware."
78,SBV2-ALL92-G002-MILD,mild_scope_overclaim,strong_action_overclaim,1,0.8365843840251936,0.2685290989115721,0.5217247223162534,0.0170151237398386,0.9607845544815063,0.022200310602784157,0.19228094816207886,0.3870967741935484,5,17,30.8507,0,0.6443034358631148,"Beyond CLS, the additional SR and PR metrics provide complementary insights into planner robustness and overall balance."
79,SBV2-ALL92-G031-C02,mild_scope_overclaim,strong_action_overclaim,1,0.8211554642259854,0.3029932770020954,0.5176484862199333,0.003643918316811323,0.9607948064804077,0.0355612076818943,0.17753589153289795,0.3076923076923077,5,12,25.6587,0,0.6436195726930874,"For Lynx and CogVLM, we utilize the training split for fine-tuning purposes."
80,SBV2-ALL92-G198-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6517783977578788,0.2521440023451152,0.4702192749026255,0.0006382525898516178,0.9989485144615173,0.0004132801841478795,0.008966438472270966,0.3571428571428571,1,10,55.6052,1,0.6428119592856079,"However, traditional credit assignment schemes in MARL cannot reliably cap"
81,SBV2-ALL92-G264-C01,supported,strong_action_overclaim,1,0.6851101396528281,0.2641773728956866,0.5568262404819271,0.0019010261166840792,0.9930001497268677,0.005098902154713869,0.045801639556884766,0.2352941176470588,1,19,42.7723,1,0.6393085000959433,"of Urban MObility (SUMO) operates at the microscopic level, emphasizing traffic conditions and car-following models for precise vehicle-byvehicle simulation."
82,SBV2-ALL92-G254-C02,mild_scope_overclaim,strong_action_overclaim,1,0.695414897815669,0.2634808213877537,0.488048044350737,0.0005619130097329617,0.9892985820770264,0.010139510966837406,0.061403095722198486,0.3243243243243243,3,24,22.5605,0,0.6340118020934705,"For future work, we have planned additional studies with industry partners to validate the usability of AUTOSIMTEST in testing more advanced and complex SuT."
