"candidate_id","target_candidate_group_id","true_label","pred_label","error_category","error_type_tags","p_strong","p_contra","contradiction_nli","entropy","selector_score","selected_n_words","selected_rank","bm25_score","oracle_hit","any_oracle_hit","strong_action_flag","strong_action_score","priority_score","selected_evidence_sha256","claim_text_sha256","evidence_text_sha256","domain","group_quality_tier"
"SBV2-ALL92-G004-STRONG","SBV2-ALL92-G004","strong_action_overclaim","supported","FN","","0.5022052199484109","0.2662797812504495","0.0142559316009283","0.2086019515991211","0.4878048780487805","40","1","79.0118","0","1","0","0.5022052199484109","0.2359254386979614","1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e","63e3fbeb4265649d3a2a9e59dbdb8e5c930ca24adea2de9845d3ebe4c4127e58","1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e","autonomous_driving","tier2_B_has_A"
"SBV2-ALL92-G004-SUPPORTED","SBV2-ALL92-G004","supported","supported","TN","","0.3268515913573557","0.036679675767384","0.0023412951268255","0.4302102029323578","0.55","40","1","91.0366","0","1","0","0.3268515913573557","0.2901719155899717","1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e","e581bffc0d29f0fad452c91b5cd7264ac8154d33a68366575ebbc6bfd6dac738","1371575d2ee6003cf2a2888697bbfa488c6d858169ce0f7eafb508a32dc06f4e","autonomous_driving","tier2_B_has_A"
"SBV2-ALL92-G007-CONTRA","SBV2-ALL92-G007","contradiction_candidate","contradiction_candidate","TN","","0.4198081303832151","0.929622644851141","0.9917398691177368","0.051509354263544","0.4827586206896552","16","1","47.4363","1","1","0","0.4198081303832151","-0.5098145144679258","42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872","4cb245f4603e5427b213b89f721dea6983993ae1020cbea7f5df94483edeb8f0","4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G007-MILD","SBV2-ALL92-G007","mild_scope_overclaim","strong_action_overclaim","FP","mild_vs_strong_boundary","0.5260019837114202","0.2536356831960691","0.0006390145863406","0.0095990225672721","0.5333333333333333","16","1","52.0011","1","1","1","0.5260019837114202","0.772366300515351","42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872","d00a108f30fd2b1cafa5b3154c119919e7bdbd585fd8a4d91d59412737743d12","4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G007-STRONG","SBV2-ALL92-G007","strong_action_overclaim","strong_action_overclaim","TP","","0.5653187088639782","0.2536405377299479","0.00067974999547","0.0090514663606882","0.5","16","1","62.4916","1","1","1","0.5653187088639782","0.8116781711340303","42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872","dbf0b99773f8295d4ba41743af17e173958091d2ae7e3cd5efbb3a7dd89cbd28","4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G007-SUPPORTED","SBV2-ALL92-G007","supported","strong_action_overclaim","FP","supported_overflag","0.503820734914314","0.2536701269735041","0.0006766755250282","0.0093529745936393","0.6","16","1","56.2021","1","1","1","0.503820734914314","0.7501506079408099","42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872","3bd99df63fc9cb7e5988ebef24de42cdb7fd657283dbaab49e8ddee5be0f1450","4436a4b7e7d88823269ee496be7704b5f18551ae7b94438c66ea381dbd2ba97d","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G008-CONTRA","SBV2-ALL92-G008","contradiction_candidate","contradiction_candidate","TN","weak_selector_overlap;uncertainty_high_entropy","0.800679171222658","0.5601232807229453","0.4267054200172424","0.7830163836479187","0.1538461538461538","33","2","23.3297","0","1","0","0.800679171222658","0.2405558904997127","fb874677612bacb33d83951124e394423cb6e66553f63d180a7b1855001d39b9","b372aea5674249930b69d1bfddbc93367a3ac3440f9ff1fa13f09e63bcb52d57","c043baa4d27cad2db9da9e2bf022af0f6c3f03dd6d02b67ed3de4d7c6499b91c","autonomous_driving","tier1_B_no_A"
"SBV2-ALL92-G008-MILD","SBV2-ALL92-G008","mild_scope_overclaim","strong_action_overclaim","FP","weak_selector_overlap;mild_vs_strong_boundary","0.8081595604095039","0.2729906359880107","0.0034215149935334","0.1056662052869796","0.1875","16","5","23.6222","0","1","1","0.8081595604095039","1.0351689244214932","42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872","31508a7ffa9a0d0dc7032e7d652eafa5dd77e10625f85083f651249582dfd627","c043baa4d27cad2db9da9e2bf022af0f6c3f03dd6d02b67ed3de4d7c6499b91c","autonomous_driving","tier1_B_no_A"
"SBV2-ALL92-G008-STRONG","SBV2-ALL92-G008","strong_action_overclaim","strong_action_overclaim","TP","weak_selector_overlap","0.8142870235532927","0.279222331382863","0.010080087929964","0.0830705240368843","0.1875","16","5","18.0409","0","1","1","0.8142870235532927","1.0350646921704296","42bb3ead909652089d3280121fe9083dbb19ad6796a921956b93f29790ca9872","fdb7bdf2fa98cdddf367ddbf0b5687f40257fe710d52567bc4fce7461527d9d0","c043baa4d27cad2db9da9e2bf022af0f6c3f03dd6d02b67ed3de4d7c6499b91c","autonomous_driving","tier1_B_no_A"
"SBV2-ALL92-G008-SUPPORTED","SBV2-ALL92-G008","supported","contradiction_candidate","TN","weak_selector_overlap;contradiction_confusion;uncertainty_high_entropy","0.8221606471160614","0.5144214798033855","0.2785456478595733","0.8306712508201599","0.25","27","5","19.3223","0","1","0","0.8221606471160614","0.3077391673126759","59ed474aab518ae5760eb74469dd95fe438d9a18620c4cabe2e25eca9f15099b","bf768d33a8f1a20532d5e45301fa5ad397a0812b3fc1e838c0988254e942fc26","c043baa4d27cad2db9da9e2bf022af0f6c3f03dd6d02b67ed3de4d7c6499b91c","autonomous_driving","tier1_B_no_A"
"SBV2-ALL92-G011-CONTRA","SBV2-ALL92-G011","contradiction_candidate","contradiction_candidate","TN","weak_selector_overlap","0.7714109320392067","0.8797459872752124","0.8333514928817749","0.4882499873638153","0.2068965517241379","17","3","38.2709","0","1","0","0.7714109320392067","-0.1083350552360056","4188e8e4c63678c9051ce47102903168f1d0bcbb13953edc60adc244b558e24f","995fa58c44a58e2b2542d40a65c226709e9688591a9a4594f7c371515e6ba3d1","2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G011-MILD","SBV2-ALL92-G011","mild_scope_overclaim","contradiction_candidate","TN","weak_selector_overlap;contradiction_confusion","0.7534824979834607","0.8919049181400929","0.8834953308105469","0.364592432975769","0.2666666666666666","17","3","39.8109","0","1","0","0.7534824979834607","-0.1384224201566322","4188e8e4c63678c9051ce47102903168f1d0bcbb13953edc60adc244b558e24f","dd0fa55acab3977cb5544fb5e64a6781190998f2eb6ccbf336bf9062d52c4a36","2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G011-STRONG","SBV2-ALL92-G011","strong_action_overclaim","mild_scope_overclaim","FN","weak_selector_overlap;contradiction_confusion;mild_vs_strong_boundary","0.8528281171400884","0.4470856509688855","0.1336666494607925","0.4028341174125671","0.2580645161290322","15","2","38.2427","0","1","0","0.8528281171400884","0.4057424661712029","bbb4854e5fe1aab9761d5e4c64603c95215865f033dc73e570585c3bdb4586a6","8ebf77131e03cbcd56b603064c701419ab20623ce8281264eb9ae46544826a20","2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G011-SUPPORTED","SBV2-ALL92-G011","supported","contradiction_candidate","TN","weak_selector_overlap;contradiction_confusion","0.7460631285942566","0.8983349341181035","0.9118502140045166","0.3032212257385254","0.2068965517241379","17","4","38.0234","0","1","0","0.7460631285942566","-0.1522718055238469","4188e8e4c63678c9051ce47102903168f1d0bcbb13953edc60adc244b558e24f","de07e140c0001aa8d7e0e13dc0bb5311544b9bbe3854e3e0f8fe8cf36153af70","2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G013-C01","SBV2-ALL92-G013","supported","supported","TN","","0.541571687324694","0.2593516941385155","0.0004888717667199","0.013286942616105","0.4615384615384615","12","4","34.2637","0","1","0","0.541571687324694","0.2822199931861784","c9171ad2b2dd637b1da24716f53550b0d6613e923fec252aa3447a5984520f3f","f9e528eec7a2de8975dbe789508d36265460b229cbc62b91278252519e7f90d7","fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G013-C02","SBV2-ALL92-G013","mild_scope_overclaim","supported","TN","","0.5646324527351202","0.2595833455703749","0.0006199873751029","0.0136875677853822","0.4615384615384615","12","3","37.5609","0","1","0","0.5646324527351202","0.3050491071647453","c9171ad2b2dd637b1da24716f53550b0d6613e923fec252aa3447a5984520f3f","c3f09b7c977b3dbef81baba54b14d69299a4af4cd76f7a4971222443a952ca37","fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G013-C03","SBV2-ALL92-G013","strong_action_overclaim","supported","FN","weak_selector_overlap;contradiction_confusion","0.7957552336262175","0.3203458862475098","0.0319600775837898","0.2489628791809082","0.2666666666666666","15","3","36.6013","0","1","0","0.7957552336262175","0.4754093473787076","408a8ae38c0f5e1df1ee8aeb40281d9ef34215bc476f601f6d2c05485b1d7202","e9b1fb935f767beb6956fa5d20ef39cbd03d1f28731c910dea00ea0ffbc2504b","fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G013-C04","SBV2-ALL92-G013","contradiction_candidate","contradiction_candidate","TN","evidence_format_noise;weak_selector_overlap","0.5491015518718529","0.9206121783290636","0.9460053443908693","0.2239759564399719","0.2758620689655172","23","2","28.4698","0","1","0","0.5491015518718529","-0.3715106264572108","3568ac85e7714e8a9bc78233ecf10ea847d2e0acff1aecb78e59ea493a07b1ba","35b843d94ec0b809d1175d188729ac248e3e87d682f8daaf78217b48acae6337","fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G014-C01","SBV2-ALL92-G014","supported","strong_action_overclaim","FP","action_lexicon_shortcut;supported_overflag","0.4842155835641923","0.2828493094955318","0.0159327611327171","0.1335358917713165","0.6153846153846154","13","2","57.5221","0","1","1","0.4842155835641923","0.7013662740686606","fd497d3633a25c02512f13927932eb6113c025b75c9591e2274dc43dd8cdf434","0a2538bc56eda4000f59e233e84cf34c129391343463eaa58cb9748b9ff4d724","9d29a849f0cee133742cdebd54ed9ec73cc2b339ee6f007bebc610b315df129a","autonomous_driving","tier3_no_B_no_A"
"SBV2-ALL92-G014-C02","SBV2-ALL92-G014","mild_scope_overclaim","strong_action_overclaim","FP","action_lexicon_shortcut;mild_vs_strong_boundary","0.5538447456297133","0.2557153076521382","0.0048426636494696","0.0444641038775444","0.5","13","2","62.4471","0","1","1","0.5538447456297133","0.7981294379775752","fd497d3633a25c02512f13927932eb6113c025b75c9591e2274dc43dd8cdf434","18e4b3449ec9822be07bfc132b8f42c0107efd1a1a01229713261166b5d21a51","9d29a849f0cee133742cdebd54ed9ec73cc2b339ee6f007bebc610b315df129a","autonomous_driving","tier3_no_B_no_A"
"SBV2-ALL92-G014-C03","SBV2-ALL92-G014","strong_action_overclaim","strong_action_overclaim","TP","action_lexicon_shortcut","0.5600763801145674","0.2547403809083075","0.0046416083350777","0.0405855663120746","0.5","13","2","67.8635","0","1","1","0.5600763801145674","0.8053359992062599","fd497d3633a25c02512f13927932eb6113c025b75c9591e2274dc43dd8cdf434","8695974d9d2869a18060ec97b1fa08e87474455861774bc6d737baf66780ef5f","9d29a849f0cee133742cdebd54ed9ec73cc2b339ee6f007bebc610b315df129a","autonomous_driving","tier3_no_B_no_A"
"SBV2-ALL92-G014-C04","SBV2-ALL92-G014","contradiction_candidate","contradiction_candidate","TN","action_lexicon_shortcut;uncertainty_high_entropy","0.4756918525035523","0.8000871871902806","0.6507781147956848","0.6944969892501831","0.5384615384615384","13","2","48.7417","0","1","0","0.4756918525035523","-0.3243953346867283","fd497d3633a25c02512f13927932eb6113c025b75c9591e2274dc43dd8cdf434","0a8e6bad15628888dc91f4820a50978c7fd98b2db232ed1a6837f74058534854","9d29a849f0cee133742cdebd54ed9ec73cc2b339ee6f007bebc610b315df129a","autonomous_driving","tier3_no_B_no_A"
"SBV2-ALL92-G018-C01","SBV2-ALL92-G018","supported","supported","TN","","0.5222254010477371","0.296484148746758","0.0010794457048177","0.0135078784078359","0.7058823529411765","17","1","50.2449","1","1","0","0.5222254010477371","0.225741252300979","63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48","534ff54e74dd6f210761a710ef8245ec86b050247eeda7a0f8bdc06dd3869934","63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G018-C02","SBV2-ALL92-G018","mild_scope_overclaim","supported","TN","contradiction_confusion","0.5491866713457482","0.3039616137839863","0.0006821669521741","0.0883228555321693","0.6857142857142857","17","1","47.7303","1","1","0","0.5491866713457482","0.2452250575617618","63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48","c836b75cb072a6336267fac5ed95325b380c117f3885788b10ac845037470b60","63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G018-C03","SBV2-ALL92-G018","strong_action_overclaim","strong_action_overclaim","TP","","0.7012077892327065","0.2991366893349724","0.0021385268773883","0.0227305963635444","0.5","17","1","43.4446","1","1","1","0.7012077892327065","0.9020710998977342","63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48","a72de670a2c76feb47b3b0d0622c78d81eb11f4639a1e5f7dac5ce453bf5c6ba","63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G018-C04","SBV2-ALL92-G018","contradiction_candidate","contradiction_candidate","TN","","0.4343228035870561","0.9058233755047512","0.9802610874176024","0.1002581492066383","0.5714285714285714","17","1","44.3281","1","1","0","0.4343228035870561","-0.471500571917695","63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48","e4c6739cdadc5be693e844d7dea38e7e69969fabe7d96ef72d0d62cea0a8bd18","63768ac8a0c3a41266ba78375a734cbf983eea693a7cc7f5da2ad506d5d1af48","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G019-C01","SBV2-ALL92-G019","supported","supported","TN","","0.2978105854272831","0.008657916795584","0.0004514710453804","0.0368653871119022","0.7027027027027027","29","1","57.94","0","1","0","0.2978105854272831","0.2891526686316991","568376735d90f46516afe9fd84add0ab2079054b3facb340d214c65c791668f4","f499d79332b2fd33b3540268908551983fd00b933cb71eb621724ea1b79d44c8","d6e6dfa236313d7fa26da23cf16507d18528c5c6cf952679340daf0af5cf698f","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G019-C02","SBV2-ALL92-G019","mild_scope_overclaim","contradiction_candidate","TN","contradiction_confusion","0.1938162017410665","0.9239499942992968","0.9881735444068908","0.070697583258152","0.6486486486486487","29","1","56.0157","0","1","0","0.1938162017410665","-0.7301337925582301","568376735d90f46516afe9fd84add0ab2079054b3facb340d214c65c791668f4","7bed449b1ea3e10d19064550fa8422c38e90346d8ca5910324bd7cf1e46aaae2","d6e6dfa236313d7fa26da23cf16507d18528c5c6cf952679340daf0af5cf698f","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G019-C03","SBV2-ALL92-G019","strong_action_overclaim","contradiction_candidate","FN","contradiction_confusion","0.3283888224799682","0.9156177682828908","0.8661782145500183","0.4019781947135925","0.631578947368421","29","1","56.0157","0","1","0","0.3283888224799682","-0.5872289458029227","568376735d90f46516afe9fd84add0ab2079054b3facb340d214c65c791668f4","a162854a61cd7bdd5530edde5d8e246d2ae9425bc2e6f6fa21a9d38f59dfeb09","d6e6dfa236313d7fa26da23cf16507d18528c5c6cf952679340daf0af5cf698f","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G019-C04","SBV2-ALL92-G019","contradiction_candidate","contradiction_candidate","TN","","0.3491922011940808","0.9242738837781126","0.983828067779541","0.0916085094213485","0.5945945945945946","29","1","33.6472","0","1","0","0.3491922011940808","-0.5750816825840317","568376735d90f46516afe9fd84add0ab2079054b3facb340d214c65c791668f4","3c7e3d552b063ac3e58b33804966d35ee56ad000fa0724d755bd9e9039685088","d6e6dfa236313d7fa26da23cf16507d18528c5c6cf952679340daf0af5cf698f","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G020-C01","SBV2-ALL92-G020","supported","supported","TN","evidence_format_noise","0.2255389284988569","0.0232030817390439","0.0010978615609928","0.0480002239346504","0.7692307692307693","23","1","83.5577","0","1","0","0.2255389284988569","0.202335846759813","15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345","4b35a0b892aacf20db6eb2c61ec989461292ee0f9cb76dc6488fdc0f298e7c89","15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345","autonomous_driving","tier2_B_has_A"
"SBV2-ALL92-G020-C02","SBV2-ALL92-G020","mild_scope_overclaim","supported","TN","evidence_format_noise","0.2291556956171764","0.0238522525200172","0.0013023193459957","0.0650766119360923","0.7692307692307693","23","1","83.5577","0","1","0","0.2291556956171764","0.2053034430971592","15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345","a40c2f9c5f6f4ab572c7b45d68d47c489ee51e9acd121b8652292100b1cfa4f9","15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345","autonomous_driving","tier2_B_has_A"
"SBV2-ALL92-G020-C03","SBV2-ALL92-G020","strong_action_overclaim","supported","FN","evidence_format_noise","0.4185285142495559","0.2563650153652462","0.003219130448997","0.2652937769889831","0.6486486486486487","23","2","69.9315","0","1","0","0.4185285142495559","0.1621634988843097","15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345","52fb03ad41b6b2c2cdda5631842d0390de90f63ccdac1a6d118c8c9dafeb6d99","15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345","autonomous_driving","tier2_B_has_A"
"SBV2-ALL92-G020-C04","SBV2-ALL92-G020","contradiction_candidate","contradiction_candidate","TN","evidence_format_noise","0.2103218331235746","0.92206605403793","0.9654157161712646","0.1726091206073761","0.5263157894736842","23","2","68.1268","0","1","0","0.2103218331235746","-0.7117442209143553","15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345","ac27fdfaf7632a649beffdcdf00cb1394696487d2a9cce45334cdc45d25ea17c","15291939306b1ae7d86fc783d0370b291bc69c433c2b36f19f5682ebf12f7345","autonomous_driving","tier2_B_has_A"
"SBV2-ALL92-G021-C01","SBV2-ALL92-G021","supported","strong_action_overclaim","FP","supported_overflag","0.5699526140779934","0.2361435883973122","0.0012671580770984","0.0143206380307674","0.3225806451612903","18","3","31.518","0","1","1","0.5699526140779934","0.8338090256806812","10b3f5e9319df7ab886c4b758b350d90f73bac0f6f0d99b9911f07c4858dacab","7b568596d1c1f14c7146c4f45b60b9755a6e670805bdf18b7335dcded8b9fe26","6efee5891286599ea7c4589138b121e13c2de8d52a469d98584f169c44340d04","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G021-C02","SBV2-ALL92-G021","mild_scope_overclaim","strong_action_overclaim","FP","mild_vs_strong_boundary","0.5745173424595027","0.2367264651127818","0.0014366833493113","0.016194462776184","0.3225806451612903","18","3","29.1694","0","1","1","0.5745173424595027","0.8377908773467209","10b3f5e9319df7ab886c4b758b350d90f73bac0f6f0d99b9911f07c4858dacab","adfb94d160cdff4ea669403bb30619c6ec0999888c35265e62096a02f7ce4cbb","6efee5891286599ea7c4589138b121e13c2de8d52a469d98584f169c44340d04","autonomous_driving","tier4_no_B_has_A"
"SBV2-ALL92-G021-C03","SBV2-ALL92-G021","strong_action_overclaim","strong_action_overclaim","TP","","0.5877100277373991","0.2371531739316108","0.0017123303841799","0.0167720578610897","0.3333333333333333","18","2","32.5575","0","1","1","0.5877100277373991","0.8505568538057883","10b3f5e9319df7ab886c4b758b350d90f73bac0f6f0d99b9911f07c4858dacab","05c0ba52c3bdb0a3076fc458cd8eb791e4af724bfb7bef5f2fa13c2c69722e5a","6efee5891286599ea7c4589138b121e13c2de8d52a469d98584f169c44340d04","autonomous_driving","tier4_no_B_has_A"
