candidate_id,label_4class,label_escalation_binary,s_correct,s_wrong,margin,lambda_00_score,lambda_025_score,lambda_05_score,lambda_10_score,entailment_correct,neutral_correct,contradiction_correct,ent_minus_con_correct,con_minus_ent_correct,max_prob_correct,entropy_correct
SBV2-ALL92-G019-C04,contradiction_candidate,1,0.934862732887268,0.8420901298522949,0.0927726030349731,0.934862732887268,0.9580558836460114,0.9812490344047546,1.0276353359222412,0.0083309449255466,0.0484753437340259,0.9431936740875244,-0.934862732887268,0.934862732887268,0.9431936740875244,0.2417684346437454
SBV2-ALL92-G020-C01,supported,0,-0.0071087153628468,0.6599557399749756,-0.6670644283294678,-0.0071087153628468,-0.1738748224452138,-0.3406409295275807,-0.6741731436923146,0.0076454561203718,0.991817831993103,0.0005367405246943,0.0071087153628468,-0.0071087153628468,0.991817831993103,0.0494514852762222
SBV2-ALL92-G020-C02,mild_scope_overclaim,0,-0.0096237212419509,0.0603292807936668,-0.0699530020356178,-0.0096237212419509,-0.0271119717508554,-0.0446002222597599,-0.0795767232775688,0.0104530230164527,0.9887176752090454,0.0008293021237477,0.0096237212419509,-0.0096237212419509,0.9887176752090454,0.0647770911455154
SBV2-ALL92-G020-C03,strong_action_overclaim,1,0.0152894705533981,-0.2482780218124389,0.2635675072669983,0.0152894705533981,0.0811813473701477,0.1470732241868972,0.2788569778203964,0.0045646759681403,0.975581169128418,0.0198541469871997,-0.0152894705533981,0.0152894705533981,0.975581169128418,0.1265343278646469
SBV2-ALL92-G020-C04,contradiction_candidate,1,0.9485319256782532,0.0013929030392318,0.9471390247344972,0.9485319256782532,1.1853166818618774,1.4221014380455017,1.8956709504127505,0.0044909119606018,0.0424863323569297,0.953022837638855,-0.9485319256782532,0.9485319256782532,0.953022837638855,0.2043287456035614
SBV2-ALL92-G021-C01,supported,0,-0.0850847065448761,0.0021392093040049,-0.0872239172458648,-0.0850847065448761,-0.1068906858563423,-0.1286966651678085,-0.1723086237907409,0.0876959785819053,0.9096927642822266,0.0026112738996744,0.0850847065448761,-0.0850847065448761,0.9096927642822266,0.3150739967823028
SBV2-ALL92-G021-C02,mild_scope_overclaim,0,-0.2676019966602325,0.0094116190448403,-0.2770136296749115,-0.2676019966602325,-0.3368554040789604,-0.4061088114976883,-0.544615626335144,0.2690987288951874,0.7294044494628906,0.0014967418974265,0.2676019966602325,-0.2676019966602325,0.7294044494628906,0.5931219458580017
SBV2-ALL92-G021-C03,strong_action_overclaim,1,-0.1325637549161911,0.0071355700492858,-0.139699324965477,-0.1325637549161911,-0.1674885861575603,-0.2024134173989296,-0.2722630798816681,0.1337538808584213,0.8650559782981873,0.0011901269899681,0.1325637549161911,-0.1325637549161911,0.8650559782981873,0.4024932384490967
SBV2-ALL92-G021-C04,contradiction_candidate,1,0.9645312428474426,0.677146852016449,0.2873843908309936,0.9645312428474426,1.036377340555191,1.1082234382629397,1.2519156336784365,0.0060612061060965,0.0233463123440742,0.970592439174652,-0.9645312428474426,0.9645312428474426,0.970592439174652,0.1476379185914993
SBV2-ALL92-G025-C01,supported,0,-0.5650800466537476,0.0030945155303925,-0.5681745409965515,-0.5650800466537476,-0.7071236819028854,-0.8491673171520233,-1.133254587650299,0.6748751997947693,0.2153296768665313,0.1097951382398605,0.5650800466537476,-0.5650800466537476,0.6748751997947693,0.8385893106460571
SBV2-ALL92-G025-C02,mild_scope_overclaim,0,-0.4386588633060455,-0.253670185804367,-0.1849886775016784,-0.4386588633060455,-0.4849060326814651,-0.5311532020568848,-0.623647540807724,0.5550584197044373,0.3285420835018158,0.1163995489478111,0.4386588633060455,-0.4386588633060455,0.5550584197044373,0.9427934885025024
SBV2-ALL92-G025-C03,strong_action_overclaim,1,-0.2443196177482605,0.0036967897322028,-0.2480164021253585,-0.2443196177482605,-0.3063237182796001,-0.3683278188109398,-0.4923360198736191,0.4769666492938995,0.2903863191604614,0.232647031545639,0.2443196177482605,-0.2443196177482605,0.4769666492938995,1.0514312982559204
SBV2-ALL92-G025-C04,contradiction_candidate,1,0.9261938333511353,0.8451221585273743,0.0810716748237609,0.9261938333511353,0.9464617520570756,0.9667296707630156,1.0072655081748962,0.0090582044795155,0.0556898862123489,0.935252010822296,-0.9261938333511353,0.9261938333511353,0.935252010822296,0.2660456001758575
SBV2-ALL92-G027-C01,supported,0,-0.1424230188131332,0.1314474493265152,-0.2738704681396484,-0.1424230188131332,-0.2108906358480453,-0.2793582528829574,-0.4162934869527817,0.1442097127437591,0.8540035486221313,0.0017866869457066,0.1424230188131332,-0.1424230188131332,0.8540035486221313,0.4253440201282501
SBV2-ALL92-G027-C02,mild_scope_overclaim,0,-0.2850024104118347,0.002491180319339,-0.2874935865402221,-0.2850024104118347,-0.3568758070468902,-0.4287492036819458,-0.5724959969520569,0.2898492217063904,0.705303966999054,0.0048468098975718,0.2850024104118347,-0.2850024104118347,0.705303966999054,0.6310186386108398
SBV2-ALL92-G027-C03,strong_action_overclaim,1,-0.2871988415718078,0.0180952884256839,-0.3052941262722015,-0.2871988415718078,-0.3635223731398582,-0.4398459047079086,-0.5924929678440094,0.2953013479709625,0.6965962052345276,0.0081025026738643,0.2871988415718078,-0.2871988415718078,0.6965962052345276,0.6510686874389648
SBV2-ALL92-G027-C04,contradiction_candidate,1,0.9981299638748168,0.0032220319844782,0.9949079155921936,0.9981299638748168,1.2468569427728653,1.4955839216709137,1.9930378794670105,0.0004325680783949,0.0010048596886917,0.998562514781952,-0.9981299638748168,0.9981299638748168,0.998562514781952,0.0117234783247113
SBV2-ALL92-G028-C01,supported,0,-0.0212593078613281,0.0810974314808845,-0.1023567393422126,-0.0212593078613281,-0.0468484926968812,-0.0724376775324344,-0.1236160472035408,0.0215861517935991,0.9780870079994202,0.0003268436994403,0.0212593078613281,-0.0212593078613281,0.9780870079994202,0.1070924699306488
SBV2-ALL92-G028-C02,mild_scope_overclaim,0,-0.0244667381048202,0.0895618498325347,-0.114028587937355,-0.0244667381048202,-0.052973885089159,-0.0814810320734977,-0.1384953260421753,0.0248848907649517,0.9746968746185304,0.0004181527765467,0.0244667381048202,-0.0244667381048202,0.9746968746185304,0.1201455667614936
SBV2-ALL92-G028-C03,strong_action_overclaim,1,-0.0231694336980581,0.9651710391044616,-0.9883404970169068,-0.0231694336980581,-0.2702545579522848,-0.5173396822065115,-1.0115099307149649,0.0235889293253421,0.9759916067123412,0.000419495627284,0.0231694336980581,-0.0231694336980581,0.9759916067123412,0.1153672412037849
SBV2-ALL92-G028-C04,contradiction_candidate,1,-0.0009022513404488,0.299805223941803,-0.3007074892520904,-0.0009022513404488,-0.0760791236534714,-0.151255995966494,-0.3016097405925393,0.0076130758970975,0.9856760501861572,0.0067108245566487,0.0009022513404488,-0.0009022513404488,0.9856760501861572,0.0849377885460853
SBV2-ALL92-G030-C01,supported,0,-0.991228461265564,9.66873485594988e-05,-0.9913251399993896,-0.991228461265564,-1.2390597462654114,-1.4868910312652588,-1.9825536012649536,0.9920252561569214,0.0071779461577534,0.0007968071731738,0.991228461265564,-0.991228461265564,0.9920252561569214,0.0490636602044105
SBV2-ALL92-G030-C02,mild_scope_overclaim,0,-0.9920806288719176,0.008623331785202,-1.0007039308547974,-0.9920806288719176,-1.242256611585617,-1.4924325942993164,-1.992784559726715,0.992642104625702,0.0067964242771267,0.0005614653928205,0.9920806288719176,-0.9920806288719176,0.992642104625702,0.0454566963016986
SBV2-ALL92-G030-C03,strong_action_overclaim,1,-0.7658805251121521,0.0042851343750953,-0.7701656818389893,-0.7658805251121521,-0.9584219455718994,-1.1509633660316467,-1.5360462069511414,0.788116991519928,0.1896465271711349,0.0222364496439695,0.7658805251121521,-0.7658805251121521,0.788116991519928,0.5875949859619141
SBV2-ALL92-G030-C04,contradiction_candidate,1,0.9580383896827698,0.0097591578960418,0.9482792615890504,0.9580383896827698,1.1951082050800323,1.432178020477295,1.90631765127182,0.0072210798971354,0.0275193955749273,0.9652594923973083,-0.9580383896827698,0.9580383896827698,0.9652594923973083,0.1686087399721145
SBV2-ALL92-G031-C01,supported,0,-0.8665003776550293,0.0020963361021131,-0.8685967326164246,-0.8665003776550293,-1.0836495608091354,-1.3007987439632416,-1.735097110271454,0.8799260854721069,0.1066481471061706,0.0134257301688194,0.8665003776550293,-0.8665003776550293,0.8799260854721069,0.4091325998306274
SBV2-ALL92-G031-C02,mild_scope_overclaim,0,-0.8681066036224365,0.8360881805419922,-1.7041947841644287,-0.8681066036224365,-1.2941552996635437,-1.7202039957046509,-2.572301387786865,0.8871434926986694,0.0938195958733558,0.0190369188785552,0.8681066036224365,-0.8681066036224365,0.8871434926986694,0.403659462928772
SBV2-ALL92-G031-C03,strong_action_overclaim,1,-0.930314004421234,0.0015177731402218,-0.9318317770957948,-0.930314004421234,-1.1632719486951828,-1.3962298929691317,-1.8621457815170288,0.9379193186759948,0.0544753447175025,0.0076053086668252,0.930314004421234,-0.930314004421234,0.9379193186759948,0.2557417750358581
SBV2-ALL92-G031-C04,contradiction_candidate,1,-0.8917872905731201,-0.0045024408027529,-0.8872848749160767,-0.8917872905731201,-1.1136085093021393,-1.3354297280311584,-1.7790721654891968,0.9007285237312316,0.0903302133083343,0.0089412042871117,0.8917872905731201,-0.8917872905731201,0.9007285237312316,0.35352823138237
SBV2-ALL92-G032-C01,supported,0,-0.7041115164756775,0.0036754526663571,-0.7077869772911072,-0.7041115164756775,-0.8810582607984543,-1.058005005121231,-1.411898493766785,0.7073548436164856,0.2894018292427063,0.0032433466985821,0.7041115164756775,-0.7041115164756775,0.7073548436164856,0.6223312020301819
SBV2-ALL92-G032-C02,mild_scope_overclaim,0,-0.6485780477523804,0.9623816013336182,-1.6109596490859983,-0.6485780477523804,-1.05131796002388,-1.4540578722953796,-2.259537696838379,0.6514184474945068,0.3457411527633667,0.0028403729666024,0.6485780477523804,-0.6485780477523804,0.6514184474945068,0.6630549430847168
SBV2-ALL92-G032-C03,strong_action_overclaim,1,-0.830459475517273,0.0004312731325626,-0.8308907747268677,-0.830459475517273,-1.03818216919899,-1.2459048628807068,-1.6613502502441406,0.8320999145507812,0.1662596613168716,0.0016404421767219,0.830459475517273,-0.830459475517273,0.8320999145507812,0.4617658853530884
SBV2-ALL92-G032-C04,contradiction_candidate,1,0.9702103734016418,0.016466237604618,0.953744113445282,0.9702103734016418,1.2086464017629623,1.4470824301242828,1.923954486846924,0.0007283443119376,0.0283328052610158,0.9709387421607972,-0.9702103734016418,0.9702103734016418,0.9709387421607972,0.1348675340414047
SBV2-ALL92-G033-C01,supported,0,0.0002926752786152,0.000852987577673,-0.0005603122990578,0.0002926752786152,0.0001525972038507,1.251912908628583e-05,-0.0002676370204426,0.0006512782420031,0.9984048008918762,0.0009439535206183,-0.0002926752786152,0.0002926752786152,0.9984048008918762,0.0129471225664019
SBV2-ALL92-G033-C02,mild_scope_overclaim,0,0.0005195208941586,0.0029205214232206,-0.0024010005872696,0.0005195208941586,-8.072925265878439e-05,-0.0006809793994762,-0.001881479693111,0.0005734245642088,0.9983336329460144,0.0010929454583674,-0.0005195208941586,0.0005195208941586,0.9983336329460144,0.0133976154029369
SBV2-ALL92-G033-C03,strong_action_overclaim,1,0.002668329514563,0.0017967316089197,0.0008715979056432,0.002668329514563,0.0028862289909739,0.0031041284673847,0.0035399274202063,0.0019301191205158,0.9934715032577516,0.0045984485186636,-0.002668329514563,0.002668329514563,0.9934715032577516,0.0433197356760501
SBV2-ALL92-G033-C04,contradiction_candidate,1,0.0182161033153533,0.0033792350441217,0.0148368682712316,0.0182161033153533,0.0219253203831613,0.0256345374509692,0.033052971586585,0.0039268871769309,0.9739301204681396,0.0221429895609617,-0.0182161033153533,0.0182161033153533,0.9739301204681396,0.1318516433238983
SBV2-ALL92-G034-C01,supported,0,-0.9940432906150818,0.9506986737251282,-1.94474196434021,-0.9940432906150818,-1.4802287817001345,-1.9664142727851868,-2.938785254955292,0.9946424961090088,0.0047582085244357,0.0005992200458422,0.9940432906150818,-0.9940432906150818,0.9946424961090088,0.0352356173098087
SBV2-ALL92-G034-C02,mild_scope_overclaim,0,-0.9938442707061768,0.0015745752025395,-0.9954188466072084,-0.9938442707061768,-1.2426989823579788,-1.4915536940097809,-1.989263117313385,0.9946276545524596,0.004589014686644,0.0007834020070731,0.9938442707061768,-0.9938442707061768,0.9946276545524596,0.0356683395802974
SBV2-ALL92-G034-C03,strong_action_overclaim,1,-0.9842519760131836,0.9661946892738342,-1.950446605682373,-0.9842519760131836,-1.4718636274337769,-1.95947527885437,-2.9346985816955566,0.984892964363098,0.0144660705700516,0.000640969723463,0.9842519760131836,-0.9842519760131836,0.984892964363098,0.0809826329350471
SBV2-ALL92-G034-C04,contradiction_candidate,1,0.9802449345588684,0.0011935972142964,0.9790513515472412,0.9802449345588684,1.2250077724456787,1.469770610332489,1.9592962861061096,0.0078813591971993,0.0039923302829265,0.988126277923584,-0.9802449345588684,0.9802449345588684,0.988126277923584,0.0720255374908447
SBV2-ALL92-G035-C01,supported,0,-0.9637923836708068,0.2686203420162201,-1.2324126958847046,-0.9637923836708068,-1.271895557641983,-1.5799987316131592,-2.1962050795555115,0.9664286971092224,0.0309349950402975,0.0026362962089478,0.9637923836708068,-0.9637923836708068,0.9664286971092224,0.1561826318502426
SBV2-ALL92-G035-C02,mild_scope_overclaim,0,-0.8013626933097839,-0.0002545793540775,-0.8011081218719482,-0.8013626933097839,-1.001639723777771,-1.201916754245758,-1.6024708151817322,0.8689296841621399,0.0635033249855041,0.0675670057535171,0.8013626933097839,-0.8013626933097839,0.8689296841621399,0.4792043566703796
SBV2-ALL92-G035-C03,strong_action_overclaim,1,-0.3636833429336548,0.131653293967247,-0.495336651802063,-0.3636833429336548,-0.4875175058841705,-0.6113516688346863,-0.8590199947357178,0.5949989557266235,0.1736854314804077,0.2313155978918075,0.3636833429336548,-0.3636833429336548,0.5949989557266235,0.9515985250473022
SBV2-ALL92-G035-C04,contradiction_candidate,1,0.2631624042987823,-0.1833454072475433,0.4465078115463257,0.2631624042987823,0.3747893571853637,0.4864163100719452,0.709670215845108,0.2981709539890289,0.1404956579208374,0.5613333582878113,-0.2631624042987823,0.2631624042987823,0.5613333582878113,0.9606834650039672
SBV2-ALL92-G036-C01,supported,0,0.0085853338241577,0.0020918631926178,0.0064934706315398,0.0085853338241577,0.0102087014820426,0.0118320691399276,0.0150788044556975,0.0002896607329603,0.9908353090286256,0.0088749947026371,-0.0085853338241577,0.0085853338241577,0.9908353090286256,0.0534124374389648
SBV2-ALL92-G036-C02,mild_scope_overclaim,0,0.009759284555912,0.000533701677341,0.009225582703948,0.009759284555912,0.012065680231899,0.014372075907886,0.01898486725986,0.0004178045492153,0.98940509557724,0.0101770889014005,-0.009759284555912,0.009759284555912,0.98940509557724,0.0604778826236724
SBV2-ALL92-G036-C03,strong_action_overclaim,1,0.0071232998743653,0.0771452635526657,-0.0700219646096229,0.0071232998743653,-0.0103821912780404,-0.0278876824304461,-0.0628986647352576,0.0025088142137974,0.987859070301056,0.0096321143209934,-0.0071232998743653,0.0071232998743653,0.987859070301056,0.0718081295490264
SBV2-ALL92-G036-C04,contradiction_candidate,1,0.8855114579200745,0.0051716296002268,0.8803398013114929,0.8855114579200745,1.1055964082479477,1.325681358575821,1.7658512592315674,0.0017646929481998,0.1109591275453567,0.8872761726379395,-0.8855114579200745,0.8855114579200745,0.8872761726379395,0.3612591028213501
