candidate_id,true_label,pred_oracle_span,correct_oracle_span,strong_fn_oracle_span,strong_fp_oracle_span,pred_raw_bm25_top1_chunk,correct_raw_bm25_top1_chunk,strong_fn_raw_bm25_top1_chunk,strong_fp_raw_bm25_top1_chunk,pred_cleaned_top1_chunk,correct_cleaned_top1_chunk,strong_fn_cleaned_top1_chunk,strong_fp_cleaned_top1_chunk,pred_best_sentence_from_top1,correct_best_sentence_from_top1,strong_fn_best_sentence_from_top1,strong_fp_best_sentence_from_top1,pred_three_sentence_window_from_top1,correct_three_sentence_window_from_top1,strong_fn_three_sentence_window_from_top1,strong_fp_three_sentence_window_from_top1,pred_best_sentence_from_top5,correct_best_sentence_from_top5,strong_fn_best_sentence_from_top5,strong_fp_best_sentence_from_top5,pred_three_sentence_window_from_top5,correct_three_sentence_window_from_top5,strong_fn_three_sentence_window_from_top5,strong_fp_three_sentence_window_from_top5,pred_oracle_span_clean,correct_oracle_span_clean,strong_fn_oracle_span_clean,strong_fp_oracle_span_clean,pred_oracle_with_metadata,correct_oracle_with_metadata,strong_fn_oracle_with_metadata,strong_fp_oracle_with_metadata,pred_oracle_lengthened,correct_oracle_lengthened,strong_fn_oracle_lengthened,strong_fp_oracle_lengthened,raw_correct,canon_any_correct,canon_helped,canon_harmed,both_failed,both_correct
SBV2-ALL92-G004-STRONG,strong_action_overclaim,mild_scope_overclaim,False,True,False,mild_scope_overclaim,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,mild_scope_overclaim,False,True,False,supported,False,True,False,supported,False,True,False,False,False,False,False,True,False
SBV2-ALL92-G004-SUPPORTED,supported,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G007-CONTRA,contradiction_candidate,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G007-MILD,mild_scope_overclaim,contradiction_candidate,False,False,False,mild_scope_overclaim,True,False,False,mild_scope_overclaim,True,False,False,strong_action_overclaim,False,False,True,mild_scope_overclaim,True,False,False,strong_action_overclaim,False,False,True,mild_scope_overclaim,True,False,False,contradiction_candidate,False,False,False,supported,False,False,False,supported,False,False,False,True,True,False,False,False,True
SBV2-ALL92-G007-STRONG,strong_action_overclaim,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,False,True,True,False,False,False
SBV2-ALL92-G007-SUPPORTED,supported,contradiction_candidate,False,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,mild_scope_overclaim,False,False,False,contradiction_candidate,False,False,False,supported,True,False,False,supported,True,False,False,False,False,False,False,True,False
SBV2-ALL92-G008-CONTRA,contradiction_candidate,contradiction_candidate,True,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,contradiction_candidate,True,False,False,supported,False,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,False,True,True,False,False,False
SBV2-ALL92-G008-MILD,mild_scope_overclaim,strong_action_overclaim,False,False,True,mild_scope_overclaim,True,False,False,mild_scope_overclaim,True,False,False,mild_scope_overclaim,True,False,False,mild_scope_overclaim,True,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,False,False,False,True,True,False,False,False,True
SBV2-ALL92-G008-STRONG,strong_action_overclaim,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,mild_scope_overclaim,False,True,False,mild_scope_overclaim,False,True,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,contradiction_candidate,False,True,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,supported,False,True,False,False,True,True,False,False,False
SBV2-ALL92-G008-SUPPORTED,supported,strong_action_overclaim,False,False,True,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,True,False,False,False,False,False,False,True,False
SBV2-ALL92-G011-CONTRA,contradiction_candidate,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G011-MILD,mild_scope_overclaim,strong_action_overclaim,False,False,True,mild_scope_overclaim,True,False,False,mild_scope_overclaim,True,False,False,mild_scope_overclaim,True,False,False,mild_scope_overclaim,True,False,False,contradiction_candidate,False,False,False,mild_scope_overclaim,True,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,False,False,False,True,True,False,False,False,True
SBV2-ALL92-G011-STRONG,strong_action_overclaim,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,contradiction_candidate,False,True,False,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,contradiction_candidate,False,True,False,mild_scope_overclaim,False,True,False,False,True,True,False,False,False
SBV2-ALL92-G011-SUPPORTED,supported,strong_action_overclaim,False,False,True,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,contradiction_candidate,False,False,False,mild_scope_overclaim,False,False,False,contradiction_candidate,False,False,False,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,True,False,False,False,False,False,False,True,False
SBV2-ALL92-G013-C01,supported,strong_action_overclaim,False,False,True,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,supported,True,False,False,supported,True,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,True,False,False,False,True,True,False,False,False
SBV2-ALL92-G013-C02,mild_scope_overclaim,strong_action_overclaim,False,False,True,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,supported,False,False,False,supported,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G013-C03,strong_action_overclaim,strong_action_overclaim,True,False,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,supported,False,True,False,supported,False,True,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,supported,False,True,False,False,False,False,False,True,False
SBV2-ALL92-G013-C04,contradiction_candidate,supported,False,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,supported,False,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G014-C01,supported,supported,True,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,contradiction_candidate,False,False,False,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,False,True,True,False,False,False
SBV2-ALL92-G014-C02,mild_scope_overclaim,strong_action_overclaim,False,False,True,mild_scope_overclaim,True,False,False,strong_action_overclaim,False,False,True,mild_scope_overclaim,True,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,False,False,False,True,True,False,False,False,True
SBV2-ALL92-G014-C03,strong_action_overclaim,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,supported,False,True,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,supported,False,True,False,False,True,True,False,False,False
SBV2-ALL92-G014-C04,contradiction_candidate,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,mild_scope_overclaim,False,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G018-C01,supported,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G018-C02,mild_scope_overclaim,strong_action_overclaim,False,False,True,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G018-C03,strong_action_overclaim,strong_action_overclaim,True,False,False,supported,False,True,False,supported,False,True,False,strong_action_overclaim,True,False,False,supported,False,True,False,strong_action_overclaim,True,False,False,supported,False,True,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,contradiction_candidate,False,True,False,False,True,True,False,False,False
SBV2-ALL92-G018-C04,contradiction_candidate,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G019-C01,supported,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G019-C02,mild_scope_overclaim,mild_scope_overclaim,True,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,mild_scope_overclaim,True,False,False,contradiction_candidate,False,False,False,contradiction_candidate,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G019-C03,strong_action_overclaim,mild_scope_overclaim,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,mild_scope_overclaim,False,True,False,contradiction_candidate,False,True,False,supported,False,True,False,False,False,False,False,True,False
SBV2-ALL92-G019-C04,contradiction_candidate,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G020-C01,supported,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G020-C02,mild_scope_overclaim,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G020-C03,strong_action_overclaim,supported,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,contradiction_candidate,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,False,False,False,False,True,False
SBV2-ALL92-G020-C04,contradiction_candidate,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G021-C01,supported,supported,True,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,contradiction_candidate,False,False,False,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,False,True,True,False,False,False
SBV2-ALL92-G021-C02,mild_scope_overclaim,supported,False,False,False,mild_scope_overclaim,True,False,False,mild_scope_overclaim,True,False,False,contradiction_candidate,False,False,False,mild_scope_overclaim,True,False,False,strong_action_overclaim,False,False,True,supported,False,False,False,supported,False,False,False,supported,False,False,False,mild_scope_overclaim,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G021-C03,strong_action_overclaim,supported,False,True,False,mild_scope_overclaim,False,True,False,mild_scope_overclaim,False,True,False,contradiction_candidate,False,True,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,supported,False,True,False,supported,False,True,False,mild_scope_overclaim,False,True,False,False,True,True,False,False,False
SBV2-ALL92-G021-C04,contradiction_candidate,contradiction_candidate,True,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,mild_scope_overclaim,False,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,False,True,True,False,False,False
SBV2-ALL92-G025-C01,supported,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G025-C02,mild_scope_overclaim,strong_action_overclaim,False,False,True,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,strong_action_overclaim,False,False,True,supported,False,False,False,supported,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G025-C03,strong_action_overclaim,strong_action_overclaim,True,False,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,False,False,False,False,True,False
SBV2-ALL92-G025-C04,contradiction_candidate,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G027-C01,supported,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G027-C02,mild_scope_overclaim,strong_action_overclaim,False,False,True,supported,False,False,False,supported,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G027-C03,strong_action_overclaim,strong_action_overclaim,True,False,False,supported,False,True,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,supported,False,True,False,False,True,True,False,False,False
SBV2-ALL92-G027-C04,contradiction_candidate,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,mild_scope_overclaim,False,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G028-C01,supported,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G028-C02,mild_scope_overclaim,strong_action_overclaim,False,False,True,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,strong_action_overclaim,False,False,True,supported,False,False,False,supported,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G028-C03,strong_action_overclaim,strong_action_overclaim,True,False,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,strong_action_overclaim,True,False,False,supported,False,True,False,supported,False,True,False,False,False,False,False,True,False
SBV2-ALL92-G028-C04,contradiction_candidate,strong_action_overclaim,False,False,True,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,strong_action_overclaim,False,False,True,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G030-C01,supported,supported,True,False,False,supported,True,False,False,supported,True,False,False,contradiction_candidate,False,False,False,supported,True,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,supported,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G030-C02,mild_scope_overclaim,supported,False,False,False,supported,False,False,False,supported,False,False,False,contradiction_candidate,False,False,False,supported,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,supported,False,False,False,strong_action_overclaim,False,False,True,supported,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G030-C03,strong_action_overclaim,strong_action_overclaim,True,False,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,contradiction_candidate,False,True,False,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,mild_scope_overclaim,False,True,False,False,False,False,False,True,False
SBV2-ALL92-G030-C04,contradiction_candidate,contradiction_candidate,True,False,False,supported,False,False,False,supported,False,False,False,mild_scope_overclaim,False,False,False,supported,False,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,False,True,True,False,False,False
SBV2-ALL92-G031-C01,supported,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G031-C02,mild_scope_overclaim,mild_scope_overclaim,True,False,False,supported,False,False,False,supported,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,mild_scope_overclaim,True,False,False,supported,False,False,False,supported,False,False,False,False,False,False,False,True,False
SBV2-ALL92-G031-C03,strong_action_overclaim,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,contradiction_candidate,False,True,False,mild_scope_overclaim,False,True,False,strong_action_overclaim,True,False,False,strong_action_overclaim,True,False,False,mild_scope_overclaim,False,True,False,True,True,False,False,False,True
SBV2-ALL92-G031-C04,contradiction_candidate,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,strong_action_overclaim,False,False,True,contradiction_candidate,True,False,False,strong_action_overclaim,False,False,True,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,False,True,True,False,False,False
SBV2-ALL92-G032-C01,supported,supported,True,False,False,supported,True,False,False,supported,True,False,False,strong_action_overclaim,False,False,True,supported,True,False,False,strong_action_overclaim,False,False,True,supported,True,False,False,supported,True,False,False,supported,True,False,False,supported,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G032-C02,mild_scope_overclaim,supported,False,False,False,supported,False,False,False,supported,False,False,False,strong_action_overclaim,False,False,True,supported,False,False,False,mild_scope_overclaim,True,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,supported,False,False,False,False,True,True,False,False,False
SBV2-ALL92-G032-C03,strong_action_overclaim,supported,False,True,False,supported,False,True,False,supported,False,True,False,strong_action_overclaim,True,False,False,supported,False,True,False,strong_action_overclaim,True,False,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,supported,False,True,False,False,True,True,False,False,False
SBV2-ALL92-G032-C04,contradiction_candidate,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,strong_action_overclaim,False,False,True,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,contradiction_candidate,True,False,False,True,True,False,False,False,True
SBV2-ALL92-G033-C01,supported,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,strong_action_overclaim,False,False,True,mild_scope_overclaim,False,False,False,mild_scope_overclaim,False,False,False,supported,True,False,False,mild_scope_overclaim,False,False,False,False,False,False,False,True,False
