sample_id,candidate_id,label_4_silver,domain,parse_status,llm_label,llm_confidence,llm_rationale,llm_evidence_used,llm_uncertain,warnings,model,latency,input_tokens_est,output_tokens_est,cost_estimate,llm_label_idx,silver_idx,r4_label,r4_label_idx,llm_correct,r4_correct,llm_vs_r4
LLM_074,SBV2-ALL92-G145-C02,mild_scope_overclaim,digital_twin,ok,supported,1.0,"The evidence directly states that APDT was implemented as a proof of concept on a university campus subnetwork using historical data from three access points, matching the claim exactly.",True,False,,deepseek-v4-flash,1.73,523,76,0.000162,0,1,supported,0,0,0,both_wrong
LLM_075,SBV2-ALL92-G122-C02,mild_scope_overclaim,digital_twin,ok,supported,0.95,"The evidence directly states that the model achieves an R2 of 0.3798 and outperforms baseline regressors, matching the claim exactly.",True,False,,deepseek-v4-flash,1.7,537,72,0.000165,0,1,supported,0,0,0,both_wrong
LLM_101,SBV2-ALL92-G052-C03,strong_action_overclaim,autonomous_driving,ok,mild_scope_overclaim,0.95,"The claim states 16 GPUs and 100 CPUs, but the evidence specifies 8 GPUs and 64 CPUs, which is a scope overstatement.",True,False,,deepseek-v4-flash,1.66,526,80,0.000164,1,2,supported,0,0,0,both_wrong
LLM_102,SBV2-ALL92-G028-C03,strong_action_overclaim,autonomous_driving,ok,supported,1.0,"The evidence directly states the implementation of a rigorous, iterative quality control process to filter noise and correct biases, matching the claim's description.",True,False,,deepseek-v4-flash,1.77,523,70,0.000161,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_103,SBV2-ALL92-G019-C03,strong_action_overclaim,autonomous_driving,ok,mild_scope_overclaim,0.95,"The evidence states fine-tuning for two epochs on nuScenes only, while the claim says four epochs on nuScenes and Waymo.",True,False,,deepseek-v4-flash,1.62,550,76,0.00017,1,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_104,SBV2-ALL92-G013-C03,strong_action_overclaim,autonomous_driving,ok,mild_scope_overclaim,0.9,"The evidence states a closed-loop interactive end-to-end simulation platform based on nuPlan, but the claim adds 'benchmark-scale evaluation pipelines and renderer comparisons' which are not mentioned in the evidence.",True,False,,deepseek-v4-flash,1.83,511,88,0.000163,1,2,strong_action_overclaim,2,0,1,r4_only
LLM_106,SBV2-ALL92-G004-STRONG,strong_action_overclaim,autonomous_driving,ok,mild_scope_overclaim,0.9,"The evidence mentions only a desktop PC with the specified CPU, RAM, and GPU, but the claim adds a multi-GPU compute cluster not present in the evidence.",True,False,,deepseek-v4-flash,1.86,567,81,0.000176,1,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_107,SBV2-ALL92-G042-C03,strong_action_overclaim,autonomous_driving,ok,supported,0.95,"The evidence directly states the introduction of a closed-loop evaluation framework integrating real-world driving scenarios into CARLA with infrastructure cooperation, matching the claim's core elements.",True,False,,deepseek-v4-flash,1.91,523,74,0.000162,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_108,SBV2-ALL92-G014-C03,strong_action_overclaim,autonomous_driving,ok,mild_scope_overclaim,0.9,"Evidence only mentions lower FID score, not lower perception and segmentation scores as claimed.",True,False,,deepseek-v4-flash,2.13,550,65,0.000167,1,2,supported,0,0,0,both_wrong
LLM_109,SBV2-ALL92-G025-C03,strong_action_overclaim,autonomous_driving,ok,mild_scope_overclaim,0.9,"The evidence mentions commercial, open-source, and driving-specialized VLMs, but the claim adds 'vehicle-specialized, sensor-fusion, and text-centric' categories not present in the evidence.",True,False,,deepseek-v4-flash,1.76,537,89,0.00017,1,2,supported,0,0,0,both_wrong
LLM_110,SBV2-ALL92-G018-C03,strong_action_overclaim,autonomous_driving,ok,supported,1.0,"The evidence directly states that overall performance of all ADVLMs remains relatively low, which matches the claim's assertion about low performance and unreliability for closed-loop evaluation benchmarks.",True,False,,deepseek-v4-flash,1.78,517,78,0.000161,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_111,SBV2-ALL92-G043-C03,strong_action_overclaim,autonomous_driving,ok,mild_scope_overclaim,0.9,"The evidence states evaluation of three agents, while the claim says seven agents, broadening the scope.",True,False,,deepseek-v4-flash,1.85,524,67,0.00016,1,2,contradiction_candidate,3,0,0,both_wrong
LLM_112,SBV2-ALL92-G034-C03,strong_action_overclaim,autonomous_driving,ok,supported,0.95,"The evidence directly states that state-of-the-art E2E-AD models are implemented and evaluated in Bench2Drive, providing insights on current status and future directions, which matches the claim without overstatement.",True,False,,deepseek-v4-flash,1.77,522,84,0.000164,0,2,supported,0,0,0,both_wrong
LLM_113,SBV2-ALL92-G027-C03,strong_action_overclaim,autonomous_driving,ok,supported,1.0,"The evidence directly states that ScenePilot-Bench remains an open-loop benchmark and does not directly measure downstream control effects in a closed-loop system, matching the claim exactly.",True,False,,deepseek-v4-flash,1.62,532,77,0.000165,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_114,SBV2-ALL92-G032-C03,strong_action_overclaim,autonomous_driving,ok,mild_scope_overclaim,0.9,"The evidence supports improved spatial reasoning and real-time planning but does not mention trajectory-control accuracy, which the claim adds.",True,False,,deepseek-v4-flash,1.79,528,71,0.000162,1,2,supported,0,0,0,both_wrong
LLM_115,SBV2-ALL92-G040-C03,strong_action_overclaim,autonomous_driving,ok,contradiction_candidate,1.0,"The claim states twelve baseline methods are implemented, but the evidence explicitly says five classical models are implemented.",True,False,,deepseek-v4-flash,1.7,532,67,0.000162,3,2,contradiction_candidate,3,0,0,both_wrong
LLM_116,SBV2-ALL92-G038-C03,strong_action_overclaim,autonomous_driving,ok,mild_scope_overclaim,0.9,"The claim states 12% and 98%, while the evidence reports 22% and 95%, so the claim slightly overstates the scores.",True,False,,deepseek-v4-flash,1.89,526,78,0.000164,1,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_117,SBV2-ALL92-G083-C03,strong_action_overclaim,cyber_defense,ok,contradiction_candidate,1.0,"The claim states that DeepXplain raises the average stage-weighted F1-score to 0.950 and mitigation success to 95.0%, but the evidence reports values of 0.915 and 89.6%, which directly conflict with the claim.",True,False,,deepseek-v4-flash,1.87,550,99,0.000176,3,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_118,SBV2-ALL92-G098-C03,strong_action_overclaim,cyber_defense,ok,mild_scope_overclaim,0.9,"The evidence states the approach 'matches performance' on unseen larger networks, while the claim says 'exceeds performance' on such networks.",True,False,,deepseek-v4-flash,2.0,525,75,0.000163,1,2,supported,0,0,0,both_wrong
LLM_119,SBV2-ALL92-G082-C03,strong_action_overclaim,cyber_defense,ok,supported,0.95,"The evidence directly states evaluation in a realistic testbed using CALDERA-driven APT scenarios, matching the claim's description.",True,False,,deepseek-v4-flash,1.91,517,68,0.000159,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_120,SBV2-ALL92-G093-C03,strong_action_overclaim,cyber_defense,ok,contradiction_candidate,1.0,"The claim states that the paper presents H-MARL transferability to evolving adversaries, but the evidence explicitly says this is left as future work.",True,False,,deepseek-v4-flash,1.78,523,76,0.000162,3,2,contradiction_candidate,3,0,0,both_wrong
LLM_121,SBV2-ALL92-G086-C03,strong_action_overclaim,cyber_defense,ok,mild_scope_overclaim,0.9,"The claim states proactive-v2 lasts 20 time steps, but the evidence says 15 time steps, so the claim overstates the duration while the relative ordering is correct.",True,False,,deepseek-v4-flash,2.01,539,83,0.000169,1,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_122,SBV2-ALL92-G069-C03,strong_action_overclaim,cyber_defense,ok,supported,1.0,"The evidence directly states that systematic evaluation of offensive capabilities is constrained by limited access to open, reproducible, multi-host cyber-range infrastructure, which matches the claim's assertion about missing such infrastructure.",True,False,,deepseek-v4-flash,1.82,522,80,0.000163,0,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_123,SBV2-ALL92-G091-C03,strong_action_overclaim,cyber_defense,ok,supported,1.0,"The evidence directly states that methods are evaluated against multiple baselines at different stages of the design process to motivate methodology and design decisions, which matches the claim.",True,False,,deepseek-v4-flash,1.66,509,74,0.000158,0,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_124,SBV2-ALL92-G141-C03,strong_action_overclaim,digital_twin,ok,mild_scope_overclaim,0.8,"The evidence states that meeting low-latency requirements becomes 'more challenging' under the limitation, while the claim asserts they become 'infeasible', which is a stronger conclusion than the evidence supports.",True,False,,deepseek-v4-flash,1.93,515,89,0.000164,1,2,contradiction_candidate,3,0,0,both_wrong
LLM_125,SBV2-ALL92-G144-C03,strong_action_overclaim,digital_twin,ok,supported,0.95,"The evidence directly states that traditional passive safety analysis methods face serious limitations in data-scarce and evolving environments, matching the claim's core assertion.",True,False,,deepseek-v4-flash,2.02,531,72,0.000164,0,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_160,SBV2-ALL92-G051-C04,contradiction_candidate,autonomous_driving,ok,mild_scope_overclaim,0.9,"The evidence describes a framework for testing RL routing algorithms, while the claim specifies supervised lane detection algorithms, which is a different domain.",True,False,,deepseek-v4-flash,1.79,536,74,0.000165,1,3,strong_action_overclaim,2,0,0,both_wrong
LLM_163,SBV2-ALL92-G065-C04,contradiction_candidate,autonomous_driving,ok,mild_scope_overclaim,0.8,"The evidence mentions design tradeoffs involving power, network, storage, sensor visibility, and ground truth sources, but the claim adds compute benchmarks, camera styling, annotation speed, map formatting, and dashboard layout which are not present in the evidence.",True,False,,deepseek-v4-flash,1.9,530,96,0.00017,1,3,contradiction_candidate,3,0,1,r4_only
LLM_168,SBV2-ALL92-G094-C04,contradiction_candidate,cyber_defense,ok,mild_scope_overclaim,0.8,"The evidence mentions analyzing trade-offs between resilience, costs, and prioritization of operational goals, while the claim specifies interface design, report formatting, and analyst preferences, which are not present in the evidence.",True,False,,deepseek-v4-flash,1.77,530,88,0.000168,1,3,supported,0,0,0,both_wrong
LLM_173,SBV2-ALL92-G099-C04,contradiction_candidate,cyber_defense,ok,mild_scope_overclaim,0.9,"The evidence states the observation and action spaces are decomposed into discrete entities, while the claim says continuous global vectors, which is a slight scope overclaim.",True,False,,deepseek-v4-flash,1.72,530,78,0.000165,1,3,contradiction_candidate,3,0,1,r4_only
